"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Cedi Osman","SG/SFSGSF","CLE","@ PHI","24th",111,3000,0,9.4,4.4,0.7,15.5,1.5,6.3,0,0,0,"%",0,0,4,8.25,2.8
"Kevon Looney","SF/PFSFPF","GSW","vs SAC","28th",109,3000,2.8,23.1,11.2,0.96,13.4,2.5,11.7,11.57,11.52,11.52,"%",48,3.8,4,1,0.3
"C.J. Williams","SG","LAC","vs LAL","18th",110.25,3000,0,4.2,3.7,0.62,18.7,2,6,0,0,0,"%",44,0,16,11.75,3.9
"John Holland","SG/SFSGSF","CLE","@ PHI","24th",111,3000,0,0,2,0.2,9.7,1,10,0,0,0,"%",0,0,4,3.5,1.2
"Quinn Cook","PG","GSW","vs SAC","17th",109,3000,0,20.3,6.8,0.76,8.3,2,9,8.9,6.83,6.83,"%",0,2.3,0,0,NA
"Vince Carter","SG/SFSGSF","SAC","@ GSW","14th",96,3000,0,6.6,6.1,0.54,17.2,3.3,11.2,0,0,0,"%",46,0,17,16.75,5.6
"Davis Bertans","SF/PFSFPF","SAS","vs DAL","11th",101.75,3000,0,18.3,6.1,0.87,20.5,2.3,7,7.81,6.31,6.31,"%",2,2.1,2,0.25,0.1
"Willie Reed","C","LAC","vs LAL","16th",110.25,3000,0.2,22.6,11.5,1.08,20.4,3.6,10.6,9.18,9.77,9.77,"%",44,3.3,6,2.75,0.9
"Josh Hart","PG/SGPGSG","LAL","@ LAC","25th",106.25,3000,0,14.6,7.6,0.59,10.5,2.7,12.9,5.5,3.47,3.47,"%",27,1.2,21,10.75,3.6
"Arron Afflalo","SG/SFSGSF","ORL","@ IND","12th",106.5,3000,0,18.9,5.3,0.5,9.5,2.1,10.5,11.93,6,6,"%",0,2,0,0,NA
"Joffrey Lauvergne","PF/CPFC","SAS","vs DAL","21st",101.75,3000,5.4,22.9,9.4,0.95,18.3,3.8,9.9,12.9,12.89,12.89,"%",47,4.3,9,0.75,0.3
"Jake Layman","SF/PFSFPF","POR","@ NYK","17th",103,3000,0,8.4,3.6,0.72,11.7,1.8,5,4.01,2.81,2.81,"%",23,0.9,3,3.25,1.1
"Langston Galloway","PG/SGPGSG","DET","@ BOS","14th",96.5,3000,2.4,23.7,11.4,0.83,17.8,5,13.8,14.3,11.55,11.55,"%",47,3.9,4,4,1.3
"Eric Moreland","PF/CPFC","DET","@ BOS","4th",96.5,3000,0,22,7.6,0.75,7.1,1.1,10.1,14.3,9.34,9.34,"%",16,3.1,8,8,2.7
"Jawun Evans","PG","LAC","vs LAL","25th",110.25,3000,3.1,21.1,8.1,0.68,22.5,4.2,12,14.93,10.78,10.78,"%",36,3.6,8,8.5,2.8
"Corey Brewer","SG/SFSGSF","LAL","@ LAC","6th",106.25,3000,0,17.3,7.8,0.64,13.8,2.5,12.2,8.78,6.06,6.06,"%",28,2,10,13.5,4.5
"JaVale McGee","C","GSW","vs SAC","27th",109,3000,1.2,20.5,9,1.18,19.1,2.8,7.6,7.21,9.45,9.45,"%",39,3.2,8,10,3.3
"Maxi Kleber","PF","DAL","@ SAS","6th",92.75,3000,0.6,18.9,7.9,0.59,13.6,3.2,13.3,16.05,8.47,8.47,"%",34,2.8,12,11.75,3.9
"Frank Mason III","PG/SGPGSG","SAC","@ GSW","5th",96,3000,2.4,27.4,13.3,0.86,27.6,5.9,15.5,17.18,13.13,13.13,"%",46,4.4,24,24.75,8.3
"Jose Calderon","PG","CLE","@ PHI","20th",111,3000,0,24.1,6.9,0.56,9.7,2.2,12.3,17.83,9.95,9.95,"%",0,3.3,22,12.25,4.1
