"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"SG/SF","Nicolas Batum",6000,"CHA@MIA 12/01/2017 08:00PM ET",21.75,"CHA","MIA",28.61,28.4,25.75
"PF","James Johnson",5900,"CHA@MIA 12/01/2017 08:00PM ET",27.263,"MIA","CHA",26.23,25.9,24
"SG/SF","Justin Holiday",5800,"SAC@CHI 12/01/2017 08:00PM ET",27.806,"CHI","SAC",27.94,26,27.5
"C","Steven Adams",5800,"MIN@OKC 12/01/2017 08:00PM ET",28,"OKC","MIN",28.62,28.7,38
"SG/SF","Denzel Valentine",5700,"SAC@CHI 12/01/2017 08:00PM ET",24.395,"CHI","SAC",27.19,27.3,17
"SG/SF","Rodney Hood",5700,"NO@UTA 12/01/2017 09:00PM ET",25.986,"UTA","NO",29.15,0,0
"PG","Mario Chalmers",5700,"SA@MEM 12/01/2017 08:00PM ET",20.829,"MEM","SA",24.53,19.4,10.5
"PF/C","Taj Gibson",5700,"MIN@OKC 12/01/2017 08:00PM ET",26.386,"MIN","OKC",29.06,28.1,16
"SG/SF","Jeremy Lamb",5700,"CHA@MIA 12/01/2017 08:00PM ET",30.375,"CHA","MIA",26.52,26.2,24.5
"PG","Ricky Rubio",5600,"NO@UTA 12/01/2017 09:00PM ET",27.888,"UTA","NO",25.58,27.9,16.75
"PG/SF","Kyle Anderson",5500,"SA@MEM 12/01/2017 08:00PM ET",25.429,"SA","MEM",23.91,24.1,12
"PF/C","Willie Cauley-Stein",5400,"SAC@CHI 12/01/2017 08:00PM ET",24.619,"SAC","CHI",24.95,26.7,28.75
"PF/C","Zach Randolph",5200,"SAC@CHI 12/01/2017 08:00PM ET",24.803,"SAC","CHI",23.54,23.5,48.75
"C","Robin Lopez",5100,"SAC@CHI 12/01/2017 08:00PM ET",24.224,"CHI","SAC",22.89,23.1,28.25
"PF/C","Nikola Mirotic",5000,"SAC@CHI 12/01/2017 08:00PM ET",0,"CHI","SAC",0,0,0
"SG/SF","Joe Ingles",4900,"NO@UTA 12/01/2017 09:00PM ET",24.369,"UTA","NO",26.25,26.3,32.25
"PF","Bobby Portis",4800,"SAC@CHI 12/01/2017 08:00PM ET",25.545,"CHI","SAC",18.31,19,0
"PG/SG","Zach LaVine",4700,"SAC@CHI 12/01/2017 08:00PM ET",0,"CHI","SAC",0,0,0
"PG","Rajon Rondo",4700,"NO@UTA 12/01/2017 09:00PM ET",17.875,"NO","UTA",21.92,22.8,40.5
"SF/PF","Rudy Gay",4700,"SA@MEM 12/01/2017 08:00PM ET",23.063,"SA","MEM",21.43,21.5,27.25
"PG/SG","Tyus Jones",4700,"MIN@OKC 12/01/2017 08:00PM ET",13.636,"MIN","OKC",9.59,11.4,2.5
"SG/SF","Buddy Hield",4600,"SAC@CHI 12/01/2017 08:00PM ET",21.842,"SAC","CHI",17.97,19.9,1.5
"SG/SF","Josh Richardson",4600,"CHA@MIA 12/01/2017 08:00PM ET",19.083,"MIA","CHA",21.74,21,35.5
"PG/SG","Jerian Grant",4500,"SAC@CHI 12/01/2017 08:00PM ET",21.947,"CHI","SAC",15.93,17.2,31
"PG","De'Aaron Fox",4400,"SAC@CHI 12/01/2017 08:00PM ET",21.571,"SAC","CHI",20.55,22.1,24.25
"PF/C","Kelly Olynyk",4400,"CHA@MIA 12/01/2017 08:00PM ET",19.94,"MIA","CHA",19.88,22.2,23
"PG/SG","Tyler Johnson",4400,"CHA@MIA 12/01/2017 08:00PM ET",19.55,"MIA","CHA",20.48,21.6,16
"PG","Michael Carter-Williams",4400,"CHA@MIA 12/01/2017 08:00PM ET",15.056,"CHA","MIA",27.4,26,29
"SG/SF","Danny Green",4300,"SA@MEM 12/01/2017 08:00PM ET",22.838,"SA","MEM",20.96,20.4,15.75
"SF/PF","JaMychal Green",4300,"SA@MEM 12/01/2017 08:00PM ET",19.875,"MEM","SA",25.14,23.7,9.75
"PG/SG","George Hill",4200,"SAC@CHI 12/01/2017 08:00PM ET",18.368,"SAC","CHI",17.22,19.2,22.75
"SF","Michael Kidd-Gilchrist",4200,"CHA@MIA 12/01/2017 08:00PM ET",17.071,"CHA","MIA",20.46,20.1,25.25
"PG/SG","Malik Monk",4200,"CHA@MIA 12/01/2017 08:00PM ET",13.542,"CHA","MIA",11.7,11.9,11.25
"PG","Patty Mills",4100,"SA@MEM 12/01/2017 08:00PM ET",19.833,"SA","MEM",17.84,20.3,0
"PF/C","Bam Adebayo",4100,"CHA@MIA 12/01/2017 08:00PM ET",12.104,"MIA","CHA",25.58,22.8,17.75
"SF/PF","Jerami Grant",4000,"MIN@OKC 12/01/2017 08:00PM ET",18.125,"OKC","MIN",14.57,14.6,20.75
"PF/C","Frank Kaminsky",4000,"CHA@MIA 12/01/2017 08:00PM ET",19.816,"CHA","MIA",18.73,19.4,10.25
"PG/SG","Garrett Temple",3900,"SAC@CHI 12/01/2017 08:00PM ET",16.613,"SAC","CHI",20.27,19.4,28.25
"SF/PF","Jonas Jerebko",3900,"NO@UTA 12/01/2017 09:00PM ET",12.797,"UTA","NO",15.7,19.8,20.5
"PG","Tony Parker",3900,"SA@MEM 12/01/2017 08:00PM ET",15.75,"SA","MEM",14.59,13.8,13.75
"SF/PF","Justise Winslow",3900,"CHA@MIA 12/01/2017 08:00PM ET",18.06,"MIA","CHA",13.79,14.2,25.25
"PG/SG","David Nwaba",3800,"SAC@CHI 12/01/2017 08:00PM ET",18.313,"CHI","SAC",5.66,0,27.25
"SF/PF","Chandler Parsons",3800,"SA@MEM 12/01/2017 08:00PM ET",16.882,"MEM","SA",20.13,17,14
"SG/SF","Dillon Brooks",3800,"SA@MEM 12/01/2017 08:00PM ET",17.888,"MEM","SA",18.22,18.1,7.25
"PF/C","Gorgui Dieng",3800,"MIN@OKC 12/01/2017 08:00PM ET",15.118,"MIN","OKC",16.28,15.6,15.75
"SG/SF","Wayne Ellington",3800,"CHA@MIA 12/01/2017 08:00PM ET",13.988,"MIA","CHA",14.51,15.9,26.5
"PG/SG","Frank Mason III",3700,"SAC@CHI 12/01/2017 08:00PM ET",14.661,"SAC","CHI",0,18.1,12.25
"SG/SF","Thabo Sefolosha",3700,"NO@UTA 12/01/2017 09:00PM ET",17.425,"UTA","NO",16.19,18.4,14
"SG/SF","Manu Ginobili",3700,"SA@MEM 12/01/2017 08:00PM ET",14.722,"SA","MEM",14.84,14.5,32.25
"PG/SG","Bryn Forbes",3700,"SA@MEM 12/01/2017 08:00PM ET",10.275,"SA","MEM",9.91,10,16
"SF/PF","Marvin Williams",3700,"CHA@MIA 12/01/2017 08:00PM ET",18.538,"CHA","MIA",21.36,19.2,29.5
"SG/SF","Bogdan Bogdanovic",3600,"SAC@CHI 12/01/2017 08:00PM ET",17.264,"SAC","CHI",15.09,16.1,29.75
"SG/SF","E'Twaun Moore",3600,"NO@UTA 12/01/2017 09:00PM ET",19.952,"NO","UTA",16.34,17,30.25
"PG/SG","Alec Burks",3600,"NO@UTA 12/01/2017 09:00PM ET",13.875,"UTA","NO",13.41,21.5,35.75
"SG","Brandon Paul",3600,"SA@MEM 12/01/2017 08:00PM ET",8.539,"SA","MEM",2.56,0,2
"SG/SF","James Ennis III",3600,"SA@MEM 12/01/2017 08:00PM ET",15.526,"MEM","SA",0,10.6,0
"PG","Dejounte Murray",3600,"SA@MEM 12/01/2017 08:00PM ET",18.083,"SA","MEM",3.83,0,3.5
"SG","Jamal Crawford",3600,"MIN@OKC 12/01/2017 08:00PM ET",14.795,"MIN","OKC",16.12,12.6,17.75
"SF/PF","Nemanja Bjelica",3600,"MIN@OKC 12/01/2017 08:00PM ET",13.514,"MIN","OKC",0,0,0
"C","Cody Zeller",3600,"CHA@MIA 12/01/2017 08:00PM ET",17.328,"CHA","MIA",16.48,15.5,26.75
"SG/SF","Paul Zipser",3500,"SAC@CHI 12/01/2017 08:00PM ET",9.891,"CHI","SAC",8.87,7.4,24.25
"SG/SF","Joe Johnson",3500,"NO@UTA 12/01/2017 09:00PM ET",11.656,"UTA","NO",0,0,0
"PG/SG","Jameer Nelson",3500,"NO@UTA 12/01/2017 09:00PM ET",18.105,"NO","UTA",15.25,14,14.25
"SG/SF","Ben McLemore",3500,"SA@MEM 12/01/2017 08:00PM ET",11.889,"MEM","SA",13.87,16.6,22.5
"SG/SF","Shabazz Muhammad",3500,"MIN@OKC 12/01/2017 08:00PM ET",7.595,"MIN","OKC",3.56,0,0
"C","Kosta Koufos",3400,"SAC@CHI 12/01/2017 08:00PM ET",16.262,"SAC","CHI",12.33,11.6,10.5
"PF/C","Skal Labissiere",3400,"SAC@CHI 12/01/2017 08:00PM ET",16.095,"SAC","CHI",15.15,14.7,14.5
"SF","Darius Miller",3400,"NO@UTA 12/01/2017 09:00PM ET",11.952,"NO","UTA",15.88,12,23
"PF/C","Jarell Martin",3400,"SA@MEM 12/01/2017 08:00PM ET",12.132,"MEM","SA",8.47,0,4
"PG/SG","Andrew Harrison",3400,"SA@MEM 12/01/2017 08:00PM ET",9.893,"MEM","SA",0,0,15.5
"SG/SF","Andre Roberson",3400,"MIN@OKC 12/01/2017 08:00PM ET",13.863,"OKC","MIN",18.42,17.4,19.5
"SG/SF","Justin Jackson",3300,"SAC@CHI 12/01/2017 08:00PM ET",9.618,"SAC","CHI",0,0,0
"SF/PF","Dante Cunningham",3300,"NO@UTA 12/01/2017 09:00PM ET",12.333,"NO","UTA",8.37,10.1,4.75
"PF/C","Brandan Wright",3300,"SA@MEM 12/01/2017 08:00PM ET",13.983,"MEM","SA",12.54,11.9,2
"PG/SG","Raymond Felton",3300,"MIN@OKC 12/01/2017 08:00PM ET",14.575,"OKC","MIN",12.58,12.1,6.25
"SG/SF","Alex Abrines",3300,"MIN@OKC 12/01/2017 08:00PM ET",7.697,"OKC","MIN",0,0,0
"C","Dakari Johnson",3300,"MIN@OKC 12/01/2017 08:00PM ET",5.795,"OKC","MIN",0,0,0
"SG/SF","Dwayne Bacon",3300,"CHA@MIA 12/01/2017 08:00PM ET",11.363,"CHA","MIA",6.55,0,0
"PG/SG","Ian Clark",3200,"NO@UTA 12/01/2017 09:00PM ET",9.944,"NO","UTA",0,0,0
"PG","Raul Neto",3200,"NO@UTA 12/01/2017 09:00PM ET",10.571,"UTA","NO",0,0,0
"PF/C","Deyonta Davis",3200,"SA@MEM 12/01/2017 08:00PM ET",9.781,"MEM","SA",0,0,17.5
"PG","Antonio Blakeney",3100,"SAC@CHI 12/01/2017 08:00PM ET",12.111,"CHI","SAC",7.02,7.4,2.5
"SG/SF","Tony Allen",3100,"NO@UTA 12/01/2017 09:00PM ET",10,"NO","UTA",7.09,9.7,2.5
"PF","Cheick Diallo",3100,"NO@UTA 12/01/2017 09:00PM ET",5.55,"NO","UTA",0,0,0
"PF/C","Patrick Patterson",3100,"MIN@OKC 12/01/2017 08:00PM ET",6.588,"OKC","MIN",6.81,0,9.25
"SG/SF","Vince Carter",3000,"SAC@CHI 12/01/2017 08:00PM ET",6.875,"SAC","CHI",7.38,0,11.5
"SG/SF","Quincy Pondexter",3000,"SAC@CHI 12/01/2017 08:00PM ET",6.482,"CHI","SAC",0,0,0
"PF","Jack Cooley",3000,"SAC@CHI 12/01/2017 08:00PM ET",4.75,"SAC","CHI",0,0,0
"SF/PF","Jakarr Sampson",3000,"SAC@CHI 12/01/2017 08:00PM ET",6.875,"SAC","CHI",0,0,0
"PG","Ryan Arcidiacono",3000,"SAC@CHI 12/01/2017 08:00PM ET",1.5,"CHI","SAC",0,0,0
"PG","Kay Felder",3000,"SAC@CHI 12/01/2017 08:00PM ET",7.938,"CHI","SAC",0,0,0
"PG/SG","Cameron Payne",3000,"SAC@CHI 12/01/2017 08:00PM ET",0,"CHI","SAC",0,0,0
"PF/C","Cristiano Felicio",3000,"SAC@CHI 12/01/2017 08:00PM ET",9.181,"CHI","SAC",0,0,0
"SG/SF","Malachi Richardson",3000,"SAC@CHI 12/01/2017 08:00PM ET",6.979,"SAC","CHI",0,0,0
"C","Georgios Papagiannis",3000,"SAC@CHI 12/01/2017 08:00PM ET",5.313,"SAC","CHI",0,0,0
"PF/C","Harry Giles",3000,"SAC@CHI 12/01/2017 08:00PM ET",0,"SAC","CHI",0,0,0
"PF/C","Ekpe Udoh",3000,"NO@UTA 12/01/2017 09:00PM ET",11.333,"UTA","NO",12.61,14.2,12.5
"C","Alexis Ajinca",3000,"NO@UTA 12/01/2017 09:00PM ET",0,"NO","UTA",0,0,0
"C","Omer Asik",3000,"NO@UTA 12/01/2017 09:00PM ET",7.25,"NO","UTA",0,0,0
"SF/PF","Solomon Hill",3000,"NO@UTA 12/01/2017 09:00PM ET",0,"NO","UTA",0,0,0
"PG","Nate Wolters",3000,"NO@UTA 12/01/2017 09:00PM ET",1.333,"UTA","NO",0,0,0
"SF/PF","Eric Griffin",3000,"NO@UTA 12/01/2017 09:00PM ET",0,"UTA","NO",0,0,0
"SF","Royce O'Neale",3000,"NO@UTA 12/01/2017 09:00PM ET",4.75,"UTA","NO",0,16.7,3.5
"SF","Jalen Jones",3000,"NO@UTA 12/01/2017 09:00PM ET",2.667,"NO","UTA",0,0,0
"SG","Charles Cooke",3000,"NO@UTA 12/01/2017 09:00PM ET",2.75,"NO","UTA",0,0,0
"PG/SG","Dante Exum",3000,"NO@UTA 12/01/2017 09:00PM ET",0,"UTA","NO",0,0,0
"PG","Frank Jackson",3000,"NO@UTA 12/01/2017 09:00PM ET",0,"NO","UTA",0,0,0
"PF/C","Tony Bradley",3000,"NO@UTA 12/01/2017 09:00PM ET",2,"UTA","NO",0,0,0
"SF/PF","Davis Bertans",3000,"SA@MEM 12/01/2017 08:00PM ET",5.375,"SA","MEM",0,0,1.5
"SG/SF","Darrun Hilliard",3000,"SA@MEM 12/01/2017 08:00PM ET",2.167,"SA","MEM",0,0,0
"PF","Matt Costello",3000,"SA@MEM 12/01/2017 08:00PM ET",12.25,"SA","MEM",0,0,0
"PF/C","Joffrey Lauvergne",3000,"SA@MEM 12/01/2017 08:00PM ET",8.55,"SA","MEM",0,0,4.75
"PF","Vince Hunter",3000,"SA@MEM 12/01/2017 08:00PM ET",0,"MEM","SA",0,0,0
"PG/SG","Wayne Selden",3000,"SA@MEM 12/01/2017 08:00PM ET",8.25,"MEM","SA",0,0,0
"PG/SG","Derrick White",3000,"SA@MEM 12/01/2017 08:00PM ET",5.167,"SA","MEM",0,0,0
"PF/C","Ivan Rabb",3000,"SA@MEM 12/01/2017 08:00PM ET",0,"MEM","SA",0,0,0
"SG","Kobi Simmons",3000,"SA@MEM 12/01/2017 08:00PM ET",2,"MEM","SA",0,0,0
"PF/C","Nick Collison",3000,"MIN@OKC 12/01/2017 08:00PM ET",3.083,"OKC","MIN",0,0,4.25
"PG/SG","Aaron Brooks",3000,"MIN@OKC 12/01/2017 08:00PM ET",3.958,"MIN","OKC",0,0,0
"SG/SF","Kyle Singler",3000,"MIN@OKC 12/01/2017 08:00PM ET",2,"OKC","MIN",0,0,0
"C","Cole Aldrich",3000,"MIN@OKC 12/01/2017 08:00PM ET",1.15,"MIN","OKC",0,0,0
"SG/SF","Anthony Brown",3000,"MIN@OKC 12/01/2017 08:00PM ET",0,"MIN","OKC",0,0,0
"SF/PF","Josh Huestis",3000,"MIN@OKC 12/01/2017 08:00PM ET",6.531,"OKC","MIN",0,0,4.75
"SG/SF","Marcus Georges-Hunt",3000,"MIN@OKC 12/01/2017 08:00PM ET",0.917,"MIN","OKC",0,0,0
"SF","Daniel Hamilton",3000,"MIN@OKC 12/01/2017 08:00PM ET",0,"OKC","MIN",0,0,0
"C","Justin Patton",3000,"MIN@OKC 12/01/2017 08:00PM ET",0,"MIN","OKC",0,0,0
"PG/SG","PJ Dozier",3000,"MIN@OKC 12/01/2017 08:00PM ET",0,"OKC","MIN",0,0,0
"SG/SF","Terrance Ferguson",3000,"MIN@OKC 12/01/2017 08:00PM ET",2.096,"OKC","MIN",11.13,9.2,0
"PF/C","Udonis Haslem",3000,"CHA@MIA 12/01/2017 08:00PM ET",1.625,"MIA","CHA",0,0,0
"PG/SG","Julyan Stone",3000,"CHA@MIA 12/01/2017 08:00PM ET",9.625,"CHA","MIA",0,0,0
"SG/SF","Rodney McGruder",3000,"CHA@MIA 12/01/2017 08:00PM ET",0,"MIA","CHA",0,0,0
"SF/PF","Okaro White",3000,"CHA@MIA 12/01/2017 08:00PM ET",8.45,"MIA","CHA",0,0,0
"PF/C","Johnny O'Bryant III",3000,"CHA@MIA 12/01/2017 08:00PM ET",9.406,"CHA","MIA",0,0,0
"SG/SF","Treveon Graham",3000,"CHA@MIA 12/01/2017 08:00PM ET",10.271,"CHA","MIA",0,0,0
"C","AJ Hammons",3000,"CHA@MIA 12/01/2017 08:00PM ET",0,"MIA","CHA",0,0,0
"SG","Matt Williams",3000,"CHA@MIA 12/01/2017 08:00PM ET",0,"MIA","CHA",0,0,0
"PG","Marcus Paige",3000,"CHA@MIA 12/01/2017 08:00PM ET",2.5,"CHA","MIA",0,0,0
"PF/C","Mangok Mathiang",3000,"CHA@MIA 12/01/2017 08:00PM ET",2.5,"CHA","MIA",0,0,0
"PG/SG","Derrick Walton",3000,"CHA@MIA 12/01/2017 08:00PM ET",1.417,"MIA","CHA",0,0,0
"PF/C","Jordan Mickey",3000,"CHA@MIA 12/01/2017 08:00PM ET",9.438,"MIA","CHA",0,0,0
