"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","TierRank"
"WR","Danny Amendola (7147755)","Danny Amendola",7147755,4200,"NE@Ari 08:30PM ET","NE","Danny","Amendola","Ari",7.35,4.3,4.33,4.3,0
"RB","Darren McFadden (7147427)","Darren McFadden",7147427,4200,"NYG@Dal 04:25PM ET","Dal","Darren","McFadden","NYG",0,0,0,0,0
"WR","Mike Wallace (7147612)","Mike Wallace",7147612,4200,"Buf@Bal 01:00PM ET","Bal","Mike","Wallace","Buf",11.63,7.3,8.14,7.3,0
"RB","Jay Ajayi (7147416)","Jay Ajayi",7147416,4200,"Mia@Sea 04:05PM ET","Mia","Jay","Ajayi","Sea",0,0,0,0,0
"RB","Isaiah Crowell (7147316)","Isaiah Crowell",7147316,4200,"Cle@Phi 01:00PM ET","Cle","Isaiah","Crowell","Phi",8.57,9.1,8.49,9.1,7
"RB","Tevin Coleman (7147289)","Tevin Coleman",7147289,4200,"TB@Atl 01:00PM ET","Atl","Tevin","Coleman","TB",6.8,6.4,5.92,6.4,0
"TE","Jason Witten (7147901)","Jason Witten",7147901,4100,"NYG@Dal 04:25PM ET","Dal","Jason","Witten","NYG",12.15,11.1,9.49,11.1,4
"RB","Andre Ellington (7147458)","Andre Ellington",7147458,4100,"NE@Ari 08:30PM ET","Ari","Andre","Ellington","NE",5.16,3.5,0,3.5,0
"WR","Travis Benjamin (7147592)","Travis Benjamin",7147592,4100,"SD@KC 01:00PM ET","SD","Travis","Benjamin","KC",10.28,10.5,8.42,10.5,7
"RB","Terrance West (7147374)","Terrance West",7147374,4100,"Buf@Bal 01:00PM ET","Bal","Terrance","West","Buf",6.36,8.3,7.92,8.3,0
"RB","T.J. Yeldon (7147407)","T.J. Yeldon",7147407,4100,"GB@Jax 01:00PM ET","Jax","T.J.","Yeldon","GB",13.57,10.3,11.01,10.3,5
"WR","Victor Cruz (7147705)","Victor Cruz",7147705,4000,"NYG@Dal 04:25PM ET","NYG","Victor","Cruz","Dal",7.73,6.5,9.66,4.97517911716053,0
"RB","Theo Riddick (7147446)","Theo Riddick",7147446,4000,"Det@Ind 04:25PM ET","Det","Theo","Riddick","Ind",11.1,11.4,6.66,13.8522198287921,4
"WR","Michael Thomas (7147579)","Michael Thomas",7147579,4000,"Oak@NO 01:00PM ET","NO","Michael","Thomas","Oak",7.31,10.5,7.85,11.1327275200893,7
"RB","Derrick Henry (7147306)","Derrick Henry",7147306,4000,"Min@Ten 01:00PM ET","Ten","Derrick","Henry","Min",6.69,8.1,6.93,8.41201738040185,0
"WR","Andre Johnson (7147493)","Andre Johnson",7147493,3900,"Min@Ten 01:00PM ET","Ten","Andre","Johnson","Min",4.42,3.9,4.03,3.59150007067676,0
"WR","Brandon LaFell (7147541)","Brandon LaFell",7147541,3900,"Cin@NYJ 01:00PM ET","Cin","Brandon","LaFell","NYJ",9.82,6.7,9.07,8.48965933413031,0
"TE","Eric Ebron (7147923)","Eric Ebron",7147923,3900,"Det@Ind 04:25PM ET","Det","Eric","Ebron","Ind",9.86,11.4,9.93,11.6332168584493,4
"RB","C.J. Prosise (7147424)","C.J. Prosise",7147424,3900,"Mia@Sea 04:05PM ET","Sea","C.J.","Prosise","Mia",4.7,4.3,3.04,4.3,0
"WR","Andrew Hawkins (7147514)","Andrew Hawkins",7147514,3800,"Cle@Phi 01:00PM ET","Cle","Andrew","Hawkins","Phi",4.83,4.1,0,1.92381684709484,0
"TE","Jimmy Graham (7147888)","Jimmy Graham",7147888,3800,"Mia@Sea 04:05PM ET","Sea","Jimmy","Graham","Mia",9.94,8.9,9.46,16.530211338873,7
"RB","Alfred Morris (7147428)","Alfred Morris",7147428,3800,"NYG@Dal 04:25PM ET","Dal","Alfred","Morris","NYG",3.01,4.1,3.92,6.44680932176489,0
"RB","Shane Vereen (7147429)","Shane Vereen",7147429,3800,"NYG@Dal 04:25PM ET","NYG","Shane","Vereen","Dal",9.89,9.3,2.54,18.4343257174263,7
"RB","Mike Gillislee (7147373)","Mike Gillislee",7147373,3800,"Buf@Bal 01:00PM ET","Buf","Mike","Gillislee","Bal",4.73,1.7,0,1.7,0
"WR","Quincy Enunwa (7147546)","Quincy Enunwa",7147546,3800,"Cin@NYJ 01:00PM ET","NYJ","Quincy","Enunwa","Cin",4.82,3.1,0,3.1,0
"TE","Julius Thomas (7147881)","Julius Thomas",7147881,3800,"GB@Jax 01:00PM ET","Jax","Julius","Thomas","GB",10.5,10.2,11.5,11.1995247159151,5
"WR","Seth Roberts (7147582)","Seth Roberts",7147582,3800,"Oak@NO 01:00PM ET","Oak","Seth","Roberts","NO",7.56,6.8,5.15,3.86403926721461,0
"WR","Jaelen Strong (7147654)","Jaelen Strong",7147654,3800,"Chi@Hou 01:00PM ET","Hou","Jaelen","Strong","Chi",3.91,4.6,4.88,2.59099564704917,0
"TE","Zach Miller (7147864)","Zach Miller",7147864,3700,"Chi@Hou 01:00PM ET","Chi","Zach","Miller","Hou",10.2,9.3,9.68,9.3,6
"RB","Chris Johnson (7147454)","Chris Johnson",7147454,3700,"NE@Ari 08:30PM ET","Ari","Chris","Johnson","NE",3.52,2.9,3.45,0,0
"RB","LeGarrette Blount (7147457)","LeGarrette Blount",7147457,3700,"NE@Ari 08:30PM ET","NE","LeGarrette","Blount","Ari",8.95,11.5,9.04,15.8212299739759,4
"RB","Christine Michael (7147414)","Christine Michael",7147414,3700,"Mia@Sea 04:05PM ET","Sea","Christine","Michael","Mia",12.44,11.5,11.26,15.8696812545532,4
"WR","Marquess Wilson (7147644)","Marquess Wilson",7147644,3700,"Chi@Hou 01:00PM ET","Chi","Marquess","Wilson","Hou",0,1.9,0,1.9,0
"WR","Chris Conley (7147600)","Chris Conley",7147600,3700,"SD@KC 01:00PM ET","KC","Chris","Conley","SD",6.21,6.1,4.86,5.19940378965771,0
"RB","DeAndre Washington (7147348)","DeAndre Washington",7147348,3700,"Oak@NO 01:00PM ET","Oak","DeAndre","Washington","NO",4.32,5.4,4,6.19572459489828,0
"WR","Breshad Perriman (7147633)","Breshad Perriman",7147633,3700,"Buf@Bal 01:00PM ET","Bal","Breshad","Perriman","Buf",4.92,6.4,0,8.25462271583402,0
"WR","Will Fuller (7147655)","Will Fuller",7147655,3700,"Chi@Hou 01:00PM ET","Hou","Will","Fuller","Chi",10.52,10.7,8.08,7.58198402937101,7
"RB","Jordan Howard (7147397)","Jordan Howard",7147397,3700,"Chi@Hou 01:00PM ET","Chi","Jordan","Howard","Hou",4.61,6,0,6,0
"WR","Jeff Janis (7147679)","Jeff Janis",7147679,3700,"GB@Jax 01:00PM ET","GB","Jeff","Janis","Jax",0,0,0,0,0
"WR","Dwayne Harris (7147706)","Dwayne Harris",7147706,3600,"NYG@Dal 04:25PM ET","NYG","Dwayne","Harris","Dal",2.65,2.2,0,2.2,0
"RB","C.J. Spiller (7147340)","C.J. Spiller",7147340,3600,"Oak@NO 01:00PM ET","NO","C.J.","Spiller","Oak",0,6.9,0,6.9,0
"RB","Alfred Blue (7147387)","Alfred Blue",7147387,3600,"Chi@Hou 01:00PM ET","Hou","Alfred","Blue","Chi",4.43,3.1,0,2.72865283874154,0
"RB","James White (7147466)","James White",7147466,3600,"NE@Ari 08:30PM ET","NE","James","White","Ari",12.44,11.8,9.28,11.3657946313903,4
"WR","Albert Wilson (7147596)","Albert Wilson",7147596,3600,"SD@KC 01:00PM ET","KC","Albert","Wilson","SD",7.29,5.4,0,3.81423688073915,0
"WR","Chris Hogan (7147763)","Chris Hogan",7147763,3600,"NE@Ari 08:30PM ET","NE","Chris","Hogan","Ari",7.88,7.9,6.22,15.430130609086,0
"WR","Ty Montgomery (7147670)","Ty Montgomery",7147670,3600,"GB@Jax 01:00PM ET","GB","Ty","Montgomery","Jax",0,2.4,0,2.4,0
"RB","Javorius Allen (7147375)","Javorius Allen",7147375,3600,"Buf@Bal 01:00PM ET","Bal","Javorius","Allen","Buf",0,5.1,0,6.49586683162179,0
"WR","Tyler Boyd (7147559)","Tyler Boyd",7147559,3600,"Cin@NYJ 01:00PM ET","Cin","Tyler","Boyd","NYJ",8.39,8.6,7.93,10.8446546469757,0
"RB","Reggie Bush (7147367)","Reggie Bush",7147367,3500,"Buf@Bal 01:00PM ET","Buf","Reggie","Bush","Bal",4.57,4.5,3.77,4.5,0
"WR","James Jones (7147585)","James Jones",7147585,3500,"SD@KC 01:00PM ET","SD","James","Jones","KC",0,0,0,0,0
"TE","Benjamin Watson (7147853)","Benjamin Watson",7147853,3500,"Buf@Bal 01:00PM ET","Bal","Benjamin","Watson","Buf",0,0,0,0,0
"WR","Jermaine Kearse (7147684)","Jermaine Kearse",7147684,3500,"Mia@Sea 04:05PM ET","Sea","Jermaine","Kearse","Mia",7.84,7.5,6.89,5.80728627580361,0
"RB","Ka'Deem Carey (7147393)","Ka'Deem Carey",7147393,3500,"Chi@Hou 01:00PM ET","Chi","Ka'Deem","Carey","Hou",4.37,4.4,0,4.4,0
"WR","Rashad Greene (7147673)","Rashad Greene",7147673,3500,"GB@Jax 01:00PM ET","Jax","Rashad","Greene","GB",4.19,4.8,0,4.8,0
"RB","Josh Ferguson (7147450)","Josh Ferguson",7147450,3500,"Det@Ind 04:25PM ET","Ind","Josh","Ferguson","Det",0,3.6,0,1.4624706761315,0
"RB","Terrell Watson (7147317)","Terrell Watson",7147317,3500,"Cle@Phi 01:00PM ET","Cle","Terrell","Watson","Phi",0,0,0,0,0
"WR","Nelson Agholor (7147529)","Nelson Agholor",7147529,3500,"Cle@Phi 01:00PM ET","Phi","Nelson","Agholor","Cle",7.36,8.4,5.96,8.4,0
"RB","Charcandrick West (7147366)","Charcandrick West",7147366,3500,"SD@KC 01:00PM ET","KC","Charcandrick","West","SD",6.32,10,5.83,10.4134884729243,6
"WR","Harry Douglas (7147494)","Harry Douglas",7147494,3400,"Min@Ten 01:00PM ET","Ten","Harry","Douglas","Min",7.96,3.8,0,7.14523500399591,0
"TE","Martellus Bennett (7147929)","Martellus Bennett",7147929,3400,"NE@Ari 08:30PM ET","NE","Martellus","Bennett","Ari",12.08,12.3,10.22,19.4613042381325,3
"WR","Dontrelle Inman (7147589)","Dontrelle Inman",7147589,3400,"SD@KC 01:00PM ET","SD","Dontrelle","Inman","KC",5.81,5.4,3.58,2.26953149499556,0
"TE","Charles Clay (7147856)","Charles Clay",7147856,3400,"Buf@Bal 01:00PM ET","Buf","Charles","Clay","Bal",10.46,9.4,8.21,9.4,6
"WR","Kendall Wright (7147496)","Kendall Wright",7147496,3400,"Min@Ten 01:00PM ET","Ten","Kendall","Wright","Min",0,0,7.61,1.43632250566014,0
"WR","Jaron Brown (7147758)","Jaron Brown",7147758,3400,"NE@Ari 08:30PM ET","Ari","Jaron","Brown","NE",2.93,0,0,0.808218042090765,0
"WR","Kenny Bell (7147477)","Kenny Bell",7147477,3400,"TB@Atl 01:00PM ET","TB","Kenny","Bell","Atl",0,0,0,0,0
"RB","Kenneth Dixon (7147380)","Kenneth Dixon",7147380,3400,"Buf@Bal 01:00PM ET","Bal","Kenneth","Dixon","Buf",0,0,3.55,0,0
"RB","Matt Asiata (7147294)","Matt Asiata",7147294,3300,"Min@Ten 01:00PM ET","Min","Matt","Asiata","Ten",0,1.9,0,0,0
"WR","Leonard Hankerson (7147614)","Leonard Hankerson",7147614,3300,"Buf@Bal 01:00PM ET","Buf","Leonard","Hankerson","Bal",5.64,0,0,0,0
"WR","Terrance Williams (7147710)","Terrance Williams",7147710,3300,"NYG@Dal 04:25PM ET","Dal","Terrance","Williams","NYG",9.18,8.9,8.25,10.1471732535392,0
"WR","Rueben Randle (7147519)","Rueben Randle",7147519,3300,"Cle@Phi 01:00PM ET","Phi","Rueben","Randle","Cle",0,0,4.9,0,0
"WR","Jared Abbrederis (7147665)","Jared Abbrederis",7147665,3300,"GB@Jax 01:00PM ET","GB","Jared","Abbrederis","Jax",5.58,1.9,0,1.9,0
"TE","Will Tye (7147906)","Will Tye",7147906,3300,"NYG@Dal 04:25PM ET","NYG","Will","Tye","Dal",7.54,6.1,5.8,6.65379613332725,0
"WR","Rishard Matthews (7147502)","Rishard Matthews",7147502,3300,"Min@Ten 01:00PM ET","Ten","Rishard","Matthews","Min",10.47,15.1,7.71,12.930238819194,4
"WR","Cecil Shorts III (7147643)","Cecil Shorts III",7147643,3300,"Chi@Hou 01:00PM ET","Hou","Cecil","Shorts III","Chi",0,0,0,0,0
"WR","Eddie Royal (7147635)","Eddie Royal",7147635,3200,"Chi@Hou 01:00PM ET","Chi","Eddie","Royal","Hou",6.9,5.2,0,5.2,0
"WR","Hakeem Nicks (7147563)","Hakeem Nicks",7147563,3200,"Oak@NO 01:00PM ET","NO","Hakeem","Nicks","Oak",0,0,0,0,0
"WR","Cole Beasley (7147711)","Cole Beasley",7147711,3200,"NYG@Dal 04:25PM ET","Dal","Cole","Beasley","NYG",7.31,7.4,4.01,6.55145900172653,0
"TE","Dwayne Allen (7147917)","Dwayne Allen",7147917,3200,"Det@Ind 04:25PM ET","Ind","Dwayne","Allen","Det",9.96,10.9,6.71,11.6529954432102,4
"WR","Kenny Stills (7147687)","Kenny Stills",7147687,3200,"Mia@Sea 04:05PM ET","Mia","Kenny","Stills","Sea",9.97,13.5,5.71,14.1930046801962,5
"WR","J.J. Nelson (7147762)","J.J. Nelson",7147762,3200,"NE@Ari 08:30PM ET","Ari","J.J.","Nelson","NE",0,4,0,4,0
"WR","Andre Holmes (7147568)","Andre Holmes",7147568,3200,"Oak@NO 01:00PM ET","Oak","Andre","Holmes","NO",4.48,3.9,0,4.2436865291092,0
"RB","Karlos Williams (7147377)","Karlos Williams",7147377,3200,"Buf@Bal 01:00PM ET","Buf","Karlos","Williams","Bal",0,0,0,0,0
"RB","Paul Perkins (7147438)","Paul Perkins",7147438,3200,"NYG@Dal 04:25PM ET","NYG","Paul","Perkins","Dal",0,3.8,0,3.8,0
"WR","Leonte Carroo (7147703)","Leonte Carroo",7147703,3200,"Mia@Sea 04:05PM ET","Mia","Leonte","Carroo","Sea",4.4,2.9,0,2.9,0
"RB","Lorenzo Taliaferro (7147382)","Lorenzo Taliaferro",7147382,3200,"Buf@Bal 01:00PM ET","Bal","Lorenzo","Taliaferro","Buf",0,0,0,0,0
"WR","Stevie Johnson (7147587)","Stevie Johnson",7147587,3100,"SD@KC 01:00PM ET","SD","Stevie","Johnson","KC",0,0,0,0,0
"RB","Jacquizz Rodgers (7147384)","Jacquizz Rodgers",7147384,3100,"Chi@Hou 01:00PM ET","Chi","Jacquizz","Rodgers","Hou",0,0,0,0,0
"RB","Knile Davis (7147356)","Knile Davis",7147356,3100,"SD@KC 01:00PM ET","KC","Knile","Davis","SD",0,0,0,0,0
"RB","Kyle Juszczyk (7147372)","Kyle Juszczyk",7147372,3100,"Buf@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Buf",0,2,0,2,0
"RB","Denard Robinson (7147403)","Denard Robinson",7147403,3100,"GB@Jax 01:00PM ET","Jax","Denard","Robinson","GB",3.63,0,0,0,0
"WR","Justin Hardy (7147480)","Justin Hardy",7147480,3100,"TB@Atl 01:00PM ET","Atl","Justin","Hardy","TB",6.01,7.4,5.3,5.32293720491218,0
"WR","Marqise Lee (7147671)","Marqise Lee",7147671,3100,"GB@Jax 01:00PM ET","Jax","Marqise","Lee","GB",4.97,3.1,0,2.92746277039598,0
"TE","Richard Rodgers (7147884)","Richard Rodgers",7147884,3100,"GB@Jax 01:00PM ET","GB","Richard","Rodgers","Jax",7,3.3,6.1,3.55368496614805,0
"RB","Alex Collins (7147425)","Alex Collins",7147425,3100,"Mia@Sea 04:05PM ET","Sea","Alex","Collins","Mia",0,0,0,0,0
"WR","Nate Washington (7147752)","Nate Washington",7147752,3000,"NE@Ari 08:30PM ET","NE","Nate","Washington","Ari",0,0,0,0,0
"WR","Andre Caldwell (7147729)","Andre Caldwell",7147729,3000,"Det@Ind 04:25PM ET","Det","Andre","Caldwell","Ind",0,0,0,0,0
"WR","Eric Weems (7147470)","Eric Weems",7147470,3000,"TB@Atl 01:00PM ET","Atl","Eric","Weems","TB",0,0,0,0,0
"WR","Matthew Slater (7147753)","Matthew Slater",7147753,3000,"NE@Ari 08:30PM ET","NE","Matthew","Slater","Ari",0,0,0,0,0
"RB","Jerome Felton (7147368)","Jerome Felton",7147368,3000,"Buf@Bal 01:00PM ET","Buf","Jerome","Felton","Bal",0,0,0,0,0
"RB","Cedric Peerman (7147323)","Cedric Peerman",7147323,3000,"Cin@NYJ 01:00PM ET","Cin","Cedric","Peerman","NYJ",0,0,0,0,0
"WR","Marlon Moore (7147515)","Marlon Moore",7147515,3000,"Cle@Phi 01:00PM ET","Cle","Marlon","Moore","Phi",0,0,0,0,0
"WR","Brandon Tate (7147539)","Brandon Tate",7147539,3000,"Cin@NYJ 01:00PM ET","Cin","Brandon","Tate","NYJ",3.55,0,0,0,0
"RB","Darrel Young (7147383)","Darrel Young",7147383,3000,"Chi@Hou 01:00PM ET","Chi","Darrel","Young","Hou",0,0,0,0,0
"WR","Louis Murphy (7147471)","Louis Murphy",7147471,3000,"TB@Atl 01:00PM ET","TB","Louis","Murphy","Atl",0,0,0,0,0
"RB","Donald Brown (7147455)","Donald Brown",7147455,3000,"NE@Ari 08:30PM ET","NE","Donald","Brown","Ari",0,0,0,0,0
"WR","Dobson Collins (7147610)","Dobson Collins",7147610,3000,"Buf@Bal 01:00PM ET","Bal","Dobson","Collins","Buf",0,0,0,0,0
"WR","Kyle Williams (7147542)","Kyle Williams",7147542,3000,"Cin@NYJ 01:00PM ET","NYJ","Kyle","Williams","Cin",0,0,0,0,0
"WR","Greg Salas (7147611)","Greg Salas",7147611,3000,"Buf@Bal 01:00PM ET","Buf","Greg","Salas","Bal",3.06,0,0,0,0
"RB","Marcel Reece (7147339)","Marcel Reece",7147339,3000,"Oak@NO 01:00PM ET","Oak","Marcel","Reece","NO",0,0,0,0,0
"WR","Marc Mariani (7147636)","Marc Mariani",7147636,3000,"Chi@Hou 01:00PM ET","Chi","Marc","Mariani","Hou",4.98,0,0,0,0
"WR","Bryan Walters (7147659)","Bryan Walters",7147659,3000,"GB@Jax 01:00PM ET","Jax","Bryan","Walters","GB",0,1.3,0,1.3,0
"WR","Andre Roberts (7147730)","Andre Roberts",7147730,3000,"Det@Ind 04:25PM ET","Det","Andre","Roberts","Ind",0,3.2,0,3.2,0
"WR","Jeremy Ross (7147543)","Jeremy Ross",7147543,3000,"Cin@NYJ 01:00PM ET","NYJ","Jeremy","Ross","Cin",0,0,0,0,0
"RB","Dexter McCluster (7147293)","Dexter McCluster",7147293,3000,"Min@Ten 01:00PM ET","Ten","Dexter","McCluster","Min",0,0,0,0,0
"WR","Mike Williams (7147588)","Mike Williams",7147588,3000,"SD@KC 01:00PM ET","KC","Mike","Williams","SD",0,0,0,0,0
"RB","James Develin (7147456)","James Develin",7147456,3000,"NE@Ari 08:30PM ET","NE","James","Develin","Ari",0,0,0,0,0
"WR","Arrelious Benn (7147660)","Arrelious Benn",7147660,3000,"GB@Jax 01:00PM ET","Jax","Arrelious","Benn","GB",0,0,0,0,0
"WR","Marcus Easley (7147613)","Marcus Easley",7147613,3000,"Buf@Bal 01:00PM ET","Buf","Marcus","Easley","Bal",0,0,0,0,0
"RB","Stevan Ridley (7147442)","Stevan Ridley",7147442,3000,"Det@Ind 04:25PM ET","Det","Stevan","Ridley","Ind",0,0,0,0,0
"RB","Taiwan Jones (7147341)","Taiwan Jones",7147341,3000,"Oak@NO 01:00PM ET","Oak","Taiwan","Jones","NO",0,2.2,0,2.2,0
"WR","Charles Johnson (7147495)","Charles Johnson",7147495,3000,"Min@Ten 01:00PM ET","Min","Charles","Johnson","Ten",6.19,0,4.45,1.66691523610331,0
"WR","Deonte Thompson (7147637)","Deonte Thompson",7147637,3000,"Chi@Hou 01:00PM ET","Chi","Deonte","Thompson","Hou",0,0,0,0,0
"RB","Daniel Herron (7147370)","Daniel Herron",7147370,3000,"Buf@Bal 01:00PM ET","Buf","Daniel","Herron","Bal",0,0,0,0,0
"TE","Jordan Cameron (7147889)","Jordan Cameron",7147889,3000,"Mia@Sea 04:05PM ET","Mia","Jordan","Cameron","Sea",8.32,8.8,7.06,15.1820066919291,7
"WR","Greg Little (7147615)","Greg Little",7147615,3000,"Buf@Bal 01:00PM ET","Buf","Greg","Little","Bal",0,0,0,0,0
"RB","Joe Banyard (7147400)","Joe Banyard",7147400,3000,"GB@Jax 01:00PM ET","Jax","Joe","Banyard","GB",0,0,0,0,0
"WR","Jeremy Kerley (7147731)","Jeremy Kerley",7147731,3000,"Det@Ind 04:25PM ET","Det","Jeremy","Kerley","Ind",9.5,0,0,1.31249419052379,0
"RB","Robert Hughes (7147309)","Robert Hughes",7147309,3000,"Cle@Phi 01:00PM ET","Cle","Robert","Hughes","Phi",0,0,0,0,0
"RB","Travaris Cadet (7147342)","Travaris Cadet",7147342,3000,"Oak@NO 01:00PM ET","NO","Travaris","Cadet","Oak",0,0,0,0,0
"WR","Nathan Palmer (7147565)","Nathan Palmer",7147565,3000,"Oak@NO 01:00PM ET","Oak","Nathan","Palmer","NO",0,0,0,0,0
"WR","Kashif Moore (7147590)","Kashif Moore",7147590,3000,"SD@KC 01:00PM ET","KC","Kashif","Moore","SD",0,0,0,0,0
"RB","Anthony Sherman (7147355)","Anthony Sherman",7147355,3000,"SD@KC 01:00PM ET","KC","Anthony","Sherman","SD",0,0,0,0,0
"WR","Aldrick Robinson (7147472)","Aldrick Robinson",7147472,3000,"TB@Atl 01:00PM ET","Atl","Aldrick","Robinson","TB",0,0,0,1.80370398606065,0
"RB","Robert Turbin (7147443)","Robert Turbin",7147443,3000,"Det@Ind 04:25PM ET","Ind","Robert","Turbin","Det",3.09,1.9,0,1.36490597634866,0
"RB","Will Johnson (7147430)","Will Johnson",7147430,3000,"NYG@Dal 04:25PM ET","NYG","Will","Johnson","Dal",0,0,0,0,0
"RB","Bobby Rainey (7147431)","Bobby Rainey",7147431,3000,"NYG@Dal 04:25PM ET","NYG","Bobby","Rainey","Dal",0,0,0,0.864784420492608,0
"RB","Patrick DiMarco (7147278)","Patrick DiMarco",7147278,3000,"TB@Atl 01:00PM ET","Atl","Patrick","DiMarco","TB",0,1.1,0,1.1,0
"RB","Isaiah Pead (7147412)","Isaiah Pead",7147412,3000,"Mia@Sea 04:05PM ET","Mia","Isaiah","Pead","Sea",0,0,0,0,0
"RB","George Winn (7147444)","George Winn",7147444,3000,"Det@Ind 04:25PM ET","Det","George","Winn","Ind",0,0,0,0,0
"WR","Tavarres King (7147708)","Tavarres King",7147708,3000,"NYG@Dal 04:25PM ET","NYG","Tavarres","King","Dal",0,0,0,0,0
"RB","Austin Johnson (7147343)","Austin Johnson",7147343,3000,"Oak@NO 01:00PM ET","NO","Austin","Johnson","Oak",0,0,0,0,0
"WR","Terrelle Pryor (7147516)","Terrelle Pryor",7147516,3000,"Cle@Phi 01:00PM ET","Cle","Terrelle","Pryor","Phi",7.45,11.1,4.69,12.9485076549991,7
"RB","Kenjon Barner (7147311)","Kenjon Barner",7147311,3000,"Cle@Phi 01:00PM ET","Phi","Kenjon","Barner","Cle",0,2.4,0,2.4,0
"WR","Brice Butler (7147709)","Brice Butler",7147709,3000,"NYG@Dal 04:25PM ET","Dal","Brice","Butler","NYG",2.14,1.4,0,0.656541557571965,0
"RB","Zach Line (7147295)","Zach Line",7147295,3000,"Min@Ten 01:00PM ET","Min","Zach","Line","Ten",0,0,0,0,0
"WR","Griff Whalen (7147685)","Griff Whalen",7147685,3000,"Mia@Sea 04:05PM ET","Mia","Griff","Whalen","Sea",0,0,0,0,0
"RB","Jonathan Grimes (7147385)","Jonathan Grimes",7147385,3000,"Chi@Hou 01:00PM ET","Hou","Jonathan","Grimes","Chi",0,0,0,0,0
"WR","Frankie Hammond (7147591)","Frankie Hammond",7147591,3000,"SD@KC 01:00PM ET","KC","Frankie","Hammond","SD",0,0,0,0,0
"WR","T.J. Graham (7147517)","T.J. Graham",7147517,3000,"Cle@Phi 01:00PM ET","Phi","T.J.","Graham","Cle",0,0,0,0,0
"WR","Chris Givens (7147518)","Chris Givens",7147518,3000,"Cle@Phi 01:00PM ET","Phi","Chris","Givens","Cle",0,0,0,0,0
"RB","Glenn Winston (7147312)","Glenn Winston",7147312,3000,"Cle@Phi 01:00PM ET","Cle","Glenn","Winston","Phi",0,0,0,0,0
"WR","Keshawn Martin (7147759)","Keshawn Martin",7147759,3000,"NE@Ari 08:30PM ET","NE","Keshawn","Martin","Ari",0,0,0,0,0
"WR","Myles White (7147712)","Myles White",7147712,3000,"NYG@Dal 04:25PM ET","NYG","Myles","White","Dal",0,0,0,0,0
"WR","Troy Stoudermire (7147497)","Troy Stoudermire",7147497,3000,"Min@Ten 01:00PM ET","Min","Troy","Stoudermire","Ten",0,0,0,0,0
"WR","Jarrett Boykin (7147617)","Jarrett Boykin",7147617,3000,"Buf@Bal 01:00PM ET","Buf","Jarrett","Boykin","Bal",0,0,0,0,0
"WR","B.J. Daniels (7147638)","B.J. Daniels",7147638,3000,"Chi@Hou 01:00PM ET","Chi","B.J.","Daniels","Hou",0,0,0,0,0
"RB","Jordan Todman (7147445)","Jordan Todman",7147445,3000,"Det@Ind 04:25PM ET","Ind","Jordan","Todman","Det",0,0,0,0,0
"WR","Jarius Wright (7147498)","Jarius Wright",7147498,3000,"Min@Ten 01:00PM ET","Min","Jarius","Wright","Ten",0,5.1,0,5.1,0
"RB","Brandon Bolden (7147459)","Brandon Bolden",7147459,3000,"NE@Ari 08:30PM ET","NE","Brandon","Bolden","Ari",0,2.1,0,2.1,0
"RB","Lance Dunbar (7147432)","Lance Dunbar",7147432,3000,"NYG@Dal 04:25PM ET","Dal","Lance","Dunbar","NYG",0,0,0,0,0
"RB","Jonas Gray (7147401)","Jonas Gray",7147401,3000,"GB@Jax 01:00PM ET","Jax","Jonas","Gray","GB",0,0,0,0,0
"TE","Kyle Rudolph (7147794)","Kyle Rudolph",7147794,3000,"Min@Ten 01:00PM ET","Min","Kyle","Rudolph","Ten",8.39,11,7.69,9.44941551979506,4
"WR","Russell Shepard (7147474)","Russell Shepard",7147474,3000,"TB@Atl 01:00PM ET","TB","Russell","Shepard","Atl",0,0,0,0,0
"WR","Josh Boyce (7147735)","Josh Boyce",7147735,3000,"Det@Ind 04:25PM ET","Ind","Josh","Boyce","Det",0,0,0,0,0
"RB","Matthew Tucker (7147325)","Matthew Tucker",7147325,3000,"Cin@NYJ 01:00PM ET","NYJ","Matthew","Tucker","Cin",0,0,0,0,0
"RB","Mike James (7147279)","Mike James",7147279,3000,"TB@Atl 01:00PM ET","TB","Mike","James","Atl",0,0,0,0,0
"RB","Tommy Bohanon (7147326)","Tommy Bohanon",7147326,3000,"Cin@NYJ 01:00PM ET","NYJ","Tommy","Bohanon","Cin",0,0,0,0,0
"RB","Rex Burkhead (7147327)","Rex Burkhead",7147327,3000,"Cin@NYJ 01:00PM ET","Cin","Rex","Burkhead","NYJ",0,1.5,0,1.5,0
"WR","Michael Campanaro (7147618)","Michael Campanaro",7147618,3000,"Buf@Bal 01:00PM ET","Bal","Michael","Campanaro","Buf",0,0,0,0,0
"RB","Nikita Whitlock (7147433)","Nikita Whitlock",7147433,3000,"NYG@Dal 04:25PM ET","NYG","Nikita","Whitlock","Dal",0,0,0,0,0
"WR","Damian Copeland (7147736)","Damian Copeland",7147736,3000,"Det@Ind 04:25PM ET","Det","Damian","Copeland","Ind",0,0,0,0,0
"RB","Tyler Gaffney (7147461)","Tyler Gaffney",7147461,3000,"NE@Ari 08:30PM ET","NE","Tyler","Gaffney","Ari",0,0,0,0,0
