"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"SG/SF","Andre Iguodala",3900,"SAC@GS 11/27/2017 10:30PM ET",17.278,"GS","SAC",0,18.6,19.25
"SF/PF","Omri Casspi",3800,"SAC@GS 11/27/2017 10:30PM ET",13.838,"GS","SAC",25.51,23.2,16
"SG/SF","Bogdan Bogdanovic",3700,"SAC@GS 11/27/2017 10:30PM ET",17.578,"SAC","GS",16.25,17.1,18
"PF/C","David West",3500,"SAC@GS 11/27/2017 10:30PM ET",15.632,"GS","SAC",16.32,15.6,22.25
"PG/SG","Shaun Livingston",3500,"SAC@GS 11/27/2017 10:30PM ET",11.597,"GS","SAC",20.23,16.9,14.75
"PG/SG","Garrett Temple",3500,"SAC@GS 11/27/2017 10:30PM ET",15.833,"SAC","GS",19.39,18.1,25.75
"C","Kosta Koufos",3400,"SAC@GS 11/27/2017 10:30PM ET",17.25,"SAC","GS",16.29,15.4,1.5
"PF/C","Skal Labissiere",3400,"SAC@GS 11/27/2017 10:30PM ET",15.842,"SAC","GS",11.4,12.5,18.5
"C","Ivica Zubac",3400,"LAL@LAC 11/27/2017 10:30PM ET",1.6,"LAL","LAC",0,0,0
"SG","Nick Young",3300,"SAC@GS 11/27/2017 10:30PM ET",11.342,"GS","SAC",21.1,13.9,8.75
"SG/SF","Justin Jackson",3300,"SAC@GS 11/27/2017 10:30PM ET",10.141,"SAC","GS",0,0,0
"PF/C","Jordan Bell",3200,"SAC@GS 11/27/2017 10:30PM ET",10.661,"GS","SAC",13.66,0,12.25
"SG/SF","Patrick McCaw",3200,"SAC@GS 11/27/2017 10:30PM ET",7.118,"GS","SAC",14.62,12.8,40.25
"C","Zaza Pachulia",3100,"SAC@GS 11/27/2017 10:30PM ET",14.275,"GS","SAC",20.1,19.4,13.75
"SG","Sindarius Thornwell",3100,"LAL@LAC 11/27/2017 10:30PM ET",8.583,"LAC","LAL",10.93,12.4,6.75
"SG/SF","Vince Carter",3000,"SAC@GS 11/27/2017 10:30PM ET",6.125,"SAC","GS",0,0,16.75
"C","JaVale McGee",3000,"SAC@GS 11/27/2017 10:30PM ET",9.042,"GS","SAC",10.05,0,10
"PF","Jack Cooley",3000,"SAC@GS 11/27/2017 10:30PM ET",4.75,"SAC","GS",0,0,0
"PG","Quinn Cook",3000,"SAC@GS 11/27/2017 10:30PM ET",5.167,"GS","SAC",4.17,0,0
"SF/PF","Jakarr Sampson",3000,"SAC@GS 11/27/2017 10:30PM ET",6.875,"SAC","GS",0,0,0
"C","Damian Jones",3000,"SAC@GS 11/27/2017 10:30PM ET",0,"GS","SAC",0,0,0
"PG/SG","Frank Mason III",3000,"SAC@GS 11/27/2017 10:30PM ET",13.25,"SAC","GS",0,12.9,24.75
"SF/PF","Kevon Looney",3000,"SAC@GS 11/27/2017 10:30PM ET",11.212,"GS","SAC",8.77,10.2,1
"SG/SF","Malachi Richardson",3000,"SAC@GS 11/27/2017 10:30PM ET",7.25,"SAC","GS",0,0,0
"PF","Chris Boucher",3000,"SAC@GS 11/27/2017 10:30PM ET",0,"GS","SAC",0,0,0
"C","Georgios Papagiannis",3000,"SAC@GS 11/27/2017 10:30PM ET",5.313,"SAC","GS",0,0,0
"PF/C","Harry Giles",3000,"SAC@GS 11/27/2017 10:30PM ET",0,"SAC","GS",0,0,0
"SF/PF","Luol Deng",3000,"LAL@LAC 11/27/2017 10:30PM ET",5,"LAL","LAC",0,0,0
"C","Andrew Bogut",3000,"LAL@LAC 11/27/2017 10:30PM ET",7.896,"LAL","LAC",0,0,0
"SG/SF","Corey Brewer",3000,"LAL@LAC 11/27/2017 10:30PM ET",7.816,"LAL","LAC",6.63,0,13.5
"SG","CJ Williams",3000,"LAL@LAC 11/27/2017 10:30PM ET",2.95,"LAC","LAL",0,0,11.75
"C","Willie Reed",3000,"LAL@LAC 11/27/2017 10:30PM ET",11.544,"LAC","LAL",13.11,0,2.75
"SF/PF","Jamil Wilson",3000,"LAL@LAC 11/27/2017 10:30PM ET",1.25,"LAC","LAL",0,0,0
"PG/SG","Vander Blue",3000,"LAL@LAC 11/27/2017 10:30PM ET",0.938,"LAL","LAC",0,0,0
"SF/PF","Sam Dekker",3000,"LAL@LAC 11/27/2017 10:30PM ET",6.583,"LAC","LAL",9.65,10.1,17.5
"PF/C","Brice Johnson",3000,"LAL@LAC 11/27/2017 10:30PM ET",6.125,"LAC","LAL",0,0,0
"PG/SG","Alex Caruso",3000,"LAL@LAC 11/27/2017 10:30PM ET",4.75,"LAL","LAC",0,0,0
"PF/C","Montrezl Harrell",3000,"LAL@LAC 11/27/2017 10:30PM ET",10.125,"LAC","LAL",0,0,0
"PG/SG","Josh Hart",3000,"LAL@LAC 11/27/2017 10:30PM ET",7.589,"LAL","LAC",0,0,10.75
"PG/SG","Tyler Ennis",3000,"LAL@LAC 11/27/2017 10:30PM ET",4.725,"LAL","LAC",0,0,0
"PG","Jawun Evans",3000,"LAL@LAC 11/27/2017 10:30PM ET",8.091,"LAC","LAL",12.02,11.4,8.5
"PF/C","Thomas Bryant",3000,"LAL@LAC 11/27/2017 10:30PM ET",0,"LAL","LAC",0,0,0
