"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"C","Alexis Ajinca",3000,"MIN@NO 11/29/2017 08:00PM ET",0,"NO","MIN",0,0,0
"PF/C","Joffrey Lauvergne",3000,"MEM@SA 11/29/2017 08:30PM ET",8.55,"SA","MEM",6.83,0,0
"PG/SG","Wayne Selden",3000,"MEM@SA 11/29/2017 08:30PM ET",8.25,"MEM","SA",0,0,0
"PF","Matt Costello",3000,"MEM@SA 11/29/2017 08:30PM ET",12.25,"SA","MEM",0,0,0
"SG/SF","Darrun Hilliard",3000,"MEM@SA 11/29/2017 08:30PM ET",2.167,"SA","MEM",0,0,0
"SF/PF","Davis Bertans",3000,"MEM@SA 11/29/2017 08:30PM ET",5.733,"SA","MEM",3.26,0,0
"PG/SG","Derrick White",3000,"MEM@SA 11/29/2017 08:30PM ET",5.167,"SA","MEM",0,0,0
"PF","Vince Hunter",3000,"MEM@SA 11/29/2017 08:30PM ET",0,"MEM","SA",0,0,0
"PF/C","Ivan Rabb",3000,"MEM@SA 11/29/2017 08:30PM ET",0,"MEM","SA",0,0,0
"SG","Kobi Simmons",3000,"MEM@SA 11/29/2017 08:30PM ET",0,"MEM","SA",0,0,0
"SG/SF","Treveon Graham",3000,"CHA@TOR 11/29/2017 07:30PM ET",11.205,"CHA","TOR",0,0,0
"PF/C","Johnny O'Bryant III",3000,"CHA@TOR 11/29/2017 07:30PM ET",10.179,"CHA","TOR",0,0,0
"PG/SG","Julyan Stone",3000,"CHA@TOR 11/29/2017 07:30PM ET",9.625,"CHA","TOR",0,0,0
"PF/C","Mangok Mathiang",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.5,"CHA","TOR",0,0,0
"PG","Lorenzo Brown",3000,"CHA@TOR 11/29/2017 07:30PM ET",6.063,"TOR","CHA",0,0,0
"PG","Marcus Paige",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.5,"CHA","TOR",0,0,0
"SF","Bruno Caboclo",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.375,"TOR","CHA",0,0,0
"PF","Alfonzo McKinnie",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.964,"TOR","CHA",0,0,0
"PF","Malcolm Miller",3000,"CHA@TOR 11/29/2017 07:30PM ET",0,"TOR","CHA",0,0,0
