"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PF/C","Dragan Bender",3400,"PHO@CHI 11/28/2017 08:00PM ET",13.893,"PHO","CHI",12.61,15.5,8
"PF","Jared Dudley",3400,"PHO@CHI 11/28/2017 08:00PM ET",11.893,"PHO","CHI",10.69,9.5,0
"PF/C","Channing Frye",3400,"MIA@CLE 11/28/2017 07:00PM ET",9.25,"CLE","MIA",14.72,15.5,9.5
"PF/C","Skal Labissiere",3400,"MIL@SAC 11/28/2017 10:00PM ET",15.842,"SAC","MIL",11.33,13,18.5
"C","Kosta Koufos",3400,"MIL@SAC 11/28/2017 10:00PM ET",17.25,"SAC","MIL",13.19,12.3,12.25
"PF","Mike Scott",3400,"WAS@MIN 11/28/2017 08:00PM ET",13.309,"WAS","MIN",11.65,9.1,25.25
"SF/PF","Nemanja Bjelica",3400,"WAS@MIN 11/28/2017 08:00PM ET",13.514,"MIN","WAS",8.62,0,0
"C","Ian Mahinmi",3400,"WAS@MIN 11/28/2017 08:00PM ET",8.882,"WAS","MIN",11.11,11.4,17.5
"PF/C","Jason Smith",3400,"WAS@MIN 11/28/2017 08:00PM ET",5.938,"WAS","MIN",0,0,0
"SG","Troy Daniels",3300,"PHO@CHI 11/28/2017 08:00PM ET",9.345,"PHO","CHI",5.54,8,13.25
"SG/SF","Justin Jackson",3300,"MIL@SAC 11/28/2017 10:00PM ET",10.141,"SAC","MIL",0,0,0
"PG","Raul Neto",3200,"DEN@UTA 11/28/2017 10:00PM ET",11.038,"UTA","DEN",0,15.2,0
"C","Alan Williams",3200,"PHO@CHI 11/28/2017 08:00PM ET",0,"PHO","CHI",0,0,0
"PF/C","Ante Zizic",3200,"MIA@CLE 11/28/2017 07:00PM ET",4.65,"CLE","MIA",0,0,0
"PG/SG","Matthew Dellavedova",3200,"MIL@SAC 11/28/2017 10:00PM ET",12.962,"MIL","SAC",0,0,0
"SF/PF","Mirza Teletovic",3200,"MIL@SAC 11/28/2017 10:00PM ET",13.175,"MIL","SAC",0,0,0
"PG","Antonio Blakeney",3100,"PHO@CHI 11/28/2017 08:00PM ET",12.25,"CHI","PHO",12.5,12.1,11
"PG/SG","Tomas Satoransky",3100,"WAS@MIN 11/28/2017 08:00PM ET",7.6,"WAS","MIN",0,9.6,24.75
"PF/C","Ekpe Udoh",3000,"DEN@UTA 11/28/2017 10:00PM ET",11.4,"UTA","DEN",14.47,14,10
"SG","Malik Beasley",3000,"DEN@UTA 11/28/2017 10:00PM ET",6,"DEN","UTA",3.25,0,8.5
"SF","Royce O'Neale",3000,"DEN@UTA 11/28/2017 10:00PM ET",3.981,"UTA","DEN",0,0,14.75
"SF/PF","Richard Jefferson",3000,"DEN@UTA 11/28/2017 10:00PM ET",2.6,"DEN","UTA",0,0,0
"PF/C","Tony Bradley",3000,"DEN@UTA 11/28/2017 10:00PM ET",1.917,"UTA","DEN",0,0,0
"PF","Darrell Arthur",3000,"DEN@UTA 11/28/2017 10:00PM ET",4.375,"DEN","UTA",0,0,0
"SG/SF","Torrey Craig",3000,"DEN@UTA 11/28/2017 10:00PM ET",0,"DEN","UTA",0,0,0
"PF","Tyler Lydon",3000,"DEN@UTA 11/28/2017 10:00PM ET",0,"DEN","UTA",0,0,0
"PG","Monte Morris",3000,"DEN@UTA 11/28/2017 10:00PM ET",0,"DEN","UTA",0,0,0
"PG","Nate Wolters",3000,"DEN@UTA 11/28/2017 10:00PM ET",1.375,"UTA","DEN",0,0,0
"PG/SG","Dante Exum",3000,"DEN@UTA 11/28/2017 10:00PM ET",0,"UTA","DEN",0,0,0
"SF/PF","Eric Griffin",3000,"DEN@UTA 11/28/2017 10:00PM ET",0,"UTA","DEN",0,0,0
"PF/C","Cristiano Felicio",3000,"PHO@CHI 11/28/2017 08:00PM ET",9.294,"CHI","PHO",0,8.4,0
"PG","Kay Felder",3000,"PHO@CHI 11/28/2017 08:00PM ET",7.938,"CHI","PHO",0,0,0
"SG/SF","Quincy Pondexter",3000,"PHO@CHI 11/28/2017 08:00PM ET",6.482,"CHI","PHO",0,0,0
"SF","Derrick Jones",3000,"PHO@CHI 11/28/2017 08:00PM ET",4.417,"PHO","CHI",0,0,0
"PG","Ryan Arcidiacono",3000,"PHO@CHI 11/28/2017 08:00PM ET",1.5,"CHI","PHO",0,0,0
"PF","Alec Peters",3000,"PHO@CHI 11/28/2017 08:00PM ET",5.625,"PHO","CHI",0,0,0
"PG/SG","Cameron Payne",3000,"PHO@CHI 11/28/2017 08:00PM ET",0,"CHI","PHO",0,0,0
"PG/SG","Brandon Knight",3000,"PHO@CHI 11/28/2017 08:00PM ET",0,"PHO","CHI",0,0,0
"SG/SF","Davon Reed",3000,"PHO@CHI 11/28/2017 08:00PM ET",0,"PHO","CHI",0,0,0
"PG","Jose Calderon",3000,"MIA@CLE 11/28/2017 07:00PM ET",6.175,"CLE","MIA",10.63,12.8,9.5
"SG/SF","Cedi Osman",3000,"MIA@CLE 11/28/2017 07:00PM ET",3.944,"CLE","MIA",3.05,0,0
"PF/C","Jordan Mickey",3000,"MIA@CLE 11/28/2017 07:00PM ET",11.083,"MIA","CLE",0,0,0
"SF/PF","Okaro White",3000,"MIA@CLE 11/28/2017 07:00PM ET",8.45,"MIA","CLE",0,0,0
"SG/SF","John Holland",3000,"MIA@CLE 11/28/2017 07:00PM ET",2,"CLE","MIA",0,0,0
"SG/SF","Rodney McGruder",3000,"MIA@CLE 11/28/2017 07:00PM ET",0,"MIA","CLE",0,0,0
"PG/SG","Derrick Walton",3000,"MIA@CLE 11/28/2017 07:00PM ET",0.813,"MIA","CLE",0,0,3.25
"SG","Matt Williams",3000,"MIA@CLE 11/28/2017 07:00PM ET",0,"MIA","CLE",0,0,0
"PG","London Perrantes",3000,"MIA@CLE 11/28/2017 07:00PM ET",0,"CLE","MIA",0,0,0
"PF/C","Udonis Haslem",3000,"MIA@CLE 11/28/2017 07:00PM ET",2,"MIA","CLE",0,0,0
"C","AJ Hammons",3000,"MIA@CLE 11/28/2017 07:00PM ET",0,"MIA","CLE",0,0,0
"PG/SG","Frank Mason III",3000,"MIL@SAC 11/28/2017 10:00PM ET",13.25,"SAC","MIL",0,14.9,21.5
"SG/SF","Malachi Richardson",3000,"MIL@SAC 11/28/2017 10:00PM ET",7.25,"SAC","MIL",0,0,4
"SG","Gary Payton II",3000,"MIL@SAC 11/28/2017 10:00PM ET",5.4,"MIL","SAC",0,0,1
"SG/SF","Vince Carter",3000,"MIL@SAC 11/28/2017 10:00PM ET",6.125,"SAC","MIL",5.06,0,4.5
"PG/SF","Rashad Vaughn",3000,"MIL@SAC 11/28/2017 10:00PM ET",5.821,"MIL","SAC",0,0,0
"C","Georgios Papagiannis",3000,"MIL@SAC 11/28/2017 10:00PM ET",5.313,"SAC","MIL",0,0,0
"SG","Sterling Brown",3000,"MIL@SAC 11/28/2017 10:00PM ET",4.45,"MIL","SAC",0,0,0
"PF/C","DJ Wilson",3000,"MIL@SAC 11/28/2017 10:00PM ET",1.292,"MIL","SAC",0,0,7.5
"PF","Joel Bolomboy",3000,"MIL@SAC 11/28/2017 10:00PM ET",3.938,"MIL","SAC",0,0,0
"SF/PF","Jakarr Sampson",3000,"MIL@SAC 11/28/2017 10:00PM ET",6.875,"SAC","MIL",0,0,0
"PG/SG","Jason Terry",3000,"MIL@SAC 11/28/2017 10:00PM ET",3.55,"MIL","SAC",0,0,12
"PF","Jack Cooley",3000,"MIL@SAC 11/28/2017 10:00PM ET",4.75,"SAC","MIL",0,0,0
"PF/C","Harry Giles",3000,"MIL@SAC 11/28/2017 10:00PM ET",0,"SAC","MIL",0,0,0
"PG/SG","Aaron Brooks",3000,"WAS@MIN 11/28/2017 08:00PM ET",3.55,"MIN","WAS",0,7.7,4.25
"PF/C","Chris McCullough",3000,"WAS@MIN 11/28/2017 08:00PM ET",6.417,"WAS","MIN",0,0,0
"SG/SF","Marcus Georges-Hunt",3000,"WAS@MIN 11/28/2017 08:00PM ET",1.031,"MIN","WAS",0,0,0
"C","Cole Aldrich",3000,"WAS@MIN 11/28/2017 08:00PM ET",1.15,"MIN","WAS",0,0,0
"SG","Sheldon Mac",3000,"WAS@MIN 11/28/2017 08:00PM ET",0,"WAS","MIN",0,0,0
"PF","Mike Young",3000,"WAS@MIN 11/28/2017 08:00PM ET",0,"WAS","MIN",0,0,0
"C","Justin Patton",3000,"WAS@MIN 11/28/2017 08:00PM ET",0,"MIN","WAS",0,0,0
"SG","Devin Robinson",3000,"WAS@MIN 11/28/2017 08:00PM ET",0,"WAS","MIN",0,0,0
"SG/SF","Anthony Brown",3000,"WAS@MIN 11/28/2017 08:00PM ET",0,"MIN","WAS",0,0,0
