"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Actual","ValueWR"
"TE","Niles Paul (7451865)","Niles Paul",7451865,2500,"Was@NYG 01:00PM ET","Was","Niles","Paul","NYG",0,0,0,0,10,0.0116279069767442,0,0,0,0,0
"TE","Jerell Adams (7451868)","Jerell Adams",7451868,2500,"Was@NYG 01:00PM ET","NYG","Jerell","Adams","Was",0,0,0,0,9,0,0,0,0,0,0
"TE","MarQueis Gray (7451871)","MarQueis Gray",7451871,2500,"Cle@Mia 01:00PM ET","Mia","MarQueis","Gray","Cle",0,0,0,0,11,0,0,0,0,0,0
"TE","Dion Sims (7451872)","Dion Sims",7451872,2500,"Cle@Mia 01:00PM ET","Mia","Dion","Sims","Cle",2.4,2.7,0,2.7,10,0.0138888888888889,2.42121384066703,2.39814759730065,0,8.6,0
"TE","Randall Telfer (7451873)","Randall Telfer",7451873,2500,"Cle@Mia 01:00PM ET","Cle","Randall","Telfer","Mia",0,0,0,0,9,0,0,0,0,0,0
"TE","Seth DeValve (7451874)","Seth DeValve",7451874,2500,"Cle@Mia 01:00PM ET","Cle","Seth","DeValve","Mia",0,0,0,0,9,0,0,0,0,0,0
"TE","Marcedes Lewis (7451875)","Marcedes Lewis",7451875,2500,"Bal@Jax 01:00PM ET","Jax","Marcedes","Lewis","Bal",3.63,2.8,0,2.8,6,0.0568181818181818,3.02029759700736,3.2972127460909,0,5,0
"TE","Crockett Gillmore (7451877)","Crockett Gillmore",7451877,2500,"Bal@Jax 01:00PM ET","Bal","Crockett","Gillmore","Jax",3.1,4.3,4.96,4.3,8,0.0555555555555556,3.53359636086255,3.30645889218402,0,0,0
"TE","Neal Sterling (7451879)","Neal Sterling",7451879,2500,"Bal@Jax 01:00PM ET","Jax","Neal","Sterling","Bal",0,0,0,0,11,0,0,0,0,0,0
"TE","Ben Koyack (7451880)","Ben Koyack",7451880,2500,"Bal@Jax 01:00PM ET","Jax","Ben","Koyack","Bal",0,0,0,0,11,0,0,0,0,0,0
"TE","Maxx Williams (7451881)","Maxx Williams",7451881,2500,"Bal@Jax 01:00PM ET","Bal","Maxx","Williams","Jax",0,0,0,0,0,0,0,0,0,0,0
"TE","Andrew Quarless (7451883)","Andrew Quarless",7451883,2500,"Det@GB 01:00PM ET","Det","Andrew","Quarless","GB",0,0,0,0,0,0,0,0,0,0,0
"TE","Justin Perillo (7451884)","Justin Perillo",7451884,2500,"Det@GB 01:00PM ET","GB","Justin","Perillo","Det",0,0,0,0,11,0,0,0,0,2.3,0
"TE","Orson Charles (7451885)","Orson Charles",7451885,2500,"Det@GB 01:00PM ET","Det","Orson","Charles","GB",0,0,0,0,0,0,0,0,0,0,0
"TE","Cole Wick (7451888)","Cole Wick",7451888,2500,"Det@GB 01:00PM ET","Det","Cole","Wick","GB",0,0,0,0,7,0.0120481927710843,0,0,0,2.3,0
"TE","Khari Lee (7451889)","Khari Lee",7451889,2500,"Det@GB 01:00PM ET","Det","Khari","Lee","GB",0,0,0,0,9,0,0,0,0,0,0
"TE","Clark Harris (7451890)","Clark Harris",7451890,2500,"Den@Cin 01:00PM ET","Cin","Clark","Harris","Den",0,0,0,0,0,0,0,0,0,0,0
"TE","John Phillips (7451892)","John Phillips",7451892,2500,"Den@Cin 01:00PM ET","Den","John","Phillips","Cin",7.14,1.9,0,1.9,11,0,4.13727516690021,5.55814164567146,0,8.9,0
"TE","Ryan Hewitt (7451893)","Ryan Hewitt",7451893,2500,"Den@Cin 01:00PM ET","Cin","Ryan","Hewitt","Den",0,0,0,0,0,0,0,0,0,0,0
"TE","Tyler Kroft (7451895)","Tyler Kroft",7451895,2500,"Den@Cin 01:00PM ET","Cin","Tyler","Kroft","Den",6.33,6,0,6,7,0.0459770114942529,5.82540219775797,6.03689910885493,0,0,0
"TE","C.J. Uzomah (7451896)","C.J. Uzomah",7451896,2500,"Den@Cin 01:00PM ET","Cin","C.J.","Uzomah","Den",4.17,3,0,3,3,0.149425287356322,3.36134822054158,3.73204885585999,0,5.1,0
"TE","Jeff Heuerman (7451897)","Jeff Heuerman",7451897,2500,"Den@Cin 01:00PM ET","Den","Jeff","Heuerman","Cin",4.05,6,0,6,11,0,4.80757589189656,4.41798726082891,0,3.9,0
"TE","Ed Dickson (7451899)","Ed Dickson",7451899,2500,"Min@Car 01:00PM ET","Car","Ed","Dickson","Min",0,2.4,0,2.4,9,0.0135135135135135,1.19983798154131,0.616915433365701,0,3.3,0
"TE","Rhett Ellison (7451900)","Rhett Ellison",7451900,2500,"Min@Car 01:00PM ET","Min","Rhett","Ellison","Car",0,1.1,0,1.1,9,0,0.549925741539768,0.282752906959279,0,2.8,0
"TE","Kevin McDermott (7451901)","Kevin McDermott",7451901,2500,"Min@Car 01:00PM ET","Min","Kevin","McDermott","Car",0,0,0,0,0,0,0,0,0,0,0
"TE","MyCole Pruitt (7451903)","MyCole Pruitt",7451903,2500,"Min@Car 01:00PM ET","Min","MyCole","Pruitt","Car",0,2.2,0,2.2,9,0,1.09985148307954,0.565505813918559,0,0,0
"TE","Scott Simonson (7451904)","Scott Simonson",7451904,2500,"Min@Car 01:00PM ET","Car","Scott","Simonson","Min",0,0,0,0,0,0,0,0,0,0,0
"TE","David Morgan (7451905)","David Morgan",7451905,2500,"Min@Car 01:00PM ET","Min","David","Morgan","Car",0,0,0,0,0,0,0,0,0,0,0
"TE","Brandon Myers (7451906)","Brandon Myers",7451906,2500,"LA@TB 04:05PM ET","TB","Brandon","Myers","LA",0,1.3,0,1.3,9,0.0126582278481013,0.649912240001545,0.334162526406421,0,1.7,0
"TE","Andrew DePaola (7451907)","Andrew DePaola",7451907,2500,"LA@TB 04:05PM ET","TB","Andrew","DePaola","LA",0,0,0,0,0,0,0,0,0,0,0
"TE","Luke Stocker (7451909)","Luke Stocker",7451909,2500,"LA@TB 04:05PM ET","TB","Luke","Stocker","LA",0,0,0,0,11,0,0,0,0,0,0
"TE","Cory Harkey (7451910)","Cory Harkey",7451910,2500,"LA@TB 04:05PM ET","LA","Cory","Harkey","TB",0,0,0,0,0,0,0,0,0,0,0
"TE","Cameron Brate (7451911)","Cameron Brate",7451911,2500,"LA@TB 04:05PM ET","TB","Cameron","Brate","LA",7.22,9.1,6.26,9.1,4,0.10126582278481,7.77250231523859,7.4656918702607,0,21.6,0
"TE","Tyler Higbee (7451913)","Tyler Higbee",7451913,2500,"LA@TB 04:05PM ET","LA","Tyler","Higbee","TB",0,2.3,5.23,2.3,5,0.0625,1.14984473231042,0.59121062364213,0,0,0
"TE","Temarrick Hemingway (7451914)","Temarrick Hemingway",7451914,2500,"LA@TB 04:05PM ET","LA","Temarrick","Hemingway","TB",0,0,0,0,0,0,0,0,0,0,0
"TE","Kyle Nelson (7451916)","Kyle Nelson",7451916,2500,"SF@Sea 04:05PM ET","SF","Kyle","Nelson","Sea",0,0,0,0,0,0,0,0,0,0,0
"TE","Garrett Celek (7451917)","Garrett Celek",7451917,2500,"SF@Sea 04:05PM ET","SF","Garrett","Celek","Sea",2.77,2.4,0,2.4,4,0.0821917808219178,2.43640766015363,2.58375131890609,0,5.5,0
"TE","Luke Willson (7451918)","Luke Willson",7451918,2500,"SF@Sea 04:05PM ET","Sea","Luke","Willson","SF",4.51,3.5,0,3.5,7,0.0533333333333333,3.76309558248236,4.10198958356945,0,2.9,0
"TE","Brandon Williams (7451920)","Brandon Williams",7451920,2500,"SF@Sea 04:05PM ET","Sea","Brandon","Williams","SF",0,0,0,0,10,0,0,0,0,0,0
"TE","Blake Bell (7451921)","Blake Bell",7451921,2500,"SF@Sea 04:05PM ET","SF","Blake","Bell","Sea",0,2.2,0,2.2,9,0.0273972602739726,1.09985148307954,0.565505813918559,0,0,0
"TE","Nick Vannett (7451922)","Nick Vannett",7451922,2500,"SF@Sea 04:05PM ET","Sea","Nick","Vannett","SF",0,1.1,0,1.1,10,0,0.549925741539768,0.282752906959279,0,0,0
"TE","Kellen Davis (7451923)","Kellen Davis",7451923,2500,"NYJ@KC 04:25PM ET","NYJ","Kellen","Davis","KC",1.21,1.5,0,1.5,7,0.0136986301369863,1.29006094464415,1.2447315037972,0,0,0
"TE","James Winchester (7451925)","James Winchester",7451925,2500,"NYJ@KC 04:25PM ET","KC","James","Winchester","NYJ",0,0,0,0,0,0,0,0,0,0,0
"TE","Brandon Bostick (7451926)","Brandon Bostick",7451926,2500,"NYJ@KC 04:25PM ET","NYJ","Brandon","Bostick","KC",0,1.7,0,1.7,7,0.0136986301369863,0.849885236925097,0.436981765300705,0,0,0
"TE","James O'Shaughnessy (7451927)","James O'Shaughnessy",7451927,2500,"NYJ@KC 04:25PM ET","KC","James","O'Shaughnessy","NYJ",0,0,0,0,11,0,0,0,0,0,0
"TE","Ross Travis (7451928)","Ross Travis",7451928,2500,"NYJ@KC 04:25PM ET","KC","Ross","Travis","NYJ",0,0,0,0,9,0.0120481927710843,0,0,0,3,0
"TE","Demetrius Harris (7451929)","Demetrius Harris",7451929,2500,"NYJ@KC 04:25PM ET","KC","Demetrius","Harris","NYJ",0,0,0,0,7,0.0481927710843374,0,0,0,9.4,0
"TE","Sean McGrath (7451931)","Sean McGrath",7451931,2500,"SD@Ind 04:25PM ET","SD","Sean","McGrath","Ind",0,3,0,3,10,0,1.49979747692664,0.771144291707126,0,2.3,0
"TE","Jack Doyle (7451933)","Jack Doyle",7451933,2500,"SD@Ind 04:25PM ET","Ind","Jack","Doyle","SD",7.94,7.7,3.75,7.7,3,0.113636363636364,7.39401565943607,7.61705985455998,0,12.5,0
"TE","Erik Swoope (7451934)","Erik Swoope",7451934,2500,"SD@Ind 04:25PM ET","Ind","Erik","Swoope","SD",0,0,0,0,11,0,0,0,0,0,0
"TE","Hunter Henry (7451935)","Hunter Henry",7451935,2500,"SD@Ind 04:25PM ET","SD","Hunter","Henry","Ind",7.44,9.4,8.38,9.4,8,0.0303030303030303,8.02069337314595,7.6990170917848,0,11.6,0
"TE","David Johnson (7451937)","David Johnson",7451937,2500,"Pit@Phi 04:25PM ET","Pit","David","Johnson","Phi",0,1.3,0,1.3,3,0.148648648648649,0.649912240001545,0.334162526406421,0,0,0
"TE","Trey Burton (7451939)","Trey Burton",7451939,2500,"Pit@Phi 04:25PM ET","Phi","Trey","Burton","Pit",10,5.4,8,5.4,4,0.101449275362319,7.16378592277235,8.48855028659049,0,3.9,0
"TE","Xavier Grimble (7451940)","Xavier Grimble",7451940,2500,"Pit@Phi 04:25PM ET","Pit","Xavier","Grimble","Phi",0,1.4,0,1.4,6,0.0563380281690141,0.699905489232433,0.359867336129992,0,0,0
"TE","Logan Paulsen (7451944)","Logan Paulsen",7451944,2500,"Chi@Dal 08:30PM ET","Chi","Logan","Paulsen","Dal",0,0,0,0,7,0.0169491525423729,0,0,0,0,0
"TE","Patrick Scales (7451945)","Patrick Scales",7451945,2500,"Chi@Dal 08:30PM ET","Chi","Patrick","Scales","Dal",0,0,0,0,0,0,0,0,0,0,0
"TE","Greg Scruggs (7451946)","Greg Scruggs",7451946,2500,"Chi@Dal 08:30PM ET","Chi","Greg","Scruggs","Dal",0,0,0,0,0,0,0,0,0,0,0
"TE","Gavin Escobar (7451947)","Gavin Escobar",7451947,2500,"Chi@Dal 08:30PM ET","Dal","Gavin","Escobar","Chi",0,0,0,0,11,0,0,0,0,0,0
"TE","Geoff Swaim (7451948)","Geoff Swaim",7451948,2500,"Chi@Dal 08:30PM ET","Dal","Geoff","Swaim","Chi",2.87,1.2,0,1.2,7,0.038961038961039,1.88113017402602,2.34629850783842,0,0,0
