"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
17,720064679,"cmg3331",0,145.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Jeff Samardzija","14.50%",12
25,719825650,"Lunacy3 (39/50)",0,145.6,"P Marcus Stroman P Robbie Ray C Chris Herrmann 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Jean Segura OF José Bautista OF George Springer OF David Peralta",NA,"Carlos Beltrán","14.24%",3
25,720166832,"wammmmmy (5/8)",0,145.6,"P Marcus Stroman P Robbie Ray C Buster Posey 1B Paul Goldschmidt 2B Jean Segura 3B Marwin González SS Brandon Crawford OF José Bautista OF David Peralta OF A.J. Pollock",NA,"Chris Herrmann","14.20%",10
27,719590208,"juanshen (5/50)",0,145.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Jean Segura 3B Jake Lamb SS Chris Owings OF Mitch Haniger OF David Peralta OF Danny Valencia",NA,"Brian McCann","13.69%",3
28,719862108,"MadHungarian37 (28/50)",0,145.35,"P Matt Harvey P Robbie Ray C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Asdrúbal Cabrera OF George Springer OF David Peralta OF A.J. Pollock",NA,"Russell Martin","13.35%",4
29,719925590,"Ainmhithe (7/16)",0,144.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Wilmer Flores SS Eduardo Núñez OF George Springer OF David Peralta OF A.J. Pollock",NA,"Gorkys Hernández","12.29%",0
29,719925592,"Ainmhithe (9/16)",0,144.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Wilmer Flores SS Eduardo Núñez OF George Springer OF David Peralta OF A.J. Pollock",NA,"Blake Snell","11.73%",12.2
29,719950245,"GeneM (1/2)",0,144.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Kendrys Morales 2B Robinson Canó 3B Jake Lamb SS Carlos Correa OF José Bautista OF George Springer OF David Peralta",NA,"Freddie Freeman","11.65%",0
29,719953838,"GeneM (2/2)",0,144.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Kendrys Morales 2B Robinson Canó 3B Jake Lamb SS Carlos Correa OF José Bautista OF George Springer OF David Peralta",NA,"Jaime García","10.50%",0.7
33,720139089,"skoal",0,144.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS José Reyes OF George Springer OF David Peralta OF A.J. Pollock",NA,"Chris Owings","10.29%",0
34,719825645,"Lunacy3 (34/50)",0,144.35,"P Blake Snell P Robbie Ray C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Jean Segura OF George Springer OF David Peralta OF A.J. Pollock",NA,"Kendrys Morales","9.95%",20
35,719828999,"gfay63 (34/50)",0,143.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Devon Travis 3B Jake Lamb SS Asdrúbal Cabrera OF Yoenis Céspedes OF David Peralta OF A.J. Pollock",NA,"Troy Tulowitzki","9.35%",0
35,719868832,"scout326 (17/50)",0,143.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Marwin González SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Kyle Seager","8.93%",5
35,719960899,"ADH6676 (4/4)",0,143.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Marwin González SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Matt Kemp","8.21%",28
35,719985976,"ThatStunna (3/12)",0,143.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Marwin González SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Brandon Crawford","6.97%",7
35,720046691,"Kidcanada1 (4/14)",0,143.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Daniel Descalso 3B Jake Lamb SS Brandon Crawford OF Hunter Pence OF David Peralta OF A.J. Pollock",NA,"José Reyes","6.80%",5
40,720158191,"FantasySportsFreaks",0,143.6,"P Marcus Stroman P Robbie Ray C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Carlos Correa OF Mitch Haniger OF David Peralta OF A.J. Pollock",NA,"Evan Longoria","6.80%",7
41,719616611,"suidmach (28/50)",0,143.35,"P Matt Harvey P Robbie Ray C Russell Martin 1B Paul Goldschmidt 2B Jean Segura 3B Jake Lamb SS Carlos Correa OF Corey Dickerson OF George Springer OF David Peralta",NA,"Wilmer Flores","6.59%",16
42,719829008,"gfay63 (43/50)",0,142.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Asdrúbal Cabrera OF George Springer OF Gorkys Hernández OF David Peralta",NA,"Asdrúbal Cabrera","5.99%",5
42,719944041,"TinkyTyler (17/50)",0,142.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Chris Owings OF George Springer OF David Peralta OF A.J. Pollock",NA,"Mitch Haniger","5.99%",21
42,720053202,"JankyJake",0,142.65,"P Marcus Stroman P Matt Harvey C Jeff Mathis 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Eduardo Núñez OF George Springer OF David Peralta OF A.J. Pollock",NA,"Corey Dickerson","5.82%",8
45,719908542,"PacingPete (1/2)",0,142.6,"P Marcus Stroman P Robbie Ray C Buster Posey 1B Marwin González 2B José Altuve 3B Jake Lamb SS José Reyes OF Yoenis Céspedes OF George Springer OF David Peralta",NA,"Kevin Kiermaier","3.91%",2
45,720155470,"thoroughnut (12/25)",0,142.6,"P Marcus Stroman P Robbie Ray C Buster Posey 1B Marwin González 2B José Altuve 3B Jake Lamb SS Daniel Descalso OF George Springer OF David Peralta OF A.J. Pollock",NA,"Neil Walker","3.10%",10
47,720111333,"jjwd (26/50)",0,142.35,"P Blake Snell P Robbie Ray C Buster Posey 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Jean Segura OF Nelson Cruz OF Mitch Haniger OF David Peralta",NA,"Travis d'Arnaud","3.10%",9
48,719745139,"Awesemo (26/50)",0,141.65,"P Marcus Stroman P Matt Harvey C Travis d'Arnaud 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Brandon Crawford OF George Springer OF David Peralta OF Chris Owings",NA,"Jay Bruce","3.06%",4
48,719887851,"SaahilSud (29/50)",0,141.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Daniel Descalso OF Carlos Beltrán OF George Springer OF David Peralta",NA,"Jeff Mathis","2.93%",4
48,719925588,"Ainmhithe (5/16)",0,141.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Wilmer Flores SS Carlos Correa OF Corey Dickerson OF George Springer OF David Peralta",NA,"Curtis Granderson","2.93%",3
48,719944042,"TinkyTyler (18/50)",0,141.65,"P Marcus Stroman P Matt Harvey C Jeff Mathis 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF Chris Herrmann",NA,"Yuli Gurriel","2.89%",0
48,719961631,"joeymc87",0,141.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Kendrys Morales 2B Robinson Canó 3B Marwin González SS Asdrúbal Cabrera OF José Bautista OF Matt Kemp OF Yoenis Céspedes",NA,"Ender Inciarte","2.72%",3
48,720079950,"andrewscottmorris",0,141.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Paul Goldschmidt 2B Wilmer Flores 3B Josh Donaldson SS Jean Segura OF José Bautista OF Mitch Haniger OF George Springer",NA,"Ariel Miranda","2.55%",9.85
54,720076416,"chadrock78",0,141.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Wilmer Flores 3B Jake Lamb SS José Reyes OF Yoenis Céspedes OF George Springer OF A.J. Pollock",NA,"Danny Valencia","2.47%",2
55,719875626,"cjohnson547",0,140.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Eduardo Núñez OF Matt Kemp OF Hunter Pence OF David Peralta",NA,"Carlos Ruiz","2.47%",4
56,719616587,"suidmach (4/50)",0,140.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Brandon Belt 2B José Altuve 3B Jake Lamb SS Jean Segura OF José Bautista OF Mitch Haniger OF George Springer",NA,"Jake Marisnick","2.42%",0
56,719862112,"MadHungarian37 (32/50)",0,140.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Eduardo Núñez OF Yoenis Céspedes OF David Peralta OF A.J. Pollock",NA,"Brad Miller","2.30%",7
56,719925595,"Ainmhithe (12/16)",0,140.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Wilmer Flores SS Chris Owings OF Yoenis Céspedes OF George Springer OF David Peralta",NA,"Tyler Flowers","2.21%",3
56,720153338,"FlamingHondas",0,140.65,"P Marcus Stroman P Matt Harvey C Jeff Mathis 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Eduardo Núñez OF Yoenis Céspedes OF George Springer OF David Peralta",NA,"Dansby Swanson","2.17%",0
60,719745156,"Awesemo (43/50)",0,140.6,"P Marcus Stroman P Robbie Ray C Chris Herrmann 1B Brandon Belt 2B Steve Pearce 3B Jake Lamb SS Jean Segura OF George Springer OF David Peralta OF A.J. Pollock",NA,"Logan Morrison","2.04%",5
61,719862103,"MadHungarian37 (23/50)",0,140.35,"P Matt Harvey P Robbie Ray C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Brad Miller OF Yoenis Céspedes OF David Peralta OF A.J. Pollock",NA,"Daniel Descalso","1.87%",3
62,719745137,"Awesemo (24/50)",0,139.65,"P Marcus Stroman P Matt Harvey C Brian McCann 1B Paul Goldschmidt 2B Jean Segura 3B Wilmer Flores SS Carlos Correa OF Carlos Beltrán OF George Springer OF David Peralta",NA,"Kevin Pillar","1.70%",3
62,719805693,"shawnzhan (44/50)",0,139.65,"P Marcus Stroman P Matt Harvey C Jeff Mathis 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Jean Segura OF Nelson Cruz OF David Peralta OF A.J. Pollock",NA,"Jarrod Dyson","1.57%",5
62,719887826,"SaahilSud (4/50)",0,139.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Marwin González 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Carlos Beltrán OF George Springer OF David Peralta",NA,"Nick Markakis","1.45%",3
62,719925591,"Ainmhithe (8/16)",0,139.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B José Altuve 3B Wilmer Flores SS Asdrúbal Cabrera OF George Springer OF David Peralta OF A.J. Pollock",NA,"Chris Marrero","1.40%",0
62,719944059,"TinkyTyler (35/50)",0,139.65,"P Marcus Stroman P Matt Harvey C Jeff Mathis 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Jean Segura OF Nelson Cruz OF David Peralta OF A.J. Pollock",NA,"Steven Souza Jr.","1.19%",13
62,719990476,"Ryan138 (1/3)",0,139.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Brandon Crawford OF Gorkys Hernández OF David Peralta OF A.J. Pollock",NA,"Evan Gattis","1.06%",0
62,720076722,"dkafer5",0,139.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Marwin González 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Carlos Beltrán OF George Springer OF David Peralta",NA,"Brandon Phillips","1.02%",0
62,720134792,"jlmaatman (2/2)",0,139.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Aaron Hill","0.98%",16
62,720165352,"louiescards",0,139.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Marwin González 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Carlos Beltrán OF George Springer OF David Peralta",NA,"Justin Smoak","0.85%",3
62,720165651,"rbyers (4/10)",0,139.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Kendrys Morales 2B José Altuve 3B Marwin González SS Carlos Correa OF Carlos Beltrán OF George Springer OF David Peralta",NA,"Devon Travis","0.77%",0
72,719590243,"juanshen (40/50)",0,139.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Daniel Descalso 3B Jake Lamb SS Eduardo Núñez OF Mitch Haniger OF Hunter Pence OF David Peralta",NA,"Norichika Aoki","0.72%",5
72,719821990,"windchimesRrude (12/30)",0,139.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Chris Owings OF George Springer OF David Peralta OF A.J. Pollock",NA,"Jesús Sucre","0.68%",0
74,719745126,"Awesemo (13/50)",0,138.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Troy Tulowitzki OF Carlos Beltrán OF George Springer OF David Peralta",NA,"Leonys Martin","0.60%",0
74,719769602,"fallfromgrace (36/50)",0,138.65,"P Marcus Stroman P Matt Harvey C Jeff Mathis 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Mallex Smith","0.51%",0
74,719828975,"gfay63 (10/50)",0,138.65,"P Marcus Stroman P Matt Harvey C Evan Gattis 1B Paul Goldschmidt 2B Devon Travis 3B Jake Lamb SS Asdrúbal Cabrera OF George Springer OF David Peralta OF A.J. Pollock",NA,"Adonis Garcia","0.38%",3
74,719887848,"SaahilSud (26/50)",0,138.65,"P Marcus Stroman P Matt Harvey C Brian McCann 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Tim Beckham","0.26%",0
74,719887861,"SaahilSud (39/50)",0,138.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Chris Owings OF Carlos Beltrán OF George Springer OF David Peralta",NA,"Joe Panik","0.21%",0
74,719985980,"ThatStunna (7/12)",0,138.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Marwin González SS Carlos Correa OF José Bautista OF George Springer OF David Peralta",NA,"Denard Span","0.21%",0
74,720046692,"Kidcanada1 (5/14)",0,138.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Daniel Descalso 3B Jake Lamb SS Eduardo Núñez OF Hunter Pence OF David Peralta OF A.J. Pollock",NA,"Alex Bregman","0.17%",0
74,720060689,"craigt2323",0,138.65,"P Matt Harvey P Joe Musgrove C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Brandon Crawford OF George Springer OF David Peralta OF A.J. Pollock",NA,"Darwin Barney","0.17%",10
74,720094398,"Billw03",0,138.65,"P Marcus Stroman P Matt Harvey C Carlos Ruiz 1B Paul Goldschmidt 2B José Altuve 3B Wilmer Flores SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Yasmany Tomás","0.17%",0
74,720125659,"evanpro13",0,138.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Carlos Correa OF George Springer OF Hunter Pence OF David Peralta",NA,"Ryan Goins","0.17%",0
74,720165650,"rbyers (3/10)",0,138.65,"P Marcus Stroman P Matt Harvey C Brian McCann 1B Marwin González 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"Rickie Weeks Jr.","0.13%",0
85,719922225,"cbesch24 (3/4)",0,138.35,"P Blake Snell P Robbie Ray C Buster Posey 1B Brandon Belt 2B Jean Segura 3B Jake Lamb SS José Reyes OF George Springer OF David Peralta OF A.J. Pollock",NA,"Peter Bourjos","0.13%",0
85,720135656,"jond21 (2/4)",0,138.35,"P Matt Harvey P Robbie Ray C Buster Posey 1B Freddie Freeman 2B Jean Segura 3B Jake Lamb SS José Reyes OF George Springer OF David Peralta OF A.J. Pollock",NA,"Emilio Bonifacio","0.13%",0
87,719769578,"fallfromgrace (12/50)",0,137.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Chris Owings OF George Springer OF David Peralta OF A.J. Pollock",NA,"Nick Hundley","0.09%",0
87,719829009,"gfay63 (44/50)",0,137.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Asdrúbal Cabrera OF Gorkys Hernández OF David Peralta OF A.J. Pollock",NA,"Lucas Duda","0.09%",0
87,719829012,"gfay63 (47/50)",0,137.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS José Reyes OF Gorkys Hernández OF David Peralta OF A.J. Pollock",NA,"Brandon Drury","0.09%",0
87,719884437,"rickstep",0,137.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Wilmer Flores 3B Jake Lamb SS Asdrúbal Cabrera OF Curtis Granderson OF Yoenis Céspedes OF A.J. Pollock",NA,"Josh Reddick","0.04%",0
87,720141295,"chadcadden11",0,137.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Marwin González 2B José Altuve 3B Kyle Seager SS Jean Segura OF Yoenis Céspedes OF Mitch Haniger OF George Springer",NA,"Conor Gillaspie","0.04%",0
87,720163950,"mosh8124 (2/2)",0,137.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B Wilmer Flores 3B José Reyes SS Brandon Crawford OF Matt Kemp OF Nelson Cruz OF George Springer",NA,"Jarrod Saltalamacchia","0.04%",0
93,719943527,"underjones (40/50)",0,137.6,"P Marcus Stroman P Robbie Ray C Russell Martin 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Daniel Descalso OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
93,719951709,"yellowsub",0,137.6,"P Marcus Stroman P Robbie Ray C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Marwin González SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
95,719822002,"windchimesRrude (24/30)",0,137.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
95,719846668,"invertedcheese (8/25)",0,137.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Jean Segura OF Yoenis Céspedes OF Carlos Beltrán OF David Peralta",NA,"","",NA
95,719985975,"ThatStunna (2/12)",0,137.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
98,719745161,"Awesemo (48/50)",0,137.35,"P Matt Harvey P Robbie Ray C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Chris Owings OF José Bautista OF Yoenis Céspedes OF David Peralta",NA,"","",NA
98,719862102,"MadHungarian37 (22/50)",0,137.35,"P Matt Harvey P Robbie Ray C Chris Herrmann 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Carlos Correa OF Yoenis Céspedes OF George Springer OF David Peralta",NA,"","",NA
100,719945810,"canowhoopass (1/3)",0,136.9,"P Marcus Stroman P Joe Musgrove C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS José Reyes OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
101,719821994,"windchimesRrude (16/30)",0,136.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Jean Segura OF Hunter Pence OF David Peralta OF Chris Owings",NA,"","",NA
101,719828991,"gfay63 (26/50)",0,136.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B José Altuve 3B Jake Lamb SS Asdrúbal Cabrera OF Yoenis Céspedes OF David Peralta OF A.J. Pollock",NA,"","",NA
101,719829000,"gfay63 (35/50)",0,136.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Devon Travis 3B Jake Lamb SS Asdrúbal Cabrera OF Nelson Cruz OF David Peralta OF A.J. Pollock",NA,"","",NA
