"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
70,54,5100,19.6078431372549,10,"Anthony Rizzo","CHC",NA,"1B",3,1,0,0,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,55,3800,26.3157894736842,10,"Jose Peraza","CIN",NA,"2B/SS",2,1,0,0,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,56,3500,28.5714285714286,10,"Zack Cozart","CIN",NA,"SS",7,0,0,2,0,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,57,3300,30.3030303030303,10,"Chris Herrmann","ARI",NA,"C/OF",6,1,0,0,0,3,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,58,3300,30.3030303030303,10,"Jesus Aguilar","MIL",NA,"1B",3,0,0,0,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,59,3300,30.3030303030303,10,"Jason Heyward","CHC",NA,"OF",6,1,0,0,0,4,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,17,4400,22.5,9.9,"Chris Hatcher","LAD",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,0,0,0,1,0,0
77,18,5400,18.2407407407407,9.85,"Ariel Miranda","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,2,5,3,1
78,19,7100,13.5211267605634,9.6,"Blake Snell","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6.66666666666667,0,0,5,4,5,0
79,20,4100,22.0731707317073,9.05,"Taylor Rogers","MIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,1,1,0
80,21,4300,20.9302325581395,9,"Tommy Hunter","TB",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1.33333333333333,0,0,0,0,0,0
81,60,3300,27.2727272727273,9,"Justin Bour","MIA",NA,"1B",7,0,0,1,0,4,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,61,4100,21.9512195121951,9,"Brandon Belt","SF",NA,"1B/OF",2,1,0,0,1,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,62,3000,30,9,"Travis d'Arnaud","NYM",NA,"C",8,0,0,2,0,3,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,63,4300,20.9302325581395,9,"Yoenis Cespedes","NYM",NA,"OF",3,1,0,0,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,64,4000,22.5,9,"Melky Cabrera","CHW",NA,"OF",3,1,0,0,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,65,4100,21.9512195121951,9,"Justin Upton","DET",NA,"OF",5,0,0,0,1,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,22,6700,12.089552238806,8.1,"Cody Reed","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,4,0
88,66,4300,18.6046511627907,8,"Dee Gordon","MIA",NA,"2B",1,0,0,0,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,67,3500,22.8571428571429,8,"Yadier Molina","STL",NA,"C",4,1,0,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,68,3400,23.5294117647059,8,"Corey Dickerson","TB",NA,"OF",1,0,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,69,4800,16.6666666666667,8,"Trea Turner","WAS",NA,"SS",1,0,0,0,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,70,4200,19.047619047619,8,"Jose Abreu","CHW",NA,"1B",4,0,0,1,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,71,3000,26.6666666666667,8,"Austin Barnes","LAD",NA,"C",8,2,0,0,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,72,2400,33.3333333333333,8,"Raul Mondesi","KC",NA,"2B",9,0,0,0,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,23,4100,19.0243902439024,7.8,"Mike Dunn","COL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.33333333333333,0,0,0,1,1,0
96,24,4200,18.2142857142857,7.65,"Sean Doolittle","WAS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,0,0,1,0,0
97,25,4300,16.9767441860465,7.3,"Michael Ynoa","CHW",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,0,1,1,0
98,26,7500,9.6,7.2,"Tyler Skaggs","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5.33333333333333,0,0,5,5,3,0
99,73,3100,22.5806451612903,7,"Yunel Escobar","LAA",NA,"3B",1,1,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,74,4400,15.9090909090909,7,"Matt Carpenter","STL",NA,"1B",3,1,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,75,3300,21.2121212121212,7,"Yangervis Solarte","SD",NA,"2B",4,0,0,0,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,76,3700,18.9189189189189,7,"Brad Miller","TB",NA,"2B",4,1,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,77,3100,22.5806451612903,7,"Kolten Wong","STL",NA,"2B",8,0,0,0,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,78,4000,17.5,7,"Lorenzo Cain","KC",NA,"OF",3,0,0,0,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,79,3200,21.875,7,"Paulo Orlando","KC",NA,"OF",7,1,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,80,3700,18.9189189189189,7,"Nick Castellanos","DET",NA,"3B",2,1,0,0,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,81,4100,17.0731707317073,7,"Evan Longoria","TB",NA,"3B",3,1,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,82,2700,25.9259259259259,7,"Adeiny Hechavarria","TB",NA,"SS",8,1,0,0,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,27,4200,16.6666666666667,7,"Liam Hendriks","OAK",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1.33333333333333,0,0,0,0,0,0
110,83,3800,18.4210526315789,7,"Brandon Crawford","SF",NA,"SS",5,0,0,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,84,0,0,7,"Alex Avila","DET",NA,"C/1B",4,0,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,28,4400,14.7727272727273,6.5,"Michael Feliz","HOU",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,0,0
113,29,4400,14.7727272727273,6.5,"James Pazos","SEA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,0,0
114,30,7000,9.21428571428571,6.45,"Joe Musgrove","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,0,0,2,5,3,0
115,31,4400,14.2045454545455,6.25,"Blaine Hardy","DET",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,0,0
116,32,4400,14.2045454545455,6.25,"Edwin Diaz","SEA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,0,0
117,33,4400,14.2045454545455,6.25,"Luke Gregerson","HOU",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,0,0
118,34,4100,15.2439024390244,6.25,"Blake Wood","CIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,0,0
119,35,4100,15.2439024390244,6.25,"Greg Holland","COL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,0,0
120,36,4100,15.2439024390244,6.25,"Wandy Peralta","CIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,0,0
121,85,2800,21.4285714285714,6,"Andrew Toles","LAD",NA,"OF",1,1,0,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,86,3700,16.2162162162162,6,"Joc Pederson","LAD",NA,"OF",5,1,0,0,0,3,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,87,4300,13.953488372093,6,"Jose Bautista","TOR",NA,"OF",3,1,0,0,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,88,3200,18.75,6,"Jacob May","CHW",NA,"OF",9,1,0,1,0,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,89,4700,12.7659574468085,6,"Giancarlo Stanton","MIA",NA,"OF",4,0,0,0,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,90,3000,20,6,"Andrelton Simmons","LAA",NA,"SS",7,0,0,0,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,91,4600,13.0434782608696,6,"Daniel Murphy","WAS",NA,"2B",4,0,0,0,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,37,4100,13.780487804878,5.65,"Drew Storen","CIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,1,0,0
129,38,4300,13.1395348837209,5.65,"Joakim Soria","KC",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,1,0
130,39,0,0,5.65,"Tom Kahnle","NYY",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,1,0,0
131,40,4400,12.5,5.5,"Jason Grilli","TEX",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0.666666666666667,0,0,0,0,0,0
132,41,4800,11.4583333333333,5.5,"Blake Parker","LAA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0.666666666666667,0,0,0,0,0,0
133,42,4300,12.7906976744186,5.5,"C.J. Edwards","CHC",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0.666666666666667,0,0,0,0,0,0
134,43,4100,12.9268292682927,5.3,"Miguel Socolovich","STL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,1,0,1
135,44,4200,12.0238095238095,5.05,"David Phelps","MIA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,1,0
136,45,4100,12.3170731707317,5.05,"Matt Belisle","MIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,2,0,0
137,92,3100,16.1290322580645,5,"Jarrod Dyson","SEA",NA,"OF",8,0,0,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,93,3700,13.5135135135135,5,"Cesar Hernandez","PHI",NA,"2B",1,1,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,94,2800,17.8571428571429,5,"James McCann","DET",NA,"C",7,0,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,95,3900,12.8205128205128,5,"Eric Thames","MIL",NA,"1B/OF",2,0,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,96,2900,17.2413793103448,5,"Travis Jankowski","SD",NA,"OF",1,1,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,97,3500,14.2857142857143,5,"Trevor Plouffe","TB",NA,"3B",6,0,0,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,98,3600,13.8888888888889,5,"Asdrubal Cabrera","NYM",NA,"2B/SS",2,0,0,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,99,3400,14.7058823529412,5,"Jeremy Hazelbaker","ARI",NA,"OF",9,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,100,3300,15.1515151515152,5,"Logan Morrison","TB",NA,"1B",6,0,0,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,101,2300,21.7391304347826,5,"Adam Rosales","OAK",NA,"SS",9,1,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,102,4900,10.2040816326531,5,"Carlos Gonzalez","COL",NA,"OF",3,0,0,0,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,103,3200,15.625,5,"Matt Adams","ATL",NA,"1B",5,0,0,1,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,104,3800,13.1578947368421,5,"Randal Grichuk","STL",NA,"OF",6,0,0,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,105,3800,13.1578947368421,5,"Adrian Gonzalez","LAD",NA,"1B",4,0,0,0,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,106,3500,14.2857142857143,5,"Norichika Aoki","HOU",NA,"OF",9,0,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,107,3100,16.1290322580645,5,"Tyler Moore","MIA",NA,"1B/OF",2,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,108,4100,12.1951219512195,5,"Kyle Seager","SEA",NA,"3B",5,0,0,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,109,3300,15.1515151515152,5,"Alcides Escobar","KC",NA,"SS",8,0,0,0,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
