Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Name.Clean,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
1.3,Kenneth,0.0,Jax@SD 04:25PM ET,7395461,Farrow,Kenneth Farrow,Kenneth Farrow (7395461),Kenneth Farrow,JAX,RB,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,SD,0.0,0.0
0.0,Bryan,0.0,Jax@SD 04:25PM ET,7395598,Walters,Bryan Walters,Bryan Walters (7395598),Bryan Walters,SD,WR,0.0,1.4,1.4,0.0,0.683646627752,,8.0,0.0,3000,JAX,0.0,0.0
1.9,Arrelious,0.0,Jax@SD 04:25PM ET,7395599,Benn,Arrelious Benn,Arrelious Benn (7395599),Arrelious Benn,SD,WR,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,JAX,0.0,0.0
0.0,Isaiah,0.0,Jax@SD 04:25PM ET,7395604,Burse,Isaiah Burse,Isaiah Burse (7395604),Isaiah Burse,JAX,WR,0.0,0.0,0.0,3.33,0.0,,8.0,0.0,3000,SD,0.0,0.0
0.0,Neal,0.0,Jax@SD 04:25PM ET,7395721,Sterling,Neal Sterling,Neal Sterling (7395721),Neal Sterling,SD,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,JAX,0.0,0.0
0.0,Taiwan,0.0,Atl@Oak 04:25PM ET,7395463,Jones,Taiwan Jones,Taiwan Jones (7395463),Taiwan Jones,ATL,RB,3.58,0.0,0.0,3.36,1.99360003204,,6.0,0.0487804878049,3000,OAK,0.0,0.0
0.0,Patrick,0.0,Atl@Oak 04:25PM ET,7395464,DiMarco,Patrick DiMarco,Patrick DiMarco (7395464),Patrick DiMarco,OAK,RB,0.0,1.1,1.1,0.0,0.537150921805,,7.0,0.0263157894737,3000,ATL,0.0,0.0
0.0,Terron,0.0,Atl@Oak 04:25PM ET,7395467,Ward,Terron Ward,Terron Ward (7395467),Terron Ward,OAK,RB,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,ATL,0.0,0.0
0.0,Eric,0.0,Atl@Oak 04:25PM ET,7395609,Weems,Eric Weems,Eric Weems (7395609),Eric Weems,OAK,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,ATL,0.0,0.0
6.9,Aldrick,0.0,Atl@Oak 04:25PM ET,7395611,Robinson,Aldrick Robinson,Aldrick Robinson (7395611),Aldrick Robinson,OAK,WR,0.0,1.0,3.79050532013,1.98,0.488319019823,,9.0,0.0,3000,ATL,0.0,0.0
7.8,Justin,0.0,Atl@Oak 04:25PM ET,7395614,Hardy,Justin Hardy,Justin Hardy (7395614),Justin Hardy,OAK,WR,4.75,6.5,7.55727676279,5.39,5.81921333616,,6.0,0.0526315789474,3000,ATL,0.0,0.0
7.6,Andre,0.0,Atl@Oak 04:25PM ET,7395615,Holmes,Andre Holmes,Andre Holmes (7395615),Andre Holmes,ATL,WR,3.64,3.6,6.12668869182,3.38,3.78496079444,,8.0,0.0243902439024,3000,OAK,0.0,0.0
2.8,Johnny,0.0,Atl@Oak 04:25PM ET,7395618,Holton,Johnny Holton,Johnny Holton (7395618),Johnny Holton,ATL,WR,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,OAK,0.0,0.0
3.9,Taylor,0.0,Atl@Oak 04:25PM ET,7395619,Gabriel,Taylor Gabriel,Taylor Gabriel (7395619),Taylor Gabriel,OAK,WR,0.0,0.0,1.48022130484,0.0,0.0,,9.0,0.0,3000,ATL,0.0,0.0
7.0,Robert,0.0,Ind@Den 04:25PM ET,7395473,Turbin,Robert Turbin,Robert Turbin (7395473),Robert Turbin,DEN,RB,3.52,1.6,1.99752193181,3.69,2.74149817271,,7.0,0.0434782608696,3000,IND,0.0,0.0
0.0,Jordan,0.0,Ind@Den 04:25PM ET,7395474,Todman,Jordan Todman,Jordan Todman (7395474),Jordan Todman,DEN,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,IND,0.0,0.0
0.7,Kapri,0.0,Ind@Den 04:25PM ET,7395475,Bibbs,Kapri Bibbs,Kapri Bibbs (7395475),Kapri Bibbs,IND,RB,0.0,1.0,1.0,0.0,0.488319019823,,5.0,0.04,3000,DEN,0.0,0.0
2.1,Andy,0.0,Ind@Den 04:25PM ET,7395478,Janovich,Andy Janovich,Andy Janovich (7395478),Andy Janovich,IND,RB,0.0,0.0,0.0,3.07,0.0,,7.0,0.0,3000,DEN,0.0,0.0
6.1,Devontae,0.0,Ind@Den 04:25PM ET,7395479,Booker,Devontae Booker,Devontae Booker (7395479),Devontae Booker,IND,RB,4.77,3.8,2.04204480727,6.64,4.51188941298,,7.0,0.0,3000,DEN,0.0,0.0
5.4,Jordan,0.0,Ind@Den 04:25PM ET,7395620,Norwood,Jordan Norwood,Jordan Norwood (7395620),Jordan Norwood,IND,WR,4.27,2.8,2.79321859263,3.16,3.7451346345,,5.0,0.04,3000,DEN,0.0,0.0
0.0,Bennie,0.0,Ind@Den 04:25PM ET,7395624,Fowler,Bennie Fowler,Bennie Fowler (7395624),Bennie Fowler,IND,WR,0.0,0.0,0.195230181696,3.39,0.0,,7.0,0.0,3000,DEN,0.0,0.0
3.0,Jordan,0.0,Ind@Den 04:25PM ET,7395625,Taylor,Jordan Taylor,Jordan Taylor (7395625),Jordan Taylor,IND,WR,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,3000,DEN,0.0,0.0
1.7,Quan,0.0,Ind@Den 04:25PM ET,7395626,Bray,Quan Bray,Quan Bray (7395626),Quan Bray,DEN,WR,0.0,2.9,2.9,0.0,1.41612515749,,9.0,0.0,3000,IND,0.0,0.0
3.2,Cody,0.0,Ind@Den 04:25PM ET,7395629,Latimer,Cody Latimer,Cody Latimer (7395629),Cody Latimer,IND,WR,0.0,1.8,1.8699715247,3.35,0.878974235681,,7.0,0.0,3000,DEN,0.0,0.0
0.0,Chester,0.0,Ind@Den 04:25PM ET,7395630,Rogers,Chester Rogers,Chester Rogers (7395630),Chester Rogers,DEN,WR,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,IND,0.0,0.0
3.5,Matt,0.0,GB@Min 08:30PM ET,7395482,Asiata,Matt Asiata,Matt Asiata (7395482),Matt Asiata,GB,RB,2.46,1.7,0.0,3.48,2.20004626633,,8.0,0.0,3000,MIN,0.0,0.0
0.0,Zach,0.0,GB@Min 08:30PM ET,7395483,Line,Zach Line,Zach Line (7395483),Zach Line,GB,RB,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,MIN,0.0,0.0
0.0,Aaron,0.0,GB@Min 08:30PM ET,7395486,Ripkowski,Aaron Ripkowski,Aaron Ripkowski (7395486),Aaron Ripkowski,MIN,RB,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,GB,0.0,0.0
0.0,Jhurell,0.0,GB@Min 08:30PM ET,7395487,Pressley,Jhurell Pressley,Jhurell Pressley (7395487),Jhurell Pressley,MIN,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,GB,0.0,0.0
3.5,Charles,0.0,GB@Min 08:30PM ET,7395632,Johnson,Charles Johnson,Charles Johnson (7395632),Charles Johnson,GB,WR,7.79,7.6,8.970905933,5.39,8.04925367064,,3.0,0.176470588235,3000,MIN,0.0,0.0
0.0,Jarius,0.0,GB@Min 08:30PM ET,7395633,Wright,Jarius Wright,Jarius Wright (7395633),Jarius Wright,GB,WR,0.0,0.0,0.0,4.32,0.0,,8.0,0.0,3000,MIN,0.0,0.0
0.0,Jared,0.0,GB@Min 08:30PM ET,7395635,Abbrederis,Jared Abbrederis,Jared Abbrederis (7395635),Jared Abbrederis,MIN,WR,3.75,1.7,1.7,4.01,2.91841052368,,7.0,0.027027027027,3000,GB,0.0,0.0
0.0,Ty,0.0,GB@Min 08:30PM ET,7395636,Montgomery,Ty Montgomery,Ty Montgomery (7395636),Ty Montgomery,MIN,WR,0.0,2.2,2.2,0.0,1.07430184361,,7.0,0.027027027027,3000,GB,0.0,0.0
0.0,Trevor,0.0,GB@Min 08:30PM ET,7395638,Davis,Trevor Davis,Trevor Davis (7395638),Trevor Davis,MIN,WR,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,GB,0.0,0.0
-0.2,Cordarrelle,0.0,GB@Min 08:30PM ET,7395639,Patterson,Cordarrelle Patterson,Cordarrelle Patterson (7395639),Cordarrelle Patterson,GB,WR,0.0,1.1,0.0,3.31,0.537150921805,,7.0,0.0294117647059,3000,MIN,0.0,0.0
7.1,Jared,0.0,GB@Min 08:30PM ET,7395737,Cook,Jared Cook,Jared Cook (7395737),Jared Cook,MIN,TE,8.84,8.5,10.6856159497,7.25,9.07345588168,,4.0,0.0810810810811,3000,GB,6.0,0.0
6.4,Larry,0.0,NO@NYG 01:00PM ET,7395666,Donnell,Larry Donnell,Larry Donnell (7395666),Larry Donnell,NO,TE,8.46,4.7,4.7,6.73,7.00623242977,,6.0,0.0714285714286,2900,NYG,0.0,0.0
3.0,Will,0.0,NO@NYG 01:00PM ET,7395668,Tye,Will Tye,Will Tye (7395668),Will Tye,NO,TE,7.94,6.3,6.3,6.2,7.49796967247,,4.0,0.107142857143,2900,NYG,0.0,0.0
10.1,Lance,0.0,Sea@LA 04:05PM ET,7395702,Kendricks,Lance Kendricks,Lance Kendricks (7395702),Lance Kendricks,SEA,TE,4.36,5.6,5.6,4.96,5.16254632656,,5.0,0.0882352941176,2900,LA,0.0,0.0
3.4,Austin,0.0,TB@Ari 04:05PM ET,7395715,Seferian-Jenkins,Austin Seferian-Jenkins,Austin Seferian-Jenkins (7395715),Austin Seferian-Jenkins,ARI,TE,5.16,4.5,4.5,5.59,5.07089261862,,7.0,0.0,2900,TB,0.0,0.0
18.5,Jacob,1.0,Atl@Oak 04:25PM ET,7395724,Tamme,Jacob Tamme,Jacob Tamme (7395724),Jacob Tamme,OAK,TE,10.59,6.5,6.5,8.16,9.07134299736,,1.0,0.210526315789,2900,ATL,0.0,0.0
17.0,Clive,0.0,Atl@Oak 04:25PM ET,7395728,Walford,Clive Walford,Clive Walford (7395728),Clive Walford,ATL,TE,8.6,8.2,8.2,8.33,8.79331101157,,3.0,0.121951219512,2900,OAK,6.0,0.0
15.9,Jordan,0.0,Mia@NE 01:00PM ET,7395674,Cameron,Jordan Cameron,Jordan Cameron (7395674),Jordan Cameron,NE,TE,6.49,8.0,8.0,6.0,7.52064830604,,4.0,0.111111111111,2800,MIA,6.0,0.0
22.2,Dennis,0.0,Bal@Cle 01:00PM ET,7395695,Pitta,Dennis Pitta,Dennis Pitta (7395695),Dennis Pitta,CLE,TE,9.15,8.1,8.1,7.21,9.05075844412,,3.0,0.129032258065,2800,BAL,6.0,0.0
7.6,Virgil,0.0,Ind@Den 04:25PM ET,7395731,Green,Virgil Green,Virgil Green (7395731),Virgil Green,IND,TE,9.73,7.5,7.5,7.94,9.08075251228,,3.0,0.2,2800,DEN,7.0,0.0
4.5,Richard,0.0,GB@Min 08:30PM ET,7395743,Rodgers,Richard Rodgers,Richard Rodgers (7395743),Richard Rodgers,MIN,TE,4.95,3.0,3.0,4.8,4.22147107024,,4.0,0.0810810810811,2800,GB,0.0,0.0
1.6,Luke,0.0,Sea@LA 04:05PM ET,7395704,Willson,Luke Willson,Luke Willson (7395704),Luke Willson,LA,TE,3.24,4.2,4.2,5.14,3.8552035994,,5.0,0.0697674418605,2700,SEA,0.0,0.0
2.2,Garrett,0.0,SF@Car 01:00PM ET,7395647,Celek,Garrett Celek,Garrett Celek (7395647),Garrett Celek,CAR,TE,5.27,3.1,3.1,5.56,4.44850185777,,4.0,0.102564102564,2600,SF,0.0,0.0
10.1,Vernon,0.0,Dal@Was 01:00PM ET,7395652,Davis,Vernon Davis,Vernon Davis (7395652),Vernon Davis,DAL,TE,3.86,1.1,1.1,3.69,2.68667497869,,6.0,0.0238095238095,2600,WAS,0.0,0.0
0.0,Gavin,0.0,Dal@Was 01:00PM ET,7395654,Escobar,Gavin Escobar,Gavin Escobar (7395654),Gavin Escobar,WAS,TE,0.0,1.4,1.4,0.0,0.683646627752,,10.0,0.0,2600,DAL,0.0,0.0
3.9,C.J.,0.0,Cin@Pit 01:00PM ET,7395663,Uzomah,C.J. Uzomah,C.J. Uzomah (7395663),C.J. Uzomah,PIT,TE,6.91,7.2,7.2,6.13,7.36387912746,,2.0,0.166666666667,2600,CIN,7.0,0.0
7.1,Darren,0.0,TB@Ari 04:05PM ET,7395710,Fells,Darren Fells,Darren Fells (7395710),Darren Fells,TB,TE,3.5,4.1,4.1,2.38,3.95115829192,,9.0,0.0,2600,ARI,0.0,0.0
4.6,Cameron,0.0,TB@Ari 04:05PM ET,7395714,Brate,Cameron Brate,Cameron Brate (7395714),Cameron Brate,ARI,TE,5.55,5.5,5.5,5.68,5.7763915302,,5.0,0.129032258065,2600,TB,0.0,0.0
9.7,Marcedes,0.0,Jax@SD 04:25PM ET,7395717,Lewis,Marcedes Lewis,Marcedes Lewis (7395717),Marcedes Lewis,SD,TE,2.97,1.7,1.7,4.03,2.48405074016,,6.0,0.0512820512821,2600,JAX,0.0,0.0
0.0,Mychal,0.0,Atl@Oak 04:25PM ET,7395726,Rivera,Mychal Rivera,Mychal Rivera (7395726),Mychal Rivera,ATL,TE,0.0,3.9,3.9,0.0,1.90444417731,,10.0,0.0,2600,OAK,0.0,0.0
0.0,Ed,0.0,SF@Car 01:00PM ET,7395645,Dickson,Ed Dickson,Ed Dickson (7395645),Ed Dickson,SF,TE,0.0,2.8,2.8,3.34,1.3672932555,,9.0,0.0,2500,CAR,0.0,0.0
0.0,Kyle,0.0,SF@Car 01:00PM ET,7395646,Nelson,Kyle Nelson,Kyle Nelson (7395646),Kyle Nelson,CAR,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,SF,0.0,0.0
1.6,Blake,0.0,SF@Car 01:00PM ET,7395649,Bell,Blake Bell,Blake Bell (7395649),Blake Bell,CAR,TE,0.0,2.4,2.4,0.0,1.17196564757,,9.0,0.0,2500,SF,0.0,0.0
0.0,Scott,0.0,SF@Car 01:00PM ET,7395650,Simonson,Scott Simonson,Scott Simonson (7395650),Scott Simonson,SF,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,CAR,0.0,0.0
2.6,Niles,0.0,Dal@Was 01:00PM ET,7395653,Paul,Niles Paul,Niles Paul (7395653),Niles Paul,DAL,TE,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,2500,WAS,0.0,0.0
4.9,Geoff,0.0,Dal@Was 01:00PM ET,7395656,Swaim,Geoff Swaim,Geoff Swaim (7395656),Geoff Swaim,WAS,TE,0.0,0.0,0.0,1.99,0.0,,8.0,0.0222222222222,2500,DAL,0.0,0.0
0.0,Clark,0.0,Cin@Pit 01:00PM ET,7395657,Harris,Clark Harris,Clark Harris (7395657),Clark Harris,PIT,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,CIN,0.0,0.0
1.5,David,0.0,Cin@Pit 01:00PM ET,7395658,Johnson,David Johnson,David Johnson (7395658),David Johnson,CIN,TE,0.0,1.1,1.1,0.0,0.537150921805,,3.0,0.153846153846,2500,PIT,0.0,0.0
0.0,Ryan,0.0,Cin@Pit 01:00PM ET,7395659,Hewitt,Ryan Hewitt,Ryan Hewitt (7395659),Ryan Hewitt,PIT,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,CIN,0.0,0.0
10.6,Xavier,0.0,Cin@Pit 01:00PM ET,7395661,Grimble,Xavier Grimble,Xavier Grimble (7395661),Xavier Grimble,CIN,TE,0.0,1.3,1.3,0.0,0.63481472577,,6.0,0.0,2500,PIT,0.0,0.0
6.5,Tyler,0.0,Cin@Pit 01:00PM ET,7395662,Kroft,Tyler Kroft,Tyler Kroft (7395662),Tyler Kroft,PIT,TE,3.8,3.5,3.5,4.04,3.82522833523,,7.0,0.0,2500,CIN,0.0,0.0
0.0,Josh,0.0,NO@NYG 01:00PM ET,7395667,Hill,Josh Hill,Josh Hill (7395667),Josh Hill,NYG,TE,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,2500,NO,0.0,0.0
0.0,Chris,0.0,NO@NYG 01:00PM ET,7395669,Manhertz,Chris Manhertz,Chris Manhertz (7395669),Chris Manhertz,NYG,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,NO,0.0,0.0
0.0,Jerell,0.0,NO@NYG 01:00PM ET,7395670,Adams,Jerell Adams,Jerell Adams (7395670),Jerell Adams,NO,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,NYG,0.0,0.0
0.0,Clay,0.0,Mia@NE 01:00PM ET,7395671,Harbor,Clay Harbor,Clay Harbor (7395671),Clay Harbor,MIA,TE,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,2500,NE,0.0,0.0
0.0,MarQueis,0.0,Mia@NE 01:00PM ET,7395675,Gray,MarQueis Gray,MarQueis Gray (7395675),MarQueis Gray,NE,TE,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,2500,MIA,0.0,0.0
3.1,Dion,0.0,Mia@NE 01:00PM ET,7395676,Sims,Dion Sims,Dion Sims (7395676),Dion Sims,NE,TE,0.0,1.2,1.2,2.04,0.585982823787,,7.0,0.0,2500,MIA,0.0,0.0
0.0,A.J.,0.0,Mia@NE 01:00PM ET,7395677,Derby,A.J. Derby,A.J. Derby (7395677),A.J. Derby,MIA,TE,0.0,2.3,2.3,0.0,1.12313374559,,7.0,0.0,2500,NE,0.0,0.0
1.5,Ryan,0.0,KC@Hou 01:00PM ET,7395679,Griffin,Ryan Griffin,Ryan Griffin (7395679),Ryan Griffin,KC,TE,5.73,5.3,5.3,4.99,5.77896459935,,6.0,0.0571428571429,2500,HOU,0.0,0.0
0.0,James,0.0,KC@Hou 01:00PM ET,7395680,Winchester,James Winchester,James Winchester (7395680),James Winchester,HOU,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,KC,0.0,0.0
0.0,James,0.0,KC@Hou 01:00PM ET,7395681,O'Shaughnessy,James O'Shaughnessy,James O'Shaughnessy (7395681),James OShaughnessy,HOU,TE,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,2500,KC,0.0,0.0
1.1,C.J.,0.0,KC@Hou 01:00PM ET,7395682,Fiedorowicz,C.J. Fiedorowicz,C.J. Fiedorowicz (7395682),C.J. Fiedorowicz,KC,TE,2.61,2.1,2.1,0.0,2.47890460186,,6.0,0.0571428571429,2500,HOU,0.0,0.0
0.0,Ross,0.0,KC@Hou 01:00PM ET,7395683,Travis,Ross Travis,Ross Travis (7395683),Ross Travis,HOU,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0222222222222,2500,KC,0.0,0.0
0.0,Demetrius,0.0,KC@Hou 01:00PM ET,7395684,Harris,Demetrius Harris,Demetrius Harris (7395684),Demetrius Harris,HOU,TE,2.97,0.0,0.0,3.51,1.65390840647,,7.0,0.0666666666667,2500,KC,0.0,0.0
3.5,Stephen,0.0,KC@Hou 01:00PM ET,7395685,Anderson,Stephen Anderson,Stephen Anderson (7395685),Stephen Anderson,KC,TE,3.07,0.0,0.0,4.08,1.7095955582,,4.0,0.0857142857143,2500,HOU,0.0,0.0
1.1,Anthony,0.0,Ten@Det 01:00PM ET,7395686,Fasano,Anthony Fasano,Anthony Fasano (7395686),Anthony Fasano,DET,TE,0.0,1.5,1.5,0.0,0.732478529734,,8.0,0.0,2500,TEN,0.0,0.0
0.0,Beau,0.0,Ten@Det 01:00PM ET,7395688,Brinkley,Beau Brinkley,Beau Brinkley (7395688),Beau Brinkley,DET,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,TEN,0.0,0.0
0.0,Orson,0.0,Ten@Det 01:00PM ET,7395689,Charles,Orson Charles,Orson Charles (7395689),Orson Charles,TEN,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,DET,0.0,0.0
0.0,Jace,0.0,Ten@Det 01:00PM ET,7395690,Amaro,Jace Amaro,Jace Amaro (7395690),Jace Amaro,DET,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,TEN,0.0,0.0
1.7,Phillip,0.0,Ten@Det 01:00PM ET,7395692,Supernaw,Phillip Supernaw,Phillip Supernaw (7395692),Phillip Supernaw,DET,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,TEN,0.0,0.0
0.0,Cole,0.0,Ten@Det 01:00PM ET,7395693,Wick,Cole Wick,Cole Wick (7395693),Cole Wick,TEN,TE,0.0,0.0,0.0,0.0,0.0,,7.0,0.0263157894737,2500,DET,0.0,0.0
0.0,Khari,0.0,Ten@Det 01:00PM ET,7395694,Lee,Khari Lee,Khari Lee (7395694),Khari Lee,TEN,TE,0.0,1.7,1.7,0.0,0.830142333699,,9.0,0.0,2500,DET,0.0,0.0
3.2,Crockett,0.0,Bal@Cle 01:00PM ET,7395697,Gillmore,Crockett Gillmore,Crockett Gillmore (7395697),Crockett Gillmore,CLE,TE,5.21,5.4,5.4,3.36,5.53822331232,,9.0,0.0322580645161,2500,BAL,0.0,0.0
0.0,Randall,0.0,Bal@Cle 01:00PM ET,7395698,Telfer,Randall Telfer,Randall Telfer (7395698),Randall Telfer,BAL,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,CLE,0.0,0.0
0.0,Seth,0.0,Bal@Cle 01:00PM ET,7395699,DeValve,Seth DeValve,Seth DeValve (7395699),Seth DeValve,BAL,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,CLE,0.0,0.0
0.0,Maxx,0.0,Bal@Cle 01:00PM ET,7395700,Williams,Maxx Williams,Maxx Williams (7395700),Maxx Williams,CLE,TE,0.0,2.0,2.0,0.0,0.976638039645,,0.0,0.0,2500,BAL,0.0,0.0
0.0,Cory,0.0,Sea@LA 04:05PM ET,7395703,Harkey,Cory Harkey,Cory Harkey (7395703),Cory Harkey,SEA,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,LA,0.0,0.0
0.0,Brandon,0.0,Sea@LA 04:05PM ET,7395705,Williams,Brandon Williams,Brandon Williams (7395705),Brandon Williams,LA,TE,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,2500,SEA,0.0,0.0
0.0,Tyler,0.0,Sea@LA 04:05PM ET,7395706,Higbee,Tyler Higbee,Tyler Higbee (7395706),Tyler Higbee,SEA,TE,4.98,2.4,2.4,3.04,3.94518580387,,4.0,0.117647058824,2500,LA,0.0,0.0
0.0,Nick,0.0,Sea@LA 04:05PM ET,7395707,Vannett,Nick Vannett,Nick Vannett (7395707),Nick Vannett,LA,TE,0.0,1.4,1.4,0.0,0.683646627752,,10.0,0.0,2500,SEA,0.0,0.0
0.0,Temarrick,0.0,Sea@LA 04:05PM ET,7395708,Hemingway,Temarrick Hemingway,Temarrick Hemingway (7395708),Temarrick Hemingway,SEA,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,LA,0.0,0.0
0.0,Brandon,0.0,TB@Ari 04:05PM ET,7395709,Myers,Brandon Myers,Brandon Myers (7395709),Brandon Myers,ARI,TE,0.0,0.0,0.0,0.0,0.0,,7.0,0.0322580645161,2500,TB,0.0,0.0
0.0,Andrew,0.0,TB@Ari 04:05PM ET,7395711,DePaola,Andrew DePaola,Andrew DePaola (7395711),Andrew DePaola,ARI,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,TB,0.0,0.0
0.0,Jermaine,0.0,TB@Ari 04:05PM ET,7395712,Gresham,Jermaine Gresham,Jermaine Gresham (7395712),Jermaine Gresham,TB,TE,4.28,3.1,3.1,5.2,3.89719905562,,5.0,0.102564102564,2500,ARI,0.0,0.0
0.0,Luke,0.0,TB@Ari 04:05PM ET,7395713,Stocker,Luke Stocker,Luke Stocker (7395713),Luke Stocker,ARI,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,TB,0.0,0.0
0.0,Troy,0.0,TB@Ari 04:05PM ET,7395716,Niklas,Troy Niklas,Troy Niklas (7395716),Troy Niklas,TB,TE,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,2500,ARI,0.0,0.0
0.0,Sean,0.0,Jax@SD 04:25PM ET,7395719,McGrath,Sean McGrath,Sean McGrath (7395719),Sean McGrath,JAX,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,SD,0.0,0.0
0.0,Ben,0.0,Jax@SD 04:25PM ET,7395722,Koyack,Ben Koyack,Ben Koyack (7395722),Ben Koyack,SD,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,JAX,0.0,0.0
0.0,Hunter,0.0,Jax@SD 04:25PM ET,7395723,Henry,Hunter Henry,Hunter Henry (7395723),Hunter Henry,JAX,TE,3.18,3.9,3.9,6.23,3.67529560241,,7.0,0.0512820512821,2500,SD,0.0,0.0
6.4,Lee,0.0,Atl@Oak 04:25PM ET,7395725,Smith,Lee Smith,Lee Smith (7395725),Lee Smith,ATL,TE,0.0,0.0,0.0,3.06,0.0,,10.0,0.0,2500,OAK,0.0,0.0
4.1,Levine,0.0,Atl@Oak 04:25PM ET,7395727,Toilolo,Levine Toilolo,Levine Toilolo (7395727),Levine Toilolo,OAK,TE,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,2500,ATL,0.0,0.0
0.0,Joshua,0.0,Atl@Oak 04:25PM ET,7395729,Perkins,Joshua Perkins,Joshua Perkins (7395729),Joshua Perkins,OAK,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,ATL,0.0,0.0
11.4,Austin,0.0,Atl@Oak 04:25PM ET,7395730,Hooper,Austin Hooper,Austin Hooper (7395730),Austin Hooper,OAK,TE,0.0,2.3,2.3,3.73,1.12313374559,,7.0,0.0263157894737,2500,ATL,0.0,0.0
0.0,John,0.0,Ind@Den 04:25PM ET,7395732,Phillips,John Phillips,John Phillips (7395732),John Phillips,IND,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,DEN,0.0,0.0
7.7,Jack,1.0,Ind@Den 04:25PM ET,7395734,Doyle,Jack Doyle,Jack Doyle (7395734),Jack Doyle,DEN,TE,3.66,2.7,2.7,4.24,3.35661110694,,6.0,0.0869565217391,2500,IND,0.0,0.0
0.0,Erik,0.0,Ind@Den 04:25PM ET,7395735,Swoope,Erik Swoope,Erik Swoope (7395735),Erik Swoope,DEN,TE,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,2500,IND,0.0,0.0
0.0,Jeff,0.0,Ind@Den 04:25PM ET,7395736,Heuerman,Jeff Heuerman,Jeff Heuerman (7395736),Jeff Heuerman,IND,TE,0.0,2.5,2.5,0.0,1.22079754956,,7.0,0.0,2500,DEN,0.0,0.0
0.0,Rhett,0.0,GB@Min 08:30PM ET,7395738,Ellison,Rhett Ellison,Rhett Ellison (7395738),Rhett Ellison,GB,TE,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2500,MIN,0.0,0.0
0.0,Kevin,0.0,GB@Min 08:30PM ET,7395739,McDermott,Kevin McDermott,Kevin McDermott (7395739),Kevin McDermott,GB,TE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2500,MIN,0.0,0.0
0.0,Justin,0.0,GB@Min 08:30PM ET,7395741,Perillo,Justin Perillo,Justin Perillo (7395741),Justin Perillo,MIN,TE,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,2500,GB,0.0,0.0
0.0,MyCole,0.0,GB@Min 08:30PM ET,7395742,Pruitt,MyCole Pruitt,MyCole Pruitt (7395742),MyCole Pruitt,GB,TE,0.0,2.4,2.4,0.0,1.17196564757,,8.0,0.0,2500,MIN,0.0,0.0
