"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"QB","Matt Ryan (0000000)","Matt Ryan",0,7100,"TB@Atl 00:00PM ET","Atl","Matt","Ryan","TB",17.7,20.1
"RB","DeAngelo Williams (0000000)","DeAngelo Williams",0,7000,"Pit@Was 00:00PM ET","Pit","DeAngelo","Williams","Was",19.66,16.6
"RB","Lamar Miller (0000000)","Lamar Miller",0,7000,"Chi@Hou 00:00PM ET","Hou","Lamar","Miller","Chi",18.88,16.7
"QB","Philip Rivers (0000000)","Philip Rivers",0,7000,"SD@KC 00:00PM ET","SD","Philip","Rivers","KC",16.84,17.1
"WR","Demaryius Thomas (0000000)","Demaryius Thomas",0,7000,"Car@Den 00:00PM ET","Den","Demaryius","Thomas","Car",16.04,14.5
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,6900,"TB@Atl 00:00PM ET","Atl","Devonta","Freeman","TB",16.35,17.3
"QB","Tyrod Taylor (0000000)","Tyrod Taylor",0,6900,"Buf@Bal 00:00PM ET","Buf","Tyrod","Taylor","Bal",18.86,19.2
"WR","Sammy Watkins (0000000)","Sammy Watkins",0,6900,"Buf@Bal 00:00PM ET","Buf","Sammy","Watkins","Bal",17.09,16.4
"QB","Tony Romo (0000000)","Tony Romo",0,6800,"NYG@Dal 00:00PM ET","Dal","Tony","Romo","NYG",0,0
"QB","Andy Dalton (0000000)","Andy Dalton",0,6800,"Cin@NYJ 00:00PM ET","Cin","Andy","Dalton","NYJ",17.67,17.5
"WR","Josh Gordon (0000000)","Josh Gordon",0,6800,"Cle@Phi 00:00PM ET","Cle","Josh","Gordon","Phi",0,0
"RB","Eddie Lacy (0000000)","Eddie Lacy",0,6700,"GB@Jax 00:00PM ET","GB","Eddie","Lacy","Jax",13.98,13.1
"QB","Joe Flacco (0000000)","Joe Flacco",0,6700,"Buf@Bal 00:00PM ET","Bal","Joe","Flacco","Buf",15.65,16.7
"WR","Jordan Matthews (0000000)","Jordan Matthews",0,6700,"Cle@Phi 00:00PM ET","Phi","Jordan","Matthews","Cle",13.9,15.2
"WR","Eric Decker (0000000)","Eric Decker",0,6600,"Cin@NYJ 00:00PM ET","NYJ","Eric","Decker","Cin",15.37,15.2
"TE","Jordan Reed (0000000)","Jordan Reed",0,6600,"Pit@Was 00:00PM ET","Was","Jordan","Reed","Pit",16.97,15.5
"WR","Doug Baldwin (0000000)","Doug Baldwin",0,6600,"Mia@Sea 00:00PM ET","Sea","Doug","Baldwin","Mia",16.12,14.8
"RB","Mark Ingram (0000000)","Mark Ingram",0,6600,"Oak@NO 00:00PM ET","NO","Mark","Ingram","Oak",17.07,15.2
"QB","Jameis Winston (0000000)","Jameis Winston",0,6600,"TB@Atl 00:00PM ET","TB","Jameis","Winston","Atl",18.88,18.5
"QB","Alex Smith (0000000)","Alex Smith",0,6500,"SD@KC 00:00PM ET","KC","Alex","Smith","SD",17.44,18
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,6500,"Cin@NYJ 00:00PM ET","NYJ","Ryan","Fitzpatrick","Cin",17.35,15.8
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,6500,"SD@KC 00:00PM ET","KC","Jeremy","Maclin","SD",17.26,15.8
"QB","Sam Bradford (0000000)","Sam Bradford",0,6400,"Cle@Phi 00:00PM ET","Phi","Sam","Bradford","Cle",0,0
"RB","LeSean McCoy (0000000)","LeSean McCoy",0,6400,"Buf@Bal 00:00PM ET","Buf","LeSean","McCoy","Bal",17.67,14.4
"QB","Marcus Mariota (0000000)","Marcus Mariota",0,6400,"Min@Ten 00:00PM ET","Ten","Marcus","Mariota","Min",18.67,17.5
"QB","Jay Cutler (0000000)","Jay Cutler",0,6300,"Chi@Hou 00:00PM ET","Chi","Jay","Cutler","Hou",15.94,15.7
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,6300,"Chi@Hou 00:00PM ET","Hou","Brock","Osweiler","Chi",16.36,19.1
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald",0,6300,"NE@Ari 00:00PM ET","Ari","Larry","Fitzgerald","NE",15.96,15.3
"RB","Doug Martin (0000000)","Doug Martin",0,6200,"TB@Atl 00:00PM ET","TB","Doug","Martin","Atl",17.35,13.5
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,6200,"NE@Ari 00:00PM ET","NE","Jimmy","Garoppolo","Ari",16.73,18
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,6100,"Pit@Was 00:00PM ET","Was","DeSean","Jackson","Pit",12.99,14.8
"RB","Matt Forte (0000000)","Matt Forte",0,6100,"Cin@NYJ 00:00PM ET","NYJ","Matt","Forte","Cin",14.54,11.5
"WR","Julian Edelman (0000000)","Julian Edelman",0,6100,"NE@Ari 00:00PM ET","NE","Julian","Edelman","Ari",16.09,15.5
"RB","Thomas Rawls (0000000)","Thomas Rawls",0,6000,"Mia@Sea 00:00PM ET","Sea","Thomas","Rawls","Mia",7.43,5
"WR","Jarvis Landry (0000000)","Jarvis Landry",0,6000,"Mia@Sea 00:00PM ET","Mia","Jarvis","Landry","Sea",16.02,17
"QB","Teddy Bridgewater (0000000)","Teddy Bridgewater",0,6000,"Min@Ten 00:00PM ET","Min","Teddy","Bridgewater","Ten",0,0
"WR","Donte Moncrief (0000000)","Donte Moncrief",0,6000,"Det@Ind 00:00PM ET","Ind","Donte","Moncrief","Det",15.28,15.8
"RB","C.J. Anderson (0000000)","C.J. Anderson",0,5900,"Car@Den 00:00PM ET","Den","C.J.","Anderson","Car",14.6,11
"QB","Ryan Tannehill (0000000)","Ryan Tannehill",0,5900,"Mia@Sea 00:00PM ET","Mia","Ryan","Tannehill","Sea",14.99,15.2
"WR","Michael Floyd (0000000)","Michael Floyd",0,5900,"NE@Ari 00:00PM ET","Ari","Michael","Floyd","NE",13.76,12.6
"RB","Arian Foster (0000000)","Arian Foster",0,5800,"Mia@Sea 00:00PM ET","Mia","Arian","Foster","Sea",15.38,11.9
"WR","Allen Hurns (0000000)","Allen Hurns",0,5800,"GB@Jax 00:00PM ET","Jax","Allen","Hurns","GB",13.08,12
"RB","Ryan Mathews (0000000)","Ryan Mathews",0,5700,"Cle@Phi 00:00PM ET","Phi","Ryan","Mathews","Cle",14.74,12
"RB","Dion Lewis (0000000)","Dion Lewis",0,5700,"NE@Ari 00:00PM ET","NE","Dion","Lewis","Ari",0,0
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders",0,5700,"Car@Den 00:00PM ET","Den","Emmanuel","Sanders","Car",15.19,11.6
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin",0,5700,"Car@Den 00:00PM ET","Car","Kelvin","Benjamin","Den",11.86,10.3
"QB","Robert Griffin (0000000)","Robert Griffin",0,5600,"Cle@Phi 00:00PM ET","Cle","Robert","Griffin","Phi",0,0
"RB","Latavius Murray (0000000)","Latavius Murray",0,5600,"Oak@NO 00:00PM ET","Oak","Latavius","Murray","NO",14.77,14.6
"RB","Carlos Hyde (0000000)","Carlos Hyde",0,5600,"LA@SF 00:00PM ET","SF","Carlos","Hyde","LA",12.5,13.4
"RB","Frank Gore (0000000)","Frank Gore",0,5500,"Det@Ind 00:00PM ET","Ind","Frank","Gore","Det",10.92,10.8
"WR","Michael Crabtree (0000000)","Michael Crabtree",0,5500,"Oak@NO 00:00PM ET","Oak","Michael","Crabtree","NO",16.12,15
"QB","Case Keenum (0000000)","Case Keenum",0,5400,"LA@SF 00:00PM ET","LA","Case","Keenum","SF",13.14,14.9
"RB","Rashad Jennings (0000000)","Rashad Jennings",0,5400,"NYG@Dal 00:00PM ET","NYG","Rashad","Jennings","Dal",12.12,11.2
"WR","Markus Wheaton (0000000)","Markus Wheaton",0,5400,"Pit@Was 00:00PM ET","Pit","Markus","Wheaton","Was",0,0
"RB","DeMarco Murray (0000000)","DeMarco Murray",0,5300,"Min@Ten 00:00PM ET","Ten","DeMarco","Murray","Min",12.56,10.2
"WR","DeVante Parker (0000000)","DeVante Parker",0,5300,"Mia@Sea 00:00PM ET","Mia","DeVante","Parker","Sea",0,0
"QB","Blaine Gabbert (0000000)","Blaine Gabbert",0,5200,"LA@SF 00:00PM ET","SF","Blaine","Gabbert","LA",14.63,14.9
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5200,"Car@Den 00:00PM ET","Den","Trevor","Siemian","Car",15.28,8.9
"WR","John Brown (0000000)","John Brown",0,5200,"NE@Ari 00:00PM ET","Ari","John","Brown","NE",13.3,14
"WR","Kevin White (0000000)","Kevin White",0,5200,"Chi@Hou 00:00PM ET","Chi","Kevin","White","Hou",10.67,10.2
"WR","Mohamed Sanu (0000000)","Mohamed Sanu",0,5100,"TB@Atl 00:00PM ET","Atl","Mohamed","Sanu","TB",11.65,11.2
"RB","Duke Johnson (0000000)","Duke Johnson",0,5100,"Cle@Phi 00:00PM ET","Cle","Duke","Johnson","Phi",11.19,13.1
"WR","Corey Coleman (0000000)","Corey Coleman",0,5100,"Cle@Phi 00:00PM ET","Cle","Corey","Coleman","Phi",12.57,14.7
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,5100,"Car@Den 00:00PM ET","Car","Jonathan","Stewart","Den",13.11,9.7
"TE","Greg Olsen (0000000)","Greg Olsen",0,5100,"Car@Den 00:00PM ET","Car","Greg","Olsen","Den",16.32,12.7
"TE","Travis Kelce (0000000)","Travis Kelce",0,5000,"SD@KC 00:00PM ET","KC","Travis","Kelce","SD",13.35,15.7
"QB","EJ Manuel (0000000)","EJ Manuel",0,5000,"Buf@Bal 00:00PM ET","Buf","EJ","Manuel","Bal",0,0
"QB","Sean Renfree (0000000)","Sean Renfree",0,5000,"TB@Atl 00:00PM ET","Atl","Sean","Renfree","TB",0,0
"QB","Mike Glennon (0000000)","Mike Glennon",0,5000,"TB@Atl 00:00PM ET","TB","Mike","Glennon","Atl",0,0
"QB","Ryan Nassib (0000000)","Ryan Nassib",0,5000,"NYG@Dal 00:00PM ET","NYG","Ryan","Nassib","Dal",0,0
"QB","Josh McCown (0000000)","Josh McCown",0,5000,"Cle@Phi 00:00PM ET","Cle","Josh","McCown","Phi",0,3.2
"QB","Zac Dysert (0000000)","Zac Dysert",0,5000,"Mia@Sea 00:00PM ET","Mia","Zac","Dysert","Sea",0,0
"QB","Matt McGloin (0000000)","Matt McGloin",0,5000,"Oak@NO 00:00PM ET","Oak","Matt","McGloin","NO",0,0
"QB","Matt Barkley (0000000)","Matt Barkley",0,5000,"NE@Ari 00:00PM ET","Ari","Matt","Barkley","NE",0,0
"QB","Aaron Murray (0000000)","Aaron Murray",0,5000,"SD@KC 00:00PM ET","KC","Aaron","Murray","SD",0,0
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"Cin@NYJ 00:00PM ET","NYJ","Bryce","Petty","Cin",0,0
"QB","Logan Thomas (0000000)","Logan Thomas",0,5000,"NYG@Dal 00:00PM ET","NYG","Logan","Thomas","Dal",0,0
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Cin@NYJ 00:00PM ET","Cin","AJ","McCarron","NYJ",0,0
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"Chi@Hou 00:00PM ET","Hou","Tom","Savage","Chi",0,0
"QB","David Fales (0000000)","David Fales",0,5000,"Chi@Hou 00:00PM ET","Chi","David","Fales","Hou",0,0
"QB","Geno Smith (0000000)","Geno Smith",0,5000,"Cin@NYJ 00:00PM ET","NYJ","Geno","Smith","Cin",0,0
"QB","Stephen Morris (0000000)","Stephen Morris",0,5000,"Det@Ind 00:00PM ET","Ind","Stephen","Morris","Det",0,0
"QB","Jake Heaps (0000000)","Jake Heaps",0,5000,"Mia@Sea 00:00PM ET","Sea","Jake","Heaps","Mia",0,0
"QB","Garrett Grayson (0000000)","Garrett Grayson",0,5000,"Oak@NO 00:00PM ET","NO","Garrett","Grayson","Oak",0,0
"QB","Keith Wenning (0000000)","Keith Wenning",0,5000,"Cin@NYJ 00:00PM ET","Cin","Keith","Wenning","NYJ",0,0
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"SD@KC 00:00PM ET","KC","Tyler","Bray","SD",0,0
"QB","Connor Shaw (0000000)","Connor Shaw",0,5000,"Chi@Hou 00:00PM ET","Chi","Connor","Shaw","Hou",0,0
"QB","Jameill Showers (0000000)","Jameill Showers",0,5000,"NYG@Dal 00:00PM ET","Dal","Jameill","Showers","NYG",0,0
"QB","Brandon Doughty (0000000)","Brandon Doughty",0,5000,"Mia@Sea 00:00PM ET","Mia","Brandon","Doughty","Sea",0,0
"QB","Brett Hundley (0000000)","Brett Hundley",0,5000,"GB@Jax 00:00PM ET","GB","Brett","Hundley","Jax",0,0
"QB","Dak Prescott (0000000)","Dak Prescott",0,5000,"NYG@Dal 00:00PM ET","Dal","Dak","Prescott","NYG",18.73,19.5
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"Cle@Phi 00:00PM ET","Cle","Cody","Kessler","Phi",0,0
"QB","Mike Bercovici (0000000)","Mike Bercovici",0,5000,"SD@KC 00:00PM ET","SD","Mike","Bercovici","KC",0,0
"QB","Marquise Williams (0000000)","Marquise Williams",0,5000,"GB@Jax 00:00PM ET","GB","Marquise","Williams","Jax",0,0
"QB","Joel Stave (0000000)","Joel Stave",0,5000,"Min@Ten 00:00PM ET","Min","Joel","Stave","Ten",0,0
"QB","Kevin Hogan (0000000)","Kevin Hogan",0,5000,"SD@KC 00:00PM ET","KC","Kevin","Hogan","SD",0,0
"QB","Taylor Heinicke (0000000)","Taylor Heinicke",0,5000,"Min@Ten 00:00PM ET","Min","Taylor","Heinicke","Ten",0,0
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"Mia@Sea 00:00PM ET","Sea","Trevone","Boykin","Mia",0,1.4
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"GB@Jax 00:00PM ET","Jax","Brandon","Allen","GB",0,0
"WR","Tyler Lockett (0000000)","Tyler Lockett",0,5000,"Mia@Sea 00:00PM ET","Sea","Tyler","Lockett","Mia",12.75,13.5
"QB","Jake Coker (0000000)","Jake Coker",0,5000,"NE@Ari 00:00PM ET","Ari","Jake","Coker","NE",0,0
"QB","Connor Cook (0000000)","Connor Cook",0,5000,"Oak@NO 00:00PM ET","Oak","Connor","Cook","NO",0,0
"QB","Jacoby Brissett (0000000)","Jacoby Brissett",0,5000,"NE@Ari 00:00PM ET","NE","Jacoby","Brissett","Ari",0,0
"QB","Joe Licata (0000000)","Joe Licata",0,5000,"Cin@NYJ 00:00PM ET","Cin","Joe","Licata","NYJ",0,0
"QB","Jake Rudock (0000000)","Jake Rudock",0,5000,"Det@Ind 00:00PM ET","Det","Jake","Rudock","Ind",0,0
"QB","Carson Wentz (0000000)","Carson Wentz",0,5000,"Cle@Phi 00:00PM ET","Phi","Carson","Wentz","Cle",15.51,17.9
"QB","Alex Tanney (0000000)","Alex Tanney",0,5000,"Min@Ten 00:00PM ET","Ten","Alex","Tanney","Min",0,0
"QB","Joe Callahan (0000000)","Joe Callahan",0,5000,"GB@Jax 00:00PM ET","GB","Joe","Callahan","Jax",0,0
"QB","Cardale Jones (0000000)","Cardale Jones",0,5000,"Buf@Bal 00:00PM ET","Buf","Cardale","Jones","Bal",0,0
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"Cin@NYJ 00:00PM ET","NYJ","Christian","Hackenberg","Cin",0,0
"QB","Jared Goff (0000000)","Jared Goff",0,5000,"LA@SF 00:00PM ET","LA","Jared","Goff","SF",0,0
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Pit@Was 00:00PM ET","Was","Nate","Sudfeld","Pit",0,0
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5000,"Car@Den 00:00PM ET","Den","Paxton","Lynch","Car",0,2.2
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"LA@SF 00:00PM ET","SF","Jeff","Driskel","LA",0,0
"QB","Sean Mannion (0000000)","Sean Mannion",0,5000,"LA@SF 00:00PM ET","LA","Sean","Mannion","SF",0,0
"WR","Tavon Austin (0000000)","Tavon Austin",0,5000,"LA@SF 00:00PM ET","LA","Tavon","Austin","SF",12.32,14.9
"QB","Bryn Renner (0000000)","Bryn Renner",0,5000,"Pit@Was 00:00PM ET","Pit","Bryn","Renner","Was",0,0
"QB","Landry Jones (0000000)","Landry Jones",0,5000,"Pit@Was 00:00PM ET","Pit","Landry","Jones","Was",0,0
"QB","Christian Ponder (0000000)","Christian Ponder",0,5000,"LA@SF 00:00PM ET","SF","Christian","Ponder","LA",0,0
"QB","Colin Kaepernick (0000000)","Colin Kaepernick",0,5000,"LA@SF 00:00PM ET","SF","Colin","Kaepernick","LA",0,2.4
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Pit@Was 00:00PM ET","Was","Colt","McCoy","Pit",0,0
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"Car@Den 00:00PM ET","Den","Mark","Sanchez","Car",0,0
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"Car@Den 00:00PM ET","Car","Joe","Webb","Den",0,0
"QB","Bruce Gradkowski (0000000)","Bruce Gradkowski",0,5000,"Pit@Was 00:00PM ET","Pit","Bruce","Gradkowski","Was",0,0
"QB","Derek Anderson (0000000)","Derek Anderson",0,5000,"Car@Den 00:00PM ET","Car","Derek","Anderson","Den",0,0
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"Min@Ten 00:00PM ET","Ten","Matt","Cassel","Min",0,0
"QB","Dan Orlovsky (0000000)","Dan Orlovsky",0,5000,"Det@Ind 00:00PM ET","Det","Dan","Orlovsky","Ind",0,0
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"SD@KC 00:00PM ET","SD","Kellen","Clemens","KC",0,0
"QB","Shaun Hill (0000000)","Shaun Hill",0,5000,"Min@Ten 00:00PM ET","Min","Shaun","Hill","Ten",12.68,15.4
"QB","Matt Moore (0000000)","Matt Moore",0,5000,"Mia@Sea 00:00PM ET","Mia","Matt","Moore","Sea",0,0
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"NE@Ari 00:00PM ET","Ari","Drew","Stanton","NE",0,0
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"TB@Atl 00:00PM ET","Atl","Matt","Schaub","TB",0,0
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"Oak@NO 00:00PM ET","NO","Luke","McCown","Oak",0,0
"QB","Brian Hoyer (0000000)","Brian Hoyer",0,5000,"Chi@Hou 00:00PM ET","Chi","Brian","Hoyer","Hou",0,0
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"GB@Jax 00:00PM ET","Jax","Chad","Henne","GB",0,0
"QB","Josh Johnson (0000000)","Josh Johnson",0,5000,"Buf@Bal 00:00PM ET","Bal","Josh","Johnson","Buf",0,0
"QB","Chase Daniel (0000000)","Chase Daniel",0,5000,"Cle@Phi 00:00PM ET","Phi","Chase","Daniel","Cle",0,1.8
"QB","Scott Tolzien (0000000)","Scott Tolzien",0,5000,"Det@Ind 00:00PM ET","Ind","Scott","Tolzien","Det",0,0
"QB","McLeod Bethel-Thompson (0000000)","McLeod Bethel-Thompson",0,5000,"Cle@Phi 00:00PM ET","Phi","McLeod","Bethel-Thompson","Cle",0,0
"RB","Danny Woodhead (0000000)","Danny Woodhead",0,5000,"SD@KC 00:00PM ET","SD","Danny","Woodhead","KC",12.14,11.8
"QB","Ryan Mallett (0000000)","Ryan Mallett",0,5000,"Buf@Bal 00:00PM ET","Bal","Ryan","Mallett","Buf",0,0
"QB","Kellen Moore (0000000)","Kellen Moore",0,5000,"NYG@Dal 00:00PM ET","Dal","Kellen","Moore","NYG",0,0
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"Chi@Hou 00:00PM ET","Hou","Brandon","Weeden","Chi",0,0
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"Cle@Phi 00:00PM ET","Cle","Austin","Davis","Phi",0,0
"QB","Nick Foles (0000000)","Nick Foles",0,5000,"SD@KC 00:00PM ET","KC","Nick","Foles","SD",0,0
"QB","Matt Simms (0000000)","Matt Simms",0,5000,"TB@Atl 00:00PM ET","Atl","Matt","Simms","TB",0,0
"QB","Ryan Griffin (0000000)","Ryan Griffin",0,5000,"TB@Atl 00:00PM ET","TB","Ryan","Griffin","Atl",0,0
"RB","Ameer Abdullah (0000000)","Ameer Abdullah",0,4900,"Det@Ind 00:00PM ET","Det","Ameer","Abdullah","Ind",11.8,10.4
"WR","Torrey Smith (0000000)","Torrey Smith",0,4900,"LA@SF 00:00PM ET","SF","Torrey","Smith","LA",12.14,11.4
"WR","Steve Smith (0000000)","Steve Smith",0,4900,"Buf@Bal 00:00PM ET","Bal","Steve","Smith","Buf",11.05,11.5
"TE","Coby Fleener (0000000)","Coby Fleener",0,4900,"Oak@NO 00:00PM ET","NO","Coby","Fleener","Oak",14.87,13.2
"WR","Sterling Shepard (0000000)","Sterling Shepard",0,4900,"NYG@Dal 00:00PM ET","NYG","Sterling","Shepard","Dal",12.47,12.8
"WR","Devin Funchess (0000000)","Devin Funchess",0,4800,"Car@Den 00:00PM ET","Car","Devin","Funchess","Den",9.46,9.3
"RB","James Starks (0000000)","James Starks",0,4800,"GB@Jax 00:00PM ET","GB","James","Starks","Jax",7.85,6
"RB","Giovani Bernard (0000000)","Giovani Bernard",0,4800,"Cin@NYJ 00:00PM ET","Cin","Giovani","Bernard","NYJ",10,10.6
"WR","Stefon Diggs (0000000)","Stefon Diggs",0,4800,"Min@Ten 00:00PM ET","Min","Stefon","Diggs","Ten",13.3,11.6
"WR","Willie Snead (0000000)","Willie Snead",0,4800,"Oak@NO 00:00PM ET","NO","Willie","Snead","Oak",12.5,12.7
"TE","Tyler Eifert (0000000)","Tyler Eifert",0,4700,"Cin@NYJ 00:00PM ET","Cin","Tyler","Eifert","NYJ",0,0
"WR","Kamar Aiken (0000000)","Kamar Aiken",0,4700,"Buf@Bal 00:00PM ET","Bal","Kamar","Aiken","Buf",11.88,9
"RB","Matt Jones (0000000)","Matt Jones",0,4700,"Pit@Was 00:00PM ET","Was","Matt","Jones","Pit",10.56,9.7
"TE","Gary Barnidge (0000000)","Gary Barnidge",0,4700,"Cle@Phi 00:00PM ET","Cle","Gary","Barnidge","Phi",12.98,12
