"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"WR","Antwan Goodley (0000000)","Antwan Goodley",0,3000,"Mia@Sea 00:00PM ET","Sea","Antwan","Goodley","Mia",0,0
"WR","Matt Hazel (0000000)","Matt Hazel",0,3000,"Mia@Sea 00:00PM ET","Mia","Matt","Hazel","Sea",0,0
"WR","Keith Mumphery (0000000)","Keith Mumphery",0,3000,"Chi@Hou 00:00PM ET","Hou","Keith","Mumphery","Chi",0,2
"WR","Da'Ron Brown (0000000)","Da'Ron Brown",0,3000,"SD@KC 00:00PM ET","KC","Da'Ron","Brown","SD",0,0
"WR","Kevin Smith (0000000)","Kevin Smith",0,3000,"Mia@Sea 00:00PM ET","Sea","Kevin","Smith","Mia",0,0
"WR","Corey Fuller (0000000)","Corey Fuller",0,3000,"Det@Ind 00:00PM ET","Det","Corey","Fuller","Ind",0,0
"WR","Jake Kumerow (0000000)","Jake Kumerow",0,3000,"Cin@NYJ 00:00PM ET","Cin","Jake","Kumerow","NYJ",0,0
"WR","Geremy Davis (0000000)","Geremy Davis",0,3000,"NYG@Dal 00:00PM ET","NYG","Geremy","Davis","Dal",0,0
"RB","David Fluellen (0000000)","David Fluellen",0,3000,"Min@Ten 00:00PM ET","Ten","David","Fluellen","Min",0,0
"WR","Bernard Reedy (0000000)","Bernard Reedy",0,3000,"TB@Atl 00:00PM ET","TB","Bernard","Reedy","Atl",0,0
"RB","Jamize Olawale (0000000)","Jamize Olawale",0,3000,"Oak@NO 00:00PM ET","Oak","Jamize","Olawale","NO",0,1
"WR","Paul Richardson (0000000)","Paul Richardson",0,3000,"Mia@Sea 00:00PM ET","Sea","Paul","Richardson","Mia",2.96,4.6
"WR","Douglas McNeil (0000000)","Douglas McNeil",0,3000,"Mia@Sea 00:00PM ET","Sea","Douglas","McNeil","Mia",0,0
"WR","Daniel Brown (0000000)","Daniel Brown",0,3000,"Buf@Bal 00:00PM ET","Bal","Daniel","Brown","Buf",0,0
"WR","Reggie Bell (0000000)","Reggie Bell",0,3000,"Oak@NO 00:00PM ET","NO","Reggie","Bell","Oak",0,0
"WR","Isaiah Burse (0000000)","Isaiah Burse",0,3000,"SD@KC 00:00PM ET","SD","Isaiah","Burse","KC",0,0
"WR","Freddie Martino (0000000)","Freddie Martino",0,3000,"TB@Atl 00:00PM ET","TB","Freddie","Martino","Atl",0,0
"WR","Cameron Meredith (0000000)","Cameron Meredith",0,3000,"Chi@Hou 00:00PM ET","Chi","Cameron","Meredith","Hou",0,0
"RB","Antonio Andrews (0000000)","Antonio Andrews",0,3000,"Min@Ten 00:00PM ET","Ten","Antonio","Andrews","Min",0,0
"RB","Zach Zenner (0000000)","Zach Zenner",0,3000,"Det@Ind 00:00PM ET","Det","Zach","Zenner","Ind",4.12,5.6
"RB","Kenny Hilliard (0000000)","Kenny Hilliard",0,3000,"Chi@Hou 00:00PM ET","Hou","Kenny","Hilliard","Chi",0,0
"WR","Paul Turner (0000000)","Paul Turner",0,3000,"Cle@Phi 00:00PM ET","Phi","Paul","Turner","Cle",0,0
"RB","Dreamius Smith (0000000)","Dreamius Smith",0,3000,"SD@KC 00:00PM ET","SD","Dreamius","Smith","KC",0,0
"RB","Terron Ward (0000000)","Terron Ward",0,3000,"TB@Atl 00:00PM ET","Atl","Terron","Ward","TB",0,1.2
"RB","David Cobb (0000000)","David Cobb",0,3000,"Min@Ten 00:00PM ET","Ten","David","Cobb","Min",0,0
"RB","Blake Renaud (0000000)","Blake Renaud",0,3000,"Min@Ten 00:00PM ET","Min","Blake","Renaud","Ten",0,0
"WR","Quan Bray (0000000)","Quan Bray",0,3000,"Det@Ind 00:00PM ET","Ind","Quan","Bray","Det",0,3.6
"WR","Braxton Miller (0000000)","Braxton Miller",0,3000,"Chi@Hou 00:00PM ET","Hou","Braxton","Miller","Chi",4.36,5.3
"WR","Tre McBride (0000000)","Tre McBride",0,3000,"Min@Ten 00:00PM ET","Ten","Tre","McBride","Min",0,0
"WR","Jared Dangerfield (0000000)","Jared Dangerfield",0,3000,"Oak@NO 00:00PM ET","NO","Jared","Dangerfield","Oak",0,0
"WR","Rashawn Scott (0000000)","Rashawn Scott",0,3000,"Mia@Sea 00:00PM ET","Mia","Rashawn","Scott","Sea",0,0
"WR","David Watford (0000000)","David Watford",0,3000,"Cle@Phi 00:00PM ET","Phi","David","Watford","Cle",0,0
"WR","Gary Chambers (0000000)","Gary Chambers",0,3000,"Buf@Bal 00:00PM ET","Buf","Gary","Chambers","Bal",0,0
"WR","Amir Carlisle (0000000)","Amir Carlisle",0,3000,"NE@Ari 00:00PM ET","Ari","Amir","Carlisle","NE",0,0
"RB","Tre Madden (0000000)","Tre Madden",0,3000,"Mia@Sea 00:00PM ET","Sea","Tre","Madden","Mia",0,0
"WR","Quenton Bundrage (0000000)","Quenton Bundrage",0,3000,"Chi@Hou 00:00PM ET","Hou","Quenton","Bundrage","Chi",0,0
"WR","Dezmin Lewis (0000000)","Dezmin Lewis",0,3000,"Buf@Bal 00:00PM ET","Buf","Dezmin","Lewis","Bal",0,0
"WR","Adam Humphries (0000000)","Adam Humphries",0,3000,"TB@Atl 00:00PM ET","TB","Adam","Humphries","Atl",6.64,1.2
"WR","Charone Peake (0000000)","Charone Peake",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Charone","Peake","Cin",0,1.8
"RB","Tyler Ervin (0000000)","Tyler Ervin",0,3000,"Chi@Hou 00:00PM ET","Hou","Tyler","Ervin","Chi",0,3.4
"RB","Bronson Hill (0000000)","Bronson Hill",0,3000,"Cin@NYJ 00:00PM ET","Cin","Bronson","Hill","NYJ",0,0
"WR","Jamal Robinson (0000000)","Jamal Robinson",0,3000,"GB@Jax 00:00PM ET","Jax","Jamal","Robinson","GB",0,0
"WR","Jaxon Shipley (0000000)","Jaxon Shipley",0,3000,"NE@Ari 00:00PM ET","Ari","Jaxon","Shipley","NE",0,0
"WR","Deshon Foxx (0000000)","Deshon Foxx",0,3000,"Mia@Sea 00:00PM ET","Sea","Deshon","Foxx","Mia",0,0
"WR","Marken Michel (0000000)","Marken Michel",0,3000,"Min@Ten 00:00PM ET","Min","Marken","Michel","Ten",0,0
"WR","K.J. Brent (0000000)","K.J. Brent",0,3000,"Oak@NO 00:00PM ET","Oak","K.J.","Brent","NO",0,0
"WR","Tanner McEvoy (0000000)","Tanner McEvoy",0,3000,"Mia@Sea 00:00PM ET","Sea","Tanner","McEvoy","Mia",0,0
"RB","Brandon Wilds (0000000)","Brandon Wilds",0,3000,"TB@Atl 00:00PM ET","Atl","Brandon","Wilds","TB",0,0
"WR","Devin Lucien (0000000)","Devin Lucien",0,3000,"NE@Ari 00:00PM ET","NE","Devin","Lucien","Ari",0,0
"RB","Aaron Ripkowski (0000000)","Aaron Ripkowski",0,3000,"GB@Jax 00:00PM ET","GB","Aaron","Ripkowski","Jax",0,0
"WR","David Glidden (0000000)","David Glidden",0,3000,"TB@Atl 00:00PM ET","Atl","David","Glidden","TB",0,0
"WR","Jakeem Grant (0000000)","Jakeem Grant",0,3000,"Mia@Sea 00:00PM ET","Mia","Jakeem","Grant","Sea",0,0
"RB","James Wilder (0000000)","James Wilder",0,3000,"Buf@Bal 00:00PM ET","Buf","James","Wilder","Bal",0,0
"RB","Brandon Ross (0000000)","Brandon Ross",0,3000,"GB@Jax 00:00PM ET","GB","Brandon","Ross","Jax",0,0
"RB","Romar Morris (0000000)","Romar Morris",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Romar","Morris","Cin",0,0
"WR","Darius Jennings (0000000)","Darius Jennings",0,3000,"Cle@Phi 00:00PM ET","Cle","Darius","Jennings","Phi",0,0
"WR","Devin Smith (0000000)","Devin Smith",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Devin","Smith","Cin",0,0
"WR","Evan Spencer (0000000)","Evan Spencer",0,3000,"TB@Atl 00:00PM ET","TB","Evan","Spencer","Atl",0,0
"RB","Brandon Cottom (0000000)","Brandon Cottom",0,3000,"Mia@Sea 00:00PM ET","Sea","Brandon","Cottom","Mia",0,0
"RB","Akeem Hunt (0000000)","Akeem Hunt",0,3000,"Chi@Hou 00:00PM ET","Hou","Akeem","Hunt","Chi",0,0
"RB","Raheem Mostert (0000000)","Raheem Mostert",0,3000,"Cle@Phi 00:00PM ET","Cle","Raheem","Mostert","Phi",0,0
"RB","Derek Watt (0000000)","Derek Watt",0,3000,"SD@KC 00:00PM ET","SD","Derek","Watt","KC",0,0
"WR","Chris Moore (0000000)","Chris Moore",0,3000,"Buf@Bal 00:00PM ET","Bal","Chris","Moore","Buf",0,1
"RB","Elijhaa Penny (0000000)","Elijhaa Penny",0,3000,"NE@Ari 00:00PM ET","Ari","Elijhaa","Penny","NE",0,0
"WR","Andre Davis (0000000)","Andre Davis",0,3000,"TB@Atl 00:00PM ET","TB","Andre","Davis","Atl",0,0
"WR","Malcolm Mitchell (0000000)","Malcolm Mitchell",0,3000,"NE@Ari 00:00PM ET","NE","Malcolm","Mitchell","Ari",0,2.5
"WR","Marvin Hall (0000000)","Marvin Hall",0,3000,"Oak@NO 00:00PM ET","Oak","Marvin","Hall","NO",0,0
"WR","Chuck Jacobs (0000000)","Chuck Jacobs",0,3000,"Buf@Bal 00:00PM ET","Bal","Chuck","Jacobs","Buf",0,0
"WR","Jeremy Butler (0000000)","Jeremy Butler",0,3000,"Buf@Bal 00:00PM ET","Bal","Jeremy","Butler","Buf",0,0
"RB","Daniel Lasco (0000000)","Daniel Lasco",0,3000,"Oak@NO 00:00PM ET","NO","Daniel","Lasco","Oak",0,1
"RB","Tra Carson (0000000)","Tra Carson",0,3000,"Cin@NYJ 00:00PM ET","Cin","Tra","Carson","NYJ",0,0
"WR","De'Anthony Thomas (0000000)","De'Anthony Thomas",0,3000,"SD@KC 00:00PM ET","KC","De'Anthony","Thomas","SD",0,0
"RB","Bishop Sankey (0000000)","Bishop Sankey",0,3000,"Min@Ten 00:00PM ET","Ten","Bishop","Sankey","Min",0,0
"WR","Kasen Williams (0000000)","Kasen Williams",0,3000,"Mia@Sea 00:00PM ET","Sea","Kasen","Williams","Mia",0,0
"WR","Tommylee Lewis (0000000)","Tommylee Lewis",0,3000,"Oak@NO 00:00PM ET","NO","Tommylee","Lewis","Oak",0,0
"WR","Dominique Williams (0000000)","Dominique Williams",0,3000,"SD@KC 00:00PM ET","SD","Dominique","Williams","KC",0,0
"WR","Jay Lee (0000000)","Jay Lee",0,3000,"Det@Ind 00:00PM ET","Det","Jay","Lee","Ind",0,0
"WR","J.D. McKissic (0000000)","J.D. McKissic",0,3000,"TB@Atl 00:00PM ET","Atl","J.D.","McKissic","TB",0,0
"WR","Robby Anderson (0000000)","Robby Anderson",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Robby","Anderson","Cin",0,4
"RB","Will Ratelle (0000000)","Will Ratelle",0,3000,"TB@Atl 00:00PM ET","Atl","Will","Ratelle","TB",0,0
"RB","Stephen Houston (0000000)","Stephen Houston",0,3000,"Buf@Bal 00:00PM ET","Bal","Stephen","Houston","Buf",0,0
"WR","Shane Wynn (0000000)","Shane Wynn",0,3000,"GB@Jax 00:00PM ET","Jax","Shane","Wynn","GB",0,0
"RB","Kenneth Farrow (0000000)","Kenneth Farrow",0,3000,"SD@KC 00:00PM ET","SD","Kenneth","Farrow","KC",0,1.3
"RB","Darrin Reaves (0000000)","Darrin Reaves",0,3000,"SD@KC 00:00PM ET","KC","Darrin","Reaves","SD",0,0
"WR","Rannell Hall (0000000)","Rannell Hall",0,3000,"Cle@Phi 00:00PM ET","Cle","Rannell","Hall","Phi",0,0
"RB","George Atkinson (0000000)","George Atkinson",0,3000,"Oak@NO 00:00PM ET","Oak","George","Atkinson","NO",0,0
"WR","DeAndre Carter (0000000)","DeAndre Carter",0,3000,"NE@Ari 00:00PM ET","NE","DeAndre","Carter","Ari",0,0
"RB","Andrew Bonnet (0000000)","Andrew Bonnet",0,3000,"Cin@NYJ 00:00PM ET","Cin","Andrew","Bonnet","NYJ",0,0
"RB","Alan Cross (0000000)","Alan Cross",0,3000,"TB@Atl 00:00PM ET","TB","Alan","Cross","Atl",0,0
"WR","Tevin Jones (0000000)","Tevin Jones",0,3000,"Chi@Hou 00:00PM ET","Hou","Tevin","Jones","Chi",0,0
"WR","Chandler Worthy (0000000)","Chandler Worthy",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Chandler","Worthy","Cin",0,0
"WR","Trevor Davis (0000000)","Trevor Davis",0,3000,"GB@Jax 00:00PM ET","GB","Trevor","Davis","Jax",0,0
"WR","Brittan Golden (0000000)","Brittan Golden",0,3000,"NE@Ari 00:00PM ET","Ari","Brittan","Golden","NE",0,0
"WR","Tyrell Williams (0000000)","Tyrell Williams",0,3000,"SD@KC 00:00PM ET","SD","Tyrell","Williams","KC",6.53,3.9
"RB","Jhurell Pressley (0000000)","Jhurell Pressley",0,3000,"Min@Ten 00:00PM ET","Min","Jhurell","Pressley","Ten",0,0
"WR","Kolby Listenbee (0000000)","Kolby Listenbee",0,3000,"Buf@Bal 00:00PM ET","Buf","Kolby","Listenbee","Bal",0,0
"WR","Isaac Fruechte (0000000)","Isaac Fruechte",0,3000,"Min@Ten 00:00PM ET","Min","Isaac","Fruechte","Ten",0,0
"WR","K.J. Maye (0000000)","K.J. Maye",0,3000,"NYG@Dal 00:00PM ET","NYG","K.J.","Maye","Dal",0,0
"WR","Daniel Braverman (0000000)","Daniel Braverman",0,3000,"Chi@Hou 00:00PM ET","Chi","Daniel","Braverman","Hou",0,0
"WR","Jordan Williams (0000000)","Jordan Williams",0,3000,"Oak@NO 00:00PM ET","NO","Jordan","Williams","Oak",0,0
"WR","Alex Erickson (0000000)","Alex Erickson",0,3000,"Cin@NYJ 00:00PM ET","Cin","Alex","Erickson","NYJ",0,0
"RB","Paul Lasike (0000000)","Paul Lasike",0,3000,"Chi@Hou 00:00PM ET","Chi","Paul","Lasike","Hou",0,0
"RB","D.J. Foster (0000000)","D.J. Foster",0,3000,"NE@Ari 00:00PM ET","NE","D.J.","Foster","Ari",0,0
"RB","Glenn Gronkowski (0000000)","Glenn Gronkowski",0,3000,"Buf@Bal 00:00PM ET","Buf","Glenn","Gronkowski","Bal",0,0
"RB","Zac Brooks (0000000)","Zac Brooks",0,3000,"Mia@Sea 00:00PM ET","Sea","Zac","Brooks","Mia",0,0
"RB","Marshaun Coprich (0000000)","Marshaun Coprich",0,3000,"NYG@Dal 00:00PM ET","NYG","Marshaun","Coprich","Dal",0,0
"RB","Byron Marshall (0000000)","Byron Marshall",0,3000,"Cle@Phi 00:00PM ET","Phi","Byron","Marshall","Cle",0,0
"RB","Russell Hansbrough (0000000)","Russell Hansbrough",0,3000,"TB@Atl 00:00PM ET","TB","Russell","Hansbrough","Atl",0,0
"WR","Cordarrelle Patterson (0000000)","Cordarrelle Patterson",0,3000,"Min@Ten 00:00PM ET","Min","Cordarrelle","Patterson","Ten",0,0
"RB","Trey Williams (0000000)","Trey Williams",0,3000,"Det@Ind 00:00PM ET","Ind","Trey","Williams","Det",0,0
"WR","Chris Harper (0000000)","Chris Harper",0,3000,"NE@Ari 00:00PM ET","NE","Chris","Harper","Ari",0,0
"WR","Kenny Lawler (0000000)","Kenny Lawler",0,3000,"Mia@Sea 00:00PM ET","Sea","Kenny","Lawler","Mia",0,0
"WR","Darius Powe (0000000)","Darius Powe",0,3000,"NYG@Dal 00:00PM ET","NYG","Darius","Powe","Dal",0,0
"WR","Devin Fuller (0000000)","Devin Fuller",0,3000,"TB@Atl 00:00PM ET","Atl","Devin","Fuller","TB",0,0
"WR","Jordan Payton (0000000)","Jordan Payton",0,3000,"Cle@Phi 00:00PM ET","Cle","Jordan","Payton","Phi",0,0
"RB","Damien Williams (0000000)","Damien Williams",0,3000,"Mia@Sea 00:00PM ET","Mia","Damien","Williams","Sea",3.21,1.7
"WR","Marcus Johnson (0000000)","Marcus Johnson",0,3000,"Cle@Phi 00:00PM ET","Phi","Marcus","Johnson","Cle",0,0
"WR","Cayleb Jones (0000000)","Cayleb Jones",0,3000,"Cle@Phi 00:00PM ET","Phi","Cayleb","Jones","Cle",0,0
"WR","Max McCaffrey (0000000)","Max McCaffrey",0,3000,"Oak@NO 00:00PM ET","Oak","Max","McCaffrey","NO",0,0
"WR","Herb Waters (0000000)","Herb Waters",0,3000,"GB@Jax 00:00PM ET","GB","Herb","Waters","Jax",0,0
"WR","Quinshad Davis (0000000)","Quinshad Davis",0,3000,"Det@Ind 00:00PM ET","Det","Quinshad","Davis","Ind",0,0
"WR","Tevaun Smith (0000000)","Tevaun Smith",0,3000,"Det@Ind 00:00PM ET","Ind","Tevaun","Smith","Det",0,0
"WR","Danny Anthrop (0000000)","Danny Anthrop",0,3000,"Det@Ind 00:00PM ET","Ind","Danny","Anthrop","Det",0,0
"WR","Brandon Shippen (0000000)","Brandon Shippen",0,3000,"Mia@Sea 00:00PM ET","Mia","Brandon","Shippen","Sea",0,0
"WR","Marquis Bundy (0000000)","Marquis Bundy",0,3000,"NE@Ari 00:00PM ET","Ari","Marquis","Bundy","NE",0,0
"WR","Dennis Parks (0000000)","Dennis Parks",0,3000,"Cle@Phi 00:00PM ET","Cle","Dennis","Parks","Phi",0,0
"RB","Jalen Richard (0000000)","Jalen Richard",0,3000,"Oak@NO 00:00PM ET","Oak","Jalen","Richard","NO",0,0
"WR","Mekale McKay (0000000)","Mekale McKay",0,3000,"Det@Ind 00:00PM ET","Ind","Mekale","McKay","Det",0,0
"RB","Jonathan Williams (0000000)","Jonathan Williams",0,3000,"Buf@Bal 00:00PM ET","Buf","Jonathan","Williams","Bal",0,0
"WR","Ricardo Louis (0000000)","Ricardo Louis",0,3000,"Cle@Phi 00:00PM ET","Cle","Ricardo","Louis","Phi",0,0
"RB","Darius Jackson (0000000)","Darius Jackson",0,3000,"NYG@Dal 00:00PM ET","Dal","Darius","Jackson","NYG",0,1.2
"RB","Kenyan Drake (0000000)","Kenyan Drake",0,3000,"Mia@Sea 00:00PM ET","Mia","Kenyan","Drake","Sea",0,2.6
"WR","Cody Core (0000000)","Cody Core",0,3000,"Cin@NYJ 00:00PM ET","Cin","Cody","Core","NYJ",0,0
"WR","Jaydon Mickens (0000000)","Jaydon Mickens",0,3000,"Oak@NO 00:00PM ET","Oak","Jaydon","Mickens","NO",0,0
"WR","Keenan Reynolds (0000000)","Keenan Reynolds",0,3000,"Buf@Bal 00:00PM ET","Bal","Keenan","Reynolds","Buf",0,0
"RB","Brandon Burks (0000000)","Brandon Burks",0,3000,"GB@Jax 00:00PM ET","GB","Brandon","Burks","Jax",0,0
"RB","Chris Swain (0000000)","Chris Swain",0,3000,"SD@KC 00:00PM ET","SD","Chris","Swain","KC",0,0
"RB","Sione Houma (0000000)","Sione Houma",0,3000,"Oak@NO 00:00PM ET","NO","Sione","Houma","Oak",0,0
"WR","DeAndre Reaves (0000000)","DeAndre Reaves",0,3000,"SD@KC 00:00PM ET","SD","DeAndre","Reaves","KC",0,0
"WR","Alonzo Russell (0000000)","Alonzo Russell",0,3000,"Cin@NYJ 00:00PM ET","Cin","Alonzo","Russell","NYJ",0,0
"WR","Chris Brown (0000000)","Chris Brown",0,3000,"NYG@Dal 00:00PM ET","Dal","Chris","Brown","NYG",0,0
"WR","Darrin Peterson (0000000)","Darrin Peterson",0,3000,"Chi@Hou 00:00PM ET","Chi","Darrin","Peterson","Hou",0,0
"WR","Chester Rogers (0000000)","Chester Rogers",0,3000,"Det@Ind 00:00PM ET","Ind","Chester","Rogers","Det",0,0
"WR","Chris Hubert (0000000)","Chris Hubert",0,3000,"NE@Ari 00:00PM ET","Ari","Chris","Hubert","NE",0,0
"WR","Tajae Sharpe (0000000)","Tajae Sharpe",0,3000,"Min@Ten 00:00PM ET","Ten","Tajae","Sharpe","Min",11.83,11.3
"WR","Derek Keaton (0000000)","Derek Keaton",0,3000,"Chi@Hou 00:00PM ET","Chi","Derek","Keaton","Hou",0,0
"WR","Andy Jones (0000000)","Andy Jones",0,3000,"NYG@Dal 00:00PM ET","Dal","Andy","Jones","NYG",0,0
"RB","John Crockett (0000000)","John Crockett",0,3000,"GB@Jax 00:00PM ET","GB","John","Crockett","Jax",0,0
"RB","Dwayne Washington (0000000)","Dwayne Washington",0,3000,"Det@Ind 00:00PM ET","Det","Dwayne","Washington","Ind",0,0
"WR","Demarcus Robinson (0000000)","Demarcus Robinson",0,3000,"SD@KC 00:00PM ET","KC","Demarcus","Robinson","SD",0,0
"RB","Wendell Smallwood (0000000)","Wendell Smallwood",0,3000,"Cle@Phi 00:00PM ET","Phi","Wendell","Smallwood","Cle",0,1.6
"WR","Jalin Marshall (0000000)","Jalin Marshall",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Jalin","Marshall","Cin",0,0
"WR","Lucky Whitehead (0000000)","Lucky Whitehead",0,3000,"NYG@Dal 00:00PM ET","Dal","Lucky","Whitehead","NYG",0,0
"WR","Adam Thielen (0000000)","Adam Thielen",0,3000,"Min@Ten 00:00PM ET","Min","Adam","Thielen","Ten",0,0
"RB","Khiry Robinson (0000000)","Khiry Robinson",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Khiry","Robinson","Cin",0,2.2
"WR","Rashard Higgins (0000000)","Rashard Higgins",0,3000,"Cle@Phi 00:00PM ET","Cle","Rashard","Higgins","Phi",0,3.8
"RB","Peyton Barber (0000000)","Peyton Barber",0,3000,"TB@Atl 00:00PM ET","TB","Peyton","Barber","Atl",0,0
"WR","Mario Alford (0000000)","Mario Alford",0,3000,"Cin@NYJ 00:00PM ET","Cin","Mario","Alford","NYJ",0,0
"WR","Johnny Holton (0000000)","Johnny Holton",0,3000,"Oak@NO 00:00PM ET","Oak","Johnny","Holton","NO",0,0
"WR","Vince Mayle (0000000)","Vince Mayle",0,3000,"NYG@Dal 00:00PM ET","Dal","Vince","Mayle","NYG",0,0
"WR","Taylor Gabriel (0000000)","Taylor Gabriel",0,3000,"Cle@Phi 00:00PM ET","Cle","Taylor","Gabriel","Phi",0,0
"WR","Jace Billingsley (0000000)","Jace Billingsley",0,3000,"Det@Ind 00:00PM ET","Det","Jace","Billingsley","Ind",0,0
"WR","Jake Lampman (0000000)","Jake Lampman",0,3000,"Oak@NO 00:00PM ET","NO","Jake","Lampman","Oak",0,0
"WR","Corey Washington (0000000)","Corey Washington",0,3000,"TB@Atl 00:00PM ET","Atl","Corey","Washington","TB",0,0
"WR","Torrence Allen (0000000)","Torrence Allen",0,3000,"SD@KC 00:00PM ET","SD","Torrence","Allen","KC",0,0
"WR","Geronimo Allison (0000000)","Geronimo Allison",0,3000,"GB@Jax 00:00PM ET","GB","Geronimo","Allison","Jax",0,0
"WR","Roger Lewis (0000000)","Roger Lewis",0,3000,"NYG@Dal 00:00PM ET","NYG","Roger","Lewis","Dal",0,0
"WR","Tyreek Hill (0000000)","Tyreek Hill",0,3000,"SD@KC 00:00PM ET","KC","Tyreek","Hill","SD",0,0
"WR","Antwane Grant (0000000)","Antwane Grant",0,3000,"Cin@NYJ 00:00PM ET","Cin","Antwane","Grant","NYJ",0,0
"WR","Seantavius Jones (0000000)","Seantavius Jones",0,3000,"SD@KC 00:00PM ET","KC","Seantavius","Jones","SD",0,0
"WR","Hunter Sharp (0000000)","Hunter Sharp",0,3000,"Cle@Phi 00:00PM ET","Phi","Hunter","Sharp","Cle",0,0
"WR","Harvey Binford (0000000)","Harvey Binford",0,3000,"GB@Jax 00:00PM ET","GB","Harvey","Binford","Jax",0,0
"WR","Montario Hunter (0000000)","Montario Hunter",0,3000,"Mia@Sea 00:00PM ET","Sea","Montario","Hunter","Mia",0,0
"WR","Joshua Stangby (0000000)","Joshua Stangby",0,3000,"Det@Ind 00:00PM ET","Ind","Joshua","Stangby","Det",0,0
"WR","Donteea Dye (0000000)","Donteea Dye",0,3000,"TB@Atl 00:00PM ET","TB","Donteea","Dye","Atl",0,0
"WR","Ben Roberts (0000000)","Ben Roberts",0,3000,"Min@Ten 00:00PM ET","Ten","Ben","Roberts","Min",0,0
"WR","Anthony Dable (0000000)","Anthony Dable",0,3000,"NYG@Dal 00:00PM ET","NYG","Anthony","Dable","Dal",0,0
"WR","Moritz Boehringer (0000000)","Moritz Boehringer",0,3000,"Min@Ten 00:00PM ET","Min","Moritz","Boehringer","Ten",0,0
"WR","Wendall Williams (0000000)","Wendall Williams",0,3000,"Chi@Hou 00:00PM ET","Hou","Wendall","Williams","Chi",0,0
"RB","Alstevis Squirewell (0000000)","Alstevis Squirewell",0,3000,"GB@Jax 00:00PM ET","GB","Alstevis","Squirewell","Jax",0,0
"RB","C.J. Ham (0000000)","C.J. Ham",0,3000,"Min@Ten 00:00PM ET","Min","C.J.","Ham","Ten",0,0
"WR","Rashaun Simonise (0000000)","Rashaun Simonise",0,3000,"Cin@NYJ 00:00PM ET","Cin","Rashaun","Simonise","NYJ",0,0
"WR","Franky Okafor (0000000)","Franky Okafor",0,3000,"NE@Ari 00:00PM ET","Ari","Franky","Okafor","NE",0,0
"WR","Marcus Tucker (0000000)","Marcus Tucker",0,3000,"Pit@Was 00:00PM ET","Pit","Marcus","Tucker","Was",0,0
"RB","Brandon Brown-Dukes (0000000)","Brandon Brown-Dukes",0,3000,"Pit@Was 00:00PM ET","Pit","Brandon","Brown-Dukes","Was",0,0
"WR","Mike Thomas (0000000)","Mike Thomas",0,3000,"LA@SF 00:00PM ET","LA","Mike","Thomas","SF",0,2.5
"WR","Duke Williams (0000000)","Duke Williams",0,3000,"LA@SF 00:00PM ET","LA","Duke","Williams","SF",0,0
"WR","DeAndre Smelter (0000000)","DeAndre Smelter",0,3000,"LA@SF 00:00PM ET","SF","DeAndre","Smelter","LA",0,0
"WR","Demarcus Ayers (0000000)","Demarcus Ayers",0,3000,"Pit@Was 00:00PM ET","Pit","Demarcus","Ayers","Was",0,0
"RB","Kelvin Taylor (0000000)","Kelvin Taylor",0,3000,"LA@SF 00:00PM ET","SF","Kelvin","Taylor","LA",0,0
"RB","Cameron Artis-Payne (0000000)","Cameron Artis-Payne",0,3000,"Car@Den 00:00PM ET","Car","Cameron","Artis-Payne","Den",0,2
"WR","Aaron Burbridge (0000000)","Aaron Burbridge",0,3000,"LA@SF 00:00PM ET","SF","Aaron","Burbridge","LA",0,1.5
"RB","Mike Davis (0000000)","Mike Davis",0,3000,"LA@SF 00:00PM ET","SF","Mike","Davis","LA",0,1.6
"WR","Kalif Raymond (0000000)","Kalif Raymond",0,3000,"Car@Den 00:00PM ET","Den","Kalif","Raymond","Car",0,0
"WR","Paul McRoberts (0000000)","Paul McRoberts",0,3000,"LA@SF 00:00PM ET","LA","Paul","McRoberts","SF",0,0
"WR","Bryce Treggs (0000000)","Bryce Treggs",0,3000,"LA@SF 00:00PM ET","SF","Bryce","Treggs","LA",0,0
"RB","Andy Janovich (0000000)","Andy Janovich",0,3000,"Car@Den 00:00PM ET","Den","Andy","Janovich","Car",0,0
"RB","Daryl Richardson (0000000)","Daryl Richardson",0,3000,"Pit@Was 00:00PM ET","Pit","Daryl","Richardson","Was",0,3.1
"WR","Mose Frazier (0000000)","Mose Frazier",0,3000,"Car@Den 00:00PM ET","Den","Mose","Frazier","Car",0,0
"WR","Cody Latimer (0000000)","Cody Latimer",0,3000,"Car@Den 00:00PM ET","Den","Cody","Latimer","Car",3.65,2
"RB","Jalen Simmons (0000000)","Jalen Simmons",0,3000,"Car@Den 00:00PM ET","Car","Jalen","Simmons","Den",0,0
"WR","Nelson Spruce (0000000)","Nelson Spruce",0,3000,"LA@SF 00:00PM ET","LA","Nelson","Spruce","SF",0,0
"WR","Maurice Harris (0000000)","Maurice Harris",0,3000,"Pit@Was 00:00PM ET","Was","Maurice","Harris","Pit",0,0
