"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"A.J. Pollock",NA,"OF",4700,"ARI","@SD",4.59,"Weaver",0.334,"3%","R","R",0.364,"0%",0.169,-7,"","x","","0%","0%","0%",6.9,9.6,9.6,1.8,17.4,0,0,0,0
"Mark Reynolds",1,"1B",4700,"COL","@CIN",4.49,"Bonilla",NA,"-1%","R","R",0.346,"4%",0.208,10,"","5","","-10%","1%","0%",10.2,10.1,10.1,1.4,18.8,7.5,1.6,0,0
"Jake Lamb",1,"3B",4700,"ARI","@SD",4.59,"Weaver",0.324,"1%","R","L",0.352,"6%",0.213,8,"","4","","-10%","-1%","0%",8.8,9.7,9.7,2.5,17,7.6,1.6,0,0
"J.D. Martinez",3,"OF",4700,"DET","TEX",4.86,"Martinez",0.356,"8%","R","R",0.381,"1%",0.236,0,"","3","","0%","-6%","2%",18.8,18.8,18.8,1.7,35.9,8.8,1.9,0,0
"Ryan Zimmerman",NA,"1B",4600,"WAS","@ATL",5.04,"Dickey",0.331,"2%","R","R",0.319,"-5%",0.184,-11,"","5","","-1%","1%","0%",6.3,12,12,2.8,21.2,8,1.7,0,0
"Eric Thames",NA,"1B",4600,"MIL","@CHC",3.58,"Butler",0.428,"21%","R","L",0.427,"5%",0.323,15,"2","2","0","-13%","-7%","-9%",9.3,12.1,12.1,2.6,21.6,7.6,1.7,0,0
"Jay Bruce",NA,"1B/OF",4600,"NYM","LAA",4.13,"Nolasco",0.336,"4%","R","L",0.335,"5%",0.233,9,"","3","","-2%","2%","0%",5.7,9,9,-1.2,19.3,8.1,1.8,0,0
"DJ LeMahieu",NA,"2B",4600,"COL","@CIN",4.49,"Bonilla",NA,"-1%","R","R",0.333,"-1%",0.104,4,"","2","","-12%","1%","0%",5.7,6.3,6.3,0.2,12.4,6.9,1.5,0,0
"Gary Sanchez",2,"C",4600,"NYY","@TB",4.19,"Ramirez",0.32,"0%","R","R",0.425,"6%",0.306,12,"","2","","-7%","0%","0%",10.7,8.3,8.3,0.4,16.2,8.1,1.8,0,0
"Jose Bautista",3,"OF",4600,"TOR","@BAL",4.43,"Tillman",0.322,"0%","R","R",0.377,"0%",0.246,1,"","2","","-1%","2%","0%",13.6,7.7,7.7,0.4,14.9,9.3,2,0,0
"Miguel Sano",1,"3B",4600,"MIN","KC",3.98,"Karns",0.333,"3%","R","R",0.369,"-1%",0.254,-1,"","3","","2%","-7%","-3%",8,10.3,10.3,1.8,18.9,7.6,1.7,0,0
"Chris Davis",2,"1B",4600,"BAL","TOR",4.57,"Sanchez",0.314,"-1%","R","L",0.362,"4%",0.275,11,"","4","","4%","2%","0%",13.2,8.5,8.5,-0.8,17.8,9,2,0,0
"Cody Bellinger",NA,"1B/OF",4500,"LAD","MIA",4.86,"Nicolino",0.305,"-3%","L","L",NA,"-7%",NA,-22,"","x","","0%","0%","0%",8.9,11.4,11.4,0.6,22.1,0,0,0,0
"George Springer",2,"OF",4500,"HOU","CLE",4.5,"Bauer",0.322,"0%","R","R",0.343,"-4%",0.186,-10,"","1","","0%","3%","6%",9.5,9.1,9.1,1.4,16.9,9,2,0,0
"Corey Seager",NA,"SS",4500,"LAD","MIA",4.86,"Nicolino",0.305,"-3%","L","L",0.322,"-12%",0.167,-20,"","2","","-3%","0%","0%",8.4,8.6,8.6,1.5,15.8,7.3,1.6,0,0
"Francisco Lindor",1,"SS",4500,"CLE","@HOU",4,"Morton",0.341,"5%","R","S",0.35,"0%",0.163,1,"","2","","-3%","3%","5%",6.8,9.2,9.2,0.6,17.8,9.1,2,0,0
"Michael Conforto",2,"OF",4500,"NYM","LAA",4.13,"Nolasco",0.336,"4%","R","L",0.373,"6%",0.259,11,"","1","","-2%","1%","0%",10.7,11.2,11.2,0.4,21.9,8.6,1.9,0,0
"Brian Dozier",NA,"2B",4500,"MIN","KC",3.98,"Karns",0.333,"3%","R","R",0.339,"-3%",0.21,-4,"","1","","2%","-6%","-2%",6.4,8.1,8.1,1.5,14.7,7.8,1.7,0,0
"Carlos Gonzalez",2,"OF",4500,"COL","@CIN",4.49,"Bonilla",NA,"1%","R","L",0.373,"7%",0.246,12,"","4","","-7%","1%","0%",5.9,5.5,5.5,0.8,10.1,8.3,1.8,0,0
"Kyle Schwarber",NA,"OF",4400,"CHC","MIL",4.42,"Espino",NA,"%","","L",NA,"%",NA,NA,"1","1","0","-3%","-7%","-11%",7.7,7.3,7.3,1,13.5,7,1.6,0,0
"Trevor Story",NA,"SS",4400,"COL","@CIN",4.49,"Bonilla",NA,"-1%","R","R",0.338,"-5%",0.248,-8,"","x","","0%","0%","0%",7.3,7,7,0.9,13.1,0,0,0,0
"Miguel Cabrera",1,"1B",4400,"DET","TEX",4.86,"Martinez",0.356,"8%","R","R",0.391,"-2%",0.215,-5,"","x","","0%","0%","0%",5.9,7.2,7.2,0.2,14.2,0,0,0,0
"Nomar Mazara",NA,"OF",4400,"TEX","@DET",4.14,"Norris",0.333,"-1%","L","L",0.228,"-13%",0.029,-39,"","3","","-11%","-6%","2%",9.5,8.4,8.4,0.4,16.4,5.8,1.3,0,0
"Troy Tulowitzki",NA,"SS",4400,"TOR","@BAL",4.43,"Tillman",0.322,"0%","R","R",0.341,"-5%",0.18,-6,"","x","","0%","0%","0%",6.4,6.4,6.4,-0.7,13.5,0,0,0,0
"Billy Hamilton",1,"OF",4400,"CIN","COL",4.51,"Anderson",0.352,"7%","L","S",0.275,"-1%",0.106,20,"","1","","-1%","1%","0%",10.8,10,10,1.3,18.7,9.1,2.1,0,0
"Adam Eaton",NA,"OF",4400,"WAS","@ATL",5.04,"Dickey",0.317,"-1%","R","L",0.357,"4%",0.158,20,"","x","","0%","0%","0%",10.9,10.6,10.6,3,18.2,0,0,0,0
"Giancarlo Stanton",1,"OF",4400,"MIA","@LAD",3.14,"Wood",0.304,"-3%","L","R",0.444,"15%",0.359,26,"","5","","-1%","0%","0%",6.5,8.9,8.9,0.1,17.7,9,2,0,0
"Wil Myers",1,"1B",4400,"SD","ARI",3.91,"Walker",0.316,"-1%","R","R",0.333,"1%",0.193,9,"","3","","-2%","-1%","0%",9,9.3,9.3,1.6,17.1,8.3,1.9,0,0
"Adam Duvall",1,"OF",4300,"CIN","COL",4.51,"Anderson",0.352,"7%","L","R",0.337,"3%",0.231,1,"","4","","1%","1%","0%",6.5,9,9,0.4,17.6,8.5,2,0,0
"Brett Gardner",1,"OF",4300,"NYY","@TB",4.19,"Ramirez",0.313,"-2%","R","L",0.338,"3%",0.159,9,"","1","","-2%","0%","0%",13.2,10.6,10.6,1,20.3,7.5,1.7,0,0
"Yoenis Cespedes",NA,"OF",4300,"NYM","LAA",4.13,"Nolasco",0.35,"7%","R","R",0.358,"0%",0.231,-1,"","x","","0%","0%","0%",12.8,9.8,9.8,-3.1,22.7,0,0,0,0
"Michael Brantley",2,"OF",4300,"CLE","@HOU",4,"Morton",0.341,"5%","R","L",0.387,"6%",0.188,19,"","3","","-4%","3%","5%",5,8.2,8.2,1.5,14.8,9.1,2.1,0,0
"Andrew McCutchen",2,"OF",4300,"PIT","PHI",4.68,"Hellickson",0.329,"2%","R","R",0.364,"-3%",0.192,-5,"","3","","-3%","0%","0%",7.9,7.3,7.3,0.5,14.1,8.1,1.9,0,0
"Mark Trumbo",NA,"OF",4300,"BAL","TOR",4.57,"Sanchez",0.236,"-18%","R","R",0.336,"0%",0.215,-4,"","5","","1%","2%","0%",9.1,7,7,-0.5,14.5,7.3,1.7,0,0
"Xander Bogaerts",1,"SS",4300,"BOS","@OAK",4.08,"Graveman",0.32,"0%","R","R",0.32,"-4%",0.118,-4,"","3","","-7%","1%","0%",11.5,8.4,8.4,2.5,14.3,7.3,1.7,0,0
"Starlin Castro",1,"2B",4300,"NYY","@TB",4.19,"Ramirez",0.32,"0%","R","R",0.321,"1%",0.152,7,"","4","","-6%","0%","0%",8.9,9.6,9.6,2.2,17,6.7,1.6,0,0
"Matt Kemp",1,"OF",4200,"ATL","WAS",3.96,"Gonzalez",0.315,"-1%","L","R",0.36,"4%",0.226,7,"","3","","0%","1%","0%",8.9,10.1,10.1,-0.1,20.4,8.1,1.9,0,0
"Gregory Polanco",NA,"OF",4200,"PIT","PHI",4.68,"Hellickson",0.321,"0%","R","L",0.326,"5%",0.158,6,"","x","","0%","0%","0%",7.4,6.7,6.7,0.8,12.5,0,0,0,0
"Aaron Altherr",1,"OF",4200,"PHI","@PIT",4.32,"Williams",NA,"-1%","R","R",0.334,"-1%",0.19,-2,"","3","","-6%","0%","0%",12.6,11.7,11.7,3.2,20.2,7.2,1.7,0,0
"Joey Gallo",NA,"3B",4200,"TEX","@DET",4.14,"Norris",0.333,"-1%","L","L",0.239,"-10%",0.203,-20,"","x","","0%","0%","0%",8.2,8.7,8.7,0.2,17.1,0,0,0,0
"Buster Posey",2,"1B/C",4200,"SF","@STL",3.86,"Wacha",0.323,"1%","R","R",0.355,"-3%",0.148,-9,"","4","","4%","-1%","-1%",12.8,9.1,9.1,2.8,15.4,8.4,2,0,0
"Nelson Cruz",3,"OF",4200,"SEA","CWS",3.81,"Quintana",0.307,"-3%","L","R",0.419,"9%",0.285,11,"","3","","-5%","-1%","0%",8.6,9.6,9.6,1.9,17.4,8,1.9,0,0
"Carlos Santana",3,"1B",4200,"CLE","@HOU",4,"Morton",0.341,"5%","R","S",0.353,"0%",0.225,14,"","4","","-1%","3%","6%",7.9,7.8,7.8,0.9,14.7,9.1,2.2,0,0
"Justin Upton",3,"OF",4200,"DET","TEX",4.86,"Martinez",0.356,"8%","R","R",0.35,"-1%",0.221,-1,"","4","","0%","-6%","2%",8.1,8.7,8.7,1.5,15.8,8.5,2,0,0
"Hanley Ramirez",1,"1B/OF",4200,"BOS","@OAK",4.08,"Graveman",0.32,"0%","R","R",0.339,"-4%",0.172,-13,"","5","","-9%","1%","0%",7.9,7.3,7.3,0.9,13.8,7.4,1.8,0,0
"Anthony Rendon",1,"3B",4200,"WAS","@ATL",5.04,"Dickey",0.331,"2%","R","R",0.341,"-2%",0.173,3,"","6","","-1%","1%","0%",7.2,8.3,8.3,-3.7,20.2,7.7,1.8,0,0
"Dexter Fowler",2,"OF",4200,"STL","SF",4.64,"Moore",0.324,"1%","L","S",0.38,"9%",0.147,-4,"","1","","-1%","-1%","-1%",9.3,7.7,7.7,0,15.4,8.1,1.9,0,0
"Ian Kinsler",2,"2B",4200,"DET","TEX",4.86,"Martinez",0.356,"8%","R","R",0.33,"-2%",0.148,-4,"","1","","1%","-5%","2%",7.1,7.4,7.4,0.2,14.6,8.1,1.9,0,0
"Jonathan Villar",NA,"2B",4200,"MIL","@CHC",3.58,"Butler",0.428,"21%","R","S",0.318,"-2%",0.14,-8,"3","3","-2","-8%","-5%","-5%",8.6,7.9,7.9,-0.1,16,7.3,1.7,0,0
"Corey Dickerson",2,"OF",4200,"TB","NYY",3.81,"Severino",0.307,"-2%","R","L",0.379,"5%",0.268,15,"","1","","0%","0%","0%",13.7,9.8,9.8,2.4,17.1,7.9,1.9,0,0
"Chris Owings",NA,"OF/SS",4100,"ARI","@SD",4.59,"Weaver",0.334,"3%","R","R",0.289,"-1%",0.12,-5,"","7","","-7%","-1%","0%",6.5,9.3,9.3,0.4,18.1,6.3,1.5,0,0
"Lorenzo Cain",2,"OF",4100,"KC","@MIN",4.02,"Santiago",0.321,"0%","L","R",0.361,"7%",0.169,31,"","3","","2%","-5%","-2%",8.5,7.6,7.6,2.7,12.6,8.2,2,0,0
"Christian Yelich",1,"OF",4100,"MIA","@LAD",3.14,"Wood",0.274,"-10%","L","L",0.307,"-10%",0.091,-34,"","3","","-2%","0%","0%",7.5,8.2,8.2,1.2,15.2,6.5,1.6,0,0
"Kendrys Morales",2,"1B",4100,"TOR","@BAL",4.43,"Tillman",0.312,"-2%","R","S",0.325,"-2%",0.196,10,"","3","","5%","2%","0%",10.4,7.4,7.4,-0.9,15.7,8.8,2.1,0,0
"Adam Jones",NA,"OF",4100,"BAL","TOR",4.57,"Sanchez",0.236,"-18%","R","R",0.33,"0%",0.187,3,"","2","","1%","2%","0%",8.3,7.5,7.5,1,14,7.2,1.8,0,0
"Robinson Cano",NA,"2B",4100,"SEA","CWS",3.81,"Quintana",0.297,"-5%","L","L",0.323,"-9%",0.136,-24,"","x","","0%","0%","0%",13,9.4,9.4,0.9,17.9,0,0,0,0
"Jason Kipnis",2,"2B",4100,"CLE","@HOU",4,"Morton",0.341,"5%","R","L",0.347,"4%",0.157,6,"","1","","-3%","2%","5%",8,5.9,5.9,-2.9,14.7,8.8,2.1,0,0
"Ben Zobrist",NA,"2B/OF",4100,"CHC","MIL",4.42,"Espino",NA,"%","","S",NA,"%",NA,NA,"5","4","-2","-2%","-6%","-7%",5.4,7,7,1.6,12.5,6.2,1.5,0,0
"Edwin Encarnacion",2,"1B",4100,"CLE","@HOU",4,"Morton",0.307,"-3%","R","R",0.383,"1%",0.277,6,"","5","","-1%","3%","6%",5.7,6.4,6.4,0.2,12.7,8.7,2.1,0,0
"Odubel Herrera",1,"OF",4100,"PHI","@PIT",4.32,"Williams",NA,"1%","R","L",0.34,"2%",0.144,12,"","2","","3%","0%","0%",5.3,6.8,6.8,2.2,11.5,8.3,2,0,0
"Jean Segura",0,"SS",4100,"SEA","CWS",3.81,"Quintana",0.307,"-3%","L","R",0.312,"-2%",0.126,2,"","1","","-5%","-1%","0%",9.6,10.7,10.7,3.3,18,7,1.7,0,0
"Maikel Franco",1,"3B",4100,"PHI","@PIT",4.32,"Williams",NA,"-1%","R","R",0.312,"-1%",0.169,-3,"","6","","-8%","0%","0%",6.6,7.1,7.1,-0.5,14.6,6.9,1.7,0,0
"Matt Carpenter",1,"1B",4100,"STL","SF",4.64,"Moore",0.315,"-1%","L","L",0.338,"-7%",0.163,-14,"","3","","-1%","-1%","-1%",9.4,9.1,9.1,1.5,16.8,7.5,1.8,0,0
"Jose Abreu",NA,"1B",4000,"CWS","@SEA",3.69,"Miranda",0.31,"-1%","L","R",0.372,"0%",0.221,4,"","4","","-10%","-1%","0%",6.6,7.7,7.7,-0.1,15.5,6.8,1.7,0,0
"Russell Martin",NA,"C",4000,"TOR","@BAL",4.43,"Tillman",0.322,"0%","R","R",0.34,"1%",0.182,7,"","x","","0%","0%","0%",8.4,6.7,6.7,1.2,12.3,0,0,0,0
"Yasmany Tomas",1,"OF",4000,"ARI","@SD",4.59,"Weaver",0.334,"3%","R","R",0.311,"-6%",0.176,-10,"","5","","-7%","-1%","0%",8.4,9,9,0.7,17.3,7,1.8,0,0
"Gerardo Parra",NA,"OF",4000,"COL","@CIN",4.49,"Bonilla",NA,"1%","R","L",0.317,"6%",0.148,19,"","x","","0%","0%","0%",4.5,6.5,6.5,-0.2,13.2,0,0,0,0
"Eric Hosmer",1,"1B",4000,"KC","@MIN",4.02,"Santiago",0.313,"-2%","L","L",0.312,"-7%",0.124,-16,"","4","","1%","-6%","-2%",9.1,6.9,6.9,1,12.8,7.3,1.8,0,0
"Dee Gordon",NA,"2B",4000,"MIA","@LAD",3.14,"Wood",0.274,"-10%","L","L",0.31,"-1%",0.076,-7,"","1","","-8%","0%","0%",4.7,7.3,7.3,0.9,13.8,6.8,1.7,0,0
"Alex Bregman",1,"3B",4000,"HOU","CLE",4.5,"Bauer",0.322,"0%","R","R",0.331,"1%",0.18,6,"","8","","0%","3%","5%",7.4,6.2,6.2,1.7,10.8,7.2,1.8,0,0
"Starling Marte",NA,"OF",4000,"PIT","PHI",4.68,"Hellickson",0.329,"2%","R","R",0.354,"1%",0.16,3,"","x","","0%","0%","0%",8.2,7.8,7.8,-1.9,17.4,0,0,0,0
"Jacoby Ellsbury",1,"OF",3900,"NYY","@TB",4.19,"Ramirez",0.313,"-2%","R","L",0.315,"1%",0.124,9,"","6","","-2%","0%","0%",7.9,8.5,8.5,1.9,15.1,6.5,1.7,0,0
"Neil Walker",1,"2B",3900,"NYM","LAA",4.13,"Nolasco",0.336,"4%","R","S",0.344,"2%",0.191,10,"","4","","-3%","1%","0%",12,7.6,7.6,0.7,14.6,7.5,1.9,0,0
"Chris Carter",NA,"1B",3900,"NYY","@TB",4.19,"Ramirez",0.32,"0%","R","R",0.332,"-1%",0.25,0,"","9","","-8%","0%","0%",5.3,5.5,5.5,-0.3,11.2,6,1.5,0,0
"Stephen Piscotty",1,"OF",3900,"STL","SF",4.64,"Moore",0.324,"1%","L","R",0.389,"7%",0.226,16,"","x","","0%","0%","0%",7.1,6.6,6.6,-0.2,13.3,0,0,0,0
"Dustin Pedroia",1,"2B",3900,"BOS","@OAK",4.08,"Graveman",0.32,"0%","R","R",0.34,"-2%",0.116,-8,"","2","","-7%","1%","0%",7.6,6.6,6.6,1.6,11.7,6.9,1.8,0,0
"Evan Gattis",NA,"C",3900,"HOU","CLE",4.5,"Bauer",0.322,"0%","R","R",0.335,"-1%",0.231,0,"","x","","0%","0%","0%",5.9,7.3,7.3,1.4,13.3,0,0,0,0
"Shin-soo Choo",NA,"OF",3900,"TEX","@DET",4.14,"Norris",0.333,"-1%","L","L",0.315,"-6%",0.116,-21,"","7","","-10%","-5%","2%",9.5,7.7,7.7,-0.4,15.8,5.8,1.5,0,0
"Ian Happ",1,"2B",3900,"CHC","MIL",4.42,"Espino",NA,"%","","S",NA,"%",NA,NA,"4","x","-1","-3%","-7%","-10%",12.8,12.8,12.8,5.5,20.1,5.4,1.4,0,0
"Rougned Odor",NA,"2B",3900,"TEX","@DET",4.14,"Norris",0.333,"-1%","L","L",0.307,"-4%",0.147,-25,"","2","","-11%","-6%","2%",7.6,6.6,6.6,-0.3,13.5,7.1,1.8,0,0
"Tommy Joseph",1,"1B",3900,"PHI","@PIT",4.32,"Williams",NA,"-1%","R","R",0.326,"-3%",0.207,-7,"","4","","-10%","0%","0%",11.9,7.4,7.4,0.2,14.6,6.6,1.7,0,0
"Devon Travis",NA,"2B",3900,"TOR","@BAL",4.43,"Tillman",0.322,"0%","R","R",0.331,"1%",0.159,1,"","5","","0%","2%","0%",8.8,5.7,5.7,-0.4,11.8,7.5,1.9,0,0
"Yasiel Puig",1,"OF",3900,"LAD","MIA",4.86,"Nicolino",0.342,"5%","L","R",0.351,"-1%",0.179,-1,"","8","","-4%","0%","0%",9.4,8,8,-1.5,17.4,7.4,1.9,0,0
"Ender Inciarte",NA,"OF",3900,"ATL","WAS",3.96,"Gonzalez",0.274,"-10%","L","L",0.283,"-10%",0.056,-42,"","1","","-2%","1%","0%",6.2,8.6,8.6,1.1,16.1,6.3,1.6,0,0
"Andrew Benintendi",3,"OF",3900,"BOS","@OAK",4.08,"Graveman",0.323,"1%","R","L",0.384,"7%",0.206,16,"","4","","-9%","1%","0%",8.2,8.3,8.3,0.6,16,7.8,2,0,0
"Aledmys Diaz",NA,"SS",3900,"STL","SF",4.64,"Moore",0.324,"1%","L","R",0.303,"-2%",0.127,-5,"","6","","0%","-1%","-1%",5.6,7.1,7.1,-1.4,15.5,7.3,1.9,0,0
"Evan Longoria",NA,"3B",3900,"TB","NYY",3.81,"Severino",0.332,"2%","R","R",0.323,"-4%",0.186,-4,"","3","","-4%","0%","0%",7,6.9,6.9,0.3,13.5,7,1.8,0,0
"Jose Peraza",1,"2B",3800,"CIN","COL",4.51,"Anderson",0.352,"7%","L","R",0.296,"2%",0.109,11,"","7","","-1%","1%","0%",4.5,6.5,6.5,-0.2,13.2,7.1,1.9,0,0
"Joc Pederson",NA,"OF",3800,"LAD","MIA",4.86,"Nicolino",0.305,"-3%","L","L",0.26,"-15%",0.132,-29,"","x","","0%","0%","0%",5.9,5.4,5.4,-0.1,10.9,0,0,0,0
"Jayson Werth",NA,"OF",3800,"WAS","@ATL",5.04,"Dickey",0.331,"2%","R","R",0.327,"-7%",0.148,-17,"","2","","-1%","1%","0%",12.2,8.6,8.6,0.1,17.2,7.6,2,0,0
"Keon Broxton",1,"OF",3800,"MIL","@CHC",3.58,"Butler",0.37,"12%","R","R",0.329,"-2%",0.183,0,"7","7","-1","2%","-6%","-8%",11.8,8.6,8.6,-0.7,17.9,6.3,1.7,0,0
"Hunter Pence",NA,"OF",3800,"SF","@STL",3.86,"Wacha",0.323,"1%","R","R",0.342,"-1%",0.164,-8,"","x","","0%","0%","0%",6,6.2,6.2,0.9,11.5,0,0,0,0
"Kyle Seager",NA,"3B",3800,"SEA","CWS",3.81,"Quintana",0.297,"-5%","L","L",0.316,"-7%",0.175,-8,"","4","","-2%","-1%","0%",6.4,6.6,6.6,1.1,12,6.5,1.7,0,0
"Carlos Beltran",1,"OF",3800,"HOU","CLE",4.5,"Bauer",0.321,"0%","R","S",0.343,"2%",0.195,2,"","5","","0%","3%","6%",7.5,6.2,6.2,0.3,12.2,7.6,2,0,0
"Zack Cozart",1,"SS",3800,"CIN","COL",4.51,"Anderson",0.352,"7%","L","R",0.321,"6%",0.185,25,"","2","","0%","1%","0%",13.7,9.9,9.9,3.3,16.4,8,2.1,0,0
"Logan Forsythe",NA,"2B/3B",3800,"LAD","MIA",4.86,"Nicolino",0.342,"5%","L","R",0.349,"7%",0.212,38,"","x","","0%","0%","0%",6,6.6,6.6,0.6,12.6,0,0,0,0
"Justin Smoak",2,"1B",3800,"TOR","@BAL",4.43,"Tillman",0.312,"-2%","R","S",0.31,"2%",0.194,9,"","4","","5%","2%","0%",12.5,8.6,8.6,-0.3,17.5,8.1,2.1,0,0
"Adrian Beltre",NA,"3B",3800,"TEX","@DET",4.14,"Norris",0.325,"1%","L","R",0.408,"11%",0.23,22,"","x","","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Justin Bour",0,"1B",3800,"MIA","@LAD",3.14,"Wood",0.274,"-10%","L","L",0.277,"-10%",0.096,-30,"","x","","0%","0%","0%",11.3,8.1,8.1,-0.6,16.7,0,0,0,0
"Steve Pearce",NA,"OF",3800,"TOR","@BAL",4.43,"Tillman",0.322,"0%","R","R",0.346,"-3%",0.2,-8,"","x","","0%","0%","0%",8.8,5.4,5.4,-3.2,14,0,0,0,0
"Josh Bell",1,"1B",3800,"PIT","PHI",4.68,"Hellickson",0.321,"0%","R","S",0.352,"3%",0.168,3,"","6","","0%","0%","0%",9.6,7.9,7.9,0.5,15.3,7.3,1.9,0,0
"Max Kepler",NA,"OF",3800,"MIN","KC",3.98,"Karns",0.31,"-2%","R","L",0.339,"7%",0.207,13,"","5","","0%","-5%","-2%",5.2,7.5,7.5,1.2,13.7,6.7,1.8,0,0
