Player Name,Likes,Inj,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Christian Walker,,,1B,3200,ARI,SF,3.84,Bumgarner,0.284,-8%,L,R,,3%,,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jhonny Peralta,3,,3B/SS,3100,STL,CHC,3.32,Lester,0.279,-9%,L,R,0.346,3%,0.194,21,4,6,0,0%,-6%,0%,0,0,0,0,0,6,1.9,0,0
Nick Franklin,,,2B/OF,3100,TB,NYY,3.39,Tanaka,0.284,-8%,R,S,0.285,3%,0.167,18,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jeremy Hazelbaker,,,OF,3100,ARI,SF,3.84,Bumgarner,0.229,-20%,L,L,0.245,-8%,0.195,-20,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Albert Almora,,,OF,3100,CHC,@STL,3.68,Martinez,0.263,-12%,R,R,0.314,-1%,0.114,-3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Kelby Tomlinson,,,2B/SS,3100,SF,@ARI,4.66,Greinke,0.273,-10%,R,R,0.306,-3%,0.053,-16,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jon Jay,1,,OF,3000,CHC,@STL,3.68,Martinez,0.332,3%,R,L,0.306,-1%,0.083,5,x,8,-,0%,-5%,0%,0,0,0,0,0,0,0,0,0
Chris Herrmann,,,C/OF,3000,ARI,SF,3.84,Bumgarner,0.229,-20%,L,L,0.274,-7%,0.105,-23,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Chase Headley,1,,3B,3000,NYY,@TB,3.61,Archer,0.295,-5%,R,S,0.308,-2%,0.128,-1,7,7,0,-3%,0%,0%,0,0,0,0,0,6,2,0,0
Matt Adams,,,1B,3000,STL,CHC,3.32,Lester,0.283,-8%,L,L,0.264,-13%,0.143,-21,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Tim Beckham,,,2B/SS,2900,TB,NYY,3.39,Tanaka,0.284,-8%,R,R,0.294,-3%,0.192,1,7,7,0,-4%,0%,0%,0,0,0,0,0,4.9,1.7,0,0
Tyler Austin,,,OF,2900,NYY,@TB,3.61,Archer,0.297,-5%,R,R,0.266,-3%,0.183,4,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Miguel Montero,,,C,2900,CHC,@STL,3.68,Martinez,0.332,3%,R,L,0.321,5%,0.147,10,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Kolten Wong,0,,2B,2900,STL,CHC,3.32,Lester,0.283,-8%,L,L,0.274,-9%,0.08,-32,x,8,-,-1%,-5%,0%,0,0,0,0,0,0,0,0,0
Socrates Brito,,,OF,2900,ARI,SF,3.84,Bumgarner,0.229,-20%,L,L,,-7%,,-22,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Gorkys Hernandez,,,OF,2900,SF,@ARI,4.66,Greinke,0.273,-10%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jeimer Candelario,,,3B,2900,CHC,@STL,3.68,Martinez,0.332,3%,R,S,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Derek Norris,,,C,2800,TB,NYY,3.39,Tanaka,0.284,-8%,R,R,0.285,-9%,0.14,-10,9,9,0,-4%,0%,0%,0,0,0,0,0,4.7,1.7,0,0
Aaron Hicks,,,OF,2800,NYY,@TB,3.61,Archer,0.295,-5%,R,S,0.285,-3%,0.106,-14,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Conor Gillaspie,,,3B,2800,SF,@ARI,4.66,Greinke,0.287,-7%,R,L,0.322,6%,0.15,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Matt Szczur,,,OF,2800,CHC,@STL,3.68,Martinez,0.263,-12%,R,R,0.28,-4%,0.097,-11,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ian Happ,,,2B,2800,CHC,@STL,3.68,Martinez,0.332,3%,R,S,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Harrison Bader,,,OF,2800,STL,CHC,3.32,Lester,0.279,-9%,L,R,,3%,,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Tommy La Stella,,,2B/3B,2700,CHC,@STL,3.68,Martinez,0.332,3%,R,L,0.298,-3%,0.091,-3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jose Martinez,,,1B/OF,2700,STL,CHC,3.32,Lester,0.279,-9%,L,R,,3%,,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Oscar Hernandez,,,C,2600,ARI,SF,3.84,Bumgarner,0.284,-8%,L,R,,3%,,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Greg Garcia,,,3B/SS,2600,STL,CHC,3.32,Lester,0.283,-8%,L,L,0.307,-7%,0.078,-23,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Gleyber Torres,,,SS,2600,NYY,@TB,3.61,Archer,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Chris Iannetta,2,,C,2500,ARI,SF,3.84,Bumgarner,0.284,-8%,L,R,0.355,14%,0.178,25,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Austin Romine,,,C,2500,NYY,@TB,3.61,Archer,0.297,-5%,R,R,0.225,-5%,0.098,-4,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Curt Casali,,,C,2500,TB,NYY,3.39,Tanaka,0.284,-8%,R,R,0.273,-4%,0.171,-2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Trevor Brown,,,C,2500,SF,@ARI,4.66,Greinke,0.273,-10%,R,R,0.288,-2%,0.124,-2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Daniel Descalso,,,2B/SS,2400,ARI,SF,3.84,Bumgarner,0.229,-20%,L,L,0.294,-5%,0.106,-18,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ronald Torreyes,3,,3B/SS,2400,NYY,@TB,3.61,Archer,0.297,-5%,R,R,0.324,0%,0.153,3,9,9,0,-3%,0%,0%,0,0,0,0,0,5.5,2.3,0,0
Carson Kelly,,,C,2400,STL,CHC,3.32,Lester,0.279,-9%,L,R,,3%,,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Daniel Robertson,,,SS,2400,TB,NYY,3.39,Tanaka,0.284,-8%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Nick Ahmed,,,SS,2300,ARI,SF,3.84,Bumgarner,0.284,-8%,L,R,0.297,9%,0.121,10,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Luke Maile,,,C,2300,TB,NYY,3.39,Tanaka,0.284,-8%,R,R,0.227,-6%,0.1,-5,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Eric Fryer,,,C,2300,STL,CHC,3.32,Lester,0.279,-9%,L,R,0.309,3%,0.091,3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jeff Mathis,,,C,2100,ARI,SF,3.84,Bumgarner,0.284,-8%,L,R,0.31,11%,0.159,23,8,8,0,4%,0%,0%,0,0,0,0,0,5.6,2.7,0,0
Eloy Jimenez,,,OF,2100,CHC,@STL,3.68,Martinez,0.263,-12%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
