"Name","Salary","Team","Position","OppTeam","Projections","NA","NA","NA","NA","NA","NA","NA"
"player_id","stat_id","name","team","pos","home_moneyline","away_moneyline","home_total","away_total","opp","order","rpos","fpts"
"17488","547179","Michael Lorenzen","CIN","RP","-200","185","5.64","3.86","CLE","","","0"
"17490","518397","Scott Alexander","KCR","RP","-178","168","4.91","3.59","NYY","","","0"
"17496","545332","Jake Barrett","ARI","RP","-101","-109","4.44","4.56","MIL","","","0"
"17508","608349","Corey Knebel","MIL","RP","-101","-109","4.44","4.56","ARI","","","0"
"17509","594835","Marco Gonzales","STL","SP","-140","130","4.05","3.45","LAD","","","0"
"17515","594986","Kyle Ryan","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"17525","595918","A.J. Cole","WAS","SP","-143","133","5.16","4.34","SEA","","","0"
"17531","608672","Micah Johnson","ATL","2B","110","-120","4.34","4.66","PIT","","","0"
"17532","571882","Derek Law","SFG","RP","-111","101","0","0","CHC","","","0"
"17540","592178","Kris Bryant","CHC","3B","-111","101","0","0","SFG","3B","3B","0"
"17541","502179","Paolo Espino","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"17542","596112","Robert Stephenson","CIN","SP","-200","185","5.64","3.86","CLE","","","0"
"17543","571841","Ty Kelly","PHI","3B/OF","106","-116","4.14","4.36","COL","8B","X","0"
"17549","605452","Joseph Ross","WAS","SP","-143","133","5.16","4.34","SEA","","","0"
"17552","572863","Dustin Garneau","COL","C","106","-116","4.14","4.36","PHI","","","0"
"17556","592422","Jason Hursh","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"17572","642156","Stuart Turner","CIN","C","-200","185","5.64","3.86","CLE","","","0"
"17574","593528","Jorge Bonifacio","KCR","OF","-178","168","4.91","3.59","NYY","6B","X","0"
"17578","608596","Tom Murphy","COL","C","106","-116","4.14","4.36","PHI","","","0"
"17584","592341","David Goforth","MIL","RP","-101","-109","4.44","4.56","ARI","","","0"
"17593","571718","Brian Goodwin","WAS","OF","-143","133","5.16","4.34","SEA","","","0"
"17594","519301","Sammy Solis","WAS","RP","-143","133","5.16","4.34","SEA","","","0"
"17596","571927","Steven Matz","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"17609","605480","Mallex Smith","TBR","OF","-128","118","4.48","4.02","LAA","","","0"
"17610","605538","Matt Wisler","ATL","SP","110","-120","4.34","4.66","PIT","","","0"
"17612","633831","Armando Rivero","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"17619","623184","Scott Oberg","COL","RP","106","-116","4.14","4.36","PHI","","","0"
"17627","592789","Noah Syndergaard","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"17630","592351","Jon Gray","COL","SP","106","-116","4.14","4.36","PHI","","","0"
"17640","548357","Christian Bergman","SEA","SP","-143","133","5.16","4.34","WAS","","","0"
"17641","572750","Eddie Butler","CHC","SP","-111","101","0","0","SFG","9B","P","0"
"17652","594798","Jacob deGrom","NYM","SP","-210","194","4.51","2.99","SDP","9B","P","0"
"17664","642162","Patrick Valaika","COL","SS","106","-116","4.14","4.36","PHI","","","0"
"17689","547004","Rio Ruiz","ATL","3B","110","-120","4.34","4.66","PIT","7B","3B","0"
"17691","607259","Nick Martinez","TEX","SP","-184","174","5.24","3.76","BOS","","","0"
"17693","444482","David Peralta","ARI","OF","-101","-109","4.44","4.56","MIL","2B","RF","0"
"17697","623182","Patrick Kivlehan","CIN","OF","-200","185","5.64","3.86","CLE","","","0"
"17712","543068","C.J. Cron","LAA","1B","-128","118","4.48","4.02","TBR","","","0"
"17716","641941","Emilio Pagan","SEA","RP","-143","133","5.16","4.34","WAS","","","0"
"17721","592135","Cam Bedrosian","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"17735","608701","Robert Refsnyder","NYY","1B/2B","-178","168","4.91","3.59","KCR","","","0"
"17736","624586","James Hoyt","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"17740","596115","Trevor Story","COL","SS","106","-116","4.14","4.36","PHI","7B","X","0"
"17745","572021","James Pazos","SEA","RP","-143","133","5.16","4.34","WAS","","","0"
"17767","593523","Marco Hernandez","BOS","3B/SS","-184","174","5.24","3.76","TEX","","","0"
"17768","628711","Julio Urias","LAD","SP","-140","130","4.05","3.45","STL","","","0"
"17769","608385","Jesse Winker","CIN","OF","-200","185","5.64","3.86","CLE","","","0"
"17779","605509","Kelby Tomlinson","SFG","2B/SS","-111","101","0","0","CHC","","","0"
"17781","608061","T.J. Rivera","NYM","1B/3B","-210","194","4.51","2.99","SDP","","","0"
"17802","650490","Yandy Diaz","CLE","3B/OF","-200","185","5.64","3.86","CIN","","","0"
"17813","605309","Keone Kela","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"17824","542888","Shawn Armstrong","CLE","RP","-200","185","5.64","3.86","CIN","","","0"
"17831","622441","Rafael Bautista","WAS","OF","-143","133","5.16","4.34","SEA","","","0"
"17844","649557","Aledmys Diaz","STL","SS","-140","130","4.05","3.45","LAD","6B","X","0"
"17846","609275","Raul Mondesi","KCR","2B","-178","168","4.91","3.59","NYY","","","0"
"17850","607471","Chris Bostick","PIT","2B","110","-120","4.34","4.66","ATL","","","0"
"17857","592669","Hunter Renfroe","SDP","OF","-210","194","4.51","2.99","NYM","5B","RF","0"
"17858","500765","Dayan Diaz","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"17869","624428","Adam Frazier","PIT","2B/OF","110","-120","4.34","4.66","ATL","1B","X","0"
"17878","621311","David Dahl","COL","OF","106","-116","4.14","4.36","PHI","","","0"
"17884","606192","Teoscar Hernandez","HOU","OF","-119","109","4.65","4.35","DET","","","0"
"17905","543901","Ryan Weber","SEA","RP","-143","133","5.16","4.34","WAS","","","0"
"17919","622110","Matt Duffy","TBR","2B/3B","-128","118","4.48","4.02","LAA","","","0"
"17924","571446","Mark Appel","PHI","SP","106","-116","4.14","4.36","COL","","","0"
"17933","622534","Manuel Margot","SDP","OF","-210","194","4.51","2.99","NYM","1B","CF","0"
"17941","571670","Dylan Floro","CHC","RP","-111","101","0","0","SFG","","","0"
"17949","542609","Enrique Burgos","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"17988","455759","Chris Young","BOS","OF","-184","174","5.24","3.76","TEX","","","0"
"18007","571771","Enrique Hernandez","LAD","OF/SS","-140","130","4.05","3.45","STL","","","0"
"18008","571437","Aaron Altherr","PHI","OF","106","-116","4.14","4.36","COL","3B","X","0"
"18011","571704","Ken Giles","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"18014","598265","Jackie Bradley","BOS","OF","-184","174","5.24","3.76","TEX","7B","CF","0"
"18015","518927","Thomas Layne","NYY","RP","-178","168","4.91","3.59","KCR","","","0"
"18016","600303","Tommy La Stella","CHC","2B/3B","-111","101","0","0","SFG","","","0"
"18017","451192","Jim Adduci","DET","OF","-119","109","4.65","4.35","HOU","","","0"
"18018","519306","Steve Souza","TBR","OF","-128","118","4.48","4.02","LAA","7B","RF","0"
"18019","543548","Tommy Milone","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"18021","571656","George Farmer","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"18022","592222","Alexander Claudio","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"18023","543726","Robert Ross Jr.","BOS","RP","-184","174","5.24","3.76","TEX","","","0"
"18026","573127","Zachary Rosscup","CHC","RP","-111","101","0","0","SFG","","","0"
"18405","607387","Ryan Rua","TEX","1B/OF","-184","174","5.24","3.76","BOS","7B","X","0"
"18406","605253","Terrance Gore","KCR","OF","-178","168","4.91","3.59","NYY","","","0"
"18408","516714","Dario Alvarez","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"18409","596057","Daniel Norris","DET","SP","-119","109","4.65","4.35","HOU","","","0"
"18447","545064","Jairo Diaz","COL","RP","106","-116","4.14","4.36","PHI","","","0"
"18448","598264","Matthew Barnes","BOS","RP","-184","174","5.24","3.76","TEX","","","0"
"18790","592261","Delino DeShields","TEX","OF","-184","174","5.24","3.76","BOS","1B","X","0"
"18816","630111","Yasmany Tomas","ARI","OF","-101","-109","4.44","4.56","MIL","5B","LF","0"
"18851","594694","Wilmer Difo","WAS","SS","-143","133","5.16","4.34","SEA","","","0"
"18861","593140","Michael Feliz","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"18862","621121","Lance McCullers","HOU","SP","-119","109","4.65","4.35","DET","","","0"
"18863","628452","Raisel Iglesias","CIN","SP","-200","185","5.64","3.86","CLE","","","0"
"18867","594840","Matt Grace","WAS","RP","-143","133","5.16","4.34","SEA","","","0"
"18869","621281","Tyler Wagner","TEX","SP","-184","174","5.24","3.76","BOS","","","0"
"18870","572788","Tyler Cravy","MIL","RP","-101","-109","4.44","4.56","ARI","","","0"
"18877","592826","Vincent Velasquez","PHI","SP","106","-116","4.14","4.36","COL","9B","P","0"
"18878","542882","Matt Andriese","TBR","SP","-128","118","4.48","4.02","LAA","","","0"
"18879","448855","Junior Guerra","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"18884","656941","Kyle Schwarber","CHC","OF","-111","101","0","0","SFG","2B","LF","0"
"18888","514981","Diego Moreno","TBR","RP","-128","118","4.48","4.02","LAA","","","0"
"18952","571510","Matt Boyd","DET","SP","-119","109","4.65","4.35","HOU","","","0"
"21537","0","Abel De Los Santos","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"21538","605400","Aaron Nola","PHI","SP","106","-116","4.14","4.36","COL","","","0"
"21539","643327","Zachary Godley","ARI","SP","-101","-109","4.44","4.56","MIL","","","0"
"21540","624424","Michael Conforto","NYM","OF","-210","194","4.51","2.99","SDP","1B","LF","0"
"21546","622663","Luis Severino","NYY","SP","-178","168","4.91","3.59","KCR","","","0"
"21548","592426","Luke Jackson","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"21824","607208","Trea Turner","WAS","SS","-143","133","5.16","4.34","SEA","1B","X","0"
"22651","611093","Silvino Bracho","ARI","RP","-101","-109","4.44","4.56","MIL","","","0"
"22658","605483","Blake Snell","TBR","SP","-128","118","4.48","4.02","LAA","","","0"
"22660","602083","Miguel Almonte","KCR","RP","-178","168","4.91","3.59","NYY","","","0"
"22662","553869","Elias Diaz","PIT","C","110","-120","4.34","4.66","ATL","","","0"
"22664","605200","Zach Davies","MIL","SP","-101","-109","4.44","4.56","ARI","9B","P","0"
"29044","598284","Peter O'Brien","CIN","OF","-200","185","5.64","3.86","CLE","","","0"
"29050","623143","Trevor Brown","SFG","C","-111","101","0","0","CHC","","","0"
"31644","605347","Jorge Lopez","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"31646","542432","Jose Ramirez","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"34419","570666","Luis Cessa","NYY","RP","-178","168","4.91","3.59","KCR","","","0"
"34420","519294","Josh Smoker","NYM","RP","-210","194","4.51","2.99","SDP","","","0"
"34422","621471","Boog Powell","SEA","OF","-143","133","5.16","4.34","WAS","","","0"
"34428","607237","Amir Garrett","CIN","SP","-200","185","5.64","3.86","CLE","","","0"
"34435","570257","Joely Rodriguez","PHI","RP","106","-116","4.14","4.36","COL","","","0"
"34437","606291","Mauricio Cabrera","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"34644","622092","Kyle Zimmer","KCR","SP","-178","168","4.91","3.59","NYY","","","0"
"34646","605182","Michael Clevinger","CLE","SP","-200","185","5.64","3.86","CIN","","","0"
"34649","605242","Michael Fulmer","DET","SP","-119","109","4.65","4.35","HOU","","","0"
"34659","628338","Guillermo Heredia","SEA","OF","-143","133","5.16","4.34","WAS","2B","X","0"
"34663","501817","Tony Barnette","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"34664","600917","Jose Leclerc","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"34665","622795","Yohander Mendez","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"34670","594311","Jandel Gustave","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"34672","605397","Joseph Musgrove","HOU","SP","-119","109","4.65","4.35","DET","","","0"
"34674","606959","William Davis","CIN","SP","-200","185","5.64","3.86","CLE","","","0"
"34677","607219","Salvatore Romano","CIN","SP","-200","185","5.64","3.86","CLE","","","0"
"34678","621559","Maxwell Moroff","PIT","2B","110","-120","4.34","4.66","ATL","","","0"
"34679","607192","Tyler Glasnow","PIT","SP","110","-120","4.34","4.66","ATL","","","0"
"34682","575929","Willson Contreras","CHC","C","-111","101","0","0","SFG","7B","C","0"
"34684","572955","Pierce Johnson","CHC","SP","-111","101","0","0","SFG","","","0"
"34685","621199","Matthew Bowman","STL","RP","-140","130","4.05","3.45","LAD","","","0"
"34687","493200","Seung-Hwan Oh","STL","RP","-140","130","4.05","3.45","LAD","","","0"
"34689","606930","Jacob Barnes","MIL","RP","-101","-109","4.44","4.56","ARI","","","0"
"34693","628317","Kenta Maeda","LAD","SP","-140","130","4.05","3.45","STL","9B","P","0"
"34696","621389","Tyson Blach","SFG","SP","-111","101","0","0","CHC","","","0"
"34701","595345","Steven Okert","SFG","RP","-111","101","0","0","CHC","","","0"
"34704","606132","Raimel Tapia","COL","OF","106","-116","4.14","4.36","PHI","","","0"
"34705","608032","Carlos Estevez","COL","RP","106","-116","4.14","4.36","PHI","","","0"
"34706","608566","German Marquez","COL","SP","106","-116","4.14","4.36","PHI","","","0"
"34707","622608","Antonio Senzatela","COL","SP","106","-116","4.14","4.36","PHI","","","0"
"34715","591693","Edubray Ramos","PHI","RP","106","-116","4.14","4.36","COL","","","0"
"34716","621385","Daniel Stumpf","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"34717","607229","Robert Gsellman","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"34718","607625","Seth Lugo","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"34719","592169","Austin Brice","CIN","RP","-200","185","5.64","3.86","CLE","","","0"
"34720","605222","Jacob Esch","SDP","SP","-210","194","4.51","2.99","NYM","","","0"
"34722","607231","John Gant","STL","SP","-140","130","4.05","3.45","LAD","","","0"
"35008","571035","William Cuevas","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"35016","594760","Aaron Blair","ATL","SP","110","-120","4.34","4.66","PIT","","","0"
"35034","657205","Zac Curtis","SEA","RP","-143","133","5.16","4.34","WAS","","","0"
"35036","534947","Tim Adleman","CIN","SP","-200","185","5.64","3.86","CLE","","","0"
"35047","599683","Warwick Saupold","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"35048","643338","Chad Green","NYY","SP","-178","168","4.91","3.59","KCR","","","0"
"35050","643393","Anthony Kemp","HOU","2B/OF","-119","109","4.65","4.35","DET","","","0"
"35063","642229","Daniel Wright","LAA","SP","-128","118","4.48","4.02","TBR","","","0"
"35064","572208","Ashur  Tolliver","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"35065","623439","Ryan Garton","TBR","RP","-128","118","4.48","4.02","LAA","","","0"
"35073","621242","Edwin Diaz","SEA","RP","-143","133","5.16","4.34","WAS","","","0"
"35145","621107","Zach Eflin","PHI","SP","106","-116","4.14","4.36","COL","","","0"
"35167","642003","Cody Reed","CIN","SP","-200","185","5.64","3.86","CLE","","","0"
"35235","592614","Dillon Overton","SEA","SP","-143","133","5.16","4.34","WAS","","","0"
"35238","641771","Chad Kuhl","PIT","SP","110","-120","4.34","4.66","ATL","","","0"
"35248","592779","Brock Stewart","LAD","SP","-140","130","4.05","3.45","STL","","","0"
"35251","664641","Ariel Miranda","SEA","SP","-143","133","5.16","4.34","WAS","9B","P","0"
"35256","572044","Brooks Pounders","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"35260","592808","Andrew Toles","LAD","OF","-140","130","4.05","3.45","STL","","","0"
"35329","640463","Braden Shipley","ARI","SP","-101","-109","4.44","4.56","MIL","","","0"
"35330","608324","Alex Bregman","HOU","3B","-119","109","4.65","4.35","DET","8B","X","0"
"35356","643217","Andrew Benintendi","BOS","OF","-184","174","5.24","3.76","TEX","4B","LF","0"
"35357","493329","Yulieski Gurriel","HOU","1B","-119","109","4.65","4.35","DET","7B","X","0"
"35359","606983","Koda Glover","WAS","RP","-143","133","5.16","4.34","SEA","","","0"
"35360","547007","Robert Whalen","SEA","SP","-143","133","5.16","4.34","WAS","","","0"
"35362","622097","Jake Thompson","PHI","SP","106","-116","4.14","4.36","COL","","","0"
"35410","621052","Alex Reyes","STL","SP","-140","130","4.05","3.45","LAD","","","0"
"35644","596133","Luke Weaver","STL","SP","-140","130","4.05","3.45","LAD","","","0"
"35646","592450","Aaron Judge","NYY","OF","-178","168","4.91","3.59","KCR","5B","X","0"
"35650","621020","Dansby Swanson","ATL","SS","110","-120","4.34","4.66","PIT","8B","SS","0"
"35652","608718","Brent Suter","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"35694","656546","Jeff Hoffman","COL","SP","106","-116","4.14","4.36","PHI","","","0"
"35695","570240","Felix Pena","CHC","RP","-111","101","0","0","SFG","","","0"
"35696","642239","Robert Zastryzny","CHC","RP","-111","101","0","0","SFG","","","0"
"35699","506924","Stephen Cardullo","COL","OF","106","-116","4.14","4.36","PHI","","","0"
"35703","592444","JaCoby Jones","DET","OF","-119","109","4.65","4.35","HOU","","","0"
"35708","656547","Jonathan Holder","NYY","RP","-178","168","4.91","3.59","KCR","","","0"
"35710","593974","Wandy Peralta","CIN","RP","-200","185","5.64","3.86","CLE","","","0"
"35711","592254","Jose De Leon","TBR","SP","-128","118","4.48","4.02","LAA","","","0"
"35715","592866","Trevor Williams","PIT","RP","110","-120","4.34","4.66","ATL","","","0"
"35721","641319","Carlos Asuaje","SDP","SS","-210","194","4.51","2.99","NYM","","","0"
"36122","554374","Ariel Hernandez","CIN","RP","-200","185","5.64","3.86","CLE","","","0"
"36128","591741","Jose Osuna","PIT","OF","110","-120","4.34","4.66","ATL","","","0"
"36129","596720","Dovydas Neverauskas","PIT","RP","110","-120","4.34","4.66","ATL","","","0"
"36149","640447","Phillip Ervin","CIN","OF","-200","185","5.64","3.86","CLE","","","0"
"36154","623352","Josh Hader","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"36157","641438","Shane Carle","COL","RP","106","-116","4.14","4.36","PHI","","","0"
"36165","542403","Marcos Molina","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"36167","622666","Johan Camargo","ATL","2B/SS","110","-120","4.34","4.66","PIT","","","0"
"36168","608331","Max Fried","ATL","SP","110","-120","4.34","4.66","PIT","","","0"
"36172","608723","Austin Voth","WAS","SP","-143","133","5.16","4.34","SEA","","","0"
"36177","621002","Daniel Robertson","TBR","3B/SS","-128","118","4.48","4.02","LAA","9B","2B","0"
"36178","621237","Jose Alvarado","TBR","RP","-128","118","4.48","4.02","LAA","","","0"
"36179","629496","Chih-Wei Hu","TBR","SP","-128","118","4.48","4.02","LAA","","","0"
"36180","643493","Austin Pruitt","TBR","SP","-128","118","4.48","4.02","LAA","","","0"
"36182","592773","Ryne Stanek","TBR","RP","-128","118","4.48","4.02","LAA","","","0"
"36189","606149","Giovanny Gallegos","NYY","RP","-178","168","4.91","3.59","KCR","","","0"
"36195","596001","Jakob Junis","KCR","SP","-178","168","4.91","3.59","NYY","","","0"
"36206","641871","Keynan Middleton","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"36213","642423","Magneuris Sierra","STL","OF","-140","130","4.05","3.45","LAD","","","0"
"36216","608328","Chase De Jong","SEA","SP","-143","133","5.16","4.34","WAS","","","0"
"36224","606625","Reyes Moronta","SFG","RP","-111","101","0","0","CHC","","","0"
"36229","595284","Andrew Knapp","PHI","C","106","-116","4.14","4.36","COL","","","0"
"36234","601713","Nicholas Pivetta","PHI","SP","106","-116","4.14","4.36","COL","","","0"
"36244","592120","Barrett Astin","CIN","RP","-200","185","5.64","3.86","CLE","","","0"
"36268","642707","Allen Cordoba","SDP","OF/SS","-210","194","4.51","2.99","NYM","","","0"
"36269","622766","Miguel Diaz","SDP","RP","-210","194","4.51","2.99","NYM","","","0"
"36502","623993","Anthony Santander","ARI","OF","-101","-109","4.44","4.56","MIL","","","0"
"36503","620443","Luis Torrens","SDP","C","-210","194","4.51","2.99","NYM","","","0"
"36591","595426","Brock Stassi","PHI","1B/OF","106","-116","4.14","4.36","COL","","","0"
"36592","607536","Kyle Freeland","COL","SP","106","-116","4.14","4.36","PHI","","","0"
"36601","596271","Casey Lawrence","SEA","SP","-143","133","5.16","4.34","WAS","","","0"
"36602","623149","Paul Sewald","NYM","RP","-210","194","4.51","2.99","SDP","","","0"
"36605","641729","Joe Jimenez","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"36606","656756","Jordan Montgomery","NYY","SP","-178","168","4.91","3.59","KCR","","","0"
"36612","598271","Brian Johnson","BOS","SP","-184","174","5.24","3.76","TEX","","","0"
"36614","643410","Mark Leiter Jr.","PHI","RP","106","-116","4.14","4.36","COL","","","0"
"36622","624414","Christian Arroyo","SFG","3B/SS","-111","101","0","0","CHC","7B","X","0"
"36727","641355","Cody Bellinger","LAD","1B/OF","-140","130","4.05","3.45","STL","4B","X","0"
"36728","657524","John Bormann","PIT","C","110","-120","4.34","4.66","ATL","","","0"
"36761","543208","Sam Gaviglio","SEA","RP","-143","133","5.16","4.34","WAS","","","0"
"36762","664023","Ian Happ","CHC","2B","-111","101","0","0","SFG","5B","CF","0"
"36763","605548","Bradley Zimmer","CLE","OF","-200","185","5.64","3.86","CIN","7B","X","0"
"36765","584171","Hector Velazquez","BOS","SP","-184","174","5.24","3.76","TEX","","","0"
"36767","543357","Jordan Jankowski","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"36768","607752","Sam Travis","BOS","1B","-184","174","5.24","3.76","TEX","","","0"
"36769","659275","Dinelson Lamet","SDP","SP","-210","194","4.51","2.99","NYM","9B","P","0"
