Actual,FirstName,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
2.8,Jermaine,Sea@TB 04:05PM ET,7809863,Kearse,Jermaine Kearse,Jermaine Kearse (7809863),TB,WR,8.26,9.9,3.0,0.167192429022,3000,SEA,10.0,0.0
0.0,Cecil,Sea@TB 04:05PM ET,7809865,Shorts III,Cecil Shorts III,Cecil Shorts III (7809865),SEA,WR,0.0,0.0,0.0,0.0,3000,TB,0.0,0.0
2.7,Paul,Sea@TB 04:05PM ET,7809866,Richardson,Paul Richardson,Paul Richardson (7809866),TB,WR,4.54,4.9,5.0,0.0694006309148,3000,SEA,0.0,0.0
0.0,Freddie,Sea@TB 04:05PM ET,7809867,Martino,Freddie Martino,Freddie Martino (7809867),SEA,WR,0.0,0.0,13.0,0.0101265822785,3000,TB,0.0,0.0
0.0,Tanner,Sea@TB 04:05PM ET,7809870,McEvoy,Tanner McEvoy,Tanner McEvoy (7809870),TB,WR,0.0,0.0,9.0,0.00946372239748,3000,SEA,0.0,0.0
3.4,Mike,Car@Oak 04:25PM ET,7809740,Tolbert,Mike Tolbert,Mike Tolbert (7809740),OAK,RB,0.0,2.0,9.0,0.0244565217391,3000,CAR,0.0,0.0
1.4,Fozzy,Car@Oak 04:25PM ET,7809742,Whittaker,Fozzy Whittaker,Fozzy Whittaker (7809742),OAK,RB,5.8,3.8,6.0,0.0788043478261,3000,CAR,0.0,0.0
2.5,Taiwan,Car@Oak 04:25PM ET,7809743,Jones,Taiwan Jones,Taiwan Jones (7809743),CAR,RB,0.0,0.0,12.0,0.00492610837438,3000,OAK,0.0,0.0
1.8,Jamize,Car@Oak 04:25PM ET,7809745,Olawale,Jamize Olawale,Jamize Olawale (7809745),CAR,RB,8.42,1.3,9.0,0.0221674876847,3000,OAK,0.0,0.0
0.0,Brenton,Car@Oak 04:25PM ET,7809874,Bersin,Brenton Bersin,Brenton Bersin (7809874),OAK,WR,0.0,0.0,10.0,0.00271739130435,3000,CAR,0.0,0.0
0.0,Andre,Car@Oak 04:25PM ET,7809875,Holmes,Andre Holmes,Andre Holmes (7809875),CAR,WR,2.99,4.7,8.0,0.0369458128079,3000,OAK,0.0,0.0
0.0,Corey,Car@Oak 04:25PM ET,7809876,Brown,Corey Brown,Corey Brown (7809876),OAK,WR,0.0,4.6,5.0,0.10597826087,3000,CAR,0.0,0.0
14.1,Seth,Car@Oak 04:25PM ET,7809880,Roberts,Seth Roberts,Seth Roberts (7809880),CAR,WR,7.96,7.5,3.0,0.130541871921,3000,OAK,0.0,0.0
4.0,Johnny,Car@Oak 04:25PM ET,7809881,Holton,Johnny Holton,Johnny Holton (7809881),CAR,WR,0.0,0.0,12.0,0.00492610837438,3000,OAK,0.0,0.0
0.0,Anthony,KC@Den 08:30PM ET,7809749,Sherman,Anthony Sherman,Anthony Sherman (7809749),DEN,RB,0.0,0.0,11.0,0.0111111111111,3000,KC,0.0,0.0
0.6,Knile,KC@Den 08:30PM ET,7809750,Davis,Knile Davis,Knile Davis (7809750),DEN,RB,0.0,0.0,11.0,0.0111111111111,3000,KC,0.0,0.0
0.0,Juwan,KC@Den 08:30PM ET,7809752,Thompson,Juwan Thompson,Juwan Thompson (7809752),KC,RB,0.0,1.2,0.0,0.0,3000,DEN,0.0,0.0
0.0,Bishop,KC@Den 08:30PM ET,7809754,Sankey,Bishop Sankey,Bishop Sankey (7809754),DEN,RB,0.0,0.0,0.0,0.0,3000,KC,0.0,0.0
0.9,Andy,KC@Den 08:30PM ET,7809755,Janovich,Andy Janovich,Andy Janovich (7809755),KC,RB,0.0,0.0,9.0,0.0172413793103,3000,DEN,0.0,0.0
-1.0,Jordan,KC@Den 08:30PM ET,7809882,Norwood,Jordan Norwood,Jordan Norwood (7809882),KC,WR,3.55,4.9,3.0,0.0862068965517,3000,DEN,0.0,0.0
14.6,Bennie,KC@Den 08:30PM ET,7809886,Fowler,Bennie Fowler,Bennie Fowler (7809886),KC,WR,2.93,0.0,7.0,0.0459770114943,3000,DEN,0.0,0.0
7.6,Jordan,KC@Den 08:30PM ET,7809887,Taylor,Jordan Taylor,Jordan Taylor (7809887),KC,WR,0.0,2.1,8.0,0.0316091954023,3000,DEN,0.0,0.0
1.4,De'Anthony,KC@Den 08:30PM ET,7809890,Thomas,De'Anthony Thomas,De'Anthony Thomas (7809890),DEN,WR,0.0,0.0,10.0,0.0138888888889,3000,KC,0.0,0.0
0.0,Cody,KC@Den 08:30PM ET,7809891,Latimer,Cody Latimer,Cody Latimer (7809891),KC,WR,0.0,0.0,10.0,0.014367816092,3000,DEN,0.0,0.0
0.0,Demarcus,KC@Den 08:30PM ET,7809892,Robinson,Demarcus Robinson,Demarcus Robinson (7809892),DEN,WR,0.0,0.0,0.0,0.0,3000,KC,0.0,0.0
0.0,C.J.,NE@NYJ 04:25PM ET,7809759,Spiller,C.J. Spiller,C.J. Spiller (7809759),NE,RB,0.0,0.0,11.0,0.00286532951289,3000,NYJ,0.0,0.0
1.5,James,NE@NYJ 04:25PM ET,7809760,Develin,James Develin,James Develin (7809760),NYJ,RB,0.0,0.0,0.0,0.0,3000,NE,0.0,0.0
0.0,Brandon,NE@NYJ 04:25PM ET,7809763,Bolden,Brandon Bolden,Brandon Bolden (7809763),NYJ,RB,0.0,0.0,10.0,0.0116279069767,3000,NE,0.0,0.0
0.0,D.J.,NE@NYJ 04:25PM ET,7809766,Foster,D.J. Foster,D.J. Foster (7809766),NYJ,RB,0.0,0.0,11.0,0.00581395348837,3000,NE,0.0,0.0
0.0,Matthew,NE@NYJ 04:25PM ET,7809895,Slater,Matthew Slater,Matthew Slater (7809895),NYJ,WR,0.0,0.0,12.0,0.00290697674419,3000,NE,0.0,0.0
0.0,Charone,NE@NYJ 04:25PM ET,7809900,Peake,Charone Peake,Charone Peake (7809900),NE,WR,2.22,2.0,7.0,0.054441260745,3000,NYJ,0.0,0.0
0.0,Devin,NE@NYJ 04:25PM ET,7809901,Smith,Devin Smith,Devin Smith (7809901),NE,WR,0.0,0.0,0.0,0.0,3000,NYJ,0.0,0.0
21.2,Malcolm,NE@NYJ 04:25PM ET,7809902,Mitchell,Malcolm Mitchell,Malcolm Mitchell (7809902),NYJ,WR,4.92,1.3,7.0,0.0552325581395,3000,NE,0.0,1.0
4.4,Robby,NE@NYJ 04:25PM ET,7809903,Anderson,Robby Anderson,Robby Anderson (7809903),NE,WR,6.71,8.0,4.0,0.106017191977,3000,NYJ,0.0,0.0
2.6,Jalin,NE@NYJ 04:25PM ET,7809904,Marshall,Jalin Marshall,Jalin Marshall (7809904),NE,WR,4.94,4.2,8.0,0.0487106017192,3000,NYJ,0.0,0.0
10.0,Hunter,SD@Hou 01:00PM ET,7809967,Henry,Hunter Henry,Hunter Henry (7809967),HOU,TE,5.92,4.9,6.0,0.0938337801609,2900,SD,0.0,0.0
0.0,Jacob,Ari@Atl 01:00PM ET,7809931,Tamme,Jacob Tamme,Jacob Tamme (7809931),ARI,TE,0.0,0.0,4.0,0.0852272727273,2800,ATL,0.0,0.0
2.8,Austin,Ari@Atl 01:00PM ET,7809937,Hooper,Austin Hooper,Austin Hooper (7809937),ARI,TE,7.27,6.1,7.0,0.0596590909091,2800,ATL,0.0,0.0
3.7,Charles,Jax@Buf 01:00PM ET,7809916,Clay,Charles Clay,Charles Clay (7809916),JAX,TE,8.12,7.7,2.0,0.188741721854,2700,BUF,4.0,0.0
8.9,Garrett,SF@Mia 01:00PM ET,7809953,Celek,Garrett Celek,Garrett Celek (7809953),MIA,TE,5.27,4.0,4.0,0.103225806452,2600,SF,0.0,0.0
0.0,Virgil,KC@Den 08:30PM ET,7809983,Green,Virgil Green,Virgil Green (7809983),KC,TE,7.15,5.4,4.0,0.0804597701149,2600,DEN,0.0,0.0
0.0,Anthony,Ten@Chi 01:00PM ET,7809905,Fasano,Anthony Fasano,Anthony Fasano (7809905),CHI,TE,2.0,0.0,7.0,0.0326975476839,2500,TEN,0.0,0.0
0.0,Logan,Ten@Chi 01:00PM ET,7809908,Paulsen,Logan Paulsen,Logan Paulsen (7809908),TEN,TE,6.76,4.8,9.0,0.0224089635854,2500,CHI,0.0,0.0
0.0,Patrick,Ten@Chi 01:00PM ET,7809909,Scales,Patrick Scales,Patrick Scales (7809909),TEN,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0,0.0
0.0,Beau,Ten@Chi 01:00PM ET,7809910,Brinkley,Beau Brinkley,Beau Brinkley (7809910),CHI,TE,0.0,0.0,0.0,0.0,2500,TEN,0.0,0.0
11.4,Daniel,Ten@Chi 01:00PM ET,7809911,Brown,Daniel Brown,Daniel Brown (7809911),TEN,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0,0.0
0.0,Jace,Ten@Chi 01:00PM ET,7809912,Amaro,Jace Amaro,Jace Amaro (7809912),CHI,TE,0.0,0.0,11.0,0.0108991825613,2500,TEN,0.0,0.0
0.0,Phillip,Ten@Chi 01:00PM ET,7809913,Supernaw,Phillip Supernaw,Phillip Supernaw (7809913),CHI,TE,0.0,0.0,10.0,0.016348773842,2500,TEN,0.0,0.0
2.4,Ben,Ten@Chi 01:00PM ET,7809914,Braunecker,Ben Braunecker,Ben Braunecker (7809914),TEN,TE,0.0,4.0,13.0,0.00280112044818,2500,CHI,0.0,0.0
0.0,Marcedes,Jax@Buf 01:00PM ET,7809915,Lewis,Marcedes Lewis,Marcedes Lewis (7809915),BUF,TE,0.0,0.0,6.0,0.0702576112412,2500,JAX,0.0,0.0
0.0,Gerald,Jax@Buf 01:00PM ET,7809917,Christian,Gerald Christian,Gerald Christian (7809917),JAX,TE,0.0,0.0,0.0,0.0,2500,BUF,0.0,0.0
3.6,Neal,Jax@Buf 01:00PM ET,7809919,Sterling,Neal Sterling,Neal Sterling (7809919),BUF,TE,0.0,0.0,13.0,0.00468384074941,2500,JAX,0.0,0.0
0.0,Nick,Jax@Buf 01:00PM ET,7809920,O'Leary,Nick O'Leary,Nick O'Leary (7809920),JAX,TE,2.4,1.4,10.0,0.0264900662252,2500,BUF,0.0,0.0
4.3,Ben,Jax@Buf 01:00PM ET,7809921,Koyack,Ben Koyack,Ben Koyack (7809921),BUF,TE,4.44,3.4,8.0,0.0210772833724,2500,JAX,0.0,0.0
0.0,Clark,Cin@Bal 01:00PM ET,7809922,Harris,Clark Harris,Clark Harris (7809922),BAL,TE,0.0,0.0,0.0,0.0,2500,CIN,0.0,0.0
1.5,Ryan,Cin@Bal 01:00PM ET,7809924,Hewitt,Ryan Hewitt,Ryan Hewitt (7809924),BAL,TE,0.0,0.0,0.0,0.0,2500,CIN,0.0,0.0
0.0,Crockett,Cin@Bal 01:00PM ET,7809926,Gillmore,Crockett Gillmore,Crockett Gillmore (7809926),CIN,TE,0.0,3.3,8.0,0.0335731414868,2500,BAL,0.0,0.0
0.0,Tyler,Cin@Bal 01:00PM ET,7809927,Kroft,Tyler Kroft,Tyler Kroft (7809927),BAL,TE,3.84,1.4,8.0,0.0299727520436,2500,CIN,0.0,0.0
0.0,C.J.,Cin@Bal 01:00PM ET,7809928,Uzomah,C.J. Uzomah,C.J. Uzomah (7809928),BAL,TE,0.0,0.0,5.0,0.0790190735695,2500,CIN,0.0,0.0
3.4,Darren,Cin@Bal 01:00PM ET,7809929,Waller,Darren Waller,Darren Waller (7809929),CIN,TE,0.0,0.0,12.0,0.0119904076739,2500,BAL,0.0,0.0
0.0,Nick,Cin@Bal 01:00PM ET,7809930,Boyle,Nick Boyle,Nick Boyle (7809930),CIN,TE,0.0,0.0,0.0,0.0,2500,BAL,0.0,0.0
0.0,Darren,Ari@Atl 01:00PM ET,7809932,Fells,Darren Fells,Darren Fells (7809932),ATL,TE,2.88,1.7,8.0,0.0354609929078,2500,ARI,0.0,0.0
14.5,Jermaine,Ari@Atl 01:00PM ET,7809933,Gresham,Jermaine Gresham,Jermaine Gresham (7809933),ATL,TE,4.44,5.3,6.0,0.063829787234,2500,ARI,0.0,0.0
2.8,Levine,Ari@Atl 01:00PM ET,7809934,Toilolo,Levine Toilolo,Levine Toilolo (7809934),ARI,TE,5.72,1.6,10.0,0.0340909090909,2500,ATL,0.0,0.0
0.0,Joshua,Ari@Atl 01:00PM ET,7809935,Perkins,Joshua Perkins,Joshua Perkins (7809935),ARI,TE,0.0,0.0,0.0,0.0,2500,ATL,0.0,0.0
0.0,Hakeem,Ari@Atl 01:00PM ET,7809936,Valles,Hakeem Valles,Hakeem Valles (7809936),ATL,TE,0.0,0.0,12.0,0.00472813238771,2500,ARI,0.0,0.0
0.0,Larry,NYG@Cle 01:00PM ET,7809939,Donnell,Larry Donnell,Larry Donnell (7809939),CLE,TE,0.0,0.0,7.0,0.0528967254408,2500,NYG,0.0,0.0
0.0,Randall,NYG@Cle 01:00PM ET,7809941,Telfer,Randall Telfer,Randall Telfer (7809941),NYG,TE,0.0,0.0,10.0,0.0125,2500,CLE,0.0,0.0
6.9,Seth,NYG@Cle 01:00PM ET,7809942,DeValve,Seth DeValve,Seth DeValve (7809942),NYG,TE,0.0,0.0,11.0,0.0075,2500,CLE,0.0,0.0
0.6,Danny,NYG@Cle 01:00PM ET,7809943,Vitale,Danny Vitale,Danny Vitale (7809943),NYG,TE,0.0,0.0,0.0,0.0,2500,CLE,0.0,0.0
0.0,Jerell,NYG@Cle 01:00PM ET,7809944,Adams,Jerell Adams,Jerell Adams (7809944),CLE,TE,3.49,3.3,11.0,0.0277078085642,2500,NYG,0.0,0.0
0.0,John,LA@NO 01:00PM ET,7809945,Phillips,John Phillips,John Phillips (7809945),LA,TE,0.0,0.0,13.0,0.00236406619385,2500,NO,0.0,0.0
0.0,Cory,LA@NO 01:00PM ET,7809948,Harkey,Cory Harkey,Cory Harkey (7809948),NO,TE,0.0,0.0,0.0,0.0,2500,LA,0.0,0.0
13.4,Josh,LA@NO 01:00PM ET,7809949,Hill,Josh Hill,Josh Hill (7809949),LA,TE,2.84,3.7,9.0,0.0307328605201,2500,NO,0.0,0.0
0.0,Tyler,LA@NO 01:00PM ET,7809950,Higbee,Tyler Higbee,Tyler Higbee (7809950),NO,TE,1.64,1.1,7.0,0.0491329479769,2500,LA,0.0,0.0
0.0,Temarrick,LA@NO 01:00PM ET,7809951,Hemingway,Temarrick Hemingway,Temarrick Hemingway (7809951),NO,TE,0.0,0.0,0.0,0.0,2500,LA,0.0,0.0
0.0,Kyle,SF@Mia 01:00PM ET,7809952,Nelson,Kyle Nelson,Kyle Nelson (7809952),MIA,TE,0.0,0.0,0.0,0.0,2500,SF,0.0,0.0
3.2,MarQueis,SF@Mia 01:00PM ET,7809954,Gray,MarQueis Gray,MarQueis Gray (7809954),SF,TE,0.0,2.1,7.0,0.0398671096346,2500,MIA,0.0,0.0
15.3,Dion,SF@Mia 01:00PM ET,7809956,Sims,Dion Sims,Dion Sims (7809956),SF,TE,5.23,2.8,6.0,0.0564784053156,2500,MIA,0.0,0.0
0.0,Blake,SF@Mia 01:00PM ET,7809957,Bell,Blake Bell,Blake Bell (7809957),MIA,TE,0.0,0.0,11.0,0.0161290322581,2500,SF,0.0,0.0
0.0,Je'Ron,SF@Mia 01:00PM ET,7809958,Hamm,Je'Ron Hamm,Je'Ron Hamm (7809958),MIA,TE,0.0,0.0,0.0,0.0,2500,SF,0.0,0.0
0.0,Dominique,SF@Mia 01:00PM ET,7809959,Jones,Dominique Jones,Dominique Jones (7809959),SF,TE,0.0,2.5,8.0,0.0365448504983,2500,MIA,0.0,0.0
0.0,Thomas,SF@Mia 01:00PM ET,7809960,Duarte,Thomas Duarte,Thomas Duarte (7809960),SF,TE,0.0,0.0,0.0,0.0,2500,MIA,0.0,0.0
0.0,Sean,SD@Hou 01:00PM ET,7809962,McGrath,Sean McGrath,Sean McGrath (7809962),HOU,TE,0.0,0.0,13.0,0.00536193029491,2500,SD,0.0,0.0
7.6,Ryan,SD@Hou 01:00PM ET,7809963,Griffin,Ryan Griffin,Ryan Griffin (7809963),SD,TE,5.24,3.6,4.0,0.128415300546,2500,HOU,0.0,0.0
0.0,Asante,SD@Hou 01:00PM ET,7809965,Cleveland,Asante Cleveland,Asante Cleveland (7809965),HOU,TE,0.0,0.0,0.0,0.0,2500,SD,0.0,0.0
1.8,Stephen,SD@Hou 01:00PM ET,7809966,Anderson,Stephen Anderson,Stephen Anderson (7809966),SD,TE,3.06,3.3,8.0,0.0327868852459,2500,HOU,0.0,0.0
0.0,Brandon,Sea@TB 04:05PM ET,7809968,Myers,Brandon Myers,Brandon Myers (7809968),SEA,TE,0.0,0.0,10.0,0.020253164557,2500,TB,0.0,0.0
0.0,Andrew,Sea@TB 04:05PM ET,7809970,DePaola,Andrew DePaola,Andrew DePaola (7809970),SEA,TE,0.0,0.0,0.0,0.0,2500,TB,0.0,0.0
1.3,Luke,Sea@TB 04:05PM ET,7809971,Stocker,Luke Stocker,Luke Stocker (7809971),SEA,TE,1.29,0.0,13.0,0.0101265822785,2500,TB,0.0,0.0
2.1,Luke,Sea@TB 04:05PM ET,7809972,Willson,Luke Willson,Luke Willson (7809972),TB,TE,2.53,0.0,7.0,0.0378548895899,2500,SEA,0.0,0.0
0.0,Brandon,Sea@TB 04:05PM ET,7809973,Williams,Brandon Williams,Brandon Williams (7809973),TB,TE,0.0,0.0,11.0,0.00630914826498,2500,SEA,0.0,0.0
0.0,Nick,Sea@TB 04:05PM ET,7809975,Vannett,Nick Vannett,Nick Vannett (7809975),TB,TE,0.0,0.0,11.0,0.00630914826498,2500,SEA,0.0,0.0
2.0,Alan,Sea@TB 04:05PM ET,7809976,Cross,Alan Cross,Alan Cross (7809976),SEA,TE,0.0,0.0,13.0,0.0101265822785,2500,TB,0.0,0.0
0.0,Ed,Car@Oak 04:25PM ET,7809978,Dickson,Ed Dickson,Ed Dickson (7809978),OAK,TE,3.8,1.5,7.0,0.0407608695652,2500,CAR,0.0,0.0
3.3,Mychal,Car@Oak 04:25PM ET,7809979,Rivera,Mychal Rivera,Mychal Rivera (7809979),CAR,TE,0.0,1.9,10.0,0.0197044334975,2500,OAK,0.0,0.0
13.3,Clive,Car@Oak 04:25PM ET,7809980,Walford,Clive Walford,Clive Walford (7809980),CAR,TE,6.87,5.4,4.0,0.0862068965517,2500,OAK,0.0,0.0
0.0,Chris,Car@Oak 04:25PM ET,7809981,Manhertz,Chris Manhertz,Chris Manhertz (7809981),OAK,TE,0.0,0.0,0.0,0.0,2500,CAR,0.0,0.0
0.0,Ryan,Car@Oak 04:25PM ET,7809982,O'Malley,Ryan O'Malley,Ryan O'Malley (7809982),CAR,TE,0.0,0.0,0.0,0.0,2500,OAK,0.0,0.0
0.0,James,KC@Den 08:30PM ET,7809985,Winchester,James Winchester,James Winchester (7809985),DEN,TE,0.0,0.0,0.0,0.0,2500,KC,0.0,0.0
8.3,A.J.,KC@Den 08:30PM ET,7809986,Derby,A.J. Derby,A.J. Derby (7809986),KC,TE,0.0,3.6,11.0,0.0114942528736,2500,DEN,0.0,0.0
0.9,James,KC@Den 08:30PM ET,7809987,O'Shaughnessy,James O'Shaughnessy,James O'Shaughnessy (7809987),DEN,TE,0.0,0.0,14.0,0.00555555555556,2500,KC,0.0,0.0
0.0,Jeff,KC@Den 08:30PM ET,7809988,Heuerman,Jeff Heuerman,Jeff Heuerman (7809988),KC,TE,1.63,0.0,13.0,0.00862068965517,2500,DEN,0.0,0.0
0.0,Ross,KC@Den 08:30PM ET,7809989,Travis,Ross Travis,Ross Travis (7809989),DEN,TE,0.0,0.0,9.0,0.0166666666667,2500,KC,0.0,0.0
2.0,Demetrius,KC@Den 08:30PM ET,7809990,Harris,Demetrius Harris,Demetrius Harris (7809990),DEN,TE,1.79,1.1,8.0,0.0527777777778,2500,KC,0.0,0.0
0.0,Matt,NE@NYJ 04:25PM ET,7809993,Lengel,Matt Lengel,Matt Lengel (7809993),NYJ,TE,0.0,0.0,0.0,0.0,2500,NE,0.0,0.0
3.4,Brandon,NE@NYJ 04:25PM ET,7809994,Bostick,Brandon Bostick,Brandon Bostick (7809994),NE,TE,0.0,0.0,9.0,0.0114613180516,2500,NYJ,0.0,0.0
0.0,Eric,NE@NYJ 04:25PM ET,7809995,Tomlinson,Eric Tomlinson,Eric Tomlinson (7809995),NE,TE,0.0,0.0,0.0,0.0,2500,NYJ,0.0,0.0
1.9,Austin,NE@NYJ 04:25PM ET,7809996,Seferian-Jenkins,Austin Seferian-Jenkins,Austin Seferian-Jenkins (7809996),NE,TE,4.77,1.5,10.0,0.00573065902579,2500,NYJ,0.0,0.0
,Bills,Jax@Buf 01:00PM ET,7810334,,Bills ,Bills  (7810334),JAX,DST,10.24,9.8,,,3800,BUF,,
,Broncos,KC@Den 08:30PM ET,7810352,,Broncos ,Broncos  (7810352),KC,DST,7.56,7.4,,,3700,DEN,,
,Giants,NYG@Cle 01:00PM ET,7810341,,Giants ,Giants  (7810341),CLE,DST,10.75,9.3,,,3600,NYG,,
,Seahawks,Sea@TB 04:05PM ET,7810348,,Seahawks ,Seahawks  (7810348),TB,DST,10.18,8.2,,,3500,SEA,,
,Patriots,NE@NYJ 04:25PM ET,7810354,,Patriots ,Patriots  (7810354),NYJ,DST,9.66,10.4,,,3400,NE,,
,Dolphins,SF@Mia 01:00PM ET,7810344,,Dolphins ,Dolphins  (7810344),SF,DST,7.26,9.4,,,3300,MIA,,
,Chiefs,KC@Den 08:30PM ET,7810353,,Chiefs ,Chiefs  (7810353),DEN,DST,7.12,8.6,,,3200,KC,,
,Ravens,Cin@Bal 01:00PM ET,7810337,,Ravens ,Ravens  (7810337),CIN,DST,7.26,8.6,,,3100,BAL,,
,Raiders,Car@Oak 04:25PM ET,7810350,,Raiders ,Raiders  (7810350),CAR,DST,5.62,7.5,,,3000,OAK,,
,Falcons,Ari@Atl 01:00PM ET,7810338,,Falcons ,Falcons  (7810338),ARI,DST,6.12,8.4,,,2900,ATL,,
,Titans,Ten@Chi 01:00PM ET,7810333,,Titans ,Titans  (7810333),CHI,DST,10.06,7.2,,,2800,TEN,,
,Bengals,Cin@Bal 01:00PM ET,7810336,,Bengals ,Bengals  (7810336),BAL,DST,7.38,7.2,,,2800,CIN,,
,Saints,LA@NO 01:00PM ET,7810343,,Saints ,Saints  (7810343),LA,DST,6.4,10.4,,,2800,NO,,
,Bears,Ten@Chi 01:00PM ET,7810332,,Bears ,Bears  (7810332),TEN,DST,5.39,5.2,,,2700,CHI,,
,Cardinals,Ari@Atl 01:00PM ET,7810339,,Cardinals ,Cardinals  (7810339),ATL,DST,7.06,7.6,,,2700,ARI,,
,Chargers,SD@Hou 01:00PM ET,7810347,,Chargers ,Chargers  (7810347),HOU,DST,6.74,8.0,,,2700,SD,,
,Texans,SD@Hou 01:00PM ET,7810346,,Texans ,Texans  (7810346),SD,DST,8.4,6.1,,,2600,HOU,,
,Panthers,Car@Oak 04:25PM ET,7810351,,Panthers ,Panthers  (7810351),OAK,DST,7.0,6.0,,,2600,CAR,,
,Jets,NE@NYJ 04:25PM ET,7810355,,Jets ,Jets  (7810355),NE,DST,4.46,6.6,,,2500,NYJ,,
,Jaguars,Jax@Buf 01:00PM ET,7810335,,Jaguars ,Jaguars  (7810335),BUF,DST,4.96,5.5,,,2400,JAX,,
,Rams,LA@NO 01:00PM ET,7810342,,Rams ,Rams  (7810342),NO,DST,4.32,7.6,,,2400,LA,,
,49ers,SF@Mia 01:00PM ET,7810345,,49ers ,49ers  (7810345),MIA,DST,5.28,5.0,,,2400,SF,,
,Buccaneers,Sea@TB 04:05PM ET,7810349,,Buccaneers ,Buccaneers  (7810349),SEA,DST,4.54,6.4,,,2300,TB,,
,Browns,NYG@Cle 01:00PM ET,7810340,,Browns ,Browns  (7810340),NYG,DST,4.5,4.8,,,2200,CLE,,
