Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
16.1,DeAndre,0.0,Ind@Hou 08:30PM ET,7572107,Hopkins,DeAndre Hopkins,DeAndre Hopkins (7572107),IND,WR,18.56,17.3,17.3,17.05,16.6876746577,16.6236232644,1.0,0.221621621622,7500,HOU,2.0,0.0
0.0,Dez,0.0,Dal@GB 04:25PM ET,7572093,Bryant,Dez Bryant,Dez Bryant (7572093),GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.149068322981,7400,DAL,0.0,0.0
14.5,Aaron,1.0,Dal@GB 04:25PM ET,7571848,Rodgers,Aaron Rodgers,Aaron Rodgers (7571848),DAL,QB,22.87,21.3,21.3,21.31,20.5516552615,20.4739236351,0.0,0.0,7300,GB,3.0,0.0
9.3,Marvin,1.0,LA@Det 01:00PM ET,7572043,Jones,Marvin Jones,Marvin Jones Jr. (7572043),LA,WR,18.25,17.7,17.7,15.66,16.8534570278,16.7432161884,1.0,0.247311827957,7200,DET,2.0,0.0
16.3,Alshon,1.0,Jax@Chi 01:00PM ET,7572031,Jeffery,Alshon Jeffery,Alshon Jeffery (7572031),JAX,WR,14.97,15.8,15.8,13.53,14.6510433094,14.4727343071,2.0,0.172043010753,7100,CHI,4.0,0.0
24.4,Andrew,1.0,Ind@Hou 08:30PM ET,7571856,Luck,Andrew Luck,Andrew Luck (7571856),HOU,QB,19.98,19.4,19.4,18.12,18.4653550644,18.3431454975,0.0,0.0,7100,IND,4.0,0.0
15.4,Greg,1.0,Car@NO 01:00PM ET,7572145,Olsen,Greg Olsen,Greg Olsen (7572145),NO,TE,20.8,15.5,15.5,15.12,16.1932332886,16.3881465508,1.0,0.288770053476,7000,CAR,1.0,0.0
22.4,Ezekiel,1.0,Dal@GB 04:25PM ET,7571960,Elliott,Ezekiel Elliott,Ezekiel Elliott (7571960),GB,RB,15.9,15.2,15.2,13.87,14.5408127989,14.4599147692,6.0,0.0683229813665,7000,DAL,3.0,0.0
37.2,LeSean,1.0,SF@Buf 01:00PM ET,7571862,McCoy,LeSean McCoy,LeSean McCoy (7571862),SF,RB,20.2,20.0,20.0,16.31,18.917971599,18.7679119718,3.0,0.15,6900,BUF,2.0,0.0
3.0,Michael,1.0,KC@Oak 04:05PM ET,7572070,Crabtree,Michael Crabtree,Michael Crabtree (7572070),KC,WR,16.8,12.8,12.8,15.53,13.2603006804,13.3984710866,2.0,0.218905472637,6900,OAK,6.0,0.0
11.5,Russell,1.0,Atl@Sea 04:25PM ET,7571846,Wilson,Russell Wilson,Russell Wilson (7571846),ATL,QB,25.18,20.5,20.5,20.98,20.7232491134,20.8401206764,12.0,0.0,6900,SEA,3.0,0.0
16.1,Jarvis,1.0,Pit@Mia 01:00PM ET,7572053,Landry,Jarvis Landry,Jarvis Landry (7572053),PIT,WR,17.45,16.5,16.5,17.22,15.8410422466,15.7647259378,1.0,0.324503311258,6800,MIA,3.0,0.0
7.8,Julian,0.0,Cin@NE 01:00PM ET,7572062,Edelman,Julian Edelman,Julian Edelman (7572062),CIN,WR,17.44,14.7,14.7,14.7,14.676715178,14.7232660875,1.0,0.244047619048,6800,NE,5.0,0.0
23.3,Christine,1.0,Atl@Sea 04:25PM ET,7571946,Michael,Christine Michael,Christine Michael (7571946),ATL,RB,17.04,13.6,13.6,14.97,13.8479106211,13.9457216003,0.0,0.0,6800,SEA,3.0,0.0
10.5,Jordan,1.0,Phi@Was 01:00PM ET,7571984,Matthews,Jordan Matthews,Jordan Matthews (7571984),WAS,WR,14.11,15.8,15.8,15.37,14.3949981088,14.1646696415,1.0,0.234375,6700,PHI,4.0,0.0
13.7,Todd,1.0,LA@Det 01:00PM ET,7571915,Gurley,Todd Gurley,Todd Gurley (7571915),DET,RB,15.26,16.3,16.3,15.3,15.0599812992,14.86491594,5.0,0.103896103896,6700,LA,3.0,0.0
32.2,Rob,0.0,Cin@NE 01:00PM ET,7572176,Gronkowski,Rob Gronkowski,Rob Gronkowski (7572176),CIN,TE,16.95,14.0,14.0,13.35,14.0791929262,14.1441217644,7.0,0.0595238095238,6700,NE,1.0,0.0
26.6,Matt,1.0,Atl@Sea 04:25PM ET,7571844,Ryan,Matt Ryan,Matt Ryan (7571844),SEA,QB,17.9,18.4,18.4,14.48,17.2008886185,17.0214601405,0.0,0.0,6700,ATL,5.0,0.0
35.8,Lamar,1.0,Ind@Hou 08:30PM ET,7571965,Miller,Lamar Miller,Lamar Miller (7571965),IND,RB,17.57,18.5,18.5,14.98,17.1671581492,16.9609091529,5.0,0.0972972972973,6600,HOU,2.0,0.0
11.8,Derek,1.0,KC@Oak 04:05PM ET,7571841,Carr,Derek Carr,Derek Carr (7571841),KC,QB,19.99,18.9,18.9,17.22,18.1457351678,18.0584282828,0.0,0.0,6500,OAK,4.0,0.0
7.1,Doug,1.0,Atl@Sea 04:25PM ET,7572082,Baldwin,Doug Baldwin,Doug Baldwin (7572082),ATL,WR,19.12,16.1,16.1,15.56,16.080168566,16.1323050431,1.0,0.266129032258,6500,SEA,3.0,0.0
0.0,Derek,1.0,Car@NO 01:00PM ET,7571812,Anderson,Derek Anderson,Derek Anderson (7571812),NO,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400,CAR,0.0,0.0
8.7,Willie,1.0,Car@NO 01:00PM ET,7572020,Snead,Willie Snead,Willie Snead (7572020),CAR,WR,15.85,15.7,15.7,13.98,14.8485236164,14.7303033948,4.0,0.104046242775,6400,NO,4.0,0.0
12.9,Blake,1.0,Jax@Chi 01:00PM ET,7571820,Bortles,Blake Bortles,Blake Bortles (7571820),CHI,QB,19.64,19.1,19.1,19.81,18.1705695922,18.048372873,0.0,0.0,6300,JAX,4.0,0.0
7.9,Jeremy,1.0,KC@Oak 04:05PM ET,7572071,Maclin,Jeremy Maclin,Jeremy Maclin (7572071),OAK,WR,15.58,18.7,18.7,15.99,16.7037203304,16.3633815901,1.0,0.221556886228,6300,KC,2.0,0.0
12.0,Jordan,1.0,Jax@Chi 01:00PM ET,7571908,Howard,Jordan Howard,Jordan Howard (7571908),JAX,RB,17.24,16.6,16.6,15.35,15.8430390145,15.7471607174,6.0,0.0913978494624,6200,CHI,3.0,0.0
28.2,Matthew,1.0,LA@Det 01:00PM ET,7571823,Stafford,Matthew Stafford,Matthew Stafford (7571823),LA,QB,19.69,20.4,20.4,17.0,19.0242085735,18.8158619504,0.0,0.0,6200,DET,3.0,0.0
0.0,Jordan,1.0,Phi@Was 01:00PM ET,7572127,Reed,Jordan Reed,Jordan Reed (7572127),PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.235897435897,6100,WAS,0.0,0.0
28.8,Marcus,1.0,Cle@Ten 01:00PM ET,7571805,Mariota,Marcus Mariota,Marcus Mariota (7571805),CLE,QB,18.05,18.7,18.7,16.54,17.4391059649,17.2481719668,0.0,0.0,6100,TEN,5.0,0.0
28.8,Terrelle,1.0,Cle@Ten 01:00PM ET,7571996,Pryor,Terrelle Pryor,Terrelle Pryor Sr. (7571996),TEN,WR,15.0,12.7,12.7,13.71,12.6598726875,12.6960247048,1.0,0.276836158192,6100,CLE,6.0,0.0
7.4,Carson,1.0,Phi@Was 01:00PM ET,7571799,Wentz,Carson Wentz,Carson Wentz (7571799),WAS,QB,18.14,18.6,18.6,18.11,17.4013819596,17.2227514199,0.0,0.0,6000,PHI,5.0,0.0
8.0,Mark,1.0,Car@NO 01:00PM ET,7571896,Ingram,Mark Ingram,Mark Ingram (7571896),CAR,RB,15.36,16.8,16.8,13.37,15.4123511633,15.1890367746,4.0,0.104046242775,6000,NO,3.0,0.0
18.3,Randall,1.0,Dal@GB 04:25PM ET,7572097,Cobb,Randall Cobb,Randall Cobb (7572097),DAL,WR,13.78,12.6,12.6,14.27,12.2321263417,12.201342865,2.0,0.222972972973,6000,GB,6.0,0.0
29.1,Eli,1.0,Bal@NYG 01:00PM ET,7571807,Manning,Eli Manning,Eli Manning (7571807),BAL,QB,16.42,16.3,16.3,15.53,15.4053445932,15.2804450238,0.0,0.0,5900,NYG,0.0,0.0
20.5,Dak,1.0,Dal@GB 04:25PM ET,7571852,Prescott,Dak Prescott,Dak Prescott (7571852),GB,QB,18.51,17.9,17.9,15.48,17.0599049084,16.9516717623,0.0,0.0,5900,DAL,6.0,0.0
0.0,Will,0.0,Ind@Hou 08:30PM ET,7572114,Fuller,Will Fuller,Will Fuller (7572114),IND,WR,0.0,0.0,0.0,10.11,0.0,0.0,2.0,0.216216216216,5900,HOU,0.0,0.0
9.5,DeSean,0.0,Phi@Was 01:00PM ET,7571981,Jackson,DeSean Jackson,DeSean Jackson (7571981),PHI,WR,14.43,11.7,11.7,11.86,11.8449739777,11.9152435863,2.0,0.184615384615,5800,WAS,7.0,0.0
15.3,Joe,1.0,Bal@NYG 01:00PM ET,7571806,Flacco,Joe Flacco,Joe Flacco (7571806),NYG,QB,17.58,18.2,18.2,16.32,16.9765771191,16.791511683,0.0,0.0,5800,BAL,6.0,0.0
15.1,Brian,1.0,Jax@Chi 01:00PM ET,7571817,Hoyer,Brian Hoyer,Brian Hoyer (7571817),JAX,QB,17.65,17.6,17.6,14.01,16.610301408,16.4706274796,0.0,0.0,5800,CHI,7.0,0.0
8.1,Eddie,0.0,Dal@GB 04:25PM ET,7571955,Lacy,Eddie Lacy,Eddie Lacy (7571955),DAL,RB,11.48,18.3,18.3,12.55,15.2249619895,14.6640617181,7.0,0.0405405405405,5800,GB,2.0,0.0
8.9,Alex,1.0,KC@Oak 04:05PM ET,7571838,Smith,Alex Smith,Alex Smith (7571838),OAK,QB,16.68,20.2,20.2,17.67,17.9990115047,17.6223158761,11.0,0.0059880239521,5700,KC,3.0,0.0
18.3,Kirk,1.0,Phi@Was 01:00PM ET,7571798,Cousins,Kirk Cousins,Kirk Cousins (7571798),PHI,QB,17.41,17.4,17.4,14.69,16.4098080668,16.2693362002,0.0,0.0,5600,WAS,7.0,0.0
6.5,Sterling,1.0,Bal@NYG 01:00PM ET,7572014,Shepard,Sterling Shepard,Sterling Shepard (7572014),BAL,WR,12.36,11.0,11.0,11.29,10.7770431014,10.7701199938,2.0,0.175257731959,5600,NYG,7.0,0.0
8.0,Devonta,1.0,Atl@Sea 04:25PM ET,7571947,Freeman,Devonta Freeman,Devonta Freeman (7571947),SEA,RB,14.12,13.1,13.1,11.3,12.6559506804,12.6114352342,5.0,0.1,5600,ATL,4.0,0.0
0.0,Tony,1.0,Dal@GB 04:25PM ET,7571849,Romo,Tony Romo,Tony Romo (7571849),GB,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600,DAL,0.0,0.0
3.1,Delanie,1.0,Cle@Ten 01:00PM ET,7572130,Walker,Delanie Walker,Delanie Walker (7572130),CLE,TE,14.8,11.4,11.4,13.45,11.7615746596,11.8748034183,2.0,0.164705882353,5500,TEN,2.0,0.0
0.0,Steve,1.0,Bal@NYG 01:00PM ET,7572004,Smith,Steve Smith,Steve Smith Sr. (7572004),NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.185714285714,5500,BAL,0.0,0.0
21.9,Andy,1.0,Cin@NE 01:00PM ET,7571834,Dalton,Andy Dalton,Andy Dalton (7571834),NE,QB,17.87,19.5,19.5,15.88,17.9016705751,17.644972295,0.0,0.0,5500,CIN,4.0,0.0
10.4,Ryan,1.0,Pit@Mia 01:00PM ET,7571830,Tannehill,Ryan Tannehill,Ryan Tannehill (7571830),PIT,QB,16.34,18.0,18.0,16.48,16.4783568005,16.2320056762,0.0,0.0,5400,MIA,6.0,0.0
27.3,Spencer,1.0,KC@Oak 04:05PM ET,7571939,Ware,Spencer Ware,Spencer Ware (7571939),OAK,RB,9.32,6.9,6.9,9.29,7.22665632582,7.31709245447,4.0,0.101796407186,5400,KC,6.0,0.0
17.4,Brock,1.0,Ind@Hou 08:30PM ET,7571857,Osweiler,Brock Osweiler,Brock Osweiler (7571857),IND,QB,16.11,18.4,18.4,15.02,16.6679573287,16.3802557784,13.0,0.0,5400,HOU,5.0,0.0
21.0,Tyrod,1.0,SF@Buf 01:00PM ET,7571792,Taylor,Tyrod Taylor,Tyrod Taylor (7571792),SF,QB,17.87,19.2,19.2,17.26,17.7081122753,17.4719926778,0.0,0.0,5300,BUF,4.0,0.0
0.0,Theo,1.0,LA@Det 01:00PM ET,7571911,Riddick,Theo Riddick,Theo Riddick (7571911),LA,RB,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.177419354839,5300,DET,0.0,0.0
0.0,Donte,0.0,Ind@Hou 08:30PM ET,7572111,Moncrief,Donte Moncrief,Donte Moncrief (7572111),HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0473933649289,5300,IND,0.0,0.0
13.7,Mike,1.0,Bal@NYG 01:00PM ET,7572008,Wallace,Mike Wallace,Mike Wallace (7572008),NYG,WR,13.69,11.1,11.1,10.32,11.2375394147,11.3042054537,1.0,0.190476190476,5200,BAL,7.0,0.0
14.8,Frank,1.0,Ind@Hou 08:30PM ET,7571961,Gore,Frank Gore,Frank Gore (7571961),HOU,RB,13.62,9.9,9.9,11.18,10.4424653271,10.5872119541,4.0,0.0995260663507,5200,IND,5.0,0.0
5.2,Carlos,1.0,SF@Buf 01:00PM ET,7571864,Hyde,Carlos Hyde,Carlos Hyde (7571864),BUF,RB,15.62,14.4,14.4,12.15,13.9412937791,13.8983356664,5.0,0.0939597315436,5100,SF,3.0,0.0
20.5,Jonathan,0.0,Car@NO 01:00PM ET,7571893,Stewart,Jonathan Stewart,Jonathan Stewart (7571893),NO,RB,13.11,11.9,11.9,9.7,11.5810132339,11.5577198909,9.0,0.0213903743316,5100,CAR,4.0,0.0
0.0,Jay,1.0,Jax@Chi 01:00PM ET,7571816,Cutler,Jay Cutler,Jay Cutler (7571816),JAX,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100,CHI,0.0,0.0
12.7,Jamaal,0.0,KC@Oak 04:05PM ET,7571934,Charles,Jamaal Charles,Jamaal Charles (7571934),OAK,RB,15.01,15.5,15.5,10.88,14.4693940887,14.314083279,11.0,0.0059880239521,5100,KC,3.0,0.0
18.1,Colin,1.0,SF@Buf 01:00PM ET,7571790,Kaepernick,Colin Kaepernick,Colin Kaepernick (7571790),BUF,QB,16.05,17.0,17.0,13.7,15.7468216443,15.5515246814,0.0,0.0,5000,SF,0.0,0.0
0.0,Christian,1.0,SF@Buf 01:00PM ET,7571791,Ponder,Christian Ponder,Christian Ponder (7571791),BUF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,SF,0.0,0.0
1.1,EJ,1.0,SF@Buf 01:00PM ET,7571793,Manuel,EJ Manuel,EJ Manuel (7571793),SF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,BUF,0.0,0.0
0.0,Blaine,1.0,SF@Buf 01:00PM ET,7571794,Gabbert,Blaine Gabbert,Blaine Gabbert (7571794),BUF,QB,0.0,1.6,1.6,0.0,1.03231093224,0.922557958222,11.0,0.00671140939597,5000,SF,0.0,0.0
0.0,Cardale,1.0,SF@Buf 01:00PM ET,7571795,Jones,Cardale Jones,Cardale Jones (7571795),SF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,BUF,0.0,0.0
0.0,Chase,1.0,Phi@Was 01:00PM ET,7571796,Daniel,Chase Daniel,Chase Daniel (7571796),WAS,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,PHI,0.0,0.0
0.0,Colt,1.0,Phi@Was 01:00PM ET,7571797,McCoy,Colt McCoy,Colt McCoy (7571797),PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,WAS,0.0,0.0
0.0,Nate,1.0,Phi@Was 01:00PM ET,7571800,Sudfeld,Nate Sudfeld,Nate Sudfeld (7571800),PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,WAS,0.0,0.0
0.0,Josh,1.0,Cle@Ten 01:00PM ET,7571801,McCown,Josh McCown,Josh McCown (7571801),TEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CLE,0.0,0.0
0.0,Matt,1.0,Cle@Ten 01:00PM ET,7571802,Cassel,Matt Cassel,Matt Cassel (7571802),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,TEN,0.0,0.0
0.0,Charlie,0.0,Cle@Ten 01:00PM ET,7571803,Whitehurst,Charlie Whitehurst,Charlie Whitehurst (7571803),TEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CLE,0.0,0.0
24.7,Cody,1.0,Cle@Ten 01:00PM ET,7571804,Kessler,Cody Kessler,Cody Kessler (7571804),TEN,QB,12.5,13.0,13.0,12.22,12.1091135435,11.9734675034,0.0,0.0,5000,CLE,0.0,0.0
0.0,Josh,1.0,Bal@NYG 01:00PM ET,7571808,Johnson,Josh Johnson,Josh Johnson (7571808),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYG,0.0,0.0
0.0,Ryan,1.0,Bal@NYG 01:00PM ET,7571809,Mallett,Ryan Mallett,Ryan Mallett (7571809),NYG,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,BAL,0.0,0.0
0.0,Ryan,1.0,Bal@NYG 01:00PM ET,7571810,Nassib,Ryan Nassib,Ryan Nassib (7571810),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYG,0.0,0.0
28.3,Terrance,1.0,Bal@NYG 01:00PM ET,7571886,West,Terrance West,Terrance West (7571886),NYG,RB,12.35,11.6,11.6,8.92,11.1611824312,11.1124970809,8.0,0.047619047619,5000,BAL,4.0,0.0
0.0,Luke,1.0,Car@NO 01:00PM ET,7571813,McCown,Luke McCown,Luke McCown (7571813),CAR,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NO,0.0,0.0
0.0,Joe,1.0,Car@NO 01:00PM ET,7571814,Webb,Joe Webb,Joe Webb (7571814),NO,QB,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.00534759358289,5000,CAR,0.0,0.0
0.0,Chad,1.0,Jax@Chi 01:00PM ET,7571818,Henne,Chad Henne,Chad Henne (7571818),CHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,JAX,0.0,0.0
0.0,Matt,1.0,Jax@Chi 01:00PM ET,7571819,Barkley,Matt Barkley,Matt Barkley (7571819),JAX,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CHI,0.0,0.0
0.0,Brandon,1.0,Jax@Chi 01:00PM ET,7571821,Allen,Brandon Allen,Brandon Allen (7571821),CHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,JAX,0.0,0.0
0.0,Dan,1.0,LA@Det 01:00PM ET,7571822,Orlovsky,Dan Orlovsky,Dan Orlovsky (7571822),LA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,DET,0.0,0.0
33.5,Case,1.0,LA@Det 01:00PM ET,7571824,Keenum,Case Keenum,Case Keenum (7571824),DET,QB,12.14,15.3,15.3,11.78,13.4858787967,13.1706872665,0.0,0.0,5000,LA,0.0,0.0
0.0,Sean,1.0,LA@Det 01:00PM ET,7571825,Mannion,Sean Mannion,Sean Mannion (7571825),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,LA,0.0,0.0
0.0,Jared,1.0,LA@Det 01:00PM ET,7571826,Goff,Jared Goff,Jared Goff (7571826),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,LA,0.0,0.0
0.0,Bruce,1.0,Pit@Mia 01:00PM ET,7571827,Gradkowski,Bruce Gradkowski,Bruce Gradkowski (7571827),MIA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,PIT,0.0,0.0
0.0,Matt,1.0,Pit@Mia 01:00PM ET,7571828,Moore,Matt Moore,Matt Moore (7571828),PIT,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,MIA,0.0,0.0
-0.1,Landry,1.0,Pit@Mia 01:00PM ET,7571831,Jones,Landry Jones,Landry Jones (7571831),MIA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,PIT,0.0,0.0
0.0,Zach,0.0,Pit@Mia 01:00PM ET,7571832,Mettenberger,Zach Mettenberger,Zach Mettenberger (7571832),MIA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,PIT,0.0,0.0
7.8,DeVante,1.0,Pit@Mia 01:00PM ET,7572055,Parker,DeVante Parker,DeVante Parker (7572055),PIT,WR,12.16,13.0,13.0,12.28,12.0078863712,11.8516744961,2.0,0.158940397351,5000,MIA,6.0,1.0
0.0,AJ,1.0,Cin@NE 01:00PM ET,7571835,McCarron,AJ McCarron,AJ McCarron (7571835),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CIN,0.0,0.0
0.0,Jimmy,1.0,Cin@NE 01:00PM ET,7571836,Garoppolo,Jimmy Garoppolo,Jimmy Garoppolo (7571836),CIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.00595238095238,5000,NE,0.0,0.0
0.0,Jeff,1.0,Cin@NE 01:00PM ET,7571837,Driskel,Jeff Driskel,Jeff Driskel (7571837),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CIN,0.0,0.0
15.0,LeGarrette,1.0,Cin@NE 01:00PM ET,7571927,Blount,LeGarrette Blount,LeGarrette Blount (7571927),CIN,RB,12.0,15.6,15.6,13.57,13.6377553197,13.2935168218,8.0,0.0178571428571,5000,NE,3.0,0.0
0.0,Nick,1.0,KC@Oak 04:05PM ET,7571839,Foles,Nick Foles,Nick Foles (7571839),OAK,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,KC,0.0,0.0
0.0,Matt,1.0,KC@Oak 04:05PM ET,7571840,McGloin,Matt McGloin,Matt McGloin (7571840),KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,OAK,0.0,0.0
0.0,Tyler,1.0,KC@Oak 04:05PM ET,7571842,Bray,Tyler Bray,Tyler Bray (7571842),OAK,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,KC,0.0,0.0
0.0,Connor,1.0,KC@Oak 04:05PM ET,7571843,Cook,Connor Cook,Connor Cook (7571843),KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,OAK,0.0,0.0
6.2,Travis,1.0,KC@Oak 04:05PM ET,7572183,Kelce,Travis Kelce,Travis Kelce (7572183),OAK,TE,14.37,15.6,15.6,12.76,14.3433682564,14.1424857258,2.0,0.173652694611,5000,KC,1.0,0.0
0.0,Matt,1.0,Atl@Sea 04:25PM ET,7571845,Schaub,Matt Schaub,Matt Schaub (7571845),SEA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,ATL,0.0,0.0
0.0,Trevone,1.0,Atl@Sea 04:25PM ET,7571847,Boykin,Trevone Boykin,Trevone Boykin (7571847),ATL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,SEA,0.0,0.0
0.0,Mark,1.0,Dal@GB 04:25PM ET,7571850,Sanchez,Mark Sanchez,Mark Sanchez (7571850),GB,QB,0.0,1.7,1.7,0.0,1.09683036551,0.980217830611,0.0,0.0,5000,DAL,0.0,0.0
