"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","Name.Clean","FreqInd","Actual","ValueWR","TierRank"
"WR","Pharoh Cooper (7395586)","Pharoh Cooper",7395586,3300,"Sea@LA 04:05PM ET","LA","Pharoh","Cooper","Sea",0,0,4.07,0,9,0,0,NA,"Pharoh Cooper",0,0,0,0
"WR","Jaron Brown (7395591)","Jaron Brown",7395591,3300,"TB@Ari 04:05PM ET","Ari","Jaron","Brown","TB",3.73,2.7,2.99,0,6,0.0512820512820513,3.39559211315671,NA,"Jaron Brown",0,15.8,0,0
"RB","Josh Ferguson (7395476)","Josh Ferguson",7395476,3300,"Ind@Den 04:25PM ET","Ind","Josh","Ferguson","Den",0,3.1,3.39,1.92568352791751,7,0.0434782608695652,1.51378896145042,NA,"Josh Ferguson",0,8.6,0,0
"WR","Jeff Janis (7395643)","Jeff Janis",7395643,3300,"GB@Min 08:30PM ET","GB","Jeff","Janis","Min",0,1,3.18,1,10,0,0.488319019822715,NA,"Jeff Janis",0,0,0,0
"WR","Cole Beasley (7395504)","Cole Beasley",7395504,3200,"Dal@Was 01:00PM ET","Dal","Cole","Beasley","Was",10.95,7.8,7.11,5.45161663065392,2,0.266666666666667,9.90663146936446,NA,"Cole Beasley",1,12.5,0,0
"RB","Paul Perkins (7395399)","Paul Perkins",7395399,3200,"NO@NYG 01:00PM ET","NYG","Paul","Perkins","NO",0,0,0,0,8,0,0,NA,"Paul Perkins",0,0,0,0
"WR","Leonte Carroo (7395542)","Leonte Carroo",7395542,3200,"Mia@NE 01:00PM ET","Mia","Leonte","Carroo","NE",4.98,2.8,6.11,2.8,5,0.0740740740740741,4.14051341179962,NA,"Leonte Carroo",0,0,0,0
"WR","Albert Wilson (7395544)","Albert Wilson",7395544,3200,"KC@Hou 01:00PM ET","KC","Albert","Wilson","Hou",7.19,5.3,4.88,4.25358174891629,6,0.111111111111111,6.59199701465244,NA,"Albert Wilson",0,3.1,0,0
"WR","Breshad Perriman (7395571)","Breshad Perriman",7395571,3200,"Bal@Cle 01:00PM ET","Bal","Breshad","Perriman","Cle",7.03,7.1,7.4,6.00019481472304,6,0.0645161290322581,7.38187180756076,NA,"Breshad Perriman",0,5.2,0,0
"TE","Jimmy Graham (7395701)","Jimmy Graham",7395701,3200,"Sea@LA 04:05PM ET","Sea","Jimmy","Graham","LA",10.45,6.7,6.85,15.1110241200248,8,0.0232558139534884,9.09104478889521,NA,"Jimmy Graham",0,7.2,0,7
"WR","Adam Thielen (7395641)","Adam Thielen",7395641,3200,"GB@Min 08:30PM ET","Min","Adam","Thielen","GB",8.62,6.9,4.49,0,4,0.147058823529412,8.16963371614856,NA,"Adam Thielen",0,8.1,0,0
"WR","Harry Douglas (7395556)","Harry Douglas",7395556,3100,"Ten@Det 01:00PM ET","Ten","Harry","Douglas","Det",5.92,2.1,3.43,2.60721937677012,5,0.1,4.32214932421253,NA,"Harry Douglas",0,0,0,0
"RB","Javorius Allen (7395433)","Javorius Allen",7395433,3100,"Bal@Cle 01:00PM ET","Bal","Javorius","Allen","Cle",0,5.6,0,4.94671291254339,10,0,2.7345865110072,NA,"Javorius Allen",0,0,0,0
"WR","Andrew Hawkins (7395566)","Andrew Hawkins",7395566,3100,"Bal@Cle 01:00PM ET","Cle","Andrew","Hawkins","Bal",7.72,6.3,6.15,8.18366411641509,4,0.115384615384615,7.37545793865927,NA,"Andrew Hawkins",0,5.8,0,0
"WR","Adam Humphries (7395597)","Adam Humphries",7395597,3100,"TB@Ari 04:05PM ET","TB","Adam","Humphries","Ari",5.8,1.3,4.66,10.308470067986,3,0.161290322580645,3.86466952627494,NA,"Adam Humphries",0,12.7,0,0
"RB","Denard Robinson (7395456)","Denard Robinson",7395456,3100,"Jax@SD 04:25PM ET","Jax","Denard","Robinson","SD",4.7,4.3,0,4.3,8,0,4.71706791668171,NA,"Denard Robinson",0,2.4,0,0
"WR","Marqise Lee (7395605)","Marqise Lee",7395605,3100,"Jax@SD 04:25PM ET","Jax","Marqise","Lee","SD",5.3,3.2,4.73,4.46059821664515,5,0.0769230769230769,4.51403990527384,NA,"Marqise Lee",0,12.5,0,0
"WR","Rashad Greene (7395606)","Rashad Greene",7395606,3100,"Jax@SD 04:25PM ET","Jax","Rashad","Greene","SD",5.2,5.1,4.22,5.1,6,0.0512820512820513,5.38615889120414,NA,"Rashad Greene",0,1.7,0,0
"RB","Jamize Olawale (7395466)","Jamize Olawale",7395466,3100,"Atl@Oak 04:25PM ET","Oak","Jamize","Olawale","Atl",0,0,3.37,0,10,0,0,NA,"Jamize Olawale",0,5.9,0,0
"TE","Kyle Rudolph (7395740)","Kyle Rudolph",7395740,3100,"GB@Min 08:30PM ET","Min","Kyle","Rudolph","GB",8.9,7.6,8.88,8.4109269119288,1,0.264705882352941,8.66738105487645,NA,"Kyle Rudolph",1,12.1,0,7
"RB","Mike Tolbert (7395364)","Mike Tolbert",7395364,3000,"SF@Car 01:00PM ET","Car","Mike","Tolbert","SF",3.66,4.2,4.17,4.2,6,0.03125,4.08908963667778,NA,"Mike Tolbert",0,2.5,0,0
"RB","Fozzy Whittaker (7395367)","Fozzy Whittaker",7395367,3000,"SF@Car 01:00PM ET","Car","Fozzy","Whittaker","SF",3.22,1.6,5.64,0,6,0.03125,2.57443671751417,NA,"Fozzy Whittaker",0,18.1,0,0
"RB","DuJuan Harris (7395368)","DuJuan Harris",7395368,3000,"SF@Car 01:00PM ET","SF","DuJuan","Harris","Car",0,0,0,0,9,0,0,NA,"DuJuan Harris",0,0,0,0
"RB","Mike Davis (7395370)","Mike Davis",7395370,3000,"SF@Car 01:00PM ET","SF","Mike","Davis","Car",0,1.4,0,1.4,9,0,0.683646627751801,NA,"Mike Davis",0,2,0,0
"RB","Cameron Artis-Payne (7395371)","Cameron Artis-Payne",7395371,3000,"SF@Car 01:00PM ET","Car","Cameron","Artis-Payne","SF",0,2.5,0,0,9,0,1.22079754955679,NA,"Cameron Artis-Payne",0,0,0,0
"WR","Jeremy Kerley (7395490)","Jeremy Kerley",7395490,3000,"SF@Car 01:00PM ET","SF","Jeremy","Kerley","Car",11.1,8.1,5.52,1.61163586441161,1,0.333333333333333,10.1366579029105,NA,"Jeremy Kerley",0,5.9,0,0
"WR","Brenton Bersin (7395491)","Brenton Bersin",7395491,3000,"SF@Car 01:00PM ET","Car","Brenton","Bersin","SF",0,0,0,0,9,0,0,NA,"Brenton Bersin",0,0,0,0
"WR","Rod Streater (7395492)","Rod Streater",7395492,3000,"SF@Car 01:00PM ET","SF","Rod","Streater","Car",2.61,3.5,0,3.5,9,0,3.16255122960694,NA,"Rod Streater",0,2.3,0,0
"WR","Corey Brown (7395493)","Corey Brown",7395493,3000,"SF@Car 01:00PM ET","Car","Corey","Brown","SF",0,3.6,0,3.6,4,0.0625,1.75794847136177,NA,"Corey Brown",0,4.5,0,0
"WR","Damiere Byrd (7395495)","Damiere Byrd",7395495,3000,"SF@Car 01:00PM ET","Car","Damiere","Byrd","SF",0,0,0,0,0,0,0,NA,"Damiere Byrd",0,0,0,0
"WR","Aaron Burbridge (7395498)","Aaron Burbridge",7395498,3000,"SF@Car 01:00PM ET","SF","Aaron","Burbridge","Car",0,1.4,0,1.4,9,0,0.683646627751801,NA,"Aaron Burbridge",0,0,0,0
"TE","Vance McDonald (7395648)","Vance McDonald",7395648,3000,"SF@Car 01:00PM ET","SF","Vance","McDonald","Car",5.29,6.4,7.33,4.07629985338334,5,0.0769230769230769,6.07109205353324,NA,"Vance McDonald",0,14.5,0,0
"RB","Lance Dunbar (7395373)","Lance Dunbar",7395373,3000,"Dal@Was 01:00PM ET","Dal","Lance","Dunbar","Was",8.1,0,3.8,0,5,0.0444444444444444,4.510659290361,NA,"Lance Dunbar",0,5.2,0,0
"RB","Rod Smith (7395375)","Rod Smith",7395375,3000,"Dal@Was 01:00PM ET","Dal","Rod","Smith","Was",0,0,0,0,0,0,0,NA,"Rod Smith",0,0,0,0
"RB","Keith Smith (7395376)","Keith Smith",7395376,3000,"Dal@Was 01:00PM ET","Dal","Keith","Smith","Was",0,0,0,0,10,0,0,NA,"Keith Smith",0,1.5,0,0
"RB","Darius Jackson (7395378)","Darius Jackson",7395378,3000,"Dal@Was 01:00PM ET","Dal","Darius","Jackson","Was",0,1.2,0,1.2,0,0,0.585982823787258,NA,"Darius Jackson",0,0,0,0
"WR","Brice Butler (7395502)","Brice Butler",7395502,3000,"Dal@Was 01:00PM ET","Dal","Brice","Butler","Was",0,1.3,3.14,0.650713671493184,5,0.0444444444444444,0.63481472576953,NA,"Brice Butler",0,0,0,0
"WR","Ryan Grant (7395505)","Ryan Grant",7395505,3000,"Dal@Was 01:00PM ET","Was","Ryan","Grant","Dal",0,0,0,0,6,0.0238095238095238,0,NA,"Ryan Grant",0,1.5,0,0
"WR","Josh Doctson (7395506)","Josh Doctson",7395506,3000,"Dal@Was 01:00PM ET","Was","Josh","Doctson","Dal",3.63,5.7,5.22,5.7,6,0.0238095238095238,4.804862020892,NA,"Josh Doctson",0,6.7,0,0
"WR","Rashad Ross (7395507)","Rashad Ross",7395507,3000,"Dal@Was 01:00PM ET","Was","Rashad","Ross","Dal",0,0,0,0,10,0,0,NA,"Rashad Ross",0,0,0,0
"WR","Lucky Whitehead (7395509)","Lucky Whitehead",7395509,3000,"Dal@Was 01:00PM ET","Dal","Lucky","Whitehead","Was",0,0,0,0,10,0,0,NA,"Lucky Whitehead",0,0,0,0
"RB","Rex Burkhead (7395382)","Rex Burkhead",7395382,3000,"Cin@Pit 01:00PM ET","Cin","Rex","Burkhead","Pit",0,1.7,0,1.7,7,0,0.830142333698616,NA,"Rex Burkhead",0,0,0,0
"RB","Roosevelt Nix (7395385)","Roosevelt Nix",7395385,3000,"Cin@Pit 01:00PM ET","Pit","Roosevelt","Nix","Cin",0,0,0,0,0,0,0,NA,"Roosevelt Nix",0,0,0,0
"RB","Daryl Richardson (7395386)","Daryl Richardson",7395386,3000,"Cin@Pit 01:00PM ET","Pit","Daryl","Richardson","Cin",0,2.7,0,2.7,0,0,1.31846135352133,NA,"Daryl Richardson",0,0.6,0,0
"WR","James Wright (7395515)","James Wright",7395515,3000,"Cin@Pit 01:00PM ET","Cin","James","Wright","Pit",3.07,0,3.55,0,6,0.0333333333333333,1.70959555819855,NA,"James Wright",0,2,0,0
"WR","Alex Erickson (7395518)","Alex Erickson",7395518,3000,"Cin@Pit 01:00PM ET","Cin","Alex","Erickson","Pit",0,0,0,0,7,0,0,NA,"Alex Erickson",0,3,0,0
"WR","Cody Core (7395519)","Cody Core",7395519,3000,"Cin@Pit 01:00PM ET","Cin","Cody","Core","Pit",0,0,0,0,0,0,0,NA,"Cody Core",0,0,0,0
"RB","John Kuhn (7395390)","John Kuhn",7395390,3000,"NO@NYG 01:00PM ET","NO","John","Kuhn","NYG",1.81,0,0,0,7,0.0238095238095238,1.00793744636462,NA,"John Kuhn",0,3,0,0
"RB","C.J. Spiller (7395391)","C.J. Spiller",7395391,3000,"NO@NYG 01:00PM ET","NO","C.J.","Spiller","NYG",0,0,0,0,7,0,0,NA,"C.J. Spiller",0,0,0,0
"RB","Travaris Cadet (7395392)","Travaris Cadet",7395392,3000,"NO@NYG 01:00PM ET","NO","Travaris","Cadet","NYG",9.52,6.4,3.39,0,3,0.19047619047619,8.42665857183287,NA,"Travaris Cadet",0,3.7,0,0
"RB","Bobby Rainey (7395394)","Bobby Rainey",7395394,3000,"NO@NYG 01:00PM ET","NYG","Bobby","Rainey","NO",0,0,0,0.563851882364034,8,0,0,NA,"Bobby Rainey",0,0,0,0
"RB","Orleans Darkwa (7395396)","Orleans Darkwa",7395396,3000,"NO@NYG 01:00PM ET","NYG","Orleans","Darkwa","NO",0,2.2,0,1.34855626964689,8,0,1.07430184360997,NA,"Orleans Darkwa",0,1.2,0,0
"RB","Marcus Murphy (7395397)","Marcus Murphy",7395397,3000,"NO@NYG 01:00PM ET","NO","Marcus","Murphy","NYG",0,0,0,0,0,0,0,NA,"Marcus Murphy",0,0,0,0
"RB","Daniel Lasco (7395398)","Daniel Lasco",7395398,3000,"NO@NYG 01:00PM ET","NO","Daniel","Lasco","NYG",0,1.1,0,1.1,9,0,0.537150921804987,NA,"Daniel Lasco",0,0,0,0
"WR","Tavarres King (7395523)","Tavarres King",7395523,3000,"NO@NYG 01:00PM ET","NYG","Tavarres","King","NO",0,0,0,0,8,0,0,NA,"Tavarres King",0,0,0,0
"WR","Brandon Coleman (7395524)","Brandon Coleman",7395524,3000,"NO@NYG 01:00PM ET","NO","Brandon","Coleman","NYG",0,1.2,2.32,1.25643035869043,9,0,0.585982823787258,NA,"Brandon Coleman",0,3.5,0,0
"WR","Tommylee Lewis (7395528)","Tommylee Lewis",7395528,3000,"NO@NYG 01:00PM ET","NO","Tommylee","Lewis","NYG",0,0,0,0,9,0,0,NA,"Tommylee Lewis",0,0.9,0,0
"WR","Roger Lewis (7395531)","Roger Lewis",7395531,3000,"NO@NYG 01:00PM ET","NYG","Roger","Lewis","NO",0,0,0,0,8,0,0,NA,"Roger Lewis",0,0,0,0
"RB","James Develin (7395401)","James Develin",7395401,3000,"Mia@NE 01:00PM ET","NE","James","Develin","Mia",0,0,0,0,0,0,0,NA,"James Develin",0,0,0,0
"RB","Isaiah Pead (7395402)","Isaiah Pead",7395402,3000,"Mia@NE 01:00PM ET","Mia","Isaiah","Pead","NE",2.64,0,0,0,7,0,1.47014080574729,NA,"Isaiah Pead",0,0,0,0
"RB","Brandon Bolden (7395404)","Brandon Bolden",7395404,3000,"Mia@NE 01:00PM ET","NE","Brandon","Bolden","Mia",0,2.3,0,2.3,8,0,1.12313374559224,NA,"Brandon Bolden",0,0,0,0
"RB","D.J. Foster (7395407)","D.J. Foster",7395407,3000,"Mia@NE 01:00PM ET","NE","D.J.","Foster","Mia",0,0,0,0,8,0,0,NA,"D.J. Foster",0,1.9,0,0
"RB","Damien Williams (7395408)","Damien Williams",7395408,3000,"Mia@NE 01:00PM ET","Mia","Damien","Williams","NE",3.77,2.6,6.53,4.07784660773496,5,0.0740740740740741,3.36903507186757,NA,"Damien Williams",0,0,0,0
"RB","Kenyan Drake (7395409)","Kenyan Drake",7395409,3000,"Mia@NE 01:00PM ET","Mia","Kenyan","Drake","NE",0,1.8,2.21,2.78241601185856,7,0,0.878974235680887,NA,"Kenyan Drake",0,9.8,0,0
"WR","Matthew Slater (7395532)","Matthew Slater",7395532,3000,"Mia@NE 01:00PM ET","NE","Matthew","Slater","Mia",0,0,0,0,8,0,0,NA,"Matthew Slater",0,0,0,0
"WR","Justin Hunter (7395535)","Justin Hunter",7395535,3000,"Mia@NE 01:00PM ET","Mia","Justin","Hunter","NE",0,1.1,0,1.1,9,0,0.537150921804987,NA,"Justin Hunter",0,0,0,0
"WR","Jakeem Grant (7395540)","Jakeem Grant",7395540,3000,"Mia@NE 01:00PM ET","Mia","Jakeem","Grant","NE",0,0,0,0,7,0,0,NA,"Jakeem Grant",0,0,0,0
"WR","Malcolm Mitchell (7395541)","Malcolm Mitchell",7395541,3000,"Mia@NE 01:00PM ET","NE","Malcolm","Mitchell","Mia",6.82,3.1,3.45,4.04400237071305,3,0.138888888888889,5.31165270963091,NA,"Malcolm Mitchell",0,2.5,0,0
"RB","Anthony Sherman (7395411)","Anthony Sherman",7395411,3000,"KC@Hou 01:00PM ET","KC","Anthony","Sherman","Hou",0,0,0,0,11,0,0,NA,"Anthony Sherman",0,0,0,0
"RB","Jonathan Grimes (7395412)","Jonathan Grimes",7395412,3000,"KC@Hou 01:00PM ET","Hou","Jonathan","Grimes","KC",0,0,0,0,9,0,0,NA,"Jonathan Grimes",0,3.1,0,0
"RB","Knile Davis (7395413)","Knile Davis",7395413,3000,"KC@Hou 01:00PM ET","KC","Knile","Davis","Hou",0,1.4,0,1.4,11,0,0.683646627751801,NA,"Knile Davis",0,0,0,0
"RB","Jay Prosch (7395417)","Jay Prosch",7395417,3000,"KC@Hou 01:00PM ET","Hou","Jay","Prosch","KC",0,0,0,0,9,0,0,NA,"Jay Prosch",0,0,0,0
"RB","Tyler Ervin (7395418)","Tyler Ervin",7395418,3000,"KC@Hou 01:00PM ET","Hou","Tyler","Ervin","KC",0,4.2,3.12,4.2,6,0.0571428571428571,2.0509398832554,NA,"Tyler Ervin",0,0,0,0
"WR","Keith Mumphery (7395545)","Keith Mumphery",7395545,3000,"KC@Hou 01:00PM ET","Hou","Keith","Mumphery","KC",0,0,0,0,0,0,0,NA,"Keith Mumphery",0,0,0,0
"WR","Braxton Miller (7395548)","Braxton Miller",7395548,3000,"KC@Hou 01:00PM ET","Hou","Braxton","Miller","KC",5.89,4.8,6.58,4.69768555350252,4,0.0857142857142857,5.62390453221401,NA,"Braxton Miller",0,1.1,0,0
"WR","De'Anthony Thomas (7395549)","De'Anthony Thomas",7395549,3000,"KC@Hou 01:00PM ET","KC","De'Anthony","Thomas","Hou",0,0,0,0,11,0,0,NA,"DeAnthony Thomas",0,0,0,0
"WR","Demarcus Robinson (7395550)","Demarcus Robinson",7395550,3000,"KC@Hou 01:00PM ET","KC","Demarcus","Robinson","Hou",0,0,0,0,0,0,0,NA,"Demarcus Robinson",0,0,0,0
"WR","Tyreek Hill (7395553)","Tyreek Hill",7395553,3000,"KC@Hou 01:00PM ET","KC","Tyreek","Hill","Hou",2.87,0,0,0,8,0.0222222222222222,1.59822125473285,NA,"Tyreek Hill",0,2.7,0,0
"RB","Jalston Fowler (7395422)","Jalston Fowler",7395422,3000,"Ten@Det 01:00PM ET","Ten","Jalston","Fowler","Det",0,0,0,0,8,0,0,NA,"Jalston Fowler",0,0,0,0
"RB","Michael Burton (7395423)","Michael Burton",7395423,3000,"Ten@Det 01:00PM ET","Det","Michael","Burton","Ten",0,0,0,0,0,0,0,NA,"Michael Burton",0,0,0,0
"RB","Antonio Andrews (7395424)","Antonio Andrews",7395424,3000,"Ten@Det 01:00PM ET","Ten","Antonio","Andrews","Det",0,0,0,0,0,0,0,NA,"Antonio Andrews",0,0,0,0
"RB","Zach Zenner (7395425)","Zach Zenner",7395425,3000,"Ten@Det 01:00PM ET","Det","Zach","Zenner","Ten",0,0,0,0,9,0,0,NA,"Zach Zenner",0,0,0,0
"RB","Dwayne Washington (7395427)","Dwayne Washington",7395427,3000,"Ten@Det 01:00PM ET","Det","Dwayne","Washington","Ten",0,2.8,3.4,0,9,0,1.3672932555036,NA,"Dwayne Washington",0,3.1,0,0
"WR","Marc Mariani (7395557)","Marc Mariani",7395557,3000,"Ten@Det 01:00PM ET","Ten","Marc","Mariani","Det",0,0,0,0,0,0,0,NA,"Marc Mariani",0,0,0,0
"WR","Andre Roberts (7395558)","Andre Roberts",7395558,3000,"Ten@Det 01:00PM ET","Det","Andre","Roberts","Ten",3.61,3.4,0,3.4,7,0.0263157894736842,3.67059084495318,NA,"Andre Roberts",0,0,0,0
"WR","Kendall Wright (7395560)","Kendall Wright",7395560,3000,"Ten@Det 01:00PM ET","Ten","Kendall","Wright","Det",0,0,7.32,0,8,0,0,NA,"Kendall Wright",0,0,0,0
"RB","Kyle Juszczyk (7395430)","Kyle Juszczyk",7395430,3000,"Bal@Cle 01:00PM ET","Bal","Kyle","Juszczyk","Cle",0,2.2,3.81,2.2,4,0.0967741935483871,1.07430184360997,NA,"Kyle Juszczyk",0,1.8,0,0
"RB","Malcolm Johnson (7395431)","Malcolm Johnson",7395431,3000,"Bal@Cle 01:00PM ET","Cle","Malcolm","Johnson","Bal",0,0,0,0,5,0.0769230769230769,0,NA,"Malcolm Johnson",0,0,0,0
"RB","George Atkinson III (7395435)","George Atkinson III",7395435,3000,"Bal@Cle 01:00PM ET","Cle","George","Atkinson III","Bal",0,0,0,0,0,0,0,NA,"George Atkinson III",0,0,0,0
"RB","Kenneth Dixon (7395437)","Kenneth Dixon",7395437,3000,"Bal@Cle 01:00PM ET","Bal","Kenneth","Dixon","Cle",0,0,0,0,10,0,0,NA,"Kenneth Dixon",0,0,0,0
"WR","Devin Hester (7395565)","Devin Hester",7395565,3000,"Bal@Cle 01:00PM ET","Bal","Devin","Hester","Cle",0,0,0,0,0,0,0,NA,"Devin Hester",0,0,0,0
"WR","Chris Moore (7395570)","Chris Moore",7395570,3000,"Bal@Cle 01:00PM ET","Bal","Chris","Moore","Cle",0,1.1,0,1.1,6,0.0645161290322581,0.537150921804987,NA,"Chris Moore",0,1.9,0,0
"WR","Jordan Payton (7395572)","Jordan Payton",7395572,3000,"Bal@Cle 01:00PM ET","Cle","Jordan","Payton","Bal",0,0,0,0,8,0,0,NA,"Jordan Payton",0,0,0,0
"WR","Ricardo Louis (7395573)","Ricardo Louis",7395573,3000,"Bal@Cle 01:00PM ET","Cle","Ricardo","Louis","Bal",0,0,0,1.14733314345694,8,0,0,NA,"Ricardo Louis",0,0,0,0
"WR","Rashard Higgins (7395575)","Rashard Higgins",7395575,3000,"Bal@Cle 01:00PM ET","Cle","Rashard","Higgins","Bal",0,3.3,0,3.3,8,0,1.61145276541496,NA,"Rashard Higgins",0,0,0,0
"RB","Chase Reynolds (7395438)","Chase Reynolds",7395438,3000,"Sea@LA 04:05PM ET","LA","Chase","Reynolds","Sea",0,0,0,0,0,0,0,NA,"Chase Reynolds",0,0,0,0
"RB","Malcolm Brown (7395441)","Malcolm Brown",7395441,3000,"Sea@LA 04:05PM ET","LA","Malcolm","Brown","Sea",0,1.6,0,1.6,7,0.0294117647058824,0.781310431716344,NA,"Malcolm Brown",0,0,0,0
"RB","Tani Tupou (7395443)","Tani Tupou",7395443,3000,"Sea@LA 04:05PM ET","Sea","Tani","Tupou","LA",0,0,0,0,0,0,0,NA,"Tani Tupou",0,0,0,0
"RB","Alex Collins (7395446)","Alex Collins",7395446,3000,"Sea@LA 04:05PM ET","Sea","Alex","Collins","LA",0,0,0,0,10,0,0,NA,"Alex Collins",0,0,0,0
"WR","Paul Richardson (7395581)","Paul Richardson",7395581,3000,"Sea@LA 04:05PM ET","Sea","Paul","Richardson","LA",3.7,2,2.68,0.256817759629178,5,0.0697674418604651,3.03706265376095,NA,"Paul Richardson",0,6.5,0,0
"WR","Tanner McEvoy (7395582)","Tanner McEvoy",7395582,3000,"Sea@LA 04:05PM ET","Sea","Tanner","McEvoy","LA",0,0,0,0,10,0,0,NA,"Tanner McEvoy",0,0,0,0
"WR","Bradley Marquez (7395584)","Bradley Marquez",7395584,3000,"Sea@LA 04:05PM ET","LA","Bradley","Marquez","Sea",0,0,0,0,9,0,0,NA,"Bradley Marquez",0,0,0,0
"WR","Nelson Spruce (7395585)","Nelson Spruce",7395585,3000,"Sea@LA 04:05PM ET","LA","Nelson","Spruce","Sea",0,0,0,0,0,0,0,NA,"Nelson Spruce",0,0,0,0
"WR","Mike Thomas (7395587)","Mike Thomas",7395587,3000,"Sea@LA 04:05PM ET","LA","Mike","Thomas","Sea",0,2,0,2,9,0,0.97663803964543,NA,"Mike Thomas",0,0,0,0
"RB","Stepfan Taylor (7395450)","Stepfan Taylor",7395450,3000,"TB@Ari 04:05PM ET","Ari","Stepfan","Taylor","TB",0,0,0,0,0,0,0,NA,"Stepfan Taylor",0,0,0,0
"RB","Peyton Barber (7395453)","Peyton Barber",7395453,3000,"TB@Ari 04:05PM ET","TB","Peyton","Barber","Ari",0,0,0,0,8,0,0,NA,"Peyton Barber",0,0,0,0
"WR","Russell Shepard (7395593)","Russell Shepard",7395593,3000,"TB@Ari 04:05PM ET","TB","Russell","Shepard","Ari",1.53,0,0,0,8,0,0.852013421512633,NA,"Russell Shepard",0,3.6,0,0
"WR","J.J. Nelson (7395594)","J.J. Nelson",7395594,3000,"TB@Ari 04:05PM ET","Ari","J.J.","Nelson","TB",0,0,0,0,6,0.0512820512820513,0,NA,"J.J. Nelson",0,0,0,0
"WR","Cecil Shorts III (7395595)","Cecil Shorts III",7395595,3000,"TB@Ari 04:05PM ET","TB","Cecil","Shorts III","Ari",0,0,0,0,0,0,0,NA,"Cecil Shorts III",0,0,0,0
"RB","Andre Williams (7395457)","Andre Williams",7395457,3000,"Jax@SD 04:25PM ET","SD","Andre","Williams","Jax",0,0,0,0,0,0,0,NA,"Andre Williams",0,0,0,0
"RB","Corey Grant (7395458)","Corey Grant",7395458,3000,"Jax@SD 04:25PM ET","Jax","Corey","Grant","SD",0,0,0,0,8,0,0,NA,"Corey Grant",0,8.5,0,0
"RB","Derek Watt (7395460)","Derek Watt",7395460,3000,"Jax@SD 04:25PM ET","SD","Derek","Watt","Jax",0,0,0,0,8,0,0,NA,"Derek Watt",0,0,0,0
"RB","Kenneth Farrow (7395461)","Kenneth Farrow",7395461,3000,"Jax@SD 04:25PM ET","SD","Kenneth","Farrow","Jax",0,0,0,0,8,0,0,NA,"Kenneth Farrow",0,1.3,0,0
"WR","Bryan Walters (7395598)","Bryan Walters",7395598,3000,"Jax@SD 04:25PM ET","Jax","Bryan","Walters","SD",0,1.4,0,1.4,8,0,0.683646627751801,NA,"Bryan Walters",0,0,0,0
"WR","Arrelious Benn (7395599)","Arrelious Benn",7395599,3000,"Jax@SD 04:25PM ET","Jax","Arrelious","Benn","SD",0,0,0,0,8,0,0,NA,"Arrelious Benn",0,1.9,0,0
"WR","Isaiah Burse (7395604)","Isaiah Burse",7395604,3000,"Jax@SD 04:25PM ET","SD","Isaiah","Burse","Jax",0,0,3.33,0,8,0,0,NA,"Isaiah Burse",0,0,0,0
"TE","Neal Sterling (7395721)","Neal Sterling",7395721,3000,"Jax@SD 04:25PM ET","Jax","Neal","Sterling","SD",0,0,0,0,8,0,0,NA,"Neal Sterling",0,0,0,0
"RB","Taiwan Jones (7395463)","Taiwan Jones",7395463,3000,"Atl@Oak 04:25PM ET","Oak","Taiwan","Jones","Atl",3.58,0,3.36,0,6,0.0487804878048781,1.9936000320361,NA,"Taiwan Jones",0,0,0,0
"RB","Patrick DiMarco (7395464)","Patrick DiMarco",7395464,3000,"Atl@Oak 04:25PM ET","Atl","Patrick","DiMarco","Oak",0,1.1,0,1.1,7,0.0263157894736842,0.537150921804987,NA,"Patrick DiMarco",0,0,0,0
"RB","Terron Ward (7395467)","Terron Ward",7395467,3000,"Atl@Oak 04:25PM ET","Atl","Terron","Ward","Oak",0,0,0,0,9,0,0,NA,"Terron Ward",0,0,0,0
"WR","Eric Weems (7395609)","Eric Weems",7395609,3000,"Atl@Oak 04:25PM ET","Atl","Eric","Weems","Oak",0,0,0,0,0,0,0,NA,"Eric Weems",0,0,0,0
"WR","Aldrick Robinson (7395611)","Aldrick Robinson",7395611,3000,"Atl@Oak 04:25PM ET","Atl","Aldrick","Robinson","Oak",0,1,1.98,3.79050532013254,9,0,0.488319019822715,NA,"Aldrick Robinson",0,6.9,0,0
"WR","Justin Hardy (7395614)","Justin Hardy",7395614,3000,"Atl@Oak 04:25PM ET","Atl","Justin","Hardy","Oak",4.75,6.5,5.39,7.55727676279428,6,0.0526315789473684,5.81921333615811,NA,"Justin Hardy",0,7.8,0,0
"WR","Andre Holmes (7395615)","Andre Holmes",7395615,3000,"Atl@Oak 04:25PM ET","Oak","Andre","Holmes","Atl",3.64,3.6,3.38,6.12668869181563,8,0.024390243902439,3.78496079443758,NA,"Andre Holmes",0,7.6,0,0
"WR","Johnny Holton (7395618)","Johnny Holton",7395618,3000,"Atl@Oak 04:25PM ET","Oak","Johnny","Holton","Atl",0,0,0,0,10,0,0,NA,"Johnny Holton",0,2.8,0,0
"WR","Taylor Gabriel (7395619)","Taylor Gabriel",7395619,3000,"Atl@Oak 04:25PM ET","Atl","Taylor","Gabriel","Oak",0,0,0,1.48022130484055,9,0,0,NA,"Taylor Gabriel",0,3.9,0,0
