"Player.Name","Likes","Inj","Pos","Salary","Team","Opp","Vegas.Pts","Vegas.Spread","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Pass.Att","S.Pass.Att","Proj.Pass.Att","Red.Zone.Pass.Att","Yards.Per.Pass.Att","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","Projected.Usage","L3.FP","L16.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Demaryius Thomas",22,"","WR",6000,"DEN","@OAK",21.3,"OAK by 1","11%","16%","21%",0,0,0,0,0,0,0,0,0,0,10,8,7.9,1.4,8.4,14,12.1,15.3,15.3,9.7,21,16.6,2.8,0,0
"Jeremy Maclin",1,"Q","WR",5900,"KC","JAX",24.8,"KC by 7","-10%","16%","2%",0.3,0.1,0,0.1,0,0,0.1,0.2,0,-1,6,7.9,6.5,0.9,6.8,11,9.7,11.4,11.4,7.7,15,13.1,2.2,0,0
"Marcus Mariota",15,"","QB",5900,"TEN","@SD",21.8,"SD by 3.5","11%","-20%","9%",27.7,31,31.8,3.8,7.6,4,4,3.7,0.6,6.9,0,0,0,0,0,61,22.1,18.8,18.8,10.7,26.8,20,3.4,0,0
"Stefon Diggs",27,"","WR",5900,"MIN","DET",24,"MIN by 5.5","4%","3%","8%",0,0,0,0,0,0.3,0.3,0.3,0.2,-1,8.3,8.7,7,0.5,9,13,11.7,16.6,16.6,4.7,28.5,13.5,2.3,0,0
"Davante Adams",34,"","WR",5900,"GB","IND",30.3,"GB by 7.5","14%","6%","0%",0,0,0,0,0,0,0,0,0,0,11,8.1,8.8,1.1,7.4,14,22,16.3,16.3,3.8,28.8,14.7,2.5,0,0
"Todd Gurley",7,"","RB",5800,"LA","CAR",20.8,"CAR by 3","17%","-26%","-21%",0,0,0,0,0,17.3,19.1,18.2,3,3,5.3,3.9,3.1,1,6.2,37,15.9,13.6,13.6,8,19.2,13.8,2.4,0,0
"Donte Moncrief",40,"","WR",5800,"IND","@GB",22.8,"GB by 7.5","1%","-31%","-3%",0,0,0,0,0,0.3,0.3,0,0,-1,6.3,6.3,7.6,1,6,13,11.4,11.4,11.4,2.9,20,15.9,2.7,0,0
"Willie Snead",6,"","WR",5800,"NO","@SF",28.8,"NO by 4.5","-13%","72%","-7%",0,0,0,0,0,0,0,0,0,0,8.7,7.3,6.7,0.5,10,10,12.7,15.5,15.5,4.5,26.5,14.6,2.5,0,0
"Blake Bortles",1,"","QB",5800,"JAX","@KC",17.8,"KC by 7","-2%","5%","-8%",43.3,41.4,35.7,5.9,6.6,4,3.9,2.6,0.3,5.4,0,0,0,0,0,69,20.3,20.7,20.7,13.4,27.9,16.7,2.9,0,0
"Ty Montgomery",43,"","WR",5800,"GB","IND",30.3,"GB by 7.5","14%","6%","0%",0,0,0,0,0,4.3,2.3,10,0.7,4.7,8.3,4.2,5.9,1.3,6.6,26,14,7,7,-3.9,17.9,19.7,3.4,0,0
"Eli Manning",5,"","QB",5700,"NYG","PHI",22.8,"NYG by 3","-11%","6%","-26%",39.3,38.6,35.6,3.6,7.3,1,1,1.1,0.6,-0.7,0,0,0,0,0,64,15.9,16,16,8.6,23.4,17.9,3.1,0,0
"Jordan Matthews",7,"","WR",5700,"PHI","@NYG",19.8,"NYG by 3","5%","-13%","0%",0,0,0,0,0,0,0,0,0,0,8.3,7.9,7.5,0.9,7.6,12,12.7,14.1,14.1,5.8,22.4,15.5,2.7,0,0
"Ryan Fitzpatrick",1,"","QB",5700,"NYJ","@MIA",20.8,"MIA by 3.5","-6%","26%","-5%",26.3,33.9,30,4.5,6.6,2,2.6,4.3,0.3,4.1,0,0,0,0,0,56,9.8,12.5,12.5,6.1,18.9,16.7,2.9,0,0
"Jimmy Graham",7,"","TE",5700,"SEA","BUF",25.5,"SEA by 7","0%","10%","-18%",0,0,0,0,0,0,0,0,0,0,8,6.6,6.1,0.7,9.6,10,10.5,12.2,12.2,4.3,20.1,11.8,2.1,0,0
"Ryan Tannehill",17,"","QB",5600,"MIA","NYJ",24.3,"MIA by 3.5","15%","-32%","20%",25,30.4,32.4,3.3,8.1,2.7,2.9,2.7,0.9,3.9,0,0,0,0,0,61,10.8,15.7,15.7,7.5,23.9,18.9,3.4,0,0
"Mike Wallace",10,"","WR",5600,"BAL","PIT",21.3,"PIT by 3.5","9%","-1%","-16%",0,0,0,0,0,0,0.4,0.2,0,6.3,11,8.7,7.5,1,8,12,17.3,15.6,15.6,9.4,21.8,12.8,2.3,0,0
"Colin Kaepernick",15,"","QB",5600,"SF","NO",24.3,"NO by 4.5","13%","3%","3%",31.5,31.5,28.2,3,5.2,8.5,8.5,5,0,8.8,0,0,0,0,0,57,17.1,17.1,17.1,15.7,18.5,18.5,3.3,0,0
"Travis Benjamin",1,"Q","WR",5600,"SD","TEN",25.3,"SD by 3.5","6%","-23%","10%",0.3,0.1,0,0,0,0,0.1,0,0,-1,6.3,7.3,6.3,0.9,8.8,10,8.8,13.7,13.7,4.6,22.9,12.8,2.3,0,0
"Matthew Stafford",2,"","QB",5600,"DET","@MIN",18.5,"MIN by 5.5","-14%","-14%","-30%",33.7,35.3,36.9,4.6,7.6,2.3,2.6,2.1,0.1,6,0,0,0,0,0,68,19.9,20.7,20.7,13.1,28.4,18.6,3.3,0,0
"Marvin Jones",1,"","WR",5600,"DET","@MIN",18.5,"MIN by 5.5","-14%","-14%","-35%",0,0,0,0,0,0.3,0.1,0,0,3,6,7.4,6.6,1.1,11.1,12,9.7,16.5,16.5,5.3,27.6,13.3,2.4,0,0
"Tony Romo",NA,"O","QB",5500,"DAL","@CLE",28,"DAL by 7","10%","33%","31%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Flacco",3,"","QB",5500,"BAL","PIT",21.3,"PIT by 3.5","9%","-1%","-11%",46,44.1,39.8,4,5.9,1.3,1.9,1,0.4,1,0,0,0,0,0,66,11.9,15.3,15.3,10,20.5,17.6,3.2,0,0
"Jamaal Charles",NA,"O","RB",5500,"KC","JAX",24.8,"KC by 7","-10%","16%","-3%",0,0,0,0,0,4,4,0,1.3,3.3,1,1,0,0.3,4.7,0,4.5,4.5,4.5,-2.7,11.6,0,0,0,0
"Michael Thomas",27,"","WR",5500,"NO","@SF",28.8,"NO by 4.5","-13%","72%","-7%",0,0,0,0,0,0,0,0,0,0,8,7.9,6.7,1,9.1,10,19,16.1,16.1,10.4,21.9,13.3,2.4,0,0
"Steve Smith",0,"Q","WR",5400,"BAL","PIT",21.3,"PIT by 3.5","9%","-1%","-16%",0,0,0,0,0,0,0,0,0,0,8.3,8,0,0.6,7.8,0,16.9,13.4,13.4,4.2,22.6,0,0,0,0
"Josh McCown",0,"","QB",5400,"CLE","DAL",21,"DAL by 7","1%","-15%","-9%",41,41,0.3,5,7.3,2.5,2.5,0,1,2,0,0,0,0,0,1,21,21,21,14.5,27.6,0,0,0,0
"Alex Smith",NA,"O","QB",5300,"KC","JAX",24.8,"KC by 7","-10%","16%","-8%",21.7,33.3,0,4,7,3,2.7,0,0.6,1.6,0,0,0,0,0,0,12,15.1,15.1,6.3,23.9,0,0,0,0
"Cole Beasley",12,"","WR",5300,"DAL","@CLE",28,"DAL by 7","10%","33%","15%",0.3,0.1,0,0,0,0,0.1,0,0,7,5.7,6.6,4.7,0.7,9.6,7,16.1,14.3,14.3,9.5,19,10,1.9,0,0
"Travis Kelce",20,"","TE",5300,"KC","JAX",24.8,"KC by 7","-10%","16%","-34%",0,0,0,0,0,0,0,0,0,0,5.3,6.4,6.2,1.4,8.4,10,12.2,13.2,13.2,5.3,21.2,11.5,2.2,0,0
"Nick Foles",4,"","QB",5200,"KC","JAX",24.8,"KC by 7","-10%","16%","-8%",22,22,33.9,9,10.1,1,1,3.9,0,-1,0,0,0,0,0,64,16.8,16.8,16.8,16.8,16.8,15.2,2.9,0,0
"Jonathan Stewart",11,"","RB",5200,"CAR","@LA",23.8,"CAR by 3","-5%","-3%","-17%",0,0,0,0,0,16.3,16,16.1,3.3,4,1.7,1.5,1.2,0.3,5.3,28,16,13.6,13.6,3.5,23.8,11.3,2.2,0,0
"Quincy Enunwa",5,"","WR",5100,"NYJ","@MIA",20.8,"MIA by 3.5","-6%","26%","0%",0,0,0,0,0,0,0,0,0,0,6.7,7.4,7.1,0.9,8.5,12,13.9,13,13,8.3,17.8,11.2,2.2,0,0
"Trevor Siemian",7,"","QB",5100,"DEN","@OAK",21.3,"OAK by 1","11%","16%","24%",37.7,30.6,30.3,4.4,6.9,1.7,2,1.9,0.3,2.1,0,0,0,0,0,56,10.8,13.5,13.5,5.1,21.9,17.5,3.4,0,0
"Carson Wentz",1,"","QB",5100,"PHI","@NYG",19.8,"NYG by 3","5%","-13%","-25%",31,32.6,33.1,5.4,6.7,2.7,2.7,2.8,0.6,2.1,0,0,0,0,0,58,9.4,14.6,14.6,8.6,20.6,17.6,3.5,0,0
"Tevin Coleman",NA,"Q","RB",5100,"ATL","@TB",26.8,"ATL by 4.5","10%","6%","4%",0,0,0,0,0,6.3,8.4,0,1.6,4,3,3.4,0,0.6,13.8,0,15.5,16.3,16.3,6,26.7,0,0,0,0
"Mike Glennon",NA,"","QB",5000,"TB","ATL",22.3,"ATL by 4.5","14%","-13%","38%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ryan Griffin",NA,"O","QB",5000,"TB","ATL",22.3,"ATL by 4.5","14%","-13%","38%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dan Orlovsky",NA,"","QB",5000,"DET","@MIN",18.5,"MIN by 5.5","-14%","-14%","-30%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Shaun Hill",NA,"","QB",5000,"MIN","DET",24,"MIN by 5.5","4%","3%","38%",33,33,0.6,0,7.2,2,2,0,0,4,0,0,0,0,0,1,10.2,10.2,10.2,10.2,10.2,0,0,0,0
"Sam Bradford",1,"","QB",5000,"MIN","DET",24,"MIN by 5.5","4%","3%","38%",36,33.8,30.1,3.3,7.1,1,1.7,2,0,-0.2,0,0,0,0,0,55,13.9,14.4,14.4,10.5,18.3,15.7,3.1,0,0
"Josh Johnson",NA,"","QB",5000,"NYG","PHI",22.8,"NYG by 3","-11%","6%","-26%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chase Daniel",NA,"","QB",5000,"PHI","@NYG",19.8,"NYG by 3","5%","-13%","-25%",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Nassib",NA,"Q","QB",5000,"NYG","PHI",22.8,"NYG by 3","-11%","6%","-26%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Matt Moore",NA,"","QB",5000,"MIA","NYJ",24.3,"MIA by 3.5","15%","-32%","20%",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bryce Petty",NA,"","QB",5000,"NYJ","@MIA",20.8,"MIA by 3.5","-6%","26%","-5%",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christian Hackenberg",NA,"","QB",5000,"NYJ","@MIA",20.8,"MIA by 3.5","-6%","26%","-5%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chad Henne",NA,"","QB",5000,"JAX","@KC",17.8,"KC by 7","-2%","5%","-8%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Bray",NA,"","QB",5000,"KC","JAX",24.8,"KC by 7","-10%","16%","-8%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Allen",NA,"","QB",5000,"JAX","@KC",17.8,"KC by 7","-2%","5%","-8%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mark Sanchez",NA,"","QB",5000,"DAL","@CLE",28,"DAL by 7","10%","33%","31%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cody Kessler",1,"","QB",5000,"CLE","DAL",21,"DAL by 7","1%","-15%","-9%",20,26.6,34.2,2.4,7.1,1,1.4,1.8,0.4,0.3,0,0,0,0,0,65,11.4,11.4,11.4,3.2,19.7,17.2,3.4,0,0
"Kevin Hogan",NA,"","QB",5000,"CLE","DAL",21,"DAL by 7","1%","-15%","-9%",13,13,0,0.5,4,3.5,3.5,0,0,14.9,0,0,0,0,0,0,10.8,10.8,10.8,-4.2,25.8,0,0,0,0
"Joe Callahan",NA,"","QB",5000,"CLE","DAL",21,"DAL by 7","1%","-15%","-9%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Mallett",NA,"","QB",5000,"BAL","PIT",21.3,"PIT by 3.5","9%","-1%","-11%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Landry Jones",NA,"","QB",5000,"PIT","@BAL",24.8,"PIT by 3.5","-11%","-24%","-14%",16,12,1,1,5.9,1,1.3,0,0,-0.6,0,0,0,0,0,2,4.6,3.5,3.5,-3.7,10.7,0,0,0,0
"Zach Mettenberger",NA,"","QB",5000,"PIT","@BAL",24.8,"PIT by 3.5","-11%","-24%","-14%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luke McCown",NA,"","QB",5000,"NO","@SF",28.8,"NO by 4.5","-13%","72%","-4%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Christian Ponder",NA,"","QB",5000,"SF","NO",24.3,"NO by 4.5","13%","3%","3%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blaine Gabbert",NA,"","QB",5000,"SF","NO",24.3,"NO by 4.5","13%","3%","3%",26.3,30,0.3,3.4,5.9,9,7.8,0,1.2,4.4,0,0.2,0,0,-16,1,13.7,15.6,15.6,8.9,22.4,0,0,0,0
"Derek Anderson",NA,"","QB",5000,"CAR","@LA",23.8,"CAR by 3","-5%","-3%","-13%",17.3,17.3,0.3,3,8.7,0.3,0.3,0,0,4,0,0,0,0,0,0,7.8,7.8,7.8,0.4,15.2,0,0,0,0
"Joe Webb",NA,"","QB",5000,"CAR","@LA",23.8,"CAR by 3","-5%","-3%","-13%",0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,3,0,0.7,0.7,0.7,-0.3,1.6,0,0,0,0
"Case Keenum",3,"","QB",5000,"LA","CAR",20.8,"CAR by 3","17%","-26%","17%",38.7,33.9,30.7,3.9,7.2,1.3,2.1,2.7,0.3,2.7,0,0,0,0,0,58,18.1,14.6,14.6,5.1,24.2,16.8,3.4,0,0
"Sean Mannion",NA,"","QB",5000,"LA","CAR",20.8,"CAR by 3","17%","-26%","17%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jared Goff",NA,"","QB",5000,"LA","CAR",20.8,"CAR by 3","17%","-26%","17%",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Matt Schaub",NA,"","QB",5000,"ATL","@TB",26.8,"ATL by 4.5","10%","6%","9%",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
