Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Washington Redskins,4,D,2700,WAS,@PHI,23.3,WAS by 2,2.2,0.7,0.9,242,110,21.8,6.3,3.0,6.2,5.5,1.7,10.6,7.6,2.8,0.0,0.0
Dallas Cowboys,3,D,2700,DAL,@NYG,21.3,DAL by 4,1.3,0.9,1.0,258,78,19.4,6.3,2.7,4.6,4.8,1.6,7.6,9.6,3.6,0.0,0.0
Baltimore Ravens,0,D,2700,BAL,@NE,25.5,NE by 6.5,1.7,0.7,0.1,281,117,26.6,3.1,8.7,7.3,8.8,2.3,12.3,6.1,2.3,0.0,0.0
Oakland Raiders,0,D,2700,OAK,@KC,24.8,KC by 3.5,2.4,0.8,0.3,248,99,21.4,5.3,9.3,7.1,6.1,2.5,11.6,7.2,2.7,0.0,0.0
Miami Dolphins,3,D,2600,MIA,ARI,22.8,ARI by 1.5,2.9,0.7,1.1,285,105,22.5,9.6,5.7,6.6,7.6,1.7,11.5,9.8,3.8,0.0,0.0
San Diego Chargers,3,D,2600,SD,@CAR,24.8,CAR by 1,2.3,1.0,1.1,256,108,22.1,9.4,6.3,8.1,8.0,3.6,12.5,6.6,2.5,0.0,0.0
Indianapolis Colts,4,D,2600,IND,HOU,20.5,IND by 6.5,1.8,0.7,1.1,209,121,16.8,8.3,5.3,6.4,5.0,1.3,11.6,7.5,2.9,0.0,0.0
San Francisco 49ers,6,D,2600,SF,NYJ,19.8,SF by 3,1.9,0.7,1.5,231,105,17.2,10.4,1.3,4.0,3.8,-0.5,8.5,6.4,2.5,0.0,0.0
Green Bay Packers,,D,2600,GB,SEA,24.0,SEA by 3,2.4,0.4,0.5,275,102,21.5,6.4,6.0,5.9,5.3,1.6,10.2,5.1,2.0,0.0,0.0
New York Giants,,D,2600,NYG,DAL,25.3,DAL by 4,1.4,0.8,0.2,249,156,27.8,2.3,12.7,6.4,7.8,-0.5,13.2,6.7,2.6,0.0,0.0
Buffalo Bills,,D,2500,BUF,PIT,23.3,PIT by 1,1.3,0.3,0.8,276,102,23.7,3.7,2.3,6.8,7.3,-0.2,13.8,7.0,2.8,0.0,0.0
Jacksonville Jaguars,2,D,2500,JAX,MIN,20.5,MIN by 3,2.4,0.4,0.3,242,72,17.9,6.2,7.0,4.4,3.5,-1.9,10.7,6.7,2.7,0.0,0.0
Los Angeles Rams,,D,2500,LA,ATL,25.0,ATL by 5.5,2.4,0.3,0.6,318,110,30.7,3.3,2.3,7.3,6.6,1.5,13.1,7.5,3.0,0.0,0.0
New Orleans Saints,2,D,2400,NO,@TB,26.5,TB by 2,1.9,0.6,1.0,271,105,21.6,6.8,4.0,4.2,4.2,-0.1,8.5,8.6,3.6,0.0,0.0
Tampa Bay Buccaneers,3,D,2400,TB,NO,24.5,TB by 2,1.6,0.8,0.9,330,109,28.9,6.2,12.0,7.1,8.7,0.0,14.3,7.4,3.1,0.0,0.0
Chicago Bears,1,D,2300,CHI,@DET,24.5,DET by 7.5,2.2,0.3,0.4,269,81,22.4,3.9,5.7,5.4,6.1,0.9,9.8,5.1,2.2,0.0,0.0
Cleveland Browns,2,D,2200,CLE,CIN,23.0,CIN by 4.5,2.7,0.8,0.5,281,106,20.4,6.2,3.0,3.7,3.0,-0.7,8.0,5.9,2.7,0.0,0.0
