Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Kansas City Chiefs,0,D,2800,KC,@OAK,22.8,KC by 1,1.0,0.4,0.4,277,119,28.4,1.4,11.3,13.0,8.8,3.5,22.5,6.8,2.4,10.0,3.6
Jacksonville Jaguars,,D,2700,JAX,@CHI,24.3,CHI by 2.5,2.0,1.0,0.4,293,90,17.0,6.8,6.0,6.4,4.8,-1.2,13.9,6.3,2.3,2.0,0.7
Washington Redskins,0,D,2700,WAS,PHI,24.0,PHI by 3,1.8,0.3,0.3,252,119,28.8,3.5,9.7,7.3,6.8,2.7,11.8,6.8,2.5,6.0,2.2
Cleveland Browns,0,D,2600,CLE,@TEN,26.3,TEN by 7.5,1.4,0.6,1.0,218,149,18.4,11.4,5.3,5.4,5.0,0.7,10.2,6.2,2.4,3.0,1.2
Baltimore Ravens,2,D,2600,BAL,@NYG,23.0,NYG by 3.5,2.0,1.2,0.8,277,84,17.8,7.4,7.3,6.3,7.6,1.3,11.3,6.2,2.4,7.0,2.7
Oakland Raiders,1,D,2600,OAK,KC,23.8,KC by 1,3.3,1.0,0.5,268,90,19.3,7.5,8.0,6.3,5.0,2.3,10.4,6.8,2.6,1.0,0.4
San Diego Chargers,,D,2500,SD,DEN,23.5,DEN by 3,3.0,0.4,0.8,243,101,23.0,5.8,6.7,5.8,6.6,1.4,10.2,6.3,2.5,12.0,4.8
Miami Dolphins,,D,2500,MIA,PIT,28.5,PIT by 7.5,1.8,0.4,0.8,299,102,27.8,4.2,5.0,5.6,6.2,0.4,10.9,4.2,1.7,7.0,2.8
Cincinnati Bengals,,D,2500,CIN,@NE,28.0,NE by 7.5,1.8,0.8,0.0,261,128,22.8,5.0,6.7,8.6,6.0,3.8,13.3,5.0,2.0,-1.0,-0.4
Atlanta Falcons,,D,2500,ATL,@SEA,26.3,SEA by 7,2.3,0.8,0.5,282,93,19.8,7.0,10.3,4.9,6.4,0.8,9.1,5.8,2.3,3.0,1.2
Carolina Panthers,2,D,2400,CAR,@NO,25.5,CAR by 2.5,1.8,0.5,0.8,317,82,28.5,5.8,4.0,10.6,6.8,3.0,18.2,7.9,3.3,-1.0,-0.4
Dallas Cowboys,,D,2400,DAL,@GB,26.0,GB by 5,2.0,0.5,0.8,219,112,24.5,4.5,5.3,5.2,5.0,2.0,8.4,4.6,1.9,10.0,4.2
New York Jets,1,D,2400,NYJ,@ARI,26.0,ARI by 7,2.6,0.8,1.4,265,114,23.8,8.8,2.3,5.3,3.6,1.3,9.3,6.1,2.5,-1.0,-0.4
San Francisco 49ers,,D,2300,SF,@BUF,25.8,BUF by 7.5,2.0,0.4,0.4,181,137,19.8,5.4,2.0,5.3,5.8,1.2,9.3,3.6,1.6,3.0,1.3
Chicago Bears,9,D,2300,CHI,JAX,21.8,CHI by 2.5,3.0,0.5,1.5,263,75,21.0,7.8,4.0,5.2,4.6,2.0,8.4,5.9,2.6,7.0,3.0
Indianapolis Colts,1,D,2200,IND,@HOU,25.3,HOU by 3,2.2,0.6,1.4,227,102,16.4,10.4,5.0,6.8,3.0,1.5,12.0,6.9,3.1,3.0,1.4
New Orleans Saints,0,D,2000,NO,CAR,28.0,CAR by 2.5,2.6,1.2,1.8,285,125,22.2,12.2,5.0,4.4,2.8,-1.6,10.5,5.7,2.9,2.0,1.0
