"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Dwyane Wade","PG/SGPGSG","CLE","vs MIA","20th",105.5,5300,13.7,54,23.7,1.04,24.6,9.7,22.8,28.4,30.93,30.93,"%",51,5.8,27,32.75,6.2
"Bobby Portis","PF","CHI","vs PHX","25th",106.75,5200,14.4,45.1,26.4,1.18,26.3,10.7,22.4,21.79,27.54,27.54,"%",67,5.3,17,17.25,3.3
"Gary Harris","SG","DEN","@ UTA","1st",101.5,5200,18.2,39.1,26.1,0.82,17.2,10.9,31.8,36.3,27.15,27.15,"%",77,5.2,33,26.25,5
"Willie Cauley-Stein","PF/CPFC","SAC","vs MIL","29th",96,5100,13.8,51.4,24.7,0.99,19.8,8.6,25,27.74,29.93,29.93,"%",56,5.9,24,23.5,4.6
"Jamal Murray","PG/SGPGSG","DEN","@ UTA","1st",101.5,5100,8.4,44.8,22.9,0.87,24.4,12,26.3,28.8,23.99,23.99,"%",55,4.7,29,14.75,2.9
"Marcin Gortat","C","WAS","@ MIN","28th",102.75,5000,14.3,46.5,26.3,0.87,14.8,7.7,30.2,31.91,28.11,28.11,"%",65,5.6,20,19.25,3.9
"Malcolm Brogdon","PG/SGPGSG","MIL","@ SAC","8th",102,5000,8.9,42.8,25,0.81,19.7,10.8,30.8,29.3,23.44,23.44,"%",61,4.7,19,25.5,5.1
"Robin Lopez","C","CHI","vs PHX","21st",106.75,4900,12.6,37.6,24.2,0.84,20.8,11.3,28.9,26.96,23.32,23.32,"%",70,4.8,34,24.25,4.9
"Greg Monroe","PF/CPFC","PHX","@ CHI","24th",105.75,4800,1,46.8,19.3,1.06,21.8,7.5,18.2,19.04,20.66,20.66,"%",32,4.3,0,0,NA
"Joe Ingles","SG/SFSGSF","UTA","vs DEN","4th",102.5,4800,12.7,40,24.7,0.85,15.6,8.1,28.9,31.75,24.38,24.38,"%",68,5.1,29,18,3.8
"Markieff Morris","SF/PFSFPF","WAS","@ MIN","8th",102.75,4700,14.2,35,19.3,0.85,21.9,8.8,22.8,28.41,23.13,23.13,"%",69,4.9,20,7,1.5
"John Henson","C","MIL","@ SAC","28th",102,4700,7.6,44.8,21,0.95,15.1,5.2,22.2,24.15,23.52,23.52,"%",49,5,24,22.25,4.7
"Jerian Grant","PG/SGPGSG","CHI","vs PHX","28th",106.75,4700,9.6,42.7,22.3,0.86,18.1,7.7,25.8,24.32,23.78,23.78,"%",58,5.1,20,14.75,3.1
"Mike James","PG","PHX","@ CHI","27th",105.75,4600,12.6,44.5,23.1,1.01,25.1,10.5,22.8,22.64,26.26,26.26,"%",60,5.7,16,18.25,4
"Buddy Hield","SG/SFSGSF","SAC","vs MIL","30th",96,4500,7.1,43.2,22.1,1,25.3,10.6,22.1,20.05,22.58,22.58,"%",53,5,21,17.5,3.9
"De'Aaron Fox","PG","SAC","vs MIL","8th",96,4500,9.9,32.8,22.3,0.86,24,10.6,25.8,26.98,19.7,19.7,"%",71,4.4,23,7.25,1.6
"Alex Len","PF/CPFC","PHX","@ CHI","24th",105.75,4500,0,19,24.1,1.07,16.1,5.7,22.5,0,0,0,"%",60,0,29,37.5,8.3
"Josh Richardson","SG/SFSGSF","MIA","@ CLE","24th",102.5,4400,1.8,33.5,18.5,0.57,15.9,8.8,32.2,29.8,15.35,15.35,"%",51,3.5,27,23,5.2
"Tyson Chandler","C","PHX","@ CHI","24th",105.75,4400,12.6,35.2,21.7,0.86,11.8,4.8,25.1,25.33,22.27,22.27,"%",70,5.1,18,12.25,2.8
"Tyler Ulis","PG","PHX","@ CHI","27th",105.75,4400,9.8,35.4,16.8,0.77,20.1,7.7,21.7,24.36,20.78,20.78,"%",56,4.7,31,32.5,7.4
"Tyus Jones","PG/SGPGSG","MIN","vs WAS","9th",107.75,4300,0,31.1,11.6,0.75,11.2,3,15.5,15.4,12.04,12.04,"%",18,2.8,39,30.5,7.1
"Kelly Oubre Jr.","SG/SFSGSF","WAS","@ MIN","12th",102.75,4300,5.5,35.6,22.1,0.81,18.5,8.9,27.3,22.48,18.37,18.37,"%",61,4.3,31,29.5,6.9
"Tyler Johnson","PG/SGPGSG","MIA","@ CLE","24th",102.5,4200,9.4,36.2,20,0.74,18.6,9.1,27,27.3,20.91,20.91,"%",62,5,23,6.25,1.5
"George Hill","PG/SGPGSG","SAC","vs MIL","8th",96,4100,6.3,34.1,19,0.73,16.9,7.8,25.9,27.82,18.19,18.19,"%",58,4.4,19,7.5,1.8
"J.R. Smith","SG/SFSGSF","CLE","vs MIA","20th",105.5,4100,9.3,34,17,0.57,13.6,7.9,29.7,34.8,19.87,19.87,"%",58,4.8,41,24.25,5.9
"Jae Crowder","SF/PFSFPF","CLE","vs MIA","26th",105.5,4100,8.1,34.1,16.3,0.64,16.1,7.3,25.5,26.3,19.23,19.23,"%",54,4.7,19,1.5,0.4
"Kelly Olynyk","PF/CPFC","MIA","@ CLE","19th",102.5,4100,9.1,40.5,20.1,1.07,20.6,6,18.7,20.4,22.52,22.52,"%",55,5.5,11,8.75,2.1
"Emmanuel Mudiay","PG","DEN","@ UTA","7th",101.5,4100,0,37.5,19.9,0.89,24.6,8.9,22.3,17.9,15.88,15.88,"%",46,3.9,18,15.75,3.8
"Tim Frazier","PG","WAS","@ MIN","19th",102.75,4100,17,38.8,13.9,0.83,14.2,3.5,16.7,30.9,26.33,26.33,"%",55,6.4,15,9.25,2.3
"Justise Winslow","SF/PFSFPF","MIA","@ CLE","28th",102.5,4000,9.3,33.3,18.4,0.8,15.4,6.3,22.9,21.14,19.55,19.55,"%",63,4.9,19,12.5,3.1
"Josh Jackson","SG/SFSGSF","PHX","@ CHI","15th",105.75,4000,8,32.1,18,0.85,24.8,9.1,21.1,21.1,18.31,18.31,"%",62,4.6,8,1.25,0.3
"Thon Maker","PF/CPFC","MIL","@ SAC","28th",102,3900,8.5,28.7,13.2,0.71,14.3,4.4,18.5,22.4,17.14,17.14,"%",56,4.4,19,14.25,3.7
"Marquese Chriss","PF/CPFC","PHX","@ CHI","15th",105.75,3900,0.2,31.3,17.3,0.9,16.5,5.8,19.2,15.1,13.54,13.54,"%",49,3.5,25,12.5,3.2
"Kenneth Faried","PF/CPFC","DEN","@ UTA","10th",101.5,3900,6.1,40.3,10.7,0.94,16.8,3.5,11.4,22.1,20.75,20.75,"%",9,5.3,23,20,5.1
"Thabo Sefolosha","SG/SFSGSF","UTA","vs DEN","4th",102.5,3900,3,31.8,17.8,0.87,15.1,5.6,20.4,19.9,15.34,15.34,"%",54,3.9,14,11.25,2.9
"Gorgui Dieng","PF/CPFC","MIN","vs WAS","6th",107.75,3800,2.2,26.8,13.9,0.95,19.3,4.6,14.6,14.14,12.78,12.78,"%",49,3.4,15,10.25,2.7
"Tony Snell","SG/SFSGSF","MIL","@ SAC","3rd",102,3800,6.5,28.5,17.6,0.56,10.5,6.3,31.7,30.3,15.91,15.91,"%",64,4.2,29,19,5
"Jeff Green","SF/PFSFPF","CLE","vs MIA","26th",105.5,3800,1.5,36.6,18.1,0.9,22,7.6,20.1,16.4,16.56,16.56,"%",45,4.4,26,15.5,4.1
"Jonas Jerebko","SF/PFSFPF","UTA","vs DEN","29th",102.5,3800,9.4,38.6,11.6,0.82,14.3,3.9,14.1,21.7,21.94,21.94,"%",28,5.8,26,31.5,8.3
"Paul Zipser","SG/SFSGSF","CHI","vs PHX","20th",106.75,3700,0,17.5,10.8,0.61,16.2,5.3,17.6,8.82,5.54,5.54,"%",44,1.5,6,6.5,1.8
"Jamal Crawford","SG","MIN","vs WAS","11th",107.75,3600,0,28.4,14.8,0.9,26.5,7.5,16.5,13.07,11.48,11.48,"%",43,3.2,16,12.75,3.5
"Bogdan Bogdanovic","SG/SFSGSF","SAC","vs MIL","30th",96,3600,12.1,29.9,17.6,0.76,20.4,8.5,23.1,23.67,19.76,19.76,"%",71,5.5,19,11.5,3.2
"Bam Adebayo","PF/CPFC","MIA","@ CLE","19th",102.5,3600,0,18.8,9.5,0.79,11.6,2.6,12,0,0,0,"%",1,0,18,31.5,8.8
"Wayne Ellington","SG/SFSGSF","MIA","@ CLE","24th",102.5,3600,4.5,39.5,14.4,0.78,17.5,6.4,18.5,25.29,19.5,19.5,"%",31,5.4,23,11,3.1
"Kyle Korver","SG/SFSGSF","CLE","vs MIA","20th",105.5,3600,7,37.8,17.2,0.82,16.6,7.1,20.9,24.3,20.19,20.19,"%",49,5.6,26,16.5,4.6
"Juan Hernangomez","SF/PFSFPF","DEN","@ UTA","2nd",101.5,3600,4.5,30.5,8.3,0.73,15.6,3.3,11.4,22,15.62,15.62,"%",10,4.3,28,22,6.1
"Trey Lyles","SF/PFSFPF","DEN","@ UTA","10th",101.5,3600,7.8,33.9,8.4,1.04,22.2,3.1,8.1,18.5,18.98,18.98,"%",11,5.3,17,10,2.8
"Alec Burks","PG/SGPGSG","UTA","vs DEN","13th",102.5,3600,0.8,26,13.4,0.79,20.8,6.4,16.9,16.8,11.59,11.59,"%",46,3.2,20,22.5,6.3
"Mason Plumlee","PF/CPFC","DEN","@ UTA","10th",101.5,3600,8.9,35.6,16.6,1.02,19.8,4.6,16.3,20.4,20.34,20.34,"%",54,5.7,15,4,1.1
"Shabazz Muhammad","SG/SFSGSF","MIN","vs WAS","27th",107.75,3500,0,18.4,7.9,0.67,18.3,4.5,11.8,8.75,7.74,7.74,"%",33,2.2,4,0.75,0.2
"Jodie Meeks","SG","WAS","@ MIN","5th",102.75,3500,2.2,19.3,10.7,0.66,20.3,6,16.3,16.1,9.52,9.52,"%",54,2.7,17,14,4
"DeAndre Liggins","PG/SFPGSF","MIL","@ SAC","8th",102,3500,0,19.7,7.8,0.54,13,2.5,14.5,14.3,7.54,7.54,"%",22,2.2,24,7.25,2.1
"Garrett Temple","PG/SGPGSG","SAC","vs MIL","30th",96,3500,9.7,33.5,16.4,0.67,16.5,7.2,24.6,28.5,19.89,19.89,"%",59,5.7,24,21.5,6.1
"Jared Dudley","PF","PHX","@ CHI","15th",105.75,3400,0,31.3,11.9,0.92,11.5,2.4,13,11.45,10.13,10.13,"%",11,3,0,0,NA
"Dragan Bender","PF/CPFC","PHX","@ CHI","15th",105.75,3400,4.9,27,13.9,0.66,13.1,5.1,21,22.21,14.37,14.37,"%",55,4.2,22,8,2.4
"Ian Mahinmi","C","WAS","@ MIN","28th",102.75,3400,2.2,19.7,8.9,0.71,14.4,2.4,12.5,14.35,9.69,9.69,"%",44,2.9,26,17.5,5.1
"Nemanja Bjelica","SF/PFSFPF","MIN","vs WAS","21st",107.75,3400,1.8,24.1,13.5,0.91,16.4,4.6,14.8,11.5,11.34,11.34,"%",53,3.3,0,0,NA
"Mike Scott","PF","WAS","@ MIN","8th",102.75,3400,1.2,24.6,14.1,0.78,19.2,6.4,18.1,14.7,11.25,11.25,"%",53,3.3,20,25.25,7.4
"Kosta Koufos","C","SAC","vs MIL","29th",96,3400,3.6,33.4,16.5,0.87,12.3,3.9,18.9,15.7,16.41,16.41,"%",48,4.8,13,12.25,3.6
"Skal Labissiere","PF/CPFC","SAC","vs MIL","7th",96,3400,0,26.3,16,0.94,24.5,7.1,17.1,13.83,11.27,11.27,"%",53,3.3,24,18.5,5.4
"Channing Frye","PF/CPFC","CLE","vs MIA","3rd",105.5,3400,3.8,29.6,10.6,0.92,18.1,3.5,11.5,19.8,14.85,14.85,"%",30,4.4,21,9.5,2.8
"Troy Daniels","SG","PHX","@ CHI","29th",105.75,3300,0,22.8,9.3,0.63,16.7,5.1,14.8,9.9,7.19,7.19,"%",16,2.2,14,13.25,4
"Raulzinho Neto","PG","UTA","vs DEN","20th",102.5,3200,0,23,11,0.83,16.2,4.2,13.3,5.7,4.8,4.8,"%",17,1.5,15,4.5,1.4
"Tomas Satoransky","PG/SGPGSG","WAS","@ MIN","5th",102.75,3100,2.6,20.8,7.6,0.71,17.7,2.5,10.7,15.6,10.39,10.39,"%",32,3.4,21,24.75,8
"Antonio Blakeney","PG","CHI","vs PHX","22nd",106.75,3100,5.5,26.5,12.3,0.75,27,8,16.3,17.93,14.54,14.54,"%",51,4.7,11,11,3.5
"Aaron Brooks","PG/SGPGSG","MIN","vs WAS","9th",107.75,3000,0,5.2,3.9,0.81,33.2,2,4.8,0,0,0,"%",34,0,8,4.25,1.4
"Cristiano Da Silva Felicio","PF/CPFC","CHI","vs PHX","25th",106.75,3000,0.2,16,9.3,0.61,11.9,2.8,15.2,10.29,6.98,6.98,"%",51,2.3,9,7.25,2.4
"Jason Terry","PG/SGPGSG","MIL","@ SAC","17th",102,3000,0,8.1,3.8,0.58,13,1.4,6.6,0,0,0,"%",0,0,22,12,4
"D.J. Wilson","PF/CPFC","MIL","@ SAC","28th",102,3000,0,4.1,1.3,0.34,14.1,1.2,3.8,0,0,0,"%",0,0,12,7.5,2.5
"Vince Carter","SG/SFSGSF","SAC","vs MIL","30th",96,3000,0,13.3,7.1,0.61,16.7,3.4,11.7,7.5,4.49,4.49,"%",38,1.5,9,4.5,1.5
"Royce O'Neale","SF","UTA","vs DEN","4th",102.5,3000,0,10.1,5.1,0.73,18.7,2,7,0,0,0,"%",1,0,20,14.75,4.9
"Gary Payton II","SG","MIL","@ SAC","8th",102,3000,0,15.6,5.4,0.73,14.7,2.6,7.4,8.7,6.1,6.1,"%",12,2,4,1,0.3
"Malik Beasley","SG","DEN","@ UTA","1st",101.5,3000,0,13.8,6,0.71,19,2.8,8.5,6.2,4.13,4.13,"%",20,1.4,10,8.5,2.8
"Malachi Richardson","SG/SFSGSF","SAC","vs MIL","30th",96,3000,0,8.9,7.3,0.63,16.3,3.7,11.5,0,0,0,"%",39,0,8,4,1.3
"Ekpe Udoh","PF/CPFC","UTA","vs DEN","29th",102.5,3000,8.6,27.5,11.4,0.79,8.2,1.9,14.4,17.41,16.71,16.71,"%",53,5.6,15,10,3.3
"Frank Mason III","PG/SGPGSG","SAC","vs MIL","8th",96,3000,2.8,29.1,14.1,0.87,27.1,6.2,16.2,17.99,14.09,14.09,"%",47,4.7,24,21.5,7.2
"Derrick Walton Jr.","PG/SGPGSG","MIA","@ CLE","25th",102.5,3000,0,0.8,1.6,0.8,14.5,0.5,2,0,0,0,"%",0,0,3,3.25,1.1
"Jose Calderon","PG","CLE","vs MIA","5th",105.5,3000,1.2,25.5,7.4,0.56,9.2,2.1,13.3,22.3,11.62,11.62,"%",6,3.9,16,9.5,3.2
