Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tom Koehler,,SP,6800,MIA,@NYM,50%,4.52,,0.301,20.4%,4.93,18.1%,4.76,4.63,R,0.325,0.320,4%,3%,0%,9.4,9.4,9.4,2.0,16.8,11.6,1.7,7.1,1.0
Andrew Triggs,6,SP,6700,OAK,DET,54%,3.59,,0.313,19.7%,4.89,21.6%,3.45,3.52,R,0.265,0.285,3%,1%,-1%,19.2,19.2,19.2,7.2,31.2,13.5,2.0,10.6,1.6
Jimmy Nelson,,SP,6600,MIL,@PIT,45%,4.50,,0.304,20.1%,3.96,18.5%,4.52,4.49,R,0.355,0.311,2%,3%,-1%,10.7,10.7,10.7,-2.3,23.7,13.8,2.1,10.8,1.6
Jesse Chavez,1,SP,6500,LAA,HOU,44%,3.98,,0.336,15.9%,4.86,20.8%,3.91,3.98,R,0.322,0.308,3%,3%,0%,14.4,14.4,14.4,3.9,24.9,12.8,2.0,12.7,2.0
Bronson Arroyo,,SP,6000,CIN,SF,53%,4.34,3.5,0.312,20.4%,3.45,,,,R,0.338,0.389,0%,7%,0%,7.8,7.8,7.8,-3.8,19.5,11.4,1.9,16.4,2.7
Chad Kuhl,,SP,5700,PIT,MIL,55%,4.00,,0.294,26.0%,5.11,17.6%,4.64,4.77,R,0.404,0.278,1%,3%,-1%,7.3,7.3,7.3,-8.4,23.0,12.3,2.2,9.6,1.7
Miguel Gonzalez,,SP,5600,CWS,@BAL,37%,4.85,4.5,0.332,20.8%,4.23,17.0%,4.58,4.62,R,0.325,0.317,-2%,2%,0%,15.6,15.6,15.6,1.0,30.2,12.9,2.3,16.2,2.9
Phil Hughes,,SP,5500,MIN,BOS,41%,4.93,,0.328,18.6%,3.85,14.1%,4.59,4.58,R,0.326,0.342,-2%,1%,0%,11.3,11.3,11.3,4.7,17.9,9.9,1.8,16.2,2.9
Jhoulys Chacin,,SP,5400,SD,LAD,38%,4.27,,0.333,22.3%,4.45,18.8%,4.34,4.18,R,0.333,0.311,2%,1%,0%,16.2,11.3,11.3,-4.9,27.5,15.6,2.9,11.8,2.2
Nick Pivetta,0,SP,4700,PHI,WAS,40%,4.45,,0.307,22.5%,6.48,,,,R,,,2%,3%,-4%,11.3,11.3,11.3,11.3,11.3,13.0,2.8,9.3,2.0
Rafael Montero,,SP,4500,NYM,MIA,50%,4.48,,0.306,20.9%,4.50,21.6%,5.02,4.91,R,0.425,0.333,3%,3%,0%,0.0,0.0,0.0,0.0,0.0,14.1,3.1,-0.3,-0.1
German Marquez,,SP,4200,COL,ARI,51%,5.44,,0.308,24.1%,5.10,17.0%,4.04,3.94,R,,,-10%,0%,0%,7.6,7.6,7.6,-17.6,32.7,12.5,3.0,4.7,1.1
