Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Corey Seager,12,SS,4800,LAD,@CIN,5.29,Adleman,0.336,3%,R,L,0.395,5%,0.215,7%,2,2,0,6%,4%,0%,10.1,8.6,8.6,1.5,15.7,10.4,2.2,2.0,0.4
Xander Bogaerts,2,SS,4800,BOS,@HOU,4.23,Fiers,0.352,7%,R,R,0.338,-2%,0.128,-3%,3,3,0,-4%,0%,5%,7.2,8.5,8.5,1.8,15.3,8.8,1.8,0.0,0.0
Joey Votto,2,1B,4800,CIN,LAD,4.21,Wood,0.273,-10%,L,L,0.397,-4%,0.221,-7%,3,3,0,2%,3%,0%,12.0,10.5,10.5,3.2,17.8,8.1,1.7,3.0,0.6
Adam Duvall,,OF,4800,CIN,LAD,4.21,Wood,0.309,-2%,L,R,0.336,2%,0.224,-1%,4,4,0,1%,4%,0%,7.8,9.3,9.3,0.6,18.0,8.3,1.7,0.0,0.0
Anthony Rizzo,13,1B,4800,CHC,@PIT,4.79,Williams,,3%,R,L,0.389,3%,0.256,11%,1,1,1,5%,1%,0%,12.3,9.4,9.4,1.4,17.5,11.3,2.4,9.0,1.9
Andrew Benintendi,3,OF,4800,BOS,@HOU,4.23,Fiers,0.295,-5%,R,L,0.356,5%,0.197,16%,5,5,-1,-3%,0%,5%,12.4,8.7,8.7,0.0,17.4,8.4,1.8,2.0,0.4
Josh Donaldson,13,3B,4700,TOR,CWS,5.28,Quintana,0.316,-1%,L,R,0.427,4%,0.306,8%,2,2,0,2%,2%,0%,10.1,10.1,10.1,2.1,18.1,9.8,2.1,5.0,1.1
Ian Desmond,6,1B/OF,4700,COL,SF,5.94,Samardzija,0.286,-7%,R,R,0.305,-4%,0.146,-5%,5,6,1,12%,7%,0%,10.2,7.8,7.8,0.6,14.9,9.1,1.9,20.0,4.3
Starlin Castro,1,2B,4700,NYY,@OAK,4.20,Manaea,0.312,-2%,L,R,0.306,-2%,0.117,-18%,4,5,1,-2%,3%,1%,13.7,9.3,9.3,1.7,16.8,7.5,1.6,8.0,1.7
Jean Segura,,SS,4700,SEA,@TEX,5.11,Ross,0.264,-11%,R,R,0.334,2%,0.135,3%,x,x,-,0%,0%,0%,7.2,9.2,9.2,2.1,16.4,0.0,0.0,0.0,0.0
Kris Bryant,3,3B,4700,CHC,@PIT,4.79,Williams,0.350,2%,R,R,0.377,-2%,0.230,-5%,x,x,-,0%,0%,0%,10.1,9.5,9.5,0.9,18.2,0.0,0.0,4.0,0.9
Hernan Perez,2,3B/OF,4700,MIL,SD,5.55,Diaz,,-1%,R,R,0.297,1%,0.134,-7%,x,x,-,0%,0%,0%,9.8,8.3,8.3,-0.1,16.7,0.0,0.0,0.0,0.0
Giancarlo Stanton,12,OF,4700,MIA,@ATL,4.52,Newcomb,,2%,L,R,0.446,15%,0.361,24%,2,2,0,4%,1%,0%,12.5,9.7,9.7,0.9,18.5,12.3,2.6,5.0,1.1
Jarrod Dyson,2,OF,4700,SEA,@TEX,5.11,Ross,0.309,-2%,R,L,0.311,3%,0.123,17%,7,7,0,7%,2%,0%,9.4,7.1,7.1,0.8,13.3,8.1,1.7,14.0,3.0
Cameron Maybin,4,OF,4700,LAA,KC,4.57,Kennedy,0.326,1%,R,R,0.326,2%,0.102,-4%,1,1,0,-3%,0%,0%,13.9,9.2,9.2,0.3,18.1,8.0,1.7,5.0,1.1
J.D. Martinez,9,OF,4600,DET,TB,5.23,Ramirez,0.315,-1%,R,R,0.375,-1%,0.249,-1%,4,4,1,0%,4%,0%,9.0,10.7,10.7,-0.8,22.2,8.6,1.9,14.0,3.0
Travis Shaw,7,3B,4600,MIL,SD,5.55,Diaz,,1%,R,L,0.337,1%,0.194,-4%,4,4,0,8%,0%,-3%,11.1,9.6,9.6,1.1,18.0,8.6,1.9,18.0,3.9
Jose Altuve,11,2B,4600,HOU,BOS,4.77,Pomeranz,0.300,-4%,L,R,0.385,4%,0.162,-3%,2,2,1,0%,0%,4%,7.2,9.6,9.6,1.5,17.7,9.6,2.1,15.0,3.3
Mitch Haniger,6,OF,4600,SEA,@TEX,5.11,Ross,0.264,-11%,R,R,0.388,4%,0.223,9%,2,2,0,11%,2%,0%,10.3,11.3,11.3,3.5,19.2,8.9,1.9,5.0,1.1
Brandon Belt,14,1B/OF,4600,SF,@COL,5.56,Senzatela,0.333,1%,R,L,0.368,3%,0.205,6%,3,3,0,29%,7%,0%,6.5,7.9,7.9,0.8,15.1,12.2,2.7,0.0,0.0
Jackie Bradley Jr.,,OF,4600,BOS,@HOU,4.23,Fiers,0.295,-5%,R,L,0.354,4%,0.241,17%,7,7,0,-1%,0%,5%,7.9,7.6,7.6,0.1,15.2,7.8,1.7,8.0,1.7
Mike Moustakas,5,3B,4600,KC,@LAA,4.43,Chavez,0.330,2%,R,L,0.360,8%,0.223,11%,6,6,0,-8%,0%,0%,13.4,9.2,9.2,1.4,17.0,7.9,1.7,3.0,0.7
Freddie Freeman,1,1B,4600,ATL,MIA,4.48,Straily,0.295,-5%,R,L,0.414,8%,0.287,27%,x,x,-,0%,0%,0%,12.1,12.5,12.5,2.5,22.6,0.0,0.0,0.0,0.0
Corey Dickerson,,OF,4600,TB,@DET,4.77,Norris,0.336,0%,L,L,0.309,-10%,0.134,-37%,2,2,0,-10%,3%,0%,9.6,10.2,10.2,2.3,18.0,7.4,1.6,0.0,0.0
David Dahl,1,OF,4600,COL,SF,5.94,Samardzija,0.330,2%,R,L,0.380,5%,0.218,15%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Schebler,1,OF,4600,CIN,LAD,4.21,Wood,0.273,-10%,L,L,0.348,-5%,0.250,-14%,6,6,0,2%,4%,0%,7.6,8.3,8.3,-0.2,16.7,6.5,1.4,0.0,0.0
Andrelton Simmons,1,SS,4600,LAA,KC,4.57,Kennedy,0.326,1%,R,R,0.309,2%,0.095,-6%,6,6,-1,-3%,0%,0%,11.4,7.5,7.5,1.1,14.0,6.6,1.4,0.0,0.0
Elvis Andrus,1,SS,4500,TEX,SEA,4.89,Paxton,0.285,-8%,L,R,0.333,4%,0.115,0%,3,2,0,2%,2%,0%,8.7,9.0,9.0,1.0,16.9,7.8,1.7,12.0,2.7
Marcell Ozuna,7,OF,4500,MIA,@ATL,4.52,Newcomb,,2%,L,R,0.363,8%,0.205,14%,4,4,0,2%,1%,0%,11.9,9.6,9.6,0.9,18.3,9.6,2.1,4.0,0.9
Justin Turner,7,3B,4500,LAD,@CIN,5.29,Adleman,0.314,-1%,R,R,0.392,7%,0.221,17%,3,3,0,5%,4%,0%,9.9,8.0,8.0,3.2,12.9,9.5,2.1,12.0,2.7
Avisail Garcia,,OF,4500,CWS,@TOR,3.72,Biagini,0.264,-11%,R,R,0.309,-3%,0.140,-5%,4,4,0,2%,2%,0%,11.5,9.2,9.2,0.1,18.3,6.8,1.5,2.0,0.4
Justin Bour,1,1B,4500,MIA,@ATL,4.52,Newcomb,,-5%,L,L,0.321,-8%,0.168,-23%,6,6,0,-1%,1%,0%,11.5,9.5,9.5,0.3,18.7,7.0,1.6,16.0,3.6
Lorenzo Cain,5,OF,4500,KC,@LAA,4.43,Chavez,0.308,-3%,R,R,0.326,-4%,0.124,-14%,3,3,0,-7%,0%,0%,12.6,8.2,8.2,0.9,15.5,7.0,1.6,33.0,7.3
Matt Holliday,2,1B,4500,NYY,@OAK,4.20,Manaea,0.312,-2%,L,R,0.375,3%,0.203,4%,3,4,1,-4%,3%,1%,9.9,9.3,9.3,1.1,17.6,8.5,1.9,4.0,0.9
Andrew McCutchen,1,OF,4500,PIT,CHC,4.71,Butler,0.365,11%,R,R,0.343,-5%,0.178,-9%,6,6,0,-3%,1%,0%,13.2,8.1,8.1,0.4,15.9,8.4,1.9,14.0,3.1
Starling Marte,,OF,4500,PIT,CHC,4.71,Butler,0.365,11%,R,R,0.351,0%,0.155,3%,x,x,-,0%,0%,0%,8.2,7.8,7.8,-1.9,17.4,0.0,0.0,0.0,0.0
Mike Trout,1,OF,4500,LAA,KC,4.57,Kennedy,0.326,1%,R,R,0.423,1%,0.288,6%,x,x,-,0%,0%,0%,12.1,12.5,12.5,5.4,19.6,0.0,0.0,0.0,0.0
Francisco Lindor,6,SS,4500,CLE,@MIN,5.51,Turley,,2%,L,S,0.350,1%,0.175,6%,3,2,-1,2%,1%,0%,3.7,8.2,8.2,0.4,16.0,8.9,2.0,11.0,2.4
Jose Abreu,1,1B,4500,CWS,@TOR,3.72,Biagini,0.264,-11%,R,R,0.356,-2%,0.192,-4%,3,3,0,2%,2%,0%,8.8,8.2,8.2,0.8,15.7,7.8,1.7,21.0,4.7
Domingo Santana,2,OF,4500,MIL,SD,5.55,Diaz,,-1%,R,R,0.334,-3%,0.172,-11%,3,3,0,0%,0%,-3%,8.4,8.5,8.5,1.6,15.4,7.8,1.7,2.0,0.4
Matt Carpenter,12,1B,4400,STL,@BAL,4.81,Gausman,0.299,-5%,R,L,0.388,7%,0.253,20%,1,1,0,6%,1%,0%,12.4,8.4,8.4,1.0,15.8,9.2,2.1,21.0,4.8
Steven Souza Jr.,4,OF,4400,TB,@DET,4.77,Norris,0.329,2%,L,R,0.311,-2%,0.165,-4%,1,1,3,4%,3%,0%,9.3,8.6,8.6,-0.2,17.4,9.0,2.0,5.0,1.1
Matt Kemp,1,OF,4400,ATL,MIA,4.48,Straily,0.325,1%,R,R,0.331,-2%,0.198,-4%,x,x,-,0%,0%,0%,6.0,8.9,8.9,0.3,17.5,0.0,0.0,0.0,0.0
Carlos Correa,5,SS,4400,HOU,BOS,4.77,Pomeranz,0.300,-4%,L,R,0.342,-3%,0.199,1%,3,3,1,0%,0%,5%,8.3,9.3,9.3,1.9,16.6,8.7,2.0,8.0,1.8
Dexter Fowler,7,OF,4400,STL,@BAL,4.81,Gausman,0.299,-5%,R,S,0.339,-3%,0.177,7%,2,2,0,4%,1%,0%,8.2,7.9,7.9,0.2,15.6,7.6,1.7,21.0,4.8
Jonathan Schoop,,2B,4400,BAL,STL,4.19,Martinez,0.255,-14%,R,R,0.349,7%,0.215,15%,6,6,-1,1%,1%,0%,10.8,8.0,8.0,1.7,14.2,6.8,1.5,0.0,0.0
Brandon Drury,1,2B,4400,ARI,@PHI,4.13,Nola,0.287,-7%,R,R,0.343,2%,0.179,-2%,6,5,0,-2%,-1%,0%,10.0,7.4,7.4,0.1,14.7,6.4,1.5,3.0,0.7
Adam Frazier,1,OF,4400,PIT,CHC,4.71,Butler,0.423,21%,R,L,0.330,1%,0.134,6%,1,1,0,0%,1%,0%,8.5,9.2,9.2,0.7,17.7,9.5,2.2,7.0,1.6
Daniel Murphy,2,2B,4400,WAS,@NYM,4.10,Matz,0.300,-8%,L,L,0.315,-11%,0.118,-34%,5,5,-1,-4%,-2%,0%,9.0,9.9,9.9,1.2,18.5,6.5,1.5,11.0,2.5
Michael Conforto,4,OF,4400,NYM,WAS,3.40,Scherzer,0.303,-4%,R,L,0.371,5%,0.254,8%,1,1,0,-2%,-2%,0%,7.5,10.6,10.6,0.9,20.3,8.2,1.9,2.0,0.5
DJ LeMahieu,5,2B,4400,COL,SF,5.94,Samardzija,0.286,-7%,R,R,0.342,0%,0.105,3%,2,2,0,12%,5%,0%,8.7,7.3,7.3,0.4,14.3,9.0,2.0,29.0,6.6
Shin-soo Choo,1,OF,4400,TEX,SEA,4.89,Paxton,0.326,-6%,L,L,0.315,-8%,0.113,-25%,2,1,0,1%,2%,0%,9.8,8.3,8.3,0.4,16.2,7.3,1.7,9.0,2.0
Chris Owings,,OF/SS,4400,ARI,@PHI,4.13,Nola,0.287,-7%,R,R,0.291,-1%,0.122,-5%,5,6,0,-5%,-1%,0%,6.9,8.6,8.6,0.7,16.5,6.5,1.5,5.0,1.1
Howie Kendrick,4,OF,4400,PHI,ARI,4.37,Corbin,0.365,10%,L,R,0.338,3%,0.125,-2%,2,2,1,-1%,0%,0%,10.9,9.1,9.1,0.7,17.5,8.1,1.8,2.0,0.5
Ryan Braun,,OF,4400,MIL,SD,5.55,Diaz,,-1%,R,R,0.357,-5%,0.221,-4%,x,x,-,0%,0%,0%,6.7,9.9,9.9,1.7,18.0,0.0,0.0,0.0,0.0
A.J. Pollock,,OF,4400,ARI,@PHI,4.13,Nola,0.287,-7%,R,R,0.363,0%,0.172,-8%,x,x,-,0%,0%,0%,6.9,9.6,9.6,1.8,17.4,0.0,0.0,0.0,0.0
Aaron Hicks,0,OF,4300,NYY,@OAK,4.20,Manaea,0.312,-2%,L,S,0.325,1%,0.170,8%,x,x,-,0%,0%,0%,9.5,10.2,10.2,0.9,19.4,0.0,0.0,0.0,0.0
Jonathan Villar,,2B,4300,MIL,SD,5.55,Diaz,,1%,R,S,0.326,0%,0.138,-9%,x,x,-,0%,0%,0%,6.8,7.9,7.9,0.0,15.8,0.0,0.0,0.0,0.0
Ian Happ,10,2B,4300,CHC,@PIT,4.79,Williams,,3%,R,S,0.377,4%,0.352,19%,2,2,0,4%,1%,0%,9.8,8.5,8.5,-0.3,17.2,8.9,2.1,10.0,2.3
Justin Smoak,3,1B,4300,TOR,CWS,5.28,Quintana,0.316,-1%,L,S,0.296,-7%,0.143,-26%,5,5,0,2%,2%,0%,9.9,9.2,9.2,0.0,18.3,7.4,1.7,16.0,3.7
Mitch Moreland,0,1B,4300,BOS,@HOU,4.23,Fiers,0.295,-5%,R,L,0.342,4%,0.214,11%,4,4,0,-1%,0%,5%,11.1,8.0,8.0,1.1,14.9,8.1,1.9,5.0,1.2
Chris Davis,,1B,4300,BAL,STL,4.19,Martinez,0.324,1%,R,L,0.373,6%,0.300,16%,x,x,-,0%,0%,0%,6.3,7.4,7.4,-0.9,15.8,0.0,0.0,0.0,0.0
Nicholas Castellanos,1,3B,4300,DET,TB,5.23,Ramirez,0.315,-1%,R,R,0.318,-1%,0.170,-4%,6,6,-1,1%,3%,0%,8.8,7.3,7.3,0.6,14.1,7.5,1.7,23.0,5.3
Joe Panik,10,2B,4300,SF,@COL,5.56,Senzatela,0.333,1%,R,L,0.338,3%,0.160,19%,2,2,4,27%,6%,0%,8.0,6.2,6.2,0.2,12.3,11.0,2.6,30.0,7.0
David Peralta,4,OF,4300,ARI,@PHI,4.13,Nola,0.327,1%,R,L,0.372,6%,0.198,10%,2,2,0,-9%,-1%,0%,11.1,8.9,8.9,0.2,17.6,8.2,1.9,16.0,3.7
Ender Inciarte,4,OF,4300,ATL,MIA,4.48,Straily,0.295,-5%,R,L,0.333,4%,0.111,17%,1,1,0,-2%,1%,0%,8.0,8.7,8.7,1.0,16.5,7.6,1.8,5.0,1.2
Logan Morrison,,1B,4300,TB,@DET,4.77,Norris,0.336,0%,L,L,0.281,-11%,0.102,-43%,4,4,0,-10%,3%,0%,9.7,9.1,9.1,1.3,16.9,6.7,1.6,4.0,0.9
Josh Harrison,,2B/3B,4300,PIT,CHC,4.71,Butler,0.365,11%,R,R,0.308,-6%,0.106,-14%,2,2,0,-2%,1%,0%,8.4,7.9,7.9,1.3,14.4,8.2,1.9,3.0,0.7
Ben Gamel,3,OF,4200,SEA,@TEX,5.11,Ross,0.309,-2%,R,L,0.341,2%,0.104,-6%,1,1,1,7%,2%,0%,9.4,8.1,8.1,0.5,15.6,7.9,1.9,18.0,4.3
Dee Gordon,1,2B,4200,MIA,@ATL,4.52,Newcomb,,-5%,L,L,0.309,-2%,0.073,-6%,1,1,0,-3%,0%,0%,9.3,8.3,8.3,1.4,15.3,7.8,1.9,23.0,5.5
Manny Machado,1,3B,4200,BAL,STL,4.19,Martinez,0.255,-14%,R,R,0.360,2%,0.234,11%,2,3,1,1%,1%,0%,7.8,7.5,7.5,0.1,14.9,8.3,2.0,2.0,0.5
Trey Mancini,0,1B/OF,4200,BAL,STL,4.19,Martinez,0.255,-14%,R,R,0.396,2%,0.258,7%,5,5,0,1%,1%,0%,9.4,8.0,8.0,-1.3,17.3,6.5,1.5,17.0,4.0
Yangervis Solarte,1,2B,4200,SD,@MIL,4.45,Guerra,0.266,-9%,R,S,0.340,3%,0.168,9%,4,4,-1,19%,0%,-3%,8.5,6.8,6.8,0.8,12.8,7.7,1.8,14.0,3.3
Jose Bautista,3,OF,4200,TOR,CWS,5.28,Quintana,0.316,-1%,L,R,0.368,-2%,0.230,-8%,3,3,0,2%,2%,0%,5.0,7.8,7.8,0.4,15.3,8.3,2.0,0.0,0.0
Eric Hosmer,3,1B,4200,KC,@LAA,4.43,Chavez,0.330,2%,R,L,0.363,7%,0.179,16%,4,4,0,-8%,0%,0%,10.7,7.9,7.9,1.8,14.1,8.2,2.0,0.0,0.0
Denard Span,9,OF,4200,SF,@COL,5.56,Senzatela,0.333,1%,R,L,0.347,12%,0.147,36%,1,1,0,26%,6%,0%,5.6,6.9,6.9,0.6,13.3,11.9,2.8,24.0,5.7
Nomar Mazara,,OF,4200,TEX,SEA,4.89,Paxton,0.326,-6%,L,L,0.250,-12%,0.039,-40%,x,x,-,0%,0%,0%,8.2,8.4,8.4,0.9,15.8,0.0,0.0,0.0,0.0
Miguel Sano,1,3B,4100,MIN,CLE,4.49,Carrasco,0.280,-9%,R,R,0.369,0%,0.251,-1%,4,4,-1,2%,1%,0%,9.0,10.0,10.0,1.4,18.5,7.9,1.9,5.0,1.2
Justin Upton,0,OF,4100,DET,TB,5.23,Ramirez,0.315,-1%,R,R,0.350,-1%,0.232,1%,5,5,1,0%,4%,0%,10.3,8.7,8.7,0.9,16.6,8.5,2.1,22.0,5.4
Scooter Gennett,,2B/OF,4100,CIN,LAD,4.21,Wood,0.273,-10%,L,L,0.229,-15%,0.085,-31%,x,x,-,0%,0%,0%,10.7,8.8,8.8,-4.1,21.7,0.0,0.0,0.0,0.0
Christian Yelich,0,OF,4100,MIA,@ATL,4.52,Newcomb,,-5%,L,L,0.307,-11%,0.099,-30%,3,3,0,-1%,1%,0%,7.0,8.1,8.1,1.3,14.8,7.2,1.8,17.0,4.1
Yoenis Cespedes,1,OF,4100,NYM,WAS,3.40,Scherzer,0.211,-24%,R,R,0.371,2%,0.254,2%,2,3,1,-4%,-3%,0%,7.7,10.0,10.0,-2.0,22.0,6.0,1.5,2.0,0.5
Jay Bruce,5,1B/OF,4100,NYM,WAS,3.40,Scherzer,0.303,-4%,R,L,0.351,9%,0.272,18%,3,4,1,-2%,-3%,0%,12.0,9.2,9.2,-0.4,18.8,7.7,1.9,17.0,4.1
Marwin Gonzalez,,1B/OF,4100,HOU,BOS,4.77,Pomeranz,0.300,-4%,L,S,0.335,2%,0.174,5%,x,x,-,0%,0%,0%,8.6,9.4,9.4,1.0,17.7,0.0,0.0,0.0,0.0
Robbie Grossman,0,OF,4100,MIN,CLE,4.49,Carrasco,0.282,-8%,R,S,0.336,-1%,0.148,7%,2,2,1,0%,1%,0%,6.6,8.1,8.1,0.9,15.2,6.9,1.7,0.0,0.0
Chris Taylor,3,2B/OF,4100,LAD,@CIN,5.29,Adleman,0.314,-1%,R,R,0.288,-4%,0.133,-1%,5,6,-1,4%,3%,0%,9.0,9.4,9.4,0.2,18.6,7.5,1.8,7.0,1.7
Gregor Blanco,1,OF,4100,ARI,@PHI,4.13,Nola,0.327,1%,R,L,0.319,2%,0.112,10%,1,1,0,-8%,0%,0%,9.8,8.8,8.8,1.7,15.9,7.2,1.8,19.0,4.6
Robinson Cano,11,2B,4100,SEA,@TEX,5.11,Ross,0.309,-2%,R,L,0.372,7%,0.221,24%,3,3,0,5%,3%,0%,7.5,8.5,8.5,0.3,16.7,9.8,2.4,2.0,0.5
Salvador Perez,4,C,4100,KC,@LAA,4.43,Chavez,0.308,-3%,R,R,0.324,4%,0.194,7%,5,5,0,-7%,0%,0%,9.7,7.7,7.7,0.2,15.2,6.9,1.7,5.0,1.2
Joey Gallo,,3B,4100,TEX,SEA,4.89,Paxton,0.326,-6%,L,L,0.281,-8%,0.250,-17%,x,x,-,0%,0%,0%,6.0,8.4,8.4,0.3,16.6,0.0,0.0,0.0,0.0
Zack Cozart,,SS,4000,CIN,LAD,4.21,Wood,0.309,-2%,L,R,0.329,-1%,0.188,1%,2,2,0,0%,3%,0%,9.0,9.6,9.6,1.0,18.3,7.5,1.9,0.0,0.0
Evan Longoria,4,3B,4000,TB,@DET,4.77,Norris,0.329,2%,L,R,0.358,4%,0.213,4%,3,3,0,4%,4%,0%,9.3,7.6,7.6,0.3,14.9,9.7,2.4,0.0,0.0
J.T. Realmuto,2,C,4000,MIA,@ATL,4.52,Newcomb,,2%,L,R,0.331,3%,0.189,20%,5,5,-1,1%,1%,0%,9.6,7.8,7.8,0.8,14.8,7.9,2.0,3.0,0.8
Jose Ramirez,3,2B/3B,4000,CLE,@MIN,5.51,Turley,,2%,L,S,0.317,-1%,0.120,-9%,5,5,1,2%,1%,0%,9.0,8.2,8.2,-0.1,16.5,8.4,2.1,19.0,4.8
Eric Thames,17,1B/OF,4000,MIL,SD,5.55,Diaz,,1%,R,L,0.419,7%,0.322,17%,2,2,0,9%,0%,-3%,9.8,10.5,10.5,1.1,20.0,10.7,2.7,22.0,5.5
Yasmany Tomas,,OF,4000,ARI,@PHI,4.13,Nola,0.287,-7%,R,R,0.309,-6%,0.175,-10%,x,x,-,0%,0%,0%,4.2,7.9,7.9,0.3,15.5,0.0,0.0,0.0,0.0
Brian McCann,2,C,4000,HOU,BOS,4.77,Pomeranz,0.283,-8%,L,L,0.332,1%,0.184,-3%,5,x,0,1%,0%,5%,11.3,8.5,8.5,0.7,16.3,7.4,1.9,14.0,3.5
Alex Avila,6,1B/C,4000,DET,TB,5.23,Ramirez,0.305,-3%,R,L,0.357,12%,0.192,27%,2,2,0,-5%,3%,0%,9.3,9.1,9.1,1.2,17.0,8.1,2.0,19.0,4.8
Michael Brantley,2,OF,4000,CLE,@MIN,5.51,Turley,,-5%,L,L,0.332,-5%,0.117,-16%,x,x,-,0%,0%,0%,6.5,7.9,7.9,1.7,14.1,0.0,0.0,0.0,0.0
Didi Gregorius,,SS,4000,NYY,@OAK,4.20,Manaea,0.218,-14%,L,L,0.293,-4%,0.089,-32%,x,x,-,0%,0%,0%,9.6,8.2,8.2,1.5,15.0,0.0,0.0,0.0,0.0
Matt Adams,4,1B/OF,4000,ATL,MIA,4.48,Straily,0.295,-5%,R,L,0.333,8%,0.211,12%,5,5,0,-3%,1%,0%,10.7,9.0,9.0,-1.3,19.3,7.7,1.9,3.0,0.8
Eddie Rosario,0,OF,4000,MIN,CLE,4.49,Carrasco,0.282,-8%,R,L,0.312,1%,0.192,9%,9,9,-1,0%,1%,0%,7.8,6.6,6.6,-1.6,14.7,6.0,1.5,16.0,4.0
Matt Davidson,2,1B/3B,4000,CWS,@TOR,3.72,Biagini,0.264,-11%,R,R,0.332,-1%,0.288,12%,6,7,1,3%,2%,0%,9.0,8.2,8.2,-0.8,17.3,5.9,1.5,7.0,1.8
