Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Hisashi Iwakuma,,SP,7200,SEA,TEX,49%,3.79,,0.333,21.7%,5.50,18.8%,4.09,4.02,R,0.298,0.292,3%,1%,0%,10.9,10.9,10.9,8.6,13.2,13.8,1.9,-6.0,-0.8
Adam Wainwright,,SP,6800,STL,@NYY,42%,4.35,4,0.311,21.4%,4.80,19.1%,4.20,3.94,R,0.302,0.275,-2%,1%,-3%,6.7,6.7,6.7,-6.7,20.2,14.3,2.1,3.3,0.5
Alex Cobb,,SP,6400,TB,@BOS,38%,5.39,4,0.328,16.6%,4.40,,,,R,0.298,0.292,-11%,-4%,-5%,19.0,19.0,19.0,18.0,20.1,9.7,1.5,-3.9,-0.6
Bartolo Colon,1,SP,6200,ATL,SD,55%,3.80,4,0.297,23.2%,3.36,16.6%,4.18,4.06,R,0.309,0.312,0%,0%,0%,8.7,8.7,8.7,-9.8,27.1,14.4,2.3,28.6,4.6
James Shields,,SP,6100,CWS,@MIN,41%,5.23,4.5,0.324,26.3%,4.60,20.9%,4.41,4.44,R,0.331,0.326,-4%,2%,0%,19.7,19.7,19.7,19.6,19.8,14.8,2.4,16.7,2.7
Hector Santiago,1,SP,5800,MIN,CWS,59%,4.27,,0.314,20.1%,4.11,19.6%,4.77,5.23,L,0.302,0.327,-1%,2%,0%,13.2,13.2,13.2,7.6,18.7,12.2,2.1,23.6,4.1
Antonio Senzatela,2,SP,5500,COL,@SF,45%,3.97,,0.314,19.5%,4.67,,,,R,,,14%,2%,0%,20.9,20.9,20.9,19.1,22.7,13.4,2.4,15.6,2.8
Wily Peralta,1,SP,5300,MIL,@CIN,48%,4.60,,0.308,22.7%,4.82,15.1%,4.57,4.34,R,0.357,0.318,0%,-1%,0%,21.5,21.5,21.5,19.5,23.4,13.5,2.5,11.3,2.1
Sal Romano,1,SP,5000,CIN,MIL,52%,4.40,,0.288,27.0%,4.55,,,,R,,,0%,-1%,0%,0.0,0.0,0.0,0.0,0.0,15.1,3.0,2.0,0.4
Matt Boyd,,SP,4700,DET,@CLE,33%,5.37,4,0.344,16.6%,4.10,18.7%,4.59,4.96,L,0.370,0.363,-10%,1%,-5%,10.8,10.8,10.8,-13.2,34.7,8.1,1.7,16.1,3.4
Trevor Cahill,1,SP,4500,SD,@ATL,45%,4.20,,0.304,20.5%,3.56,21.9%,3.71,3.77,R,0.347,0.300,-2%,0%,0%,17.4,17.4,17.4,17.4,17.4,13.4,3.0,16.6,3.7
