Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jose Rondon,,SS,2200,SD,@CIN,4.48,Adleman,0.339,4%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Perez,,C,2200,LAA,BAL,4.71,Bundy,0.311,-2%,R,R,0.273,4%,0.119,14%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Rojas,,3B/SS,2200,MIA,@WAS,3.08,Scherzer,0.208,-24%,R,R,0.296,4%,0.065,-7%,x,x,-,0%,0%,0%,4.4,5.9,5.9,0.1,11.7,0.0,0.0,3.0,1.4
Dusty Coleman,4,3B,2200,SD,@CIN,4.48,Adleman,0.339,4%,R,R,,-1%,,2%,8,x,0,2%,1%,0%,9.8,9.8,9.8,-2.0,21.5,5.9,2.7,5.0,2.3
Juan Graterol,,C,2200,LAA,BAL,4.71,Bundy,0.311,-2%,R,R,0.289,-2%,0.074,-4%,x,x,-,0%,0%,0%,5.1,4.3,4.3,0.2,8.3,0.0,0.0,0.0,0.0
John Bormann,,C,2200,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Ruggiano,,OF,2200,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.251,-6%,0.138,-5%,x,x,-,0%,0%,0%,3.6,4.6,4.6,-1.3,10.5,0.0,0.0,0.0,0.0
Adrian Sanchez,,2B/SS,2100,WAS,MIA,5.42,O'Grady,,2%,L,R,,3%,,8%,x,x,-,0%,0%,0%,1.0,1.0,1.0,-0.3,2.3,0.0,0.0,0.0,0.0
Stuart Turner,,C,2100,CIN,SD,5.02,Chacin,0.282,-8%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,3.8,3.6,3.6,-1.4,8.7,0.0,0.0,0.0,0.0
JT Riddle,,SS,2100,MIA,@WAS,3.08,Scherzer,0.303,-4%,R,L,0.276,-1%,0.126,2%,x,x,-,0%,0%,0%,5.1,5.2,5.2,-0.5,10.9,0.0,0.0,0.0,0.0
Alcides Escobar,1,SS,2100,KC,STL,4.28,Martinez,0.254,-14%,R,R,0.264,-3%,0.075,-10%,7,7,1,3%,-1%,0%,3.7,5.8,5.1,-0.2,10.4,4.8,2.3,0.0,0.0
Mike Aviles,,2B/OF,2100,MIA,@WAS,3.08,Scherzer,0.208,-24%,R,R,0.253,-3%,0.084,-2%,8,x,0,2%,-1%,0%,3.8,3.8,3.8,0.2,7.4,4.5,2.1,0.0,0.0
Michael Morse,,1B,2100,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.273,-5%,0.104,-14%,x,x,-,0%,0%,0%,2.4,2.4,2.4,-0.3,5.1,0.0,0.0,0.0,0.0
Joey Rickard,2,OF,2100,BAL,@LAA,4.29,Ramirez,0.308,-3%,R,R,0.260,-7%,0.087,-10%,9,9,-1,-6%,0%,0%,6.2,6.2,6.2,-0.6,13.0,4.8,2.3,10.0,4.8
Lewis Brinson,,OF,2100,MIL,@MIN,4.60,Santana,0.299,-5%,R,R,0.145,-5%,0.063,-2%,x,x,-,0%,0%,0%,5.3,5.0,5.0,-0.6,10.6,0.0,0.0,0.0,0.0
Ramon Flores,,OF,2000,LAA,BAL,4.71,Bundy,0.336,3%,R,L,0.246,-3%,0.068,-9%,x,x,-,0%,0%,0%,1.7,1.7,1.7,-1.2,4.6,0.0,0.0,0.0,0.0
Orlando Calixte,,OF,2000,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,4.1,4.1,4.1,-0.3,8.5,0.0,0.0,0.0,0.0
Carlos Moncrief,,OF,2000,SF,CHC,3.41,Arrieta,0.259,-13%,R,L,,2%,,6%,8,x,-1,-5%,-1%,0%,10.0,10.0,10.0,10.0,10.0,5.3,2.6,0.0,0.0
Shane Robinson,,OF,2000,LAA,BAL,4.71,Bundy,0.311,-2%,R,R,0.247,-2%,0.078,9%,x,x,-,0%,0%,0%,4.8,4.8,4.8,0.7,8.9,0.0,0.0,0.0,0.0
Ryan Cordell,,OF,2000,MIL,@MIN,4.60,Santana,0.299,-5%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Stewart,,C,2000,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,0.261,-4%,0.058,5%,x,x,-,0%,0%,0%,2.1,3.3,3.3,-0.8,7.3,0.0,0.0,0.0,0.0
Chris Marrero,,OF,2000,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,3.8,3.6,3.6,-2.2,9.5,0.0,0.0,0.0,0.0
Jae-gyun Hwang,,3B,2000,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,2.1,3.3,3.3,-1.0,7.5,0.0,0.0,0.0,0.0
Andrew Stevenson,,OF,2000,WAS,MIA,5.42,O'Grady,,-5%,L,L,,-7%,,-22%,x,x,-,0%,0%,0%,1.0,1.0,1.0,-0.7,2.7,0.0,0.0,0.0,0.0
Chad Huffman,,OF,2000,STL,@WAS,4.72,Scherzer,0.208,-24%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
Ryder Jones,3,3B,2000,SF,CHC,3.41,Arrieta,0.259,-13%,R,L,,2%,,6%,7,2,-2,-4%,-1%,0%,2.1,1.9,1.9,-1.9,5.7,0.7,0.3,21.0,10.5
Eric Young Jr.,,OF,2000,LAA,BAL,4.71,Bundy,0.336,3%,R,S,0.279,2%,0.132,18%,x,x,-,0%,0%,0%,3.0,7.6,7.6,-0.4,15.5,0.0,0.0,0.0,0.0
Miguel Gomez,,3B,2000,SF,CHC,3.41,Arrieta,0.259,-13%,R,S,,2%,,6%,x,x,-,0%,0%,0%,6.0,6.0,6.0,2.4,9.6,0.0,0.0,0.0,0.0
Tim Federowicz,,C,2000,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.118,-10%,0.100,-2%,x,x,-,0%,0%,0%,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Austin Slater,,OF,2000,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.315,-1%,0.137,0%,x,x,-,0%,0%,0%,3.9,6.8,6.8,-0.3,13.9,0.0,0.0,0.0,0.0
Brett Phillips,,OF,2000,MIL,@MIN,4.60,Santana,0.310,-2%,R,L,0.315,2%,0.233,9%,x,x,-,0%,0%,0%,5.1,5.1,5.1,0.2,10.0,0.0,0.0,0.0,0.0
