"VBR","Player","Team","Positions","Opp","AB","R","HR","RBI","SB","AVG","OBP","H","2B","3B","BB","SO","Own"
" ","Carlos Gonzalez","COL","RF","SD","4.05","0.78","0.18","0.59","0.02",".330",".390","1.34","0.33","0.02","0.41","0.79",""
" ","Carlos Ruiz","SEA","C","HOU","3.52","0.34","0.05","0.41","0.03",".203",".289","0.71","0.2","0","0.36","0.46",""
" ","Casey McGehee","DET","3B","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Cedric Hunter","PHI","LF,CF","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chase Headley","NYY","3B","TB","3.68","0.43","0.15","0.4","0.05",".243",".334","0.9","0.16","0.01","0.47","1.1",""
" ","Chase Utley","LAD","2B","@CHC","0.44","0.03","0.01","0.04","0.01",".197",".247","0.09","0.02","0","0.02","0.16",""
" ","Chris Young","BOS","LF","@DET","3.64","0.37","0.16","0.42","0.05",".218",".281","0.79","0.18","0.02","0.29","1.08",""
" ","Chris Carter","NYY","1B","TB","3.74","0.57","0.29","0.56","0.02",".221",".323","0.82","0.17","0.01","0.54","1.46",""
" ","Chris Heisey","WSH","LF,RF","STL","0.09","0.01","0","0.01","0",".209",".275","0.02","0","0","0.01","0.03",""
" ","Chris Iannetta","ARI","C","@SF","0.44","0.02","0.01","0.05","0",".203",".351","0.09","0.01","0","0.1","0.14",""
" ","Chris Nelson","COL","3B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Snyder","WSH","C","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Colby Rasmus","TB","LF,CF,RF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Curtis Granderson","NYM","LF,CF,RF","@PHI","3.96","0.68","0.3","0.42","0.05",".266",".347","1.06","0.23","0.05","0.46","0.8",""
" ","Dan Johnson","TB","1B","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daniel Descalso","ARI","1B,2B,SS,LF","@SF","0.18","0.02","0","0.02","0",".204",".300","0.04","0.01","0","0.02","0.05",""
" ","Daniel Murphy","WSH","1B,2B","STL","4.03","0.81","0.14","0.79","0.04",".420",".453","1.69","0.47","0.02","0.24","0.41",""
" ","Daniel Nava","PHI","LF","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Danny Valencia","SEA","1B,3B,RF","HOU","3.99","0.55","0.11","0.39","0.01",".264",".322","1.05","0.16","0.01","0.34","1.03",""
" ","Darnell McDonald","CHC","LF,RF","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Freese","PIT","1B,3B","CIN","3.19","0.5","0.16","0.5","0.01",".274",".370","0.87","0.14","0","0.44","0.97",""
" ","David Wright","NYM","3B","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Denard Span","SF","CF","ARI","3.03","0.45","0.08","0.31","0.12",".236",".292","0.71","0.09","0.05","0.23","0.46",""
" ","Desmond Jennings","NYM","LF,CF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dexter Fowler","STL","CF","@WSH","3.92","0.53","0.07","0.41","0.18",".233",".363","0.91","0.16","0.02","0.77","1.14",""
" ","Domonic Brown","COL","RF,LF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Drew Butera","KC","C","OAK","0.09","0.01","0","0.01","0",".295",".341","0.03","0.01","0","0.01","0.03",""
" ","Drew Stubbs","SF","LF,CF,RF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dustin Ackley","NYY","1B,2B,LF,CF,RF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dustin Pedroia","BOS","2B","@DET","4","0.46","0.09","0.49","0.02",".283",".325","1.13","0.2","0.02","0.25","0.52",""
" ","Dusty Brown","OAK","C","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eduardo Nunez","SF","3B,SS","ARI","3.76","0.35","0.07","0.49","0.46",".299",".337","1.12","0.25","0.04","0.21","0.68",""
" ","Emmanuel Burriss","WSH","2B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eric Hosmer","KC","1B","OAK","3.87","0.55","0.15","0.61","0.04",".281",".352","1.09","0.2","0.02","0.43","0.83",""
" ","Erick Aybar","SD","3B,SS","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Evan Longoria","TB","3B","@NYY","4.16","0.61","0.44","0.7","0.02",".306",".343","1.27","0.2","0.03","0.22","1.23",""
" ","Francisco Cervelli","PIT","C","CIN","3.34","0.52","0.06","0.26","0.07",".269",".390","0.9","0.08","0.03","0.62","0.55",""
" ","Franklin Gutierrez","LAD","LF,RF","@CHC","3.34","0.35","0.22","0.55","0.03",".244",".312","0.81","0.1","0.01","0.3","1.19",""
" ","Gaby Sanchez","SEA","1B","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gerardo Parra","COL","1B,LF,CF,RF","SD","3.99","0.65","0.1","0.44","0.06",".278",".305","1.11","0.33","0.04","0.14","0.81",""
" ","Greg Halman","SEA","LF,RF","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gregor Blanco","ARI","LF,CF,RF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hank Conger","ARI","C","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hanley Ramirez","BOS","1B","@DET","0.68","0.07","0.03","0.13","0.01",".233",".300","0.16","0.02","0","0.06","0.18",""
" ","Yoenis Cespedes","NYM","LF,CF","@PHI","4.32","0.49","0.39","0.76","0.02",".259",".313","1.12","0.23","0.01","0.32","1.13",""
" ","Howie Kendrick","PHI","1B,2B,3B,LF","NYM","4.37","0.46","0.12","0.46","0.06",".276",".324","1.21","0.19","0.02","0.29","0.98",""
" ","Humberto Quintero","DET","C","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hunter Pence","SF","RF","ARI","3.41","0.45","0.1","0.46","0.05",".324",".378","1.11","0.21","0.02","0.3","0.78",""
" ","Ian Desmond","COL","LF,CF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ian Kinsler","DET","2B","BOS","3.96","0.6","0.13","0.43","0.04",".277",".328","1.1","0.2","0.05","0.26","0.92",""
" ","Ike Davis","LAD","1B","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacoby Ellsbury","NYY","CF","TB","3.94","0.51","0.1","0.44","0.16",".272",".343","1.07","0.18","0.03","0.4","0.54",""
" ","Jarrod Dyson","SEA","LF,CF,RF","HOU","3.86","0.58","0.02","0.33","0.4",".255",".323","0.98","0.15","0.06","0.36","0.51",""
" ","Jason Bourgeois","ARI","LF,CF,RF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jason Donald","KC","2B,3B,SS","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jason Heyward","CHC","CF,RF","LAD","4.14","0.61","0.05","0.52","0.11",".246",".348","1.02","0.17","0.05","0.62","1.08",""
" ","Wil Myers","SD","1B,RF","@COL","4.05","0.82","0.19","0.64","0.12",".325",".402","1.32","0.3","0.05","0.52","0.86",""
" ","Jay Bruce","NYM","RF","@PHI","4.05","0.44","0.32","0.54","0.05",".290",".347","1.17","0.18","0.05","0.36","0.84",""
" ","Jayson Werth","WSH","LF","STL","3.37","0.48","0.07","0.39","0.02",".245",".320","0.83","0.21","0","0.35","0.87",""
" ","Jed Lowrie","OAK","2B","@KC","3.64","0.27","0.06","0.29","0.01",".220",".281","0.8","0.16","0.02","0.29","0.82",""
" ","Jeff Mathis","ARI","C","@SF","3.49","0.27","0.05","0.47","0",".227",".283","0.79","0.08","0.06","0.26","1.21",""
" ","Jhonny Peralta","STL","3B,SS","@WSH","3.22","0.37","0.06","0.38","0.01",".319",".361","1.03","0.16","0.01","0.2","0.62",""
" ","Joey Votto","CIN","1B","@PIT","3.18","0.59","0.15","0.59","0.03",".305",".433","0.97","0.19","0.01","0.71","0.62",""
" ","John Jaso","PIT","1B","CIN","0.27","0.02","0","0.03","0",".174",".296","0.05","0.01","0","0.04","0.06",""
" ","Carlos Corporan","CHC","C","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jon Jay","CHC","LF,CF,RF","LAD","0.45","0.08","0","0.04","0.01",".341",".415","0.15","0.03","0","0.05","0.12",""
" ","Jose Iglesias","DET","SS","BOS","3.57","0.38","0.04","0.26","0.04",".216",".262","0.77","0.19","0.01","0.19","0.36",""
" ","Jose Reyes","NYM","3B,SS","@PHI","4.37","0.66","0.12","0.3","0.15",".249",".289","1.09","0.17","0.07","0.26","0.76",""
" ","Josh Bell","SD","3B","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leonys Martin","SEA","CF","HOU","3.86","0.48","0.11","0.35","0.19",".232",".298","0.9","0.13","0.02","0.35","1.09",""
" ","Josh Reddick","HOU","RF","@SEA","0.5","0.05","0.01","0.06","0.01",".263",".309","0.13","0.02","0","0.03","0.07",""
" ","Josh Thole","ARI","C","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Ruggiano","SF","LF,CF,RF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Upton","DET","LF,CF","BOS","3.6","0.37","0.15","0.63","0.04",".216",".279","0.78","0.13","0.02","0.3","1.42",""
" ","Kelly Johnson","NYM","1B,2B,3B,LF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Blanks","SF","1B","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leslie Anderson","TB","1B","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Logan Morrison","TB","1B","@NYY","3.77","0.39","0.17","0.46","0.09",".253",".324","0.96","0.27","0.01","0.36","1.4",""
" ","Lorenzo Cain","KC","CF,RF","OAK","4.37","0.52","0.08","0.59","0.16",".284",".340","1.24","0.19","0.03","0.34","1.03",""
" ","Lucas Duda","NYM","1B","@PHI","3.96","0.52","0.27","0.59","0.01",".285",".354","1.13","0.23","0.01","0.37","0.84",""
" ","Luis Exposito","DET","C","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luke Hughes","OAK","3B","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mark Reynolds","COL","1B","SD","3.78","0.75","0.19","0.58","0.02",".330",".401","1.25","0.3","0.01","0.43","1.08",""
" ","Matt Dominguez","BOS","3B","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Holliday","NYY","1B,LF,DH","TB","3.93","0.54","0.2","0.56","0.01",".249",".338","0.98","0.17","0.01","0.47","0.76",""
" ","Matt Joyce","OAK","LF,RF","@KC","3.27","0.42","0.17","0.54","0.01",".195",".320","0.64","0.14","0.02","0.58","0.97",""
" ","Matt Tolbert","PHI","SS,2B","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Wieters","WSH","C","STL","3.03","0.35","0.11","0.49","0.01",".303",".347","0.92","0.17","0.01","0.19","0.58",""
" ","Michael Morse","SF","1B,LF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael Saunders","PHI","LF,RF","NYM","3.38","0.37","0.11","0.39","0.01",".237",".307","0.8","0.19","0.02","0.33","1.27",""
" ","Miguel Cabrera","DET","1B","BOS","3.78","0.46","0.19","0.51","0",".279",".358","1.05","0.13","0.01","0.46","1.02",""
" ","Miguel Montero","CHC","C","LAD","2.64","0.32","0.06","0.27","0.03",".280",".360","0.74","0.1","0.01","0.31","0.75",""
" ","Miguel Olivo","SF","C","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike Baxter","SEA","LF,RF","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike Fontenot","WSH","2B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike Moustakas","KC","3B","OAK","4.37","0.57","0.24","0.57","0.01",".226",".299","0.99","0.22","0.01","0.42","0.57",""
" ","Mitch Maier","CHC","CF","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mitch Moreland","BOS","1B","@DET","4.14","0.34","0.2","0.47","0.01",".167",".231","0.69","0.1","0","0.3","1.74",""
" ","Neil Walker","NYM","2B","@PHI","4.1","0.56","0.27","0.51","0.02",".310",".364","1.27","0.16","0.02","0.32","0.84",""
" ","Nelson Cruz","SEA","RF,DH","HOU","3.94","0.55","0.22","0.68","0.02",".270",".347","1.06","0.17","0.01","0.44","1.07",""
" ","Nick Hundley","SF","C","ARI","0.09","0.01","0","0.01","0",".234",".286","0.02","0.01","0","0.01","0.02",""
" ","Nick Swisher","NYY","1B,LF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Omar Infante","DET","2B","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Pablo Sandoval","BOS","3B","@DET","4","0.33","0.12","0.5","0",".195",".246","0.78","0.12","0.01","0.24","1.38",""
" ","Pedro Ciriaco","DET","2B,3B,SS","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Peter Bourjos","TB","CF,RF","@NYY","0.69","0.11","0.02","0.05","0.02",".220",".264","0.15","0.03","0.01","0.03","0.24",""
" ","Rajai Davis","OAK","LF,CF","@KC","3.95","0.5","0.12","0.44","0.22",".264",".316","1.04","0.16","0.03","0.28","0.98",""
" ","Ramiro Pena","SF","2B,3B,SS","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ramon Hernandez","KC","C","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Reid Brignac","HOU","3B","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rickie Weeks","TB","LF","@NYY","0.68","0.11","0.04","0.09","0.02",".227",".305","0.15","0.02","0","0.07","0.29",""
" ","Robinson Cano","SEA","2B","HOU","4.14","0.69","0.22","0.71","0.02",".292",".356","1.21","0.24","0.01","0.39","0.59",""
" ","Roger Bernadina","NYM","LF,CF,RF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ronny Paulino","DET","C","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ruben Tejada","NYY","3B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Raburn","CIN","LF","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Zimmerman","WSH","1B","STL","3.37","0.4","0.08","0.39","0.02",".253",".291","0.85","0.19","0.01","0.17","0.84",""
" ","Scott Cousins","BOS","CF,RF,LF","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Shane Victorino","CHC","LF,RF","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Starlin Castro","NYY","2B","TB","3.8","0.45","0.16","0.51","0.03",".272",".303","1.03","0.16","0.01","0.16","0.8",""
" ","Stephen Drew","WSH","2B,3B,SS","STL","0.36","0.06","0.01","0.06","0",".299",".359","0.11","0.03","0","0.03","0.08",""
" ","Steve Tolleson","KC","2B,3B","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Travis Ishikawa","SF","1B,LF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trayvon Robinson","LAD","LF,CF","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trevor Plouffe","OAK","1B,3B","@KC","3.68","0.33","0.14","0.53","0.01",".286",".326","1.05","0.11","0.02","0.21","0.71",""
" ","Victor Martinez","DET","1B,DH","BOS","3.91","0.27","0.16","0.53","0",".287",".337","1.12","0.11","0.01","0.28","0.76",""
" ","Will Rhymes","WSH","2B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Will Venable","LAD","RF","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilson Ramos","TB","C","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yadier Molina","STL","C","@WSH","3.45","0.32","0.03","0.43","0.02",".339",".383","1.17","0.2","0","0.24","0.39",""
" ","Yonder Alonso","OAK","1B","@KC","3.64","0.29","0.07","0.42","0.02",".230",".294","0.84","0.29","0.01","0.32","0.62",""
" ","Zack Cozart","CIN","SS","@PIT","3.57","0.49","0.07","0.35","0.04",".257",".316","0.92","0.2","0.03","0.3","0.62",""
" ","Ryan Lavarnway","OAK","C,1B","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lars Anderson","CHC","LF,1B","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Dickerson","TB","LF,DH","@NYY","4.25","0.43","0.24","0.63","0.03",".292",".332","1.24","0.51","0.03","0.26","1.6",""
" ","Brandon Laird","KC","1B,3B","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Lobaton","WSH","C","STL","0.09","0.01","0","0.01","0",".312",".372","0.03","0","0","0.01","0.02",""
" ","Stephen Vogt","OAK","C,DH","@KC","3.64","0.36","0.14","0.4","0",".243",".298","0.88","0.26","0.01","0.28","0.63",""
" ","Russ Canzler","NYY","1B,LF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Travis d'Arnaud","NYM","C","@PHI","0.46","0.04","0.02","0.04","0",".236",".285","0.11","0.02","0","0.03","0.1",""
" ","Cheslor Cuthbert","KC","3B","OAK","0.5","0.05","0.01","0.05","0",".259",".310","0.13","0.03","0","0.04","0.1",""
" ","Osvaldo Martinez","LAD","SS","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Barnes","COL","LF,CF,RF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Thomas Neal","CIN","LF","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Salvador Perez","KC","C","OAK","4.04","0.46","0.14","0.51","0",".240",".280","0.97","0.25","0.02","0.2","0.94",""
" ","Clint Robinson","WSH","1B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Lough","DET","LF,CF,RF","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Parmelee","OAK","1B,RF","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Oswaldo Arcia","ARI","LF,RF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alexi Amarista","COL","2B,SS","SD","0.31","0.03","0","0.03","0.01",".353",".394","0.11","0.01","0","0.02","0.06",""
" ","Andrew Romine","DET","1B,2B,3B,SS,CF","BOS","0.7","0.05","0.01","0.05","0.03",".230",".274","0.16","0.01","0.01","0.04","0.2",""
" ","Jean Segura","SEA","2B,SS","HOU","4.27","0.63","0.11","0.45","0.23",".295",".343","1.26","0.22","0.03","0.27","0.57",""
" ","Jeremy Moore","TB","RF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Derek Norris","TB","C","@NYY","3.58","0.44","0.22","0.35","0.07",".208",".259","0.74","0.13","0.01","0.23","1.61",""
" ","Jemile Weeks","CHC","2B","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Collin Cowgill","SD","LF,RF","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Seager","SEA","3B","HOU","3.86","0.61","0.19","0.66","0.02",".296",".382","1.14","0.25","0.02","0.51","0.64",""
" ","Johermyn Chavez","KC","RF","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Hicks","LAD","2B","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilmer Flores","NYM","1B,2B,3B","@PHI","0.19","0.02","0.01","0.02","0",".214",".257","0.04","0.01","0","0.01","0.04",""
" ","Chris Owings","ARI","SS,CF","@SF","4.47","0.4","0.05","0.6","0.15",".254",".314","1.13","0.18","0.08","0.38","0.86",""
" ","Josh Satin","SD","1B","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Turner","LAD","3B","@CHC","3.94","0.39","0.13","0.49","0.06",".192",".267","0.76","0.14","0.02","0.34","0.87",""
" ","Juan Lagares","NYM","CF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Sebastian Valle","SEA","C","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Freddy Galvis","PHI","SS","NYM","3.8","0.33","0.11","0.45","0.07",".246",".278","0.93","0.14","0.02","0.17","1.11",""
" ","Arismendy Alcantara","CIN","CF","@PIT","0.31","0.04","0.01","0.04","0.02",".253",".301","0.08","0.02","0","0.02","0.12",""
" ","Cesar Hernandez","PHI","2B","NYM","4.06","0.35","0.04","0.3","0.12",".283",".347","1.15","0.1","0.07","0.4","0.99",""
" ","Jhonatan Solano","WSH","C","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Marrero","SF","1B","ARI","0.28","0.03","0.01","0.04","0",".260",".286","0.07","0.02","0","0.02","0.06",""
" ","Anthony Rendon","WSH","3B","STL","3.78","0.51","0.11","0.63","0.06",".294",".351","1.11","0.28","0.01","0.31","0.74",""
" ","Bryce Harper","WSH","RF","STL","3.55","0.73","0.14","0.57","0.09",".299",".408","1.06","0.18","0.01","0.65","0.67",""
" ","Eury Perez","PIT","LF,CF","CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Bryan LaHair","BOS","1B,RF","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Junior Lake","BOS","LF,RF","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Anthony Rizzo","CHC","1B","LAD","4","0.8","0.13","0.73","0.07",".269",".398","1.08","0.27","0.03","0.75","0.75",""
" ","Matthew Szczur","CHC","LF,CF,RF","LAD","0.19","0.02","0","0.02","0",".213",".257","0.04","0.01","0","0.01","0.06",""
" ","Devin Mesoraco","CIN","C","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Didi Gregorius","NYY","SS","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kristopher Negron","ARI","2B,3B,SS,LF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Altuve","HOU","2B","@SEA","4.19","0.53","0.08","0.57","0.12",".302",".349","1.26","0.29","0.02","0.27","0.61",""
" ","Marwin Gonzalez","HOU","1B,2B,3B,SS,LF","@SEA","0.47","0.04","0.01","0.05","0.01",".255",".293","0.12","0.03","0","0.02","0.15",""
" ","Jimmy Paredes","PHI","2B,LF,RF","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Bogusevic","BOS","LF,CF,RF","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","J.D. Martinez","DET","RF","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Xander Bogaerts","BOS","SS","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nolan Arenado","COL","3B","SD","3.82","0.87","0.31","0.92","0.02",".351",".408","1.34","0.25","0.05","0.36","0.59",""
" ","Jeff Bianchi","COL","3B,SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael McKenry","TB","C","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Harrison","PIT","2B","CIN","3.42","0.46","0.05","0.44","0.13",".261",".311","0.89","0.18","0.07","0.21","0.53",""
" ","Jordy Mercer","PIT","SS","CIN","3.86","0.52","0.12","0.42","0.03",".220",".306","0.85","0.15","0.03","0.46","0.53",""
" ","Yamaico Navarro","NYY","2B,LF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gorkys Hernandez","SF","CF","ARI","3.03","0.38","0.07","0.42","0.13",".257",".308","0.78","0.23","0.02","0.2","0.82",""
" ","Starling Marte","PIT","LF,CF","CIN","4.24","0.72","0.12","0.43","0.46",".278",".346","1.18","0.14","0.05","0.33","1.15",""
" ","Alex Presley","DET","LF,RF","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
