"VBR","Player","Team","Positions","Opp","AB","R","HR","RBI","SB","AVG","OBP","H","2B","3B","BB","SO","Own"
" ","Hank Conger","ARI","C","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Humberto Quintero","DET","C","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hunter Pence","SF","RF","@ARI","3.69","0.78","0.22","0.69","0.03",".298",".348","1.1","0.27","0.04","0.28","0.66",""
" ","Ian Desmond","COL","LF,CF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ian Kinsler","DET","2B","@CWS","4.21","0.63","0.14","0.62","0.09",".347",".377","1.46","0.3","0.02","0.17","0.96",""
" ","Ike Davis","LAD","1B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacoby Ellsbury","NYY","CF","@TB","3.69","0.35","0.04","0.44","0.18",".233",".293","0.86","0.18","0.04","0.29","0.73",""
" ","James Loney","TEX","1B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jarrod Dyson","SEA","LF,CF,RF","@HOU","3.91","0.54","0.04","0.28","0.39",".340",".408","1.33","0.27","0.07","0.43","0.89",""
" ","Jason Bourgeois","ARI","LF,CF,RF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jason Heyward","CHC","CF,RF","@STL","3.74","0.56","0.04","0.32","0.13",".264",".329","0.99","0.18","0.03","0.34","0.82",""
" ","Jason Kipnis","CLE","2B","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wil Myers","SD","1B,RF","@LAD","3.69","0.5","0.16","0.56","0.26",".276",".322","1.02","0.18","0.02","0.24","1.2",""
" ","Jed Lowrie","OAK","2B","LAA","3.59","0.41","0.05","0.33","0.02",".248",".299","0.89","0.14","0.02","0.24","0.81",""
" ","Jeff Mathis","ARI","C","SF","3.49","0.26","0.06","0.3","0.01",".203",".233","0.71","0.14","0.11","0.12","1.23",""
" ","Jeremy Hermida","MIL","RF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jerry Sands","CWS","1B,LF,RF,DH","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jhonny Peralta","STL","3B,SS","CHC","3.54","0.39","0.09","0.52","0.02",".216",".255","0.76","0.18","0.01","0.17","0.84",""
" ","Carlos Corporan","CHC","C","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jon Jay","CHC","LF,CF,RF","@STL","3.49","0.42","0.02","0.27","0.04",".287",".332","1","0.2","0.02","0.14","0.86",""
" ","Jonathan Lucroy","TEX","C,1B","CLE","3.78","0.44","0.22","0.54","0.02",".305",".350","1.15","0.24","0.05","0.26","0.87",""
" ","Jose Iglesias","DET","SS","@CWS","2.72","0.29","0.03","0.17","0.05",".262",".307","0.71","0.22","0","0.15","0.43",""
" ","Josh Bell","SD","3B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Hamilton","TEX","LF,RF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leonys Martin","SEA","CF","@HOU","3.63","0.52","0.13","0.43","0.17",".325",".393","1.18","0.26","0.04","0.41","1.78",""
" ","Josh Reddick","HOU","RF","SEA","3.5","0.39","0.16","0.49","0.1",".356",".404","1.24","0.27","0.02","0.3","0.43",""
" ","Josh Thole","ARI","C","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Ruggiano","SF","LF,CF,RF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Upton","DET","LF,CF","@CWS","3.67","0.4","0.14","0.47","0.05",".256",".317","0.94","0.18","0.01","0.31","1.52",""
" ","Kyle Hudson","LAA","LF","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Blanks","SF","1B","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leslie Anderson","TB","1B","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Logan Morrison","TB","1B","NYY","3.47","0.41","0.11","0.51","0.05",".266",".351","0.92","0.2","0.02","0.43","0.61",""
" ","Lonnie Chisenhall","CLE","RF","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lou Marson","LAA","C","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lucas May","MIL","C","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Durango","CWS","LF,CF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Exposito","DET","C","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Martinez","LAA","C","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Valbuena","LAA","1B,3B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luke Hughes","OAK","3B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mark Reynolds","COL","1B","@MIL","0.09","0.01","0","0.01","0",".199",".256","0.02","0","0","0.01","0.02",""
" ","Matt Holliday","NYY","1B,LF","@TB","3.56","0.45","0.15","0.52","0.02",".246",".324","0.88","0.15","0.02","0.35","0.61",""
" ","Matt Joyce","OAK","LF,RF","LAA","3.31","0.69","0.16","0.53","0.03",".214",".319","0.71","0.17","0.02","0.48","1.29",""
" ","Melky Cabrera","CWS","LF","DET","3.98","0.28","0.1","0.45","0.02",".216",".266","0.86","0.18","0.02","0.27","0.74",""
" ","Michael Brantley","CLE","LF","@TEX","3.74","0.55","0.11","0.78","0.08",".242",".322","0.91","0.19","0.01","0.42","0.44",""
" ","Michael Morse","SF","1B,LF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Miguel Cabrera","DET","1B","@CWS","3.8","0.35","0.14","0.53","0",".249",".330","0.95","0.22","0.01","0.45","1.01",""
" ","Miguel Montero","CHC","C","@STL","0.09","0.01","0","0.01","0",".208",".297","0.02","0","0","0.01","0.02",""
" ","Miguel Olivo","SF","C","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike Baxter","SEA","LF,RF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike Napoli","TEX","1B,DH","CLE","3.35","0.49","0.32","0.64","0.02",".237",".298","0.79","0.13","0.01","0.27","1.67",""
" ","Mike Trout","LAA","CF","@OAK","3.57","0.84","0.23","0.52","0.08",".389",".462","1.39","0.26","0.06","0.46","0.65",""
" ","Mitch Maier","CHC","CF","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nelson Cruz","SEA","RF,DH","@HOU","3.78","0.42","0.17","0.6","0.02",".282",".396","1.07","0.25","0.02","0.69","1.19",""
" ","Nick Hundley","SF","C","@ARI","0.09","0.01","0","0.01","0",".258",".307","0.02","0.01","0","0.01","0.02",""
" ","Nick Swisher","NYY","1B,LF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Omar Infante","DET","2B","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Pedro Ciriaco","DET","2B,3B,SS","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Peter Bourjos","TB","CF,RF","NYY","0.09","0.01","0","0.01","0",".254",".296","0.02","0","0","0","0.02",""
" ","Rajai Davis","OAK","LF,CF","LAA","3.62","0.35","0.09","0.44","0.35",".276",".318","1","0.16","0.03","0.2","1.15",""
" ","Ramiro Pena","SF","2B,3B,SS","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Reid Brignac","HOU","3B","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rickie Weeks","TB","LF","NYY","0.09","0.01","0","0.01","0",".233",".326","0.02","0","0","0.01","0.02",""
" ","Robinson Cano","SEA","2B","@HOU","4","0.73","0.25","0.76","0.02",".381",".444","1.52","0.4","0.02","0.44","0.93",""
" ","Robinson Chirinos","TEX","C","CLE","0.09","0.01","0.01","0.01","0",".224",".296","0.02","0.01","0","0.01","0.03",""
" ","Ronny Paulino","DET","C","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ruben Tejada","NYY","3B","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Braun","MIL","LF","COL","3.78","0.56","0.25","0.77","0.12",".319",".391","1.21","0.14","0.02","0.43","0.61",""
" ","Shane Victorino","CHC","LF,RF","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Shin-Soo Choo","TEX","RF","CLE","3.56","0.33","0.21","0.34","0.05",".292",".378","1.04","0.1","0.02","0.43","0.64",""
" ","Starlin Castro","NYY","2B","@TB","3.75","0.28","0.11","0.43","0.06",".230",".259","0.86","0.13","0.02","0.13","0.67",""
" ","Todd Frazier","CWS","1B,3B","DET","3.71","0.49","0.32","0.55","0.06",".211",".277","0.78","0.1","0.01","0.31","0.95",""
" ","Travis Ishikawa","SF","1B,LF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Travis Snider","TEX","LF,RF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trayvon Robinson","LAD","LF,CF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trevor Plouffe","OAK","1B,3B","LAA","3.54","0.26","0.09","0.43","0.02",".311",".344","1.1","0.12","0.01","0.17","0.84",""
" ","Victor Martinez","DET","1B,DH","@CWS","3.82","0.33","0.17","0.56","0",".333",".386","1.27","0.17","0","0.31","0.6",""
" ","Will Venable","LAD","RF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilson Ramos","TB","C","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wily Mo Pena","CLE","LF,DH","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yadier Molina","STL","C","CHC","3.77","0.3","0.04","0.46","0.04",".209",".262","0.79","0.21","0.01","0.25","0.53",""
" ","Yonder Alonso","OAK","1B","LAA","3.5","0.4","0.06","0.31","0.03",".242",".294","0.85","0.21","0.01","0.25","0.6",""
" ","Yunel Escobar","LAA","3B","@OAK","3.63","0.67","0.08","0.34","0.01",".320",".378","1.16","0.31","0.02","0.32","0.38",""
" ","Ryan Lavarnway","OAK","C,1B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lars Anderson","CHC","LF,1B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Will Middlebrooks","TEX","3B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Abraham Almonte","CLE","LF,RF","@TEX","0.09","0.01","0","0.01","0",".325",".375","0.03","0.01","0","0.01","0.02",""
" ","Che-Hsuan Lin","TEX","RF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Dickerson","TB","LF,DH","NYY","3.67","0.46","0.17","0.38","0.02",".282",".318","1.04","0.21","0.02","0.19","1.17",""
" ","Nevin Ashley","TEX","C","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Stephen Vogt","OAK","C,DH","LAA","3.5","0.51","0.11","0.36","0.01",".257",".293","0.9","0.21","0.02","0.17","0.64",""
" ","Russ Canzler","NYY","1B,LF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Guyer","CLE","LF,CF,RF","@TEX","0.09","0.02","0","0.01","0",".345",".425","0.03","0","0","0.01","0.01",""
" ","Osvaldo Martinez","LAD","SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Barnes","COL","LF,CF,RF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Juan Diaz","CWS","SS,3B","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hernan Perez","MIL","2B,3B,CF,RF","COL","0.1","0.01","0","0.01","0.01",".212",".240","0.02","0","0","0","0.02",""
" ","Avisail Garcia","CWS","LF,RF,DH","DET","3.52","0.43","0.11","0.37","0.03",".245",".296","0.86","0.1","0.02","0.23","1.13",""
" ","Manny Pina","MIL","C","COL","0.09","0.01","0","0.01","0",".243",".303","0.02","0","0","0.01","0.02",""
" ","David Lough","DET","LF,CF,RF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Parmelee","OAK","1B,RF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Oswaldo Arcia","ARI","LF,RF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alexi Amarista","COL","2B,SS","@MIL","0.09","0.01","0","0.01","0",".304",".351","0.03","0","0","0.01","0.02",""
" ","Andrew Romine","DET","1B,2B,3B,SS,CF","@CWS","0.7","0.06","0.01","0.08","0.03",".182",".237","0.13","0.03","0.01","0.04","0.19",""
" ","Jean Segura","SEA","2B,SS","@HOU","4.09","0.46","0.07","0.44","0.14",".352",".413","1.44","0.42","0.11","0.39","0.57",""
" ","Jeremy Moore","TB","RF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Derek Norris","TB","C","NYY","3.5","0.38","0.13","0.49","0.04",".268",".324","0.94","0.15","0.01","0.27","0.76",""
" ","Jemile Weeks","CHC","2B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Collin Cowgill","SD","LF,RF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Seager","SEA","3B","@HOU","3.74","0.66","0.23","0.68","0.02",".373",".460","1.4","0.39","0.03","0.59","0.92",""
" ","Brandon Hicks","LAD","2B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Mattison","MIL","LF,CF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Bryan Petersen","TEX","LF,CF,RF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Owings","ARI","SS,CF","SF","3.75","0.26","0.04","0.31","0.13",".277",".311","1.04","0.16","0.1","0.17","0.92",""
" ","Josh Satin","SD","1B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Turner","LAD","3B","SD","3.87","0.59","0.14","0.48","0.04",".244",".326","0.94","0.19","0.02","0.41","0.57",""
" ","Kirk Nieuwenhuis","MIL","CF,RF","COL","0.09","0.01","0","0.01","0",".219",".287","0.02","0.01","0","0.01","0.03",""
" ","Cesar Puello","TEX","RF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Erik Kratz","CLE","C","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Sebastian Valle","SEA","C","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael Martinez","CLE","2B,CF,RF","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Marrero","SF","1B","@ARI","0.09","0.01","0","0.01","0",".311",".357","0.03","0.01","0","0.01","0.01",""
" ","Anthony Rizzo","CHC","1B","@STL","3.83","0.68","0.17","0.88","0.05",".288",".380","1.1","0.2","0.03","0.46","0.59",""
" ","Tony Campana","CWS","CF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matthew Szczur","CHC","LF,CF,RF","@STL","0.09","0.01","0","0.01","0",".314",".349","0.03","0.01","0","0","0.01",""
" ","Didi Gregorius","NYY","SS","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kristopher Negron","ARI","2B,3B,SS,LF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Denis Phipps","CWS","RF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Altuve","HOU","2B","SEA","4.14","0.58","0.19","0.63","0.24",".296",".344","1.23","0.34","0.03","0.28","0.31",""
" ","Marwin Gonzalez","HOU","1B,2B,3B,SS,LF","SEA","0.1","0.01","0","0.01","0",".274",".307","0.03","0.01","0","0","0.02",""
" ","J.D. Martinez","DET","RF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nolan Arenado","COL","3B","@MIL","3.96","0.52","0.3","0.9","0.03",".215",".269","0.85","0.14","0.03","0.28","0.47",""
" ","Martin Maldonado","LAA","C","@OAK","3.3","0.48","0.12","0.39","0",".241",".335","0.8","0.21","0","0.44","0.78",""
" ","Jeff Bianchi","COL","3B,SS","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Caleb Gindl","CWS","RF,LF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brock Kjeldgaard","MIL","LF,1B","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael McKenry","TB","C","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yamaico Navarro","NYY","2B,LF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gorkys Hernandez","SF","CF","@ARI","0.09","0.01","0","0.01","0",".328",".374","0.03","0.01","0","0.01","0.02",""
" ","Alex Presley","DET","LF,RF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ronny Rodriguez","CLE","SS,1B","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tony Cruz","SD","C","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Carpenter","STL","1B,2B,3B","CHC","3.66","0.53","0.12","0.63","0.02",".210",".330","0.77","0.23","0.03","0.63","1.01",""
" ","Zack Cox","DET","3B","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Pete Kozma","NYY","2B,SS","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Adron Chambers","HOU","LF,CF","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Shane Robinson","LAA","LF,CF","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Paul Goldschmidt","ARI","1B","SF","3.57","0.45","0.15","0.59","0.1",".231",".344","0.82","0.13","0.03","0.61","1.15",""
" ","David Winfree","ARI","CF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","DJ LeMahieu","COL","2B","@MIL","3.96","0.53","0.05","0.34","0.19",".200",".259","0.79","0.19","0.06","0.31","0.47",""
" ","Charlie Blackmon","COL","CF","@MIL","4.14","0.43","0.2","0.58","0.1",".290",".346","1.2","0.24","0.03","0.28","0.72",""
" ","Tim Federowicz","SF","C","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ivan De Jesus","MIL","1B,2B,3B,SS,LF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Sellers","SD","2B,SS","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Scott Van Slyke","LAD","LF,RF","SD","0.09","0.01","0","0.01","0",".264",".347","0.02","0.01","0","0.01","0.03",""
" ","Yasmani Grandal","LAD","C","SD","3.48","0.34","0.16","0.47","0.01",".191",".315","0.66","0.16","0.01","0.62","0.77",""
" ","James Darnell","TB","LF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Logan Forsythe","LAD","2B","SD","3.69","0.63","0.16","0.5","0.05",".286",".345","1.06","0.23","0.02","0.26","0.79",""
" ","Andy Parrino","CWS","SS","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josmil Pinto","MIL","C","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
