"VBR","Player","Team","Positions","Opp","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","Own"
" ","Oliver Perez","WSH","RP","MIA","0.24","0.24","0.01","0","3.75","1.36","0.1","0.22","0.1","0.02","0","0","0.01","0",""
" ","Pat Neshek","PHI","RP","@CIN","0.31","0.34","0.01","0.01","3.56","1.09","0.12","0.26","0.08","0.06","0","0","0.01","0",""
" ","Peter Moylan","KC","RP","@MIN","0.22","0.19","0.01","0","4.22","1.40","0.1","0.23","0.08","0.03","0","0","0.01","0",""
" ","Justin Nicolino","MIA","SP,RP","@WSH","0.51","0.24","0.02","0","4.75","1.47","0.27","0.62","0.13","0.06","0","0","0.04","0",""
" ","Ryan Madson","OAK","RP","LAA","0.36","0.28","0.01","0.14","3.58","1.29","0.14","0.34","0.12","0.03","0","0","0.01","0",""
" ","Santiago Casilla","OAK","RP","LAA","0.35","0.3","0.01","0.04","3.43","1.25","0.13","0.3","0.13","0.04","0","0","0.01","0",""
" ","Sergio Romo","LAD","RP","SD","0.29","0.28","0.01","0.01","3.03","1.06","0.1","0.25","0.06","0.03","0","0","0.01","0",""
" ","Tommy Hunter","TB","RP","TOR","0.24","0.17","0.01","0","3.77","1.25","0.1","0.23","0.07","0.03","0","0","0.01","0",""
" ","Tony Sipp","HOU","RP","SEA","0.26","0.26","0.01","0","3.75","1.26","0.11","0.23","0.1","0.05","0","0","0.01","0",""
" ","Travis Wood","KC","RP","@MIN","0.32","0.32","0.01","0","5.08","1.55","0.18","0.34","0.16","0.06","0","0","0.01","0",""
" ","Wade Davis","CHC","RP","@STL","0.36","0.4","0.01","0.24","2.29","1.08","0.09","0.26","0.13","0.02","0","0","0.01","0",""
" ","Pedro Strop","CHC","RP","@STL","0.32","0.34","0.01","0.01","3.02","1.12","0.11","0.23","0.13","0.02","0","0","0.01","0",""
" ","Junichi Tazawa","MIA","RP","@WSH","0.3","0.29","0.01","0","3.97","1.39","0.13","0.31","0.11","0.04","0","0","0.01","0",""
" ","George Kontos","SF","RP","@ARI","0.31","0.24","0.01","0","3.98","1.28","0.14","0.3","0.1","0.04","0","0","0.01","0",""
" ","David Phelps","MIA","SP,RP","@WSH","0.43","0.41","0.02","0","3.75","1.33","0.18","0.41","0.16","0.05","0","0","0.02","0",""
" ","Alexander Colome","TB","RP","TOR","0.41","0.4","0.02","0.19","3.10","1.16","0.14","0.35","0.12","0.05","0","0","0.02","0",""
" ","Danny Farquhar","TB","RP","TOR","0.34","0.33","0.01","0","3.85","2.25","0.15","0.31","0.12","0.04","0","0","0.01","0",""
" ","Nate Jones","CWS","RP","DET","0.37","0.42","0.01","0.01","2.99","1.06","0.12","0.3","0.09","0.04","0","0","0.01","0",""
" ","Jhan Marinez","MIL","RP","COL","0.41","0.35","0.02","0","3.99","1.44","0.18","0.44","0.15","0.06","0","0","0.02","0",""
" ","Addison Reed","NYM","RP","ATL","0.41","0.46","0.02","0.03","2.73","1.07","0.12","0.33","0.11","0.04","0","0","0.02","0",""
" ","Kelvin Herrera","KC","RP","@MIN","0.42","0.49","0.02","0.2","3.15","1.18","0.15","0.36","0.13","0.05","0","0","0.02","0",""
" ","Liam Hendriks","OAK","RP","LAA","0.35","0.34","0.01","0","3.34","1.21","0.13","0.34","0.09","0.03","0","0","0.01","0",""
" ","Anthony Swarzak","CWS","RP","DET","0.25","0.2","0.01","0","4.57","1.29","0.13","0.26","0.06","0.04","0","0","0.01","0",""
" ","Jerry Blevins","NYM","RP","ATL","0.23","0.27","0.01","0","3.08","1.15","0.08","0.18","0.08","0.02","0","0","0.01","0",""
" ","Sean Doolittle","OAK","RP","LAA","0.32","0.35","0.01","0.05","3.18","1.08","0.11","0.26","0.09","0.04","0","0","0.01","0",""
" ","Brad Peacock","HOU","SP,RP","SEA","0.43","0.4","0.02","0","4.36","1.37","0.21","0.41","0.18","0.08","0","0","0.02","0",""
" ","Shawn Kelley","WSH","RP","MIA","0.34","0.39","0.03","0.09","3.16","1.15","0.12","0.29","0.1","0.03","0","0","0.01","0",""
" ","Luis Avilan","LAD","RP","SD","0.28","0.25","0.01","0","3.17","1.17","0.1","0.24","0.09","0.03","0","0","0.01","0",""
" ","Randall Delgado","ARI","RP","SF","0.39","0.38","0.03","0.02","4.67","1.50","0.2","0.41","0.17","0.06","0","0","0.02","0",""
" ","Cory Gearrin","SF","RP","@ARI","0.27","0.27","0.01","0","3.96","1.37","0.12","0.26","0.11","0.03","0","0","0.01","0",""
" ","Arodys Vizcaino","ATL","RP","@NYM","0.36","0.41","0.01","0.07","3.09","1.31","0.12","0.28","0.19","0.05","0","0","0.01","0",""
" ","Brad Hand","SD","RP","@LAD","0.46","0.48","0.02","0.02","3.44","1.29","0.18","0.38","0.21","0.06","0","0","0.02","0",""
" ","Chris Hatcher","LAD","RP","SD","0.19","0.18","0.01","0","3.46","1.19","0.07","0.17","0.06","0.02","0","0","0.01","0",""
" ","Dan Jennings","CWS","RP","DET","0.33","0.26","0.01","0","3.53","1.42","0.13","0.33","0.13","0.03","0","0","0.01","0",""
" ","Tom Koehler","MIA","SP","@WSH","4.86","3.67","0.2","0","4.50","1.51","2.43","5.08","2.25","0.67","0","0","0.39","0",""
" ","Jeurys Familia","NYM","RP","ATL","0.31","0.34","0.01","0.18","2.58","1.14","0.09","0.25","0.11","0.02","0","0","0.01","0",""
" ","J.C. Ramirez","LAA","RP","@OAK","0.47","0.36","0.02","0","4.17","1.34","0.22","0.45","0.18","0.06","0","0","0.02","0",""
" ","Brandon Kintzler","MIN","RP","KC","0.4","0.25","0.02","0.13","3.81","1.38","0.17","0.46","0.09","0.04","0","0","0.02","0",""
" ","Jason Grilli","TOR","RP","@TB","0.33","0.43","0.03","0.01","3.69","1.18","0.14","0.26","0.13","0.05","0","0","0.03","0",""
" ","Jared Hughes","MIL","RP","COL","0.32","0.19","0.01","0","3.89","1.41","0.14","0.35","0.1","0.05","0","0","0.01","0",""
" ","Justin Wilson","DET","RP","@CWS","0.37","0.42","0.01","0.01","3.42","1.18","0.14","0.32","0.12","0.05","0","0","0.01","0",""
" ","Kevin Siegrist","STL","RP","CHC","0.37","0.4","0.01","0.01","3.68","2.08","0.15","0.3","0.18","0.05","0","0","0.01","0",""
" ","Nick Vincent","SEA","RP","@HOU","0.36","0.33","0.01","0","3.96","1.25","0.16","0.34","0.11","0.07","0","0","0.01","0",""
" ","Ian Krol","ATL","RP","@NYM","0.32","0.33","0.01","0","3.64","1.30","0.13","0.28","0.13","0.05","0","0","0.01","0",""
" ","Anthony Cingrani","CIN","RP","PHI","0.36","0.37","0.01","0.01","4.33","1.40","0.17","0.32","0.18","0.05","0","0","0.01","0",""
" ","Sean Gilmartin","NYM","RP","ATL","0.35","0.3","0.01","0","3.63","1.25","0.14","0.33","0.11","0.04","0","0","0.01","0",""
" ","Archie Bradley","ARI","SP","SF","0.65","0.68","0.03","0","3.99","1.42","0.29","0.64","0.28","0.06","0","0","0.03","0",""
" ","Jarred Cosart","SD","SP","@LAD","0.66","0.45","0.03","0","4.71","1.60","0.35","0.66","0.4","0.09","0","0","0.05","0",""
" ","Bruce Rondon","DET","RP","@CWS","0.32","0.41","0.02","0","3.71","1.26","0.13","0.26","0.14","0.05","0","0","0.01","0",""
" ","Casey Fien","SEA","RP","@HOU","0.23","0.18","0.01","0","4.02","1.16","0.1","0.22","0.05","0.05","0","0","0.01","0",""
" ","Evan Scribner","SEA","RP","@HOU","0.33","0.31","0.01","0","4.03","1.11","0.15","0.3","0.06","0.06","0","0","0.01","0",""
" ","Erasmo Ramirez","TB","RP","TOR","0.42","0.3","0.02","0","3.82","1.24","0.18","0.39","0.13","0.05","0","0","0.03","0",""
" ","Alex Wood","LAD","SP,RP","SD","0.7","0.59","0.06","0","3.24","1.19","0.25","0.64","0.19","0.06","0","0","0.03","0",""
" ","Justin Grimm","CHC","RP","@STL","0.28","0.31","0.01","0","3.36","1.29","0.1","0.24","0.12","0.03","0","0","0.01","0",""
" ","A.J. Ramos","MIA","RP","@WSH","0.39","0.41","0.02","0.2","3.38","1.40","0.15","0.34","0.21","0.03","0","0","0.02","0",""
" ","Josh Edgin","NYM","RP","ATL","0.14","0.14","0.01","0","3.38","1.25","0.05","0.11","0.06","0.02","0","0","0.01","0",""
" ","Matt Harvey","NYM","SP","ATL","5.91","5.51","0.47","0","3.41","1.18","2.24","5.47","1.51","0.57","0","0","0.24","0",""
" ","Brandon Maurer","SD","RP","@LAD","0.41","0.39","0.02","0.14","3.75","1.28","0.17","0.36","0.16","0.06","0","0","0.02","0",""
" ","Xavier Cedeno","TB","RP","TOR","0.34","0.33","0.01","0.03","3.32","1.21","0.13","0.3","0.12","0.04","0","0","0.01","0",""
" ","A.J. Cole","WSH","SP,RP","MIA","0.51","0.39","0.02","0","4.61","1.40","0.26","0.55","0.17","0.07","0","0","0.02","0",""
" ","Robert Stephenson","CIN","SP","PHI","0.48","0.49","0.02","0","5.10","1.49","0.27","0.47","0.24","0.09","0","0","0.04","0",""
" ","Steven Rodriguez","ATL","RP","@NYM","0.14","0.14","0.01","0","3.57","1.37","0.06","0.13","0.07","0.03","0","0","0.01","0",""
" ","Taylor Jungmann","MIL","SP,RP","COL","0.39","0.34","0.02","0","5.03","2.17","0.22","0.41","0.18","0.09","0","0","0.03","0",""
" ","Rafael Montero","NYM","SP,RP","ATL","0.33","0.28","0.01","0","4.28","1.43","0.16","0.31","0.16","0.05","0","0","0.03","0",""
" ","Marcus Stroman","TOR","SP","@TB","6.68","6.01","0.53","0","3.73","1.20","2.77","6.3","1.71","0.59","0","0","0.27","0",""
" ","Andrew Chafin","ARI","RP","SF","0.34","0.31","0.01","0","3.78","1.33","0.14","0.32","0.14","0.04","0","0","0.01","0",""
" ","Hector Rondon","CHC","RP","@STL","0.35","0.35","0.03","0.01","3.01","1.12","0.12","0.31","0.09","0.03","0","0","0.01","0",""
" ","Joshua Fields","LAD","RP","SD","0.29","0.31","0.01","0","3.03","1.13","0.1","0.24","0.08","0.02","0","0","0.01","0",""
" ","Adam Morgan","PHI","SP,RP","@CIN","0.42","0.37","0.02","0","4.77","1.31","0.22","0.44","0.11","0.1","0","0","0.03","0",""
" ","Blake Parker","LAA","RP","@OAK","0.16","0.18","0.01","0","4.12","1.23","0.07","0.14","0.06","0.02","0","0","0.01","0",""
" ","Scott Oberg","COL","RP","@MIL","0.23","0.22","0.01","0","3.89","2.12","0.1","0.2","0.1","0.04","0","0","0.01","0",""
" ","C.J. Edwards","CHC","RP","@STL","0.34","0.4","0.01","0","3.42","1.26","0.13","0.24","0.18","0.03","0","0","0.01","0",""
" ","Julio Urias","LAD","SP","SD","0.79","0.73","0.06","0","3.07","1.14","0.27","0.68","0.22","0.06","0","0","0.03","0",""
" ","Ross Stripling","LAD","SP,RP","SD","0.42","0.32","0.02","0","3.67","1.24","0.17","0.42","0.1","0.04","0","0","0.02","0",""
" ","Michael Lorenzen","CIN","RP","PHI","0.45","0.45","0.02","0.02","3.81","1.30","0.19","0.44","0.14","0.05","0","0","0.02","0",""
" ","Corey Knebel","MIL","RP","COL","0.38","0.42","0.01","0.03","3.74","1.25","0.16","0.34","0.13","0.06","0","0","0.01","0",""
" ","Matt Boyd","DET","SP,RP","@CWS","5.69","5.35","0.23","0","4.43","1.27","2.8","5.57","1.68","1.14","0","0","0.46","0",""
" ","Rob Zastryzny","CHC","RP","@STL","0.32","0.25","0.01","0","4.40","1.40","0.16","0.32","0.13","0.04","0","0","0.01","0",""
" ","Barrett Astin","CIN","SP,RP","PHI","0.28","0.25","0.01","0","4.90","1.34","0.15","0.28","0.09","0.08","0","0","0.02","0",""
" ","Mike Mayers","STL","P,RP,SP","CHC","0.27","0.2","0.01","0","4.74","1.43","0.14","0.28","0.1","0.05","0","0","0.02","0",""
" ","Tyler Duffey","MIN","SP","KC","0.79","0.61","0.03","0","4.64","1.40","0.41","0.91","0.2","0.11","0","0","0.07","0",""
" ","Dominic Leone","TOR","RP","@TB","0.2","0.2","0.02","0","4.27","1.36","0.09","0.2","0.08","0.05","0","0","0.02","0",""
" ","Luis Garcia","PHI","RP","@CIN","0.26","0.27","0.01","0","4.01","1.48","0.12","0.25","0.13","0.05","0","0","0.01","0",""
" ","Jose Urena","MIA","SP,RP","@WSH","0.55","0.36","0.02","0","4.92","1.49","0.3","0.62","0.2","0.06","0","0","0.04","0",""
" ","Ty Blach","SF","P,SP","@ARI","0.59","0.39","0.02","0","4.35","1.32","0.29","0.62","0.16","0.08","0","0","0.05","0",""
" ","Joely Rodriguez","PHI","RP","@CIN","0.28","0.25","0.01","0","3.96","1.36","0.12","0.27","0.11","0.05","0","0","0.01","0",""
" ","Yusmeiro Petit","LAA","RP","@OAK","0.19","0.16","0.01","0","3.92","1.17","0.08","0.18","0.04","0.03","0","0","0.01","0",""
" ","Neil Ramirez","SF","RP","@ARI","0.12","0.15","0","0","4.80","1.38","0.06","0.11","0.06","0.02","0","0","0","0",""
" ","Enny Romero","WSH","RP","MIA","0.25","0.23","0.01","0","4.51","2.18","0.13","0.26","0.12","0.03","0","0","0.01","0",""
" ","Chase Anderson","MIL","SP","COL","5.47","4.27","0.22","0","4.71","1.37","2.86","5.97","1.52","1.05","0","0","0.44","0",""
" ","Will Harris","HOU","RP","SEA","0.36","0.36","0.01","0.01","3.03","1.13","0.12","0.3","0.11","0.04","0","0","0.01","0",""
" ","Hunter Strickland","SF","RP","@ARI","0.36","0.37","0.01","0.01","3.31","1.14","0.13","0.3","0.11","0.04","0","0","0.01","0",""
" ","Jose Alvarez","LAA","RP","@OAK","0.32","0.29","0.01","0","3.57","1.30","0.13","0.3","0.11","0.04","0","0","0.01","0",""
" ","Carlos Torres","MIL","RP","COL","0.4","0.36","0.02","0.02","3.82","1.33","0.17","0.39","0.14","0.07","0","0","0.02","0",""
" ","Ryan Pressly","MIN","RP","KC","0.39","0.32","0.02","0.03","3.89","1.35","0.17","0.41","0.12","0.04","0","0","0.02","0",""
" ","Michael Tonkin","MIN","RP","KC","0.29","0.27","0.01","0","4.20","1.34","0.14","0.3","0.08","0.04","0","0","0.01","0",""
" ","Buddy Boshers","MIN","RP","KC","0.25","0.23","0.01","0","3.90","1.35","0.11","0.25","0.09","0.02","0","0","0.01","0",""
" ","Grant Dayton","LAD","RP","SD","0.36","0.43","0.01","0","2.52","0.98","0.1","0.26","0.09","0.04","0","0","0.01","0",""
" ","Tommy Kahnle","CWS","RP","DET","0.3","0.31","0.01","0","3.85","1.39","0.13","0.26","0.16","0.03","0","0","0.01","0",""
" ","Michael Ynoa","CWS","SP,RP","DET","0.32","0.29","0.01","0","4.04","1.38","0.14","0.29","0.15","0.04","0","0","0.01","0",""
" ","Alex Wilson","DET","RP","@CWS","0.42","0.33","0.02","0","3.74","1.22","0.17","0.4","0.12","0.06","0","0","0.02","0",""
" ","Ryan Buchter","SD","RP","@LAD","0.35","0.42","0.01","0.01","3.37","1.30","0.13","0.24","0.21","0.05","0","0","0.01","0",""
" ","Shane Greene","DET","SP,RP","@CWS","0.43","0.4","0.02","0","4.49","3.27","0.21","0.42","0.13","0.07","0","0","0.02","0",""
" ","Jose Ramirez","ATL","RP","@NYM","0.28","0.27","0.01","0","3.48","1.38","0.11","0.22","0.16","0.04","0","0","0.01","0",""
" ","Kevin Chapman","ATL","RP","@NYM","0.21","0.21","0.01","0","3.73","1.44","0.09","0.19","0.11","0.04","0","0","0.01","0",""
" ","Sammy Solis","WSH","RP","MIA","0.35","0.33","0.01","0","3.14","1.30","0.12","0.31","0.14","0.02","0","0","0.01","0",""
" ","Blake Treinen","WSH","RP","MIA","0.38","0.33","0.01","0.16","3.36","1.33","0.14","0.35","0.15","0.03","0","0","0.01","0",""
" ","Kevin Quackenbush","SD","RP","@LAD","0.33","0.3","0.01","0.03","3.95","1.37","0.14","0.31","0.15","0.05","0","0","0.01","0",""
" ","Robbie Ray","ARI","SP","SF","6.06","6.91","0.49","0","4.06","1.39","2.74","6.09","2.35","0.68","0","0","0.49","0",""
" ","Chase Whitley","TB","P,RP","TOR","0.25","0.22","0.01","0","3.99","1.27","0.11","0.24","0.08","0.04","0","0","0.01","0",""
" ","Cameron Bedrosian","LAA","RP","@OAK","0.35","0.42","0.01","0.14","3.05","1.28","0.12","0.29","0.16","0.04","0","0","0.01","0",""
" ","Eddie Butler","CHC","SP,RP","@STL","0.35","0.21","0.01","0","4.90","1.54","0.19","0.4","0.13","0.05","0","0","0.03","0",""
" ","Kenneth Giles","HOU","RP","SEA","0.4","0.54","0.02","0.22","2.93","1.19","0.13","0.32","0.15","0.05","0","0","0.02","0",""
" ","Jose Diaz","TB","RP","TOR","0.31","0.3","0.01","0","3.78","1.24","0.13","0.27","0.12","0.04","0","0","0.01","0",""
" ","Blaine Hardy","DET","RP","@CWS","0.25","0.22","0.01","0","3.76","1.28","0.1","0.23","0.09","0.03","0","0","0.01","0",""
" ","Hector Neris","PHI","RP","@CIN","0.43","0.55","0.02","0.07","3.52","1.20","0.17","0.36","0.16","0.07","0","0","0.02","0",""
" ","Kyle Ryan","DET","RP","@CWS","0.32","0.24","0.01","0","3.98","1.28","0.14","0.31","0.1","0.05","0","0","0.01","0",""
" ","Sam Tuivailala","STL","RP","CHC","0.19","0.21","0.01","0","3.92","1.41","0.08","0.16","0.1","0.02","0","0","0.01","0",""
" ","Dan Coulombe","OAK","RP","LAA","0.3","0.28","0.01","0","3.52","1.32","0.12","0.27","0.13","0.03","0","0","0.01","0",""
" ","Raisel Iglesias","CIN","SP,RP","PHI","0.42","0.49","0.02","0.15","3.25","1.14","0.15","0.35","0.13","0.05","0","0","0.02","0",""
" ","Ryan Tepera","TOR","RP","@TB","0.22","0.22","0.01","0","4.00","1.25","0.1","0.19","0.08","0.03","0","0","0.01","0",""
" ","Derek Law","SF","RP","@ARI","0.32","0.29","0.01","0.01","3.64","1.23","0.13","0.3","0.09","0.03","0","0","0.01","0",""
" ","Hansel Robles","NYM","RP","ATL","0.37","0.41","0.01","0","3.35","1.68","0.14","0.3","0.15","0.04","0","0","0.01","0",""
" ","Michael Feliz","HOU","RP","SEA","0.34","0.39","0.01","0","3.87","1.24","0.15","0.29","0.13","0.05","0","0","0.01","0",""
" ","Jandel Francisco Gustave","HOU","RP","SEA","0.15","0.13","0.01","0","4.46","1.48","0.07","0.14","0.08","0.03","0","0","0.01","0",""
" ","Matthew Wisler","ATL","SP,RP","@NYM","0.74","0.56","0.03","0","4.16","1.29","0.34","0.7","0.25","0.15","0","0","0.06","0",""
" ","Miguel Socolovich","STL","RP","CHC","0.25","0.24","0.02","0","3.42","1.23","0.1","0.21","0.1","0.03","0","0","0.01","0",""
" ","Brian Ellington","MIA","RP","@WSH","0.26","0.25","0.01","0","4.00","1.47","0.12","0.23","0.15","0.02","0","0","0.01","0",""
" ","Kyle Barraclough","MIA","RP","@WSH","0.41","0.52","0.02","0.03","3.20","1.39","0.15","0.31","0.26","0.03","0","0","0.02","0",""
" ","Alec Asher","PHI","SP","@CIN","0.32","0.24","0.01","0","4.86","1.31","0.17","0.34","0.08","0.09","0","0","0.03","0",""
" ","Blake Snell","TB","SP","TOR","5.78","6.1","0.44","0","3.71","1.37","2.38","5","2.93","0.63","0","0","0.44","0",""
" ","James Pazos","SEA","RP","@HOU","0.26","0.25","0.01","0","4.02","1.42","0.12","0.24","0.13","0.04","0","0","0.01","0",""
" ","Ryan Dull","OAK","RP","LAA","0.35","0.31","0.01","0.01","3.81","1.15","0.15","0.3","0.1","0.05","0","0","0.01","0",""
" ","Joshua Smoker","NYM","RP","ATL","0.27","0.35","0.01","0","3.20","1.17","0.1","0.22","0.1","0.03","0","0","0.01","0",""
" ","Andrew Triggs","OAK","SP,RP","LAA","5","3.8","0.2","0","3.88","1.29","2.16","5.02","1.41","0.41","0","0","0.2","0",""
" ","Joe Musgrove","HOU","SP","SEA","6.03","4.97","0.48","0","3.94","1.23","2.64","6","1.41","1","0","0","0.24","0",""
