"VBR","Player","Team","Positions","Opp","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","Own"
" ","Hector Santiago","MIN","SP","KC","6.2","4.75","0.25","0","4.86","1.41","3.35","6.48","2.28","0.87","0","0","0.5","0",""
" ","Zach McAllister","CLE","RP","@TEX","0.33","0.35","0.01","0","4.00","1.32","0.15","0.32","0.12","0.05","0","0","0.01","0",""
" ","Danny Salazar","CLE","SP","@TEX","6.38","6.92","0.49","0","3.97","1.27","2.82","5.76","2.34","0.84","0","0","0.25","0",""
" ","Kelvin Herrera","KC","RP","@MIN","0.42","0.49","0.02","0.19","3.13","1.17","0.15","0.36","0.13","0.05","0","0","0.02","0",""
" ","Liam Hendriks","OAK","RP","LAA","0.35","0.34","0.01","0","3.32","1.20","0.13","0.33","0.09","0.03","0","0","0.01","0",""
" ","Garrett Richards","LAA","SP","@OAK","6.41","5.91","0.49","0","3.52","1.26","2.51","5.58","2.5","0.55","0","0","0.25","0",""
" ","Jerry Blevins","NYM","RP","ATL","0.23","0.26","0.01","0","3.11","1.16","0.08","0.19","0.08","0.02","0","0","0.01","0",""
" ","Sean Doolittle","OAK","RP","LAA","0.32","0.35","0.01","0.05","3.16","1.07","0.11","0.26","0.09","0.04","0","0","0.01","0",""
" ","Tommy Milone","MIN","SP,RP","KC","0.5","0.36","0.02","0","4.58","1.33","0.25","0.55","0.12","0.07","0","0","0.02","0",""
" ","Brad Peacock","HOU","SP,RP","SEA","0.43","0.39","0.02","0","4.40","1.36","0.21","0.41","0.17","0.08","0","0","0.02","0",""
" ","Shawn Kelley","WSH","RP","MIA","0.34","0.38","0.03","0.09","3.14","1.14","0.12","0.29","0.1","0.03","0","0","0.01","0",""
" ","Luis Avilan","LAD","RP","SD","0.28","0.25","0.01","0","3.15","1.17","0.1","0.23","0.09","0.03","0","0","0.01","0",""
" ","Randall Delgado","ARI","RP","SF","0.39","0.37","0.03","0.02","4.64","1.50","0.2","0.41","0.17","0.06","0","0","0.02","0",""
" ","Cory Gearrin","SF","RP","@ARI","0.28","0.27","0.01","0","3.86","1.26","0.12","0.26","0.1","0.03","0","0","0.01","0",""
" ","Arodys Vizcaino","ATL","RP","@NYM","0.35","0.42","0.01","0.07","3.21","1.34","0.12","0.28","0.19","0.05","0","0","0.01","0",""
" ","Brad Hand","SD","RP","@LAD","0.46","0.48","0.02","0.02","3.41","1.28","0.17","0.38","0.21","0.06","0","0","0.02","0",""
" ","Chris Hatcher","LAD","RP","SD","0.19","0.18","0.01","0","3.44","1.18","0.07","0.17","0.06","0.02","0","0","0.01","0",""
" ","Jeurys Familia","NYM","RP","ATL","0.31","0.34","0.01","0.18","2.57","1.14","0.09","0.24","0.11","0.02","0","0","0.01","0",""
" ","J.C. Ramirez","LAA","RP","@OAK","0.47","0.36","0.02","0","4.29","1.36","0.22","0.45","0.19","0.06","0","0","0.02","0",""
" ","Brandon Kintzler","MIN","RP","KC","0.4","0.25","0.02","0.13","3.79","1.37","0.17","0.46","0.08","0.04","0","0","0.02","0",""
" ","Jason Grilli","TOR","RP","@BAL","0.32","0.4","0.02","0.01","4.11","1.28","0.15","0.28","0.13","0.07","0","0","0.02","0",""
" ","Jared Hughes","MIL","RP","COL","0.32","0.19","0.01","0","3.89","1.41","0.14","0.35","0.1","0.05","0","0","0.01","0",""
" ","Tony Watson","PIT","RP","@BOS","0.41","0.36","0.02","0.2","3.66","1.20","0.17","0.38","0.11","0.04","0","0","0.02","0",""
" ","Bryan Shaw","CLE","RP","@TEX","0.35","0.33","0.01","0.01","3.91","1.33","0.15","0.34","0.13","0.05","0","0","0.01","0",""
" ","Tyler Chatwood","COL","SP","@MIL","6.33","5.27","0.51","0","3.75","1.31","2.64","5.65","2.61","0.78","0","0","0.51","0",""
" ","Juan Nicasio","PIT","SP,RP","@BOS","0.41","0.45","0.02","0","4.11","1.39","0.19","0.42","0.15","0.04","0","0","0.02","0",""
" ","Brad Brach","BAL","RP","TOR","0.41","0.45","0.03","0","3.34","1.23","0.15","0.33","0.17","0.06","0","0","0.02","0",""
" ","Nick Vincent","SEA","RP","@HOU","0.36","0.33","0.01","0","4.06","1.24","0.16","0.33","0.11","0.07","0","0","0.01","0",""
" ","Ian Krol","ATL","RP","@NYM","0.31","0.32","0.01","0","3.78","1.35","0.13","0.29","0.13","0.05","0","0","0.01","0",""
" ","Anthony Cingrani","CIN","RP","PHI","0.36","0.37","0.01","0.01","4.30","1.39","0.17","0.32","0.18","0.05","0","0","0.01","0",""
" ","Adam Warren","NYY","RP","@TB","0.44","0.4","0.02","0","3.98","1.22","0.19","0.39","0.15","0.06","0","0","0.02","0",""
" ","Sam Dyson","TEX","RP","CLE","0.41","0.34","0.02","0.18","4.07","1.38","0.19","0.43","0.14","0.04","0","0","0.02","0",""
" ","Drew Hutchison","PIT","SP,RP","@BOS","0.55","0.51","0.02","0","4.70","1.38","0.29","0.58","0.18","0.08","0","0","0.04","0",""
" ","Sean Gilmartin","NYM","RP","ATL","0.34","0.3","0.01","0","3.71","1.27","0.14","0.33","0.11","0.04","0","0","0.01","0",""
" ","Archie Bradley","ARI","SP","SF","0.64","0.68","0.03","0","4.03","1.43","0.29","0.64","0.28","0.06","0","0","0.03","0",""
" ","Jarred Cosart","SD","SP","@LAD","0.66","0.45","0.03","0","4.68","1.59","0.34","0.66","0.39","0.09","0","0","0.05","0",""
" ","Cody Allen","CLE","RP","@TEX","0.41","0.54","0.02","0.18","3.23","1.15","0.15","0.32","0.15","0.05","0","0","0.02","0",""
" ","Matt Barnes","BOS","RP","PIT","0.33","0.32","0.01","0","4.07","1.45","0.15","0.34","0.14","0.03","0","0","0.01","0",""
" ","Tanner Roark","WSH","SP","MIA","6.42","4.57","0.51","0","3.96","1.35","2.82","6.6","2.04","0.58","0","0","0.26","0",""
" ","Casey Fien","SEA","RP","@HOU","0.22","0.17","0.01","0","4.24","1.23","0.1","0.22","0.05","0.05","0","0","0.01","0",""
" ","James Paxton","SEA","SP","@HOU","6.39","5.61","0.51","0","4.02","1.32","2.85","6.53","1.9","0.91","0","0","0.26","0",""
" ","Evan Scribner","SEA","RP","@HOU","0.32","0.31","0.01","0","3.78","1.11","0.13","0.29","0.06","0.06","0","0","0.01","0",""
" ","Daniel Straily","MIA","SP","@WSH","6.11","5.11","0.24","0","4.54","1.43","3.08","6.23","2.52","0.78","0","0","0.49","0",""
" ","Taijuan Walker","ARI","SP","SF","6.02","5.58","0.48","0","4.42","1.31","2.96","6.14","1.73","0.83","0","0","0.48","0",""
" ","Erasmo Ramirez","TB","RP","NYY","0.41","0.3","0.02","0","3.94","1.27","0.18","0.39","0.13","0.05","0","0","0.03","0",""
" ","Alex Wood","LAD","SP,RP","SD","0.69","0.59","0.06","0","3.31","1.21","0.25","0.65","0.19","0.06","0","0","0.03","0",""
" ","Robbie Ross","BOS","RP","PIT","0.31","0.28","0.01","0","3.77","1.39","0.13","0.32","0.11","0.03","0","0","0.01","0",""
" ","A.J. Ramos","MIA","RP","@WSH","0.39","0.41","0.01","0.19","3.41","1.40","0.15","0.33","0.21","0.03","0","0","0.01","0",""
" ","Josh Edgin","NYM","RP","ATL","0.14","0.14","0.01","0","3.49","1.29","0.05","0.12","0.06","0.02","0","0","0.01","0",""
" ","Brandon Maurer","SD","RP","@LAD","0.41","0.39","0.02","0.14","3.73","1.27","0.17","0.36","0.16","0.06","0","0","0.02","0",""
" ","Xavier Cedeno","TB","RP","NYY","0.34","0.33","0.01","0.03","3.26","1.20","0.12","0.29","0.12","0.04","0","0","0.01","0",""
" ","Rich Hill","LAD","SP","SD","6.14","6.18","0.47","0","2.82","1.09","1.93","4.92","1.79","0.45","0","0","0.24","0",""
" ","Joe Kelly","BOS","SP,RP","PIT","0.35","0.35","0.01","0.01","3.98","1.43","0.15","0.37","0.13","0.03","0","0","0.01","0",""
" ","Jameson Taillon","PIT","SP","@BOS","5.81","5.11","0.46","0","3.91","1.26","2.52","6.16","1.17","0.52","0","0","0.23","0",""
" ","A.J. Cole","WSH","SP,RP","MIA","0.51","0.38","0.02","0","4.58","1.40","0.26","0.55","0.17","0.07","0","0","0.02","0",""
" ","Robert Stephenson","CIN","SP","PHI","0.48","0.49","0.02","0","5.06","1.48","0.27","0.47","0.24","0.09","0","0","0.04","0",""
" ","Steven Rodriguez","ATL","RP","@NYM","0.14","0.14","0.01","0","3.54","1.36","0.06","0.13","0.07","0.03","0","0","0.01","0",""
" ","Taylor Jungmann","MIL","SP,RP","COL","0.39","0.34","0.02","0","5.00","1.49","0.22","0.41","0.18","0.09","0","0","0.03","0",""
" ","Tom Layne","NYY","RP","@TB","0.29","0.29","0.01","0","3.73","1.33","0.12","0.25","0.13","0.03","0","0","0.01","0",""
" ","Rafael Montero","NYM","SP,RP","ATL","0.32","0.29","0.01","0","4.28","1.42","0.15","0.31","0.15","0.05","0","0","0.03","0",""
" ","Andrew Chafin","ARI","RP","SF","0.34","0.31","0.01","0","3.79","1.32","0.14","0.32","0.13","0.04","0","0","0.01","0",""
" ","Vidal Nuno","BAL","RP","TOR","0.3","0.25","0.01","0","4.17","1.26","0.14","0.31","0.07","0.06","0","0","0.01","0",""
" ","Joshua Fields","LAD","RP","SD","0.29","0.31","0.01","0","3.01","1.12","0.1","0.24","0.08","0.02","0","0","0.01","0",""
" ","Adam Morgan","PHI","SP,RP","@CIN","0.41","0.36","0.02","0","4.88","1.34","0.22","0.43","0.12","0.1","0","0","0.03","0",""
" ","Blake Parker","LAA","RP","@OAK","0.16","0.18","0.01","0","4.09","1.23","0.07","0.14","0.06","0.02","0","0","0.01","0",""
" ","Jacob DeGrom","NYM","SP","ATL","6.29","6.54","0.5","0","3.06","1.14","2.14","5.58","1.59","0.58","0","0","0.25","0",""
" ","Scott Oberg","COL","RP","@MIL","0.23","0.22","0.01","0","3.90","2.12","0.1","0.2","0.1","0.04","0","0","0.01","0",""
" ","Julio Urias","LAD","SP","SD","0.79","0.73","0.06","0","3.05","1.14","0.27","0.68","0.22","0.06","0","0","0.03","0",""
" ","Ross Stripling","LAD","SP,RP","SD","0.42","0.32","0.02","0","3.64","1.23","0.17","0.42","0.1","0.04","0","0","0.02","0",""
" ","Michael Lorenzen","CIN","RP","PHI","0.45","0.44","0.02","0.02","3.84","1.28","0.19","0.43","0.15","0.05","0","0","0.02","0",""
" ","Corey Knebel","MIL","RP","COL","0.38","0.43","0.01","0.03","3.81","1.26","0.16","0.35","0.13","0.06","0","0","0.01","0",""
" ","Trevor Williams","PIT","RP","@BOS","0.57","0.43","0.02","0","5.33","1.53","0.34","0.69","0.18","0.07","0","0","0.05","0",""
" ","Barrett Astin","CIN","SP,RP","PHI","0.28","0.25","0.01","0","4.86","1.33","0.15","0.28","0.09","0.08","0","0","0.02","0",""
" ","Tyler Duffey","MIN","SP","KC","0.78","0.61","0.03","0","4.69","1.42","0.41","0.91","0.2","0.11","0","0","0.07","0",""
" ","Dominic Leone","TOR","RP","@BAL","0.2","0.19","0.02","0","4.61","1.44","0.1","0.21","0.07","0.07","0","0","0.02","0",""
" ","Luis Garcia","PHI","RP","@CIN","0.26","0.27","0.01","0","4.01","1.47","0.12","0.25","0.14","0.05","0","0","0.01","0",""
" ","Jose Urena","MIA","SP,RP","@WSH","0.55","0.35","0.02","0","4.89","1.48","0.3","0.61","0.2","0.06","0","0","0.04","0",""
" ","Ty Blach","SF","P,SP","@ARI","0.58","0.39","0.02","0","4.40","1.34","0.28","0.61","0.16","0.08","0","0","0.05","0",""
" ","Joely Rodriguez","PHI","RP","@CIN","0.28","0.25","0.01","0","3.98","1.36","0.12","0.27","0.11","0.05","0","0","0.01","0",""
" ","Yusmeiro Petit","LAA","RP","@OAK","0.19","0.17","0.01","0","4.03","1.18","0.09","0.18","0.05","0.03","0","0","0.01","0",""
" ","Neil Ramirez","SF","RP","@ARI","0.12","0.13","0","0","4.08","1.37","0.05","0.1","0.06","0.02","0","0","0","0",""
" ","Enny Romero","WSH","RP","MIA","0.25","0.24","0.01","0","4.42","1.49","0.12","0.25","0.12","0.02","0","0","0.01","0",""
" ","Will Harris","HOU","RP","SEA","0.36","0.37","0.01","0.01","3.07","1.12","0.12","0.3","0.11","0.04","0","0","0.01","0",""
" ","Hunter Strickland","SF","RP","@ARI","0.35","0.37","0.01","0.01","3.38","1.17","0.13","0.3","0.11","0.04","0","0","0.01","0",""
" ","Jose Alvarez","LAA","RP","@OAK","0.32","0.28","0.01","0","3.58","1.30","0.13","0.3","0.11","0.04","0","0","0.01","0",""
" ","Carlos Torres","MIL","RP","COL","0.4","0.37","0.02","0.02","3.95","1.33","0.18","0.4","0.13","0.07","0","0","0.02","0",""
" ","Ryan Pressly","MIN","RP","KC","0.39","0.31","0.02","0.03","3.90","1.35","0.17","0.41","0.12","0.04","0","0","0.02","0",""
" ","Michael Tonkin","MIN","RP","KC","0.29","0.27","0.01","0","4.17","1.33","0.13","0.3","0.08","0.04","0","0","0.01","0",""
" ","Buddy Boshers","MIN","RP","KC","0.25","0.23","0.01","0","3.88","1.34","0.11","0.25","0.09","0.02","0","0","0.01","0",""
" ","Grant Dayton","LAD","RP","SD","0.35","0.42","0.01","0","2.58","1.00","0.1","0.26","0.09","0.04","0","0","0.01","0",""
" ","Dan Otero","CLE","RP","@TEX","0.36","0.26","0.01","0","3.60","1.19","0.14","0.36","0.07","0.04","0","0","0.01","0",""
" ","Ryan Buchter","SD","RP","@LAD","0.35","0.42","0.01","0.01","3.38","1.31","0.13","0.24","0.21","0.05","0","0","0.01","0",""
" ","Bryan Mitchell","NYY","SP","@TB","0.63","0.53","0.03","0","4.39","1.38","0.31","0.6","0.27","0.08","0","0","0.05","0",""
" ","Jose Ramirez","ATL","RP","@NYM","0.28","0.27","0.01","0","3.63","1.36","0.11","0.23","0.15","0.04","0","0","0.01","0",""
" ","Kevin Chapman","ATL","RP","@NYM","0.21","0.21","0.01","0","3.69","1.42","0.09","0.19","0.11","0.04","0","0","0.01","0",""
" ","Felipe Rivero","PIT","RP","@BOS","0.41","0.45","0.02","0","3.68","1.26","0.17","0.37","0.15","0.03","0","0","0.02","0",""
" ","Sammy Solis","WSH","RP","MIA","0.35","0.32","0.01","0","3.12","1.29","0.12","0.31","0.14","0.02","0","0","0.01","0",""
" ","Blake Treinen","WSH","RP","MIA","0.38","0.33","0.01","0.16","3.26","1.32","0.14","0.35","0.15","0.03","0","0","0.01","0",""
" ","Kevin Quackenbush","SD","RP","@LAD","0.33","0.3","0.01","0.03","3.93","1.36","0.14","0.3","0.15","0.05","0","0","0.01","0",""
" ","Chase Whitley","TB","P,RP","NYY","0.25","0.22","0.01","0","3.91","1.27","0.11","0.24","0.08","0.04","0","0","0.01","0",""
" ","Kyle Crockett","CLE","RP","@TEX","0.14","0.13","0.01","0","4.40","1.40","0.07","0.14","0.05","0.02","0","0","0.01","0",""
" ","Cameron Bedrosian","LAA","RP","@OAK","0.35","0.42","0.01","0.14","3.03","1.28","0.12","0.28","0.16","0.03","0","0","0.01","0",""
" ","Kenneth Giles","HOU","RP","SEA","0.4","0.54","0.02","0.22","2.91","1.18","0.13","0.32","0.15","0.05","0","0","0.02","0",""
" ","Jose Diaz","TB","RP","NYY","0.31","0.29","0.01","0","3.71","1.25","0.13","0.26","0.12","0.04","0","0","0.01","0",""
" ","Chasen Shreve","NYY","RP","@TB","0.25","0.28","0.02","0","3.68","1.25","0.1","0.2","0.11","0.03","0","0","0.01","0",""
" ","Hector Neris","PHI","RP","@CIN","0.43","0.55","0.02","0.07","3.52","1.20","0.17","0.35","0.16","0.07","0","0","0.02","0",""
" ","Carlos Frias","CLE","RP","@TEX","0.22","0.16","0.01","0","4.73","1.42","0.12","0.25","0.06","0.04","0","0","0.01","0",""
" ","Alexander Claudio","TEX","RP","CLE","0.34","0.23","0.01","0","3.90","1.33","0.15","0.35","0.1","0.05","0","0","0.01","0",""
" ","Brandon Finnegan","CIN","SP","PHI","5.92","5.75","0.24","0","4.46","1.37","2.93","5.67","2.47","0.86","0","0","0.47","0",""
